YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.1601396	0.9945251	0.6145857	0.4181130	0.7132906	1.0225950	0.1946756	0.5066663	1.0259661	1.0931460
0.5087983	0.5201537	0.5049729	0.4016998	0.6558481	1.0273577	0.4285444	0.3066680	0.9742918	1.0406143
0.3048356	0.9683466	0.3345542	0.4843009	0.6400045	0.9817343	0.2617578	0.4304280	1.1870845	0.9791856
0.2490728	1.0821876	0.3926523	0.2235846	0.6826768	1.0053790	0.2535910	0.4770435	1.0193721	1.0274372
0.1769309	1.0161136	1.0302681	0.7301619	0.3182097	0.9645788	0.2184797	0.4573188	0.9862160	1.0573877
0.3275220	1.0151443	1.0160132	0.9476224	0.1585735	0.5242799	0.2893288	0.4730992	1.0069989	1.0023021
0.2499171	0.9837004	0.6296038	0.4503730	0.6707684	1.1161525	0.1231228	0.4524216	0.9581627	1.0309253
0.1489879	1.0231419	0.6801645	0.3980323	0.7876620	1.0799293	0.5133194	0.2564745	0.9992075	1.0678568
0.2786337	0.9827944	0.6858270	0.4321195	0.7674200	0.9542864	0.1345166	0.5430588	0.4543428	1.0631728
0.2453519	1.0407904	0.6090263	0.4299763	0.6799263	0.9727836	0.2679186	0.4912933	1.0780199	0.4848175
