YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.4964638	0.9694793	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7070862	0.5109485	1.0000000
0.9482234	0.4847414	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.4340606	0.7714380	1.0000000
0.8853977	0.3587204	0.4041350	0.1371225	0.1412597	0.9980364	0.9422887	0.3868090	0.8295040	1.0000000
0.9929762	0.9884267	0.9575649	0.0685736	0.1412584	0.9980417	0.9434863	0.7112173	0.5068793	1.0000000
0.9928728	0.9831450	0.8971708	0.1015047	0.0706303	0.9980401	0.9431350	0.7101007	0.5079940	1.0000000
0.0564611	0.0552982	0.1834635	0.4868778	0.5101753	0.4987859	0.8530722	0.3672407	0.8556637	1.0000000
0.9925966	0.9692139	0.8063833	0.1380500	0.1428693	0.9914535	0.4712922	0.7070684	0.5109812	1.0000000
0.9925997	0.9694793	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.3536750	0.5109485	1.0000000
0.9925997	0.9694793	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.9456959	0.2555600	1.0000000
0.9925961	0.9691934	0.8063496	0.1380383	0.1428396	0.9915566	0.4736627	0.9405476	0.2650684	0.5000006
