YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.0000000	0.4422767	0.7818975	0.9999066	0.0517061	0.2063073	0.9250274	0.4463815	0.2167129	1.0000000
1.0000000	0.0000000	0.6935894	0.9997178	0.0606172	0.2250863	0.9999944	0.0318811	0.2400331	1.0000000
0.2411167	0.9999995	0.0000000	0.9998398	0.0849902	0.2702684	0.9700924	0.3427013	0.2917368	1.0000000
0.2464931	0.9412302	0.0694387	0.0000000	0.0850084	0.2702356	0.9712471	0.3380413	0.2919115	1.0000000
0.3812645	0.4764695	0.6967615	1.0000000	0.0000000	0.2246408	0.9936858	0.2214504	0.0388466	1.0000000
0.3812646	0.4764694	0.6967615	0.9999999	0.0066903	0.0000001	0.9936858	0.2214501	0.0581784	1.0000000
0.3812647	0.4764694	0.6967613	0.8447807	0.5491046	0.9058775	0.0000001	0.2214498	0.4814455	1.0000000
0.3803168	0.4778356	0.6935893	0.9998536	0.0606172	0.2250861	1.0000000	0.0000000	0.2400339	1.0000000
0.3812642	0.4764696	0.6967615	0.9998550	0.0603972	0.2246408	0.9936858	0.2214509	0.0000005	1.0000000
0.4376836	0.4082679	0.8800331	0.9999494	0.0422423	0.1843617	0.8291853	0.5788834	0.6958549	0.0000000
