"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
350	0.5245619	1.0736466	0.9435390	0.8676326	0.4911452	0.1471051	0.9907798	0.0020180	0.9793367	1.0890180
400	0.4633539	1.0712921	0.9106016	0.7981924	0.5342138	0.1416188	1.0692914	0.0057853	1.0259973	0.9678018
450	0.4576903	0.9965862	0.9594627	0.8502612	0.4705589	0.1259180	1.0443012	0.0039285	1.0109945	1.0133862
500	0.5036786	1.0407849	1.0091669	0.7577698	0.4478644	0.1135519	0.9475469	0.0033417	0.9986919	0.9730625
550	0.8234596	0.9834669	0.9403501	0.8797403	0.0965579	0.1202188	1.0093795	0.2882386	0.9925377	0.9790673
600	0.8246218	1.0448651	0.9460746	0.9789100	0.0460068	0.1365450	0.8828529	0.3922380	1.0355443	1.0199237
650	0.8957197	0.9439102	0.9497891	0.9233207	0.0570518	0.1320683	0.8906454	0.3429457	1.0478124	1.0836810
700	0.9338912	0.9765897	0.9364107	0.9662863	0.0669043	0.1499556	0.8996317	0.3159430	1.0471739	0.9708676
750	0.9191407	0.9857045	0.9139698	1.0508184	0.0799162	0.1562981	0.8498633	0.3459557	0.9805930	1.0506114
800	0.8970944	1.0385911	0.9888458	0.9705394	0.0786206	0.1519266	0.8865005	0.3007460	0.9482418	0.9937072
850	0.8850913	0.9743336	0.9534410	1.0389027	0.0518324	0.1499978	0.8670817	0.3268571	0.9650922	0.9941769
900	0.9366986	1.0366216	0.9688075	1.0762286	0.0442640	0.1454232	0.8893517	0.3638878	1.0640601	1.0094717
950	0.8857655	0.9556044	0.9681708	0.9744548	0.0370952	0.1398009	0.8531073	0.3627731	0.9792186	0.9263748
1000	0.8751330	0.9691047	1.0499801	1.0250420	0.0415176	0.1683129	0.9576424	0.3649213	0.9916394	0.9146685

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.8142414	0.9654400	0.9978658	0.9739966	0.0530738	0.1565830	0.9891101	0.1001754	0.4895986	0.9271031
100	0.8802700	0.9707846	1.0427741	0.9717190	0.0622557	0.1536404	1.0064324	0.0657388	0.2354744	0.9723992
150	0.8368347	0.9628200	0.9449620	1.0623259	0.0450147	0.1335283	0.9519019	0.0792341	0.1741744	1.0015126
200	0.8872070	0.8911728	0.9430553	1.0286844	0.0435768	0.1409290	1.0274586	0.0800628	0.1326543	1.0701140
250	0.9937274	1.0108180	0.9049845	1.0318510	0.0661360	0.1322337	1.0380650	0.1026783	0.1419056	1.0405789
300	0.9326619	0.9399854	1.0461217	1.0903925	0.0584151	0.1398057	0.9678690	0.0841648	0.1371572	1.0939147
350	0.9719989	0.9910919	1.0409403	1.0544409	0.0626381	0.1376884	0.9863375	0.1081418	0.1334249	1.0334311
400	0.9752850	1.0019417	1.0295455	1.1316058	0.0371576	0.1265117	1.0425709	0.0962328	0.1192340	1.0911535
450	0.9810628	0.9949771	1.0137444	1.0832574	0.0499446	0.1135136	0.9134316	0.0945000	0.1193496	1.1096811
500	0.9604997	0.9700551	0.9877903	1.0276592	0.0507302	0.1352004	0.9852591	0.0766217	0.1229479	1.1040663
550	0.8772239	1.0481301	0.9583182	0.9770158	0.0728814	0.1302742	1.0339989	0.4581643	0.7138237	1.0462916
600	0.9356898	1.0306515	0.8804138	0.9343794	0.0356793	0.1164870	0.8717261	0.4061306	0.8439904	0.8686442
650	0.8143513	1.0329971	0.9652693	0.9791207	0.0274047	0.1277904	0.9215027	0.3873939	0.9332707	0.9421237
700	0.8513195	0.9924472	0.9529159	0.9875225	0.0541430	0.1024769	0.9236003	0.3750787	0.8841732	0.9676883
750	0.8718903	1.0068772	0.9268841	0.9180156	0.0546911	0.1520587	0.9520953	0.3969787	0.9295185	1.0004323
800	0.8100951	1.0216519	1.0372049	1.0305221	0.0592984	0.1282626	0.8942411	0.3857174	0.9726319	1.0549885
850	0.8612982	1.0543005	1.0134073	0.9799689	0.0527530	0.1212913	0.8317293	0.3740424	0.9864216	1.0567674
900	0.9484586	1.0536182	0.9797772	0.9890103	0.0591213	0.1358635	0.8428761	0.3587881	0.9975737	1.0342631
950	0.9121864	1.0051422	0.9510106	0.9210418	0.0345143	0.1314208	0.9626636	0.3755186	1.0939955	0.9877662
1000	0.9400611	0.9767027	0.8437725	1.0146513	0.0518967	0.1473427	0.9744089	0.3482217	1.0960032	1.0235343

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.9694122	1.0014926	0.9494052	0.9439055	0.3887692	0.1553793	0.5291515	0.3279224	0.6376222	1.0874161
100	0.9671546	0.9744244	0.9859183	0.9695878	0.4617030	0.2092097	0.4671389	0.3147315	0.4942903	1.0005699
150	1.0150328	0.9452424	0.9443722	0.8444491	0.4887188	0.2272333	0.4519934	0.3380006	0.4473274	1.0223960
200	0.9729605	0.9744773	0.9464105	0.7195079	0.5204605	0.2478753	0.4529631	0.3554545	0.4602254	1.0586228
250	0.9550470	1.0287789	0.9062306	0.7451608	0.5522254	0.2788798	0.4179799	0.3493628	0.4357275	1.1169851
300	0.9495568	1.0013301	0.9631883	0.7273069	0.4491935	0.2882387	0.3883853	0.3086678	0.4469771	1.0241072
350	0.9394748	1.0623187	0.9438078	0.7570628	0.5293613	0.3110413	0.4448101	0.3485186	0.4033035	1.0101435
400	0.9649522	1.0591732	0.9781312	0.7289728	0.5209114	0.2878768	0.3374750	0.4009587	0.4447248	1.0514909
450	0.9578712	0.9247118	0.9459651	0.7177993	0.5517220	0.2814954	0.3863152	0.4114880	0.4103586	1.0404720
500	0.9707311	0.9030725	0.9445806	0.7329097	0.5095178	0.2962070	0.4211063	0.3747768	0.4026305	1.0397733
550	0.8697253	0.9282844	0.8991641	0.7565108	0.2460581	0.2452188	0.6932747	0.4721434	0.8347181	1.0538169
600	0.8939296	1.0046040	0.8684682	0.9525647	0.1701067	0.2166173	0.8030938	0.4151199	0.9100462	0.9909124
650	0.8947561	1.0665030	0.8677433	0.9172936	0.1698577	0.1616640	0.7747816	0.4277162	1.0299603	0.9491112
700	0.9528469	1.0686018	1.0227579	1.0454865	0.0897421	0.1617965	0.8362881	0.3969595	0.9877996	1.0396996
750	0.9126881	1.0537123	0.9987756	0.9268051	0.0777324	0.1079502	0.9537096	0.3943749	1.0201215	1.0525156
800	0.9351120	1.0517436	0.8648986	1.0185588	0.0642349	0.1290358	1.0232954	0.3584184	1.0705266	0.9942101
850	0.8779270	0.9674052	0.9353127	0.9835687	0.0509187	0.1268874	0.8696425	0.3387590	1.0553960	0.9924182
900	0.9034007	0.9276715	0.9300424	0.9809163	0.0570431	0.1432832	0.9231168	0.2908126	1.0210989	1.0165083
950	0.8777080	1.0244054	1.0472567	1.0199025	0.0511508	0.1319272	0.8717142	0.3991409	0.9259561	1.0760656
1000	0.9112392	0.8838736	0.9527119	1.0527716	0.0674999	0.1607112	0.9570881	0.3382751	0.9791768	1.0171199

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.8287753	0.9993266	1.0368057	0.9631393	0.0415182	0.0428545	0.8467665	0.3185996	1.0080521	0.7587794
100	0.8654490	1.0816019	1.0853562	0.9795696	0.0559062	0.0291766	0.9171958	0.3173614	1.0094797	0.7154019
150	0.8673026	0.9078871	0.9064760	1.0142372	0.0277226	0.0038771	0.9290746	0.2812451	0.9536252	0.6560908
200	0.9005364	0.9737500	0.8762268	0.9524213	0.0164690	0.0055490	0.9073371	0.3455520	0.9741827	0.6350875
250	0.9297170	1.0162085	0.9707464	0.9737459	0.0296308	0.0089504	0.8416256	0.3896316	1.0447018	0.6114104
300	0.9001094	0.9602479	1.0260558	1.0161291	0.0064238	0.0121029	0.8473868	0.2872955	1.0627285	0.6263496
350	0.8690281	0.9661142	1.0979423	1.0490194	0.0128744	0.0116292	0.8585878	0.3367109	0.9819603	0.6252408
400	0.9212570	0.9662672	0.9580206	0.9980282	0.0302706	0.0128656	0.9364128	0.4006545	0.9824271	0.6047401
450	0.9037010	1.0702786	0.9481006	1.0048698	0.0232195	0.0074567	0.9368784	0.3452763	0.8948126	0.5750419
500	0.9255633	0.9995100	0.9130256	0.9798068	0.0202034	0.0096335	0.8464689	0.3555986	0.9367760	0.6214829
550	0.8645834	0.9579739	0.9502018	1.0017574	0.0166595	0.1116357	0.8806905	0.3460722	0.9839848	0.8736772
600	0.8543899	1.0253209	0.9561577	1.1022931	0.0375819	0.1248059	0.8515275	0.3402357	1.0231251	0.8904043
650	0.8660442	1.0111496	0.9898304	1.0731997	0.0706534	0.1313100	0.9273208	0.4016551	0.9982067	1.0397880
700	0.9418098	1.0107132	0.9936241	1.0406273	0.0612915	0.1201637	0.8565166	0.4025754	0.9550523	0.9376388
750	0.9041123	0.9815423	0.9598619	1.0104486	0.0562991	0.1500589	0.8943814	0.4068280	0.9708518	1.0211259
800	0.8518656	0.9961982	0.9861050	0.9955097	0.0417529	0.1406098	0.8592379	0.3364560	0.9413032	0.9804745
850	0.8388821	0.9463772	0.9955299	0.9390910	0.0502689	0.1688293	0.8591064	0.3150634	0.9159538	0.9850453
900	0.8708795	1.0014713	1.0240328	0.9853268	0.0400346	0.1418526	0.9762329	0.3742199	0.9704305	1.1045297
950	0.8225432	1.0913488	0.9563090	1.0752815	0.0480085	0.1349268	0.8629160	0.3519837	0.9544443	1.0341168
1000	0.7999578	1.0380164	0.9227248	0.9943199	0.0555387	0.1481703	0.8909137	0.3105055	1.0733200	1.0060571

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.8537865	0.9597297	0.9371718	0.9819351	0.0618673	0.1407614	0.7456972	0.2917138	1.0407212	0.6907747
100	0.8366452	1.0017152	0.9060461	1.0150615	0.0711623	0.1607575	0.7294463	0.3458001	0.9289920	0.5271649
150	0.8444153	1.0155345	0.9649877	0.9833721	0.0727739	0.1596637	0.7475212	0.3453990	0.9244698	0.4605070
200	0.8973360	0.9485727	1.0351284	0.9782921	0.0612450	0.1523375	0.7706245	0.3062680	0.9779744	0.4241479
250	0.8525623	0.8628579	0.9637740	1.0561778	0.0585113	0.1636306	0.6652810	0.3293228	0.9181525	0.4327315
300	0.8259445	0.9379720	0.8889175	0.9692443	0.0769361	0.1875952	0.7345136	0.2869788	0.9267803	0.4567299
350	0.9378653	0.9604302	0.9224319	1.0785630	0.0771292	0.1879701	0.7570702	0.3331491	0.9373760	0.4673238
400	0.8200638	0.9312582	1.0146192	0.9897013	0.0804062	0.1956555	0.7618515	0.3822822	0.9631322	0.4372347
450	0.9349273	0.9116831	1.0001865	0.9396609	0.0639801	0.1915987	0.7336648	0.3170871	0.9825361	0.3931822
500	0.8925585	0.8516225	0.9918929	0.9895277	0.0873644	0.1776217	0.7217181	0.3552250	0.9636866	0.3934883
550	0.8981588	0.9641678	0.9969176	0.9829666	0.1227820	0.1523383	0.7736462	0.3802141	1.0018559	0.7589470
600	0.8754025	1.0093267	1.0316438	1.0614990	0.0743871	0.1236452	0.8111038	0.4037401	1.0160382	0.9224855
650	0.8843846	1.0206999	0.9136717	1.0906937	0.0645808	0.1264706	0.8925218	0.3350558	1.1107712	0.9348900
700	0.8525732	1.0577897	0.9533102	1.0618288	0.0704576	0.1234039	0.8337987	0.3177350	1.0008231	0.9994109
750	0.9150758	1.0027204	0.8853768	1.0219156	0.0650162	0.1579855	0.8822423	0.3595536	1.0589075	0.9796272
800	0.8832080	1.0249619	0.9387756	0.9204910	0.0961851	0.1440285	0.8652210	0.2831737	1.0250470	0.9267872
850	0.8863450	1.0050901	0.9565687	1.0380281	0.0830963	0.1465407	0.8632258	0.3408909	1.0212088	0.9669864
900	0.9000825	0.9837728	0.9593364	1.0502986	0.0948785	0.1476918	0.9666636	0.3305808	1.0422657	0.9816952
950	0.9899708	0.9997340	1.0340041	1.0480984	0.0827387	0.1477457	0.8718668	0.3532767	0.9494488	0.9058706
1000	0.9137689	0.9853289	0.9869169	0.9715972	0.0833352	0.1422403	0.9108435	0.3149290	1.0046569	0.9763543

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.9194591	1.0353569	0.9767686	1.0188034	0.0801003	0.1458265	0.8460728	0.3974035	1.0365518	1.0484897
100	0.9152675	0.9699571	1.0165797	1.0055540	0.0560924	0.1660833	0.8190400	0.3548771	0.9755871	0.9762773
150	0.8049734	0.9296114	0.9957737	0.9976116	0.0505817	0.1498690	0.7984498	0.3503883	0.9924635	1.0808013
200	0.8368113	0.9500056	0.9755556	0.9904644	0.0561171	0.1538678	0.7559958	0.3813138	1.0340449	1.0169530
250	0.8210653	0.9994830	0.9519445	0.9627543	0.0515032	0.1316858	0.8891447	0.3307276	0.9669709	0.9786226
300	0.9021286	1.0557969	1.1147300	1.0329721	0.0504828	0.1195390	0.8822307	0.3125876	0.9886667	1.0407961
350	0.9279761	1.0561600	0.9537312	0.9455309	0.0528211	0.1635604	0.8522540	0.3694680	0.9519564	1.0185880
400	0.8252982	1.0679851	1.0085114	0.9977487	0.0674901	0.1541290	0.8245726	0.3375549	0.9298307	0.9735275
450	0.9015458	1.0637152	0.9895103	1.0745680	0.0511117	0.1625077	0.8642616	0.3497459	0.9746770	0.9307286
500	0.8701521	0.9719483	1.0040151	1.0079210	0.0612251	0.1454395	0.9466024	0.2987783	1.0026657	0.9403627
550	0.8829035	0.9232729	0.9581040	1.0032048	0.0546546	0.1388996	1.0082702	0.2911326	0.9218507	0.9900624
600	0.8541702	0.9792267	0.9887764	0.9527981	0.0658075	0.1351346	0.9222663	0.3033752	1.0145306	0.9357378
650	0.8347700	0.9560694	0.9928614	0.9482604	0.0364612	0.1419179	0.8667292	0.3237208	0.9843006	0.9938179
700	0.8192945	0.9356095	0.9081801	0.8826723	0.0623183	0.1487674	0.9342756	0.2756113	0.9634904	1.0541987
750	0.8436089	0.9385251	0.9658314	0.9281136	0.0511807	0.1454217	0.7838548	0.3302348	0.9263337	1.1017635
800	0.9584362	1.0024417	0.9487690	0.9337804	0.0750133	0.1463981	0.8015063	0.3275777	0.9222956	1.0077295
850	0.9568743	1.0185786	0.9473451	1.0040660	0.0714857	0.1429919	0.8877352	0.3376845	0.8797207	1.0503659
900	0.9087570	0.9193503	0.9716918	1.0211870	0.0715123	0.1152944	0.8456072	0.3634079	0.9654673	1.0506080
950	0.9578221	0.9803731	0.9404786	0.9855957	0.0499937	0.1262060	0.9030624	0.4084748	0.9425865	1.0172219
1000	0.8580941	0.9898018	1.0200956	0.9452223	0.0362832	0.1106916	0.8812372	0.3540503	0.9496609	1.0224703

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.9389045	0.9702382	1.0127842	1.0761682	0.0600260	0.1596431	0.8296557	0.1399729	0.5719194	0.9840924
100	0.8187906	0.9651958	1.0140092	0.9694209	0.0385787	0.1268368	0.9837749	0.1129806	0.4632589	0.9507138
150	0.8459115	0.9621419	0.9925981	1.0756160	0.0463490	0.1184205	0.9155174	0.1228057	0.3612443	0.9347068
200	0.8570715	1.0385051	0.9122454	1.0219626	0.0466150	0.1375638	0.9806278	0.1253394	0.3123452	0.9202064
250	0.9334368	0.9978299	0.9873387	1.0549243	0.0452936	0.1310616	0.9645984	0.1402442	0.2986346	0.9510548
300	0.8676475	1.0647167	1.0243479	1.0482440	0.0444593	0.1111546	1.0070958	0.1193085	0.2963649	0.8977633
350	0.9239554	0.9423551	0.9866179	0.9062214	0.0524223	0.1255974	1.0351791	0.1349282	0.2934761	0.9240232
400	0.9329294	0.9441003	1.0041794	1.0294657	0.0503571	0.1564686	0.9335732	0.1167427	0.2836844	1.0014253
450	0.9001665	0.9380597	1.0393570	0.9814637	0.0750988	0.1403610	0.9642850	0.1337635	0.2695318	1.1170841
500	0.9279772	1.0079789	0.9857659	1.0253333	0.0690002	0.1554249	0.9358546	0.1659198	0.2639224	1.1281344
550	0.9343294	0.9862085	0.9435534	1.0922020	0.0701309	0.1504909	0.9023359	0.4177842	0.7057808	1.0633545
600	0.8794497	0.9917875	0.9609583	1.0712135	0.0991186	0.1609329	0.8939959	0.4111062	0.8506852	1.0036605
650	0.8885059	1.0462728	0.9514954	0.9769791	0.0836834	0.1479050	0.8903945	0.3801728	0.8919508	1.0066469
700	1.0224540	0.9815143	0.9032174	0.9046397	0.0861276	0.1715065	0.8219446	0.2909362	1.0724836	1.0001434
750	0.8091141	0.9334398	0.9337680	0.9911126	0.0625608	0.1593908	0.8882290	0.2895658	1.0730810	0.9248801
800	0.7962831	1.1399501	0.9371056	0.9882657	0.0505468	0.1272733	0.8780711	0.3334192	1.0347558	0.9089471
850	0.9184893	1.0471195	0.9918957	1.0215509	0.0665938	0.1563453	0.9597099	0.3563014	1.0377004	0.9795966
900	0.8188894	1.0451041	1.0267677	0.9491291	0.0656763	0.1237717	1.0121038	0.3445761	1.0339399	0.9745731
950	0.8646626	0.9976741	1.0431601	0.9680455	0.0937671	0.1182209	0.9261673	0.3240821	1.0011991	0.9855377
1000	0.7781676	1.0628351	0.8808657	1.0548861	0.0742909	0.1106163	0.9033563	0.3504544	1.0169627	0.8857095

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.6765258	1.0556349	0.9386095	0.4897254	0.0603710	0.1343645	0.8756638	0.3237022	1.0546772	1.0611044
100	0.6625481	0.9981536	1.0147342	0.3246704	0.0543111	0.1300315	0.8867062	0.2643151	1.0575002	1.0008418
150	0.6665526	0.9750515	0.9467077	0.2648445	0.0388272	0.1181880	0.8526884	0.2149341	1.0784821	1.0270437
200	0.6981831	0.9143104	0.8423924	0.2700008	0.0421171	0.1344174	0.8173363	0.2148672	1.0104942	0.9632921
250	0.6888558	1.0314231	0.7953042	0.2633950	0.0310194	0.1279282	0.9961362	0.2299802	0.9148782	0.9475428
300	0.6407347	0.9500119	0.7978664	0.2681874	0.0544230	0.1454484	0.8829243	0.2314595	0.9882225	0.9068538
350	0.7204260	0.9919992	0.7080220	0.2947256	0.0633437	0.1321730	0.9135764	0.2113855	1.0226986	0.9696708
400	0.7222364	1.0589302	0.7449550	0.2805099	0.0506916	0.1171601	1.0937794	0.1926887	1.0365455	1.0083378
450	0.6863292	1.0271635	0.7560782	0.2647112	0.0588360	0.1304861	0.9863423	0.1757872	1.0834432	1.0241333
500	0.6563959	0.9459196	0.6786598	0.2198812	0.0378181	0.1210486	0.9936406	0.1620901	1.0409768	1.0269867
550	0.8100727	1.0079147	0.7627966	0.7653773	0.0551709	0.1241616	0.9478924	0.3041983	0.8870134	1.0529336
600	0.8850650	1.0074332	0.9023746	0.8268221	0.0520822	0.1145586	0.9163754	0.3363979	0.9692392	0.9824282
650	0.8456306	1.0429585	0.9800953	0.8721472	0.0423577	0.1321569	0.9973986	0.3443643	0.9904700	0.9326675
700	0.8628454	1.0540742	1.0073726	0.9166132	0.0451879	0.1339624	0.9169021	0.3175043	0.9861445	0.9845623
750	0.9150256	1.0006173	1.0747992	1.0257521	0.0551199	0.1441140	0.9267949	0.3205156	0.9477956	0.9708334
800	0.8469357	1.0438560	1.0068166	0.9682544	0.0401805	0.1501025	0.9134713	0.3682460	1.0418722	0.9768383
850	0.7410947	1.0575992	0.9805066	1.0243097	0.0605804	0.1637964	0.7958167	0.3451120	1.0433514	0.9229868
900	0.8170988	1.0028473	0.9743526	1.0896481	0.0707409	0.1461975	0.8480377	0.3155812	0.9949405	0.9266915
950	0.8198280	0.9653631	0.9954743	1.0535530	0.0797470	0.1581616	0.8809946	0.3275307	1.0190973	0.9963042
1000	0.8388678	1.0239642	1.0112229	1.0302881	0.0942942	0.1445293	0.8629432	0.3260320	0.9454630	1.0156850

0	0.8941301	0.9621734	0.8789080	0.9872256	0.0716479	0.1452650	0.8902234	0.3405565	1.0325112	1.0778545
50	0.9470867	0.9957824	0.8982129	0.6010111	0.0530514	0.1283930	0.8914701	0.2031720	0.7105109	0.8266779
100	0.9117746	0.9529315	0.8434036	0.5699140	0.0706368	0.1469314	0.9876089	0.1824484	0.5521000	0.8393276
150	0.9104573	1.0186357	0.8912885	0.5061656	0.0569853	0.1145278	0.9634236	0.2523952	0.4359135	0.7999148
200	0.9017108	0.9442191	0.8737376	0.4638935	0.0373224	0.1434823	0.9940601	0.3188751	0.4392528	0.7916213
250	0.8761726	1.0140898	0.9604194	0.4832427	0.0801033	0.1316188	0.9616738	0.2968331	0.4759199	0.7517320
300	0.9319970	0.9944056	0.9582490	0.4410414	0.0600800	0.1906000	0.8496270	0.2475834	0.4936276	0.7295210
350	0.8924582	1.0363435	0.9059480	0.4325148	0.0645626	0.1393034	0.8492055	0.2725837	0.4473363	0.7461697
400	0.9257249	0.9855599	0.9178689	0.4296627	0.0677771	0.1298532	0.9237465	0.2985289	0.3896189	0.7794840
450	0.9315501	1.0115977	0.7808483	0.4454363	0.0668826	0.1266652	0.9390228	0.3155587	0.4580352	0.7274219
500	0.9312953	1.0558534	0.8731971	0.4616573	0.0514807	0.1433160	0.9186459	0.3019901	0.4932718	0.7365259
550	0.9123014	1.0158670	0.9289909	0.8462507	0.0631887	0.1497082	0.9169032	0.3938003	0.7566095	0.9174640
600	0.8845170	0.9872772	0.9607939	0.9751152	0.0413021	0.1428311	0.9103955	0.3488176	0.8956538	1.0009503
650	0.8080316	0.9935962	0.9979225	0.9391090	0.0489037	0.1650101	0.8602920	0.3624563	0.9478700	1.0238960
700	0.8072411	0.9583701	0.9841210	0.9465066	0.0532516	0.1539022	0.8588226	0.3193018	1.0125314	0.9667405
750	0.7520477	1.0153577	1.0190114	0.9673797	0.0477897	0.1400944	0.8370202	0.3607865	0.9397126	0.9727013
800	0.8436737	1.0946680	1.0436166	1.0476612	0.0418574	0.1493607	0.8277746	0.3394129	0.9481139	0.9559220
850	0.8681040	1.0228220	0.9831429	1.0318196	0.0328083	0.1381871	0.8964167	0.2715971	0.9326534	0.9705132
900	0.9741628	0.9894289	1.0283868	1.0358043	0.0481817	0.1257158	0.9763257	0.3602665	1.0268726	0.9115744
950	0.9374967	0.9897048	0.9437767	1.0748281	0.0488487	0.0994714	0.8617933	0.3028790	0.9692307	1.0055846
1000	0.8607366	1.0786284	0.9065595	0.9583402	0.0659355	0.1526609	0.8235543	0.3557806	0.9862479	1.0572597
