"Time"	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
500	0.2142690	0.3056573	0.4442215	0.9994333	0.1036539	0.2174648	0.0374427	0.0015311	0.0069146	1.0000000
550	0.2142585	0.4191062	0.4426026	0.9997469	0.0756520	0.0324294	0.0374425	0.0036008	0.1174043	1.0000000
600	0.2142531	0.4449949	0.4417130	0.9998875	0.0391410	0.0083757	0.0374621	0.0496010	0.1509446	1.0000000
650	0.2142505	0.4511803	0.4412456	0.9999503	0.0255211	0.0142882	0.0599900	0.1643472	0.1611218	1.0000000
700	0.2142492	0.4527998	0.4410078	0.9999781	0.0257926	0.2051007	0.4202267	0.2723057	0.1642079	1.0000000
750	0.2142487	0.4532900	0.4408899	0.9999903	0.1320074	0.7373873	0.7926280	0.3398233	0.1651429	1.0000000
800	0.2142484	0.4534657	0.4408328	0.9999796	0.3344531	0.9226916	0.9187200	0.3751984	0.1654258	1.0000000
850	0.2142486	0.4535369	0.4408355	0.9993036	0.4524454	0.9654383	0.9548295	0.3922026	0.1655146	1.0000000
900	0.2142527	0.4535360	0.4412398	0.9953970	0.4995621	0.9760687	0.9661808	0.4000132	0.1655866	1.0000000
950	0.2142693	0.4532996	0.4429787	0.9878466	0.5158666	0.9792290	0.9702805	0.4035641	0.1657828	1.0000000
1000	0.2143022	0.4524674	0.4465567	0.9798152	0.5211917	0.9803372	0.9719324	0.4052094	0.1661618	1.0000000

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.2144785	0.4391095	0.4681146	0.9420582	0.8836678	0.9799385	0.9695451	0.3938275	0.1682403	1.0000000
100	0.2146366	0.4381276	0.4823152	0.8355425	0.9637165	0.9799306	0.9695291	0.3943110	0.1700373	1.0000000
150	0.2152485	0.4310005	0.5321242	0.7035242	0.9815023	0.9799963	0.9697717	0.3975440	0.1771201	1.0000000
200	0.2165120	0.4122929	0.6135048	0.6058067	0.9854549	0.9802885	0.9707964	0.4055580	0.1918709	1.0000000
250	0.2183548	0.3856007	0.6990765	0.5473266	0.9863361	0.9809281	0.9729335	0.4185259	0.2129805	1.0000000
300	0.2204148	0.3596464	0.7675926	0.5157825	0.9865377	0.9819047	0.9759884	0.4356542	0.2355290	1.0000000
350	0.2222535	0.3396466	0.8140603	0.4997529	0.9865911	0.9830948	0.9794204	0.4548695	0.2545833	1.0000000
400	0.2236207	0.3262092	0.8425355	0.4919086	0.9866132	0.9843109	0.9826239	0.4733535	0.2680941	1.0000000
450	0.2245055	0.3178945	0.8588855	0.4881638	0.9866285	0.9853879	0.9852150	0.4889956	0.2765480	1.0000000
500	0.2250231	0.3130160	0.8678603	0.4864039	0.9866411	0.9862424	0.9871095	0.5009494	0.2813933	1.0000000
550	0.2250684	0.3102779	0.8706102	0.5440649	0.6282580	0.9868668	0.9884039	0.5092195	0.2820415	1.0000000
600	0.2229163	0.3095989	0.8456328	0.6993156	0.5488222	0.9872607	0.9891765	0.5084433	0.2625330	1.0000000
650	0.2195783	0.3138502	0.7741536	0.8236929	0.5312793	0.9871599	0.9889262	0.4813795	0.2281521	1.0000000
700	0.2171573	0.3262322	0.6820284	0.8946115	0.5273059	0.9859823	0.9862321	0.4299836	0.2008291	1.0000000
750	0.2158089	0.3461997	0.6021172	0.9308895	0.5260105	0.9833890	0.9792254	0.3796100	0.1847796	1.0000000
800	0.2151245	0.3696281	0.5460139	0.9486592	0.5249066	0.9798012	0.9673787	0.3489837	0.1763787	1.0000000
850	0.2147880	0.3916516	0.5110586	0.9572473	0.5235963	0.9764621	0.9549083	0.3399845	0.1721741	1.0000000
900	0.2146241	0.4091497	0.4907979	0.9614627	0.5223489	0.9746118	0.9484317	0.3453464	0.1701049	1.0000000
950	0.2145440	0.4213781	0.4795682	0.9636199	0.5215440	0.9744940	0.9493511	0.3567147	0.1690897	1.0000000
1000	0.2145045	0.4291498	0.4735010	0.9647651	0.5213198	0.9754514	0.9540562	0.3683748	0.1685880	1.0000000

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.0621096	0.4391257	0.4673414	0.9651836	0.5233723	0.9800278	0.9797444	0.3938182	0.1681436	1.0000000
100	0.0190093	0.4391347	0.4673197	0.9651985	0.5233911	0.9801716	0.9810846	0.3937871	0.1681414	1.0000000
150	0.0068169	0.4391452	0.4673032	0.9652039	0.5234319	0.9802557	0.9812575	0.3937811	0.1681398	1.0000000
200	0.0033678	0.4391542	0.4672929	0.9652010	0.5234657	0.9802910	0.9812788	0.3937856	0.1681388	1.0000000
250	0.0023921	0.4391606	0.4672889	0.9651938	0.5234852	0.9803044	0.9812820	0.3937936	0.1681386	1.0000000
300	0.0021161	0.4391639	0.4672897	0.9651864	0.5234945	0.9803095	0.9812835	0.3938014	0.1681388	1.0000000
350	0.0020381	0.4391647	0.4672931	0.9651804	0.5234986	0.9803116	0.9812849	0.3938073	0.1681392	1.0000000
400	0.0020160	0.4391638	0.4672972	0.9651764	0.5235003	0.9803127	0.9812861	0.3938106	0.1681396	1.0000000
450	0.0020098	0.4391621	0.4673009	0.9651739	0.5235011	0.9803132	0.9812868	0.3938118	0.1681400	1.0000000
500	0.0020081	0.4391603	0.4673038	0.9651725	0.5235014	0.9803134	0.9812871	0.3938113	0.1681403	1.0000000
550	0.1543678	0.4391587	0.4673058	0.9651717	0.5234976	0.9802258	0.9710750	0.3938101	0.1681405	1.0000000
600	0.1974678	0.4391575	0.4673070	0.9651724	0.5234659	0.9800691	0.9697071	0.3938086	0.1681406	1.0000000
650	0.2096601	0.4391567	0.4673071	0.9651775	0.5234178	0.9799777	0.9695236	0.3938072	0.1681406	1.0000000
700	0.2131091	0.4391566	0.4673051	0.9651872	0.5233801	0.9799392	0.9694987	0.3938060	0.1681403	1.0000000
750	0.2140847	0.4391573	0.4673004	0.9651985	0.5233587	0.9799250	0.9694950	0.3938050	0.1681398	1.0000000
800	0.2143606	0.4391593	0.4672938	0.9652085	0.5233485	0.9799200	0.9694942	0.3938045	0.1681391	1.0000000
850	0.2144386	0.4391622	0.4672865	0.9652158	0.5233443	0.9799183	0.9694940	0.3938048	0.1681383	1.0000000
900	0.2144607	0.4391657	0.4672800	0.9652206	0.5233426	0.9799177	0.9694941	0.3938062	0.1681377	1.0000000
950	0.2144669	0.4391690	0.4672749	0.9652235	0.5233420	0.9799177	0.9694945	0.3938086	0.1681372	1.0000000
1000	0.2144686	0.4391719	0.4672712	0.9652251	0.5233418	0.9799178	0.9694952	0.3938115	0.1681368	1.0000000

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.2144699	0.4624459	0.2799062	0.9651829	0.5234161	0.9803952	0.9697487	0.4050087	0.2059568	0.4481257
100	0.2144697	0.5339230	0.2063593	0.9651901	0.5235909	0.9825660	0.9767541	0.5442017	0.3321687	0.2466606
150	0.2144696	0.6097096	0.1775046	0.9651545	0.5245454	0.9886095	0.9907486	0.7719532	0.4360615	0.1731146
200	0.2144698	0.6628526	0.1661909	0.9649834	0.5263693	0.9930302	0.9969730	0.9039075	0.4838692	0.1462662
250	0.2144706	0.6924842	0.1617782	0.9646263	0.5280036	0.9949409	0.9986827	0.9569539	0.5019964	0.1364650
300	0.2144723	0.7068894	0.1600980	0.9641717	0.5289882	0.9956633	0.9991394	0.9764881	0.5085003	0.1328870
350	0.2144748	0.7132976	0.1595061	0.9637461	0.5294699	0.9959314	0.9992742	0.9836815	0.5108213	0.1315808
400	0.2144775	0.7159513	0.1593414	0.9634192	0.5296802	0.9960316	0.9993186	0.9864096	0.5116678	0.1311040
450	0.2144798	0.7169591	0.1593330	0.9631996	0.5297665	0.9960696	0.9993344	0.9874800	0.5119905	0.1309299
500	0.2144817	0.7172855	0.1593706	0.9630653	0.5298008	0.9960841	0.9993403	0.9879108	0.5121216	0.1308664
550	0.2144830	0.6645547	0.3474712	0.9629887	0.5298049	0.9960096	0.9993425	0.9877862	0.4949604	0.6827176
600	0.2144839	0.5620503	0.4213124	0.9629485	0.5297945	0.9959956	0.9993412	0.9833597	0.3924456	0.8841741
650	0.2144844	0.4956725	0.4503077	0.9629297	0.5297851	0.9959537	0.9993247	0.9631269	0.2841360	0.9577171
700	0.2144846	0.4631344	0.4616966	0.9629226	0.5297640	0.9957881	0.9992543	0.9046308	0.2211582	0.9845644
750	0.2144848	0.4486751	0.4661708	0.9629236	0.5296948	0.9953060	0.9990227	0.7947006	0.1910192	0.9943651
800	0.2144848	0.4425280	0.4679270	0.9629371	0.5295079	0.9942319	0.9983615	0.6627129	0.1777283	0.9979430
850	0.2144848	0.4399791	0.4686103	0.9629768	0.5291092	0.9923560	0.9967001	0.5520523	0.1721228	0.9992491
900	0.2144846	0.4389418	0.4688608	0.9630649	0.5284279	0.9897585	0.9932654	0.4787001	0.1698257	0.9997259
950	0.2144841	0.4385314	0.4689205	0.9632237	0.5274857	0.9869041	0.9879253	0.4364836	0.1689011	0.9998999
1000	0.2144833	0.4383846	0.4688752	0.9634616	0.5264235	0.9843772	0.9818946	0.4141829	0.1685293	0.9999635

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.2144699	0.4740265	0.2001205	0.9651837	0.5233526	0.9792219	0.9668167	0.3261501	0.0549292	0.7951372
100	0.2144697	0.5937816	0.0952759	0.9652114	0.5226654	0.9693874	0.9154378	0.1762240	0.0216788	0.7203508
150	0.2144694	0.7372228	0.0541428	0.9653922	0.5176646	0.9183533	0.5847906	0.0771046	0.0124751	0.6930496
200	0.2144682	0.8443980	0.0379989	0.9665213	0.4885413	0.6472568	0.1682672	0.0310897	0.0101470	0.6830831
250	0.2144611	0.9046300	0.0316268	0.9720054	0.3587490	0.1960607	0.0572649	0.0128804	0.0096228	0.6794448
300	0.2144339	0.9334966	0.0289791	0.9835886	0.1660852	0.0377622	0.0401653	0.0062766	0.0094493	0.6781166
350	0.2143835	0.9463914	0.0276806	0.9924145	0.0633628	0.0093862	0.0378097	0.0039418	0.0092594	0.6776317
400	0.2143321	0.9521804	0.0269384	0.9966434	0.0312092	0.0050470	0.0374919	0.0030868	0.0090659	0.6774547
450	0.2142948	0.9549446	0.0265020	0.9985193	0.0229745	0.0043923	0.0374491	0.0027433	0.0089209	0.6773901
500	0.2142723	0.9563645	0.0262536	0.9993469	0.0210005	0.0042867	0.0374434	0.0025874	0.0088308	0.6773665
550	0.2142601	0.8551307	0.2787041	0.9997120	0.0205382	0.0049218	0.0375555	0.1297881	0.1952901	0.8822207
600	0.2142539	0.6609961	0.3774467	0.9998730	0.0222884	0.2269942	0.5363355	0.5359225	0.2122249	0.9570040
650	0.2142508	0.5448388	0.4160474	0.9999440	0.1583569	0.8434257	0.9254438	0.6815173	0.1952952	0.9843040
700	0.2142494	0.4916543	0.4311291	0.9999421	0.3727423	0.9680417	0.9864137	0.6570944	0.1807702	0.9942701
750	0.2142493	0.4691327	0.4370725	0.9988248	0.4766824	0.9873198	0.9945475	0.5801592	0.1725872	0.9979083
800	0.2142553	0.4598095	0.4400085	0.9935770	0.5127239	0.9891616	0.9937536	0.5102563	0.1686847	0.9992364
850	0.2142770	0.4556836	0.4432092	0.9849593	0.5232234	0.9877208	0.9902704	0.4632225	0.1671519	0.9997212
900	0.2143156	0.4530870	0.4477896	0.9768240	0.5255868	0.9857311	0.9856342	0.4357954	0.1668356	0.9998982
950	0.2143607	0.4505396	0.4530702	0.9711528	0.5256230	0.9840022	0.9811752	0.4207716	0.1670460	0.9999629
1000	0.2144009	0.4478209	0.4579176	0.9678588	0.5251320	0.9827493	0.9777284	0.4123176	0.1673924	0.9999864

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.2144699	0.4391257	0.4673414	0.9651833	0.5234169	0.9810252	0.9785856	0.4439079	0.2110646	0.3866034
100	0.2144697	0.4391347	0.4673204	0.9651846	0.5238449	0.9840840	0.9860719	0.5595496	0.3515738	0.1626792
150	0.2144697	0.4391445	0.4673123	0.9651141	0.5249509	0.9889697	0.9938557	0.7433557	0.4541376	0.0809344
200	0.2144700	0.4391487	0.4673404	0.9649062	0.5265601	0.9926852	0.9976362	0.8617623	0.4947654	0.0510929
250	0.2144710	0.4391367	0.4674383	0.9645512	0.5279684	0.9944822	0.9988503	0.9160383	0.5082274	0.0401991
300	0.2144728	0.4390945	0.4676238	0.9641301	0.5288523	0.9952362	0.9992234	0.9387247	0.5124991	0.0362223
350	0.2144751	0.4390133	0.4678777	0.9637426	0.5293111	0.9955440	0.9993478	0.9480719	0.5138582	0.0347705
400	0.2144776	0.4388980	0.4681549	0.9634437	0.5295254	0.9956701	0.9993934	0.9519490	0.5143081	0.0342405
450	0.2144798	0.4387651	0.4684108	0.9632400	0.5296200	0.9957221	0.9994112	0.9535650	0.5144707	0.0340471
500	0.2144815	0.4386342	0.4686191	0.9631129	0.5296605	0.9957437	0.9994184	0.9542324	0.5145379	0.0339764
550	0.2144827	0.4385204	0.4687728	0.9630386	0.5296772	0.9957446	0.9992601	0.9509580	0.5055112	0.6473473
600	0.2144835	0.4384308	0.4688779	0.9629973	0.5296814	0.9957300	0.9992326	0.9466751	0.4117499	0.8712620
650	0.2144840	0.4383656	0.4689454	0.9629757	0.5296770	0.9956806	0.9992078	0.9257443	0.2964355	0.9530034
700	0.2144843	0.4383212	0.4689865	0.9629659	0.5296546	0.9954945	0.9991203	0.8695739	0.2270541	0.9828436
750	0.2144845	0.4382927	0.4690098	0.9629655	0.5295790	0.9949899	0.9988537	0.7706489	0.1935786	0.9937370
800	0.2144845	0.4382755	0.4690205	0.9629791	0.5293857	0.9939245	0.9981431	0.6519559	0.1787879	0.9977136
850	0.2144845	0.4382666	0.4690192	0.9630198	0.5289904	0.9921101	0.9964469	0.5493355	0.1725484	0.9991654
900	0.2144843	0.4382648	0.4690008	0.9631077	0.5283293	0.9896158	0.9930568	0.4789706	0.1699921	0.9996953
950	0.2144838	0.4382720	0.4689553	0.9632632	0.5274215	0.9868629	0.9878573	0.4373373	0.1689640	0.9998888
1000	0.2144830	0.4382921	0.4688700	0.9634939	0.5263956	0.9843980	0.9819678	0.4148790	0.1685516	0.9999594

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.2144745	0.4626432	0.2785956	0.9534767	0.7375060	0.9799557	0.9696079	0.3971154	0.1681955	1.0000000
100	0.2145466	0.5345672	0.2067857	0.9062167	0.7850902	0.9806049	0.9718884	0.4345693	0.1690134	1.0000000
150	0.2147817	0.6086150	0.1851658	0.8468330	0.7957956	0.9833213	0.9801117	0.5178334	0.1717229	1.0000000
200	0.2151795	0.6541603	0.1857918	0.8001307	0.7985333	0.9871276	0.9889641	0.6092367	0.1763787	1.0000000
250	0.2156465	0.6700972	0.1945448	0.7706281	0.7995959	0.9901208	0.9940472	0.6784978	0.1819193	1.0000000
300	0.2160761	0.6682182	0.2042491	0.7539157	0.8002004	0.9919131	0.9963285	0.7212021	0.1870676	1.0000000
350	0.2164072	0.6595625	0.2120567	0.7449533	0.8005689	0.9928701	0.9973045	0.7442590	0.1910698	1.0000000
400	0.2166318	0.6503834	0.2174585	0.7402719	0.8007816	0.9933538	0.9977302	0.7553499	0.1938052	1.0000000
450	0.2167709	0.6430775	0.2208750	0.7378552	0.8008968	0.9935863	0.9979180	0.7599915	0.1955118	1.0000000
500	0.2168518	0.6380070	0.2229125	0.7366140	0.8009558	0.9936904	0.9979982	0.7615306	0.1965109	1.0000000
550	0.2168628	0.5778809	0.4902519	0.7669065	0.5893172	0.9937274	0.9980257	0.7568936	0.1966852	1.0000000
600	0.2165444	0.4749340	0.5792036	0.8393018	0.5423009	0.9935824	0.9979104	0.7076472	0.1930428	1.0000000
650	0.2159391	0.4173540	0.5833030	0.8960806	0.5317793	0.9927826	0.9971947	0.6040956	0.1859467	1.0000000
700	0.2153755	0.3980553	0.5564112	0.9292929	0.5291486	0.9908183	0.9948700	0.4947394	0.1792176	1.0000000
750	0.2149853	0.3986549	0.5265809	0.9467903	0.5279204	0.9875568	0.9891957	0.4192772	0.1744945	1.0000000
800	0.2147506	0.4070430	0.5036021	0.9556257	0.5266456	0.9836554	0.9795124	0.3815514	0.1716242	1.0000000
850	0.2146196	0.4166622	0.4884510	0.9600802	0.5252137	0.9803438	0.9692808	0.3692320	0.1700079	1.0000000
900	0.2145492	0.4246533	0.4792713	0.9624217	0.5239318	0.9784288	0.9631158	0.3698103	0.1691341	1.0000000
950	0.2145119	0.4303268	0.4739606	0.9637414	0.5230733	0.9778281	0.9616843	0.3750821	0.1686691	1.0000000
1000	0.2144920	0.4339909	0.4709470	0.9645239	0.5226808	0.9780011	0.9628654	0.3808429	0.1684198	1.0000000

0	0.2144701	0.4391243	0.4673660	0.9651606	0.5233907	0.9799641	0.9696166	0.3939004	0.1681464	1.0000000
50	0.2149676	0.4374938	0.5066911	0.6041201	0.7226071	0.9897481	0.9753717	0.4688281	0.1656590	1.0000000
100	0.2174922	0.4186001	0.6386553	0.4311084	0.7676970	0.9922415	0.9829595	0.4890903	0.1903246	1.0000000
150	0.2232104	0.3803502	0.7784713	0.3422092	0.7781118	0.9932113	0.9868502	0.5182661	0.2429411	1.0000000
200	0.2324703	0.3436847	0.8738378	0.2962259	0.7806050	0.9940051	0.9900379	0.5727857	0.3058228	1.0000000
250	0.2436847	0.3187653	0.9274439	0.2730110	0.7812891	0.9949050	0.9931703	0.6377628	0.3572099	1.0000000
300	0.2541519	0.3043350	0.9551069	0.2615992	0.7815683	0.9957165	0.9954729	0.6937034	0.3905153	1.0000000
350	0.2620763	0.2966075	0.9688477	0.2561013	0.7817415	0.9963009	0.9968238	0.7338497	0.4095115	1.0000000
400	0.2672212	0.2926373	0.9755562	0.2534834	0.7818618	0.9966727	0.9975482	0.7600444	0.4196160	1.0000000
450	0.2702237	0.2906457	0.9788049	0.2522413	0.7819422	0.9968963	0.9979323	0.7762369	0.4247801	1.0000000
500	0.2718550	0.2896617	0.9803715	0.2516498	0.7819929	0.9970275	0.9981394	0.7858837	0.4273562	1.0000000
550	0.2562954	0.2893152	0.9691844	0.5630064	0.5858237	0.9943288	0.9981652	0.7605242	0.4118138	1.0000000
600	0.2334604	0.2915492	0.9014350	0.7527369	0.5417809	0.9937929	0.9980321	0.7330292	0.3163135	1.0000000
650	0.2222383	0.3011011	0.7842316	0.8588108	0.5317771	0.9932324	0.9976062	0.6520559	0.2408666	1.0000000
700	0.2176467	0.3202340	0.6701167	0.9131140	0.5293188	0.9918050	0.9961380	0.5365081	0.2016255	1.0000000
750	0.2158100	0.3460972	0.5866612	0.9397109	0.5282735	0.9889697	0.9919183	0.4372051	0.1834212	1.0000000
800	0.2150578	0.3730123	0.5339878	0.9524725	0.5271321	0.9848166	0.9825944	0.3791288	0.1751900	1.0000000
850	0.2147380	0.3960276	0.5033969	0.9586169	0.5256274	0.9805089	0.9694202	0.3570843	0.1714539	1.0000000
900	0.2145967	0.4129418	0.4865028	0.9617041	0.5240466	0.9775653	0.9593111	0.3562605	0.1697340	1.0000000
950	0.2145318	0.4240363	0.4774336	0.9633921	0.5228438	0.9765016	0.9563618	0.3641228	0.1689252	1.0000000
1000	0.2145006	0.4307479	0.4726077	0.9643910	0.5222444	0.9767505	0.9582832	0.3733429	0.1685321	1.0000000
