YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.1799257	0.3495679	0.8968611	0.0000000	0.3579729	1.0280789	0.8616924	0.6093717	1.0276530
0.0000000	0.6267759	1.1377016	0.0000000	0.3239060	0.4642420	0.9005240	0.3051393	0.8681685	0.9274658
0.0000000	0.6237427	0.7470822	0.2281252	0.7559355	1.0602228	0.0000000	0.2540425	0.9948278	0.9495703
0.0000000	0.3312131	0.3986455	0.6119962	0.2864233	0.3951604	1.0630339	0.0000000	1.0100328	1.0239946
0.0000000	0.2682271	0.3878177	0.5414325	0.3594605	0.3968463	0.9472473	0.4277577	0.0000000	1.0555826
0.0000000	0.3166456	0.4215043	0.5784271	0.3941335	0.3927986	0.8953580	0.6988424	0.7355157	0.0000000
0.7691072	0.7105377	0.9816596	0.0000000	0.0000000	0.3230902	1.0177101	0.5415001	0.5662677	1.0847542
0.8307079	0.6959268	0.9948496	0.0000000	0.6074552	0.9581973	0.0000000	0.0097332	0.6220858	0.9339290
0.8637599	0.6618761	0.9343515	0.0000000	0.2626451	0.3473953	1.0747640	0.1467511	0.0000000	0.9667173
0.1123861	0.1748976	0.2791650	1.0011604	0.0000000	1.0877253	0.0000000	1.0584135	0.5643852	0.9945161
