YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.4615192	0.0000000	0.0000000	0.5080458	0.5716809	0.5491440	0.4935514	0.3606639	0.3051578	0.6742371
0.0055264	0.0000000	0.7622594	0.3683115	0.5082949	0.5213350	0.4420891	0.2083687	0.0000000	0.8063899
0.0480141	0.2847865	0.6697816	0.0000000	0.4503326	0.5550268	0.2600559	0.6543520	0.0000000	0.7471625
0.0534962	0.3326129	0.9478866	0.4051070	0.0000000	0.0000000	0.2192037	0.7027884	0.0615272	0.5565512
0.1992733	0.3993391	0.4534455	0.1164914	0.0000000	0.6186456	0.2755895	0.5131522	0.6665186	0.0000000
0.5707447	0.6964446	0.2297270	0.5290160	0.6065117	0.0000000	0.2414219	0.3798703	0.6938578	0.0000000
0.4799727	0.6042600	0.2226098	0.1483583	0.7159141	0.3701951	0.7583518	0.0000000	0.6362303	0.0000000
