YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000000	0.8420441	0.4506567	1.0597268	0.3378364	0.5250716	0.9415528	0.0000000	0.5887863	1.0455686
0.7114646	0.9308967	0.0000000	0.9437203	0.3334944	0.5526612	1.0852077	0.9580019	0.0000000	1.0260761
0.7101479	0.9844350	0.0000000	0.9397732	0.2408820	0.5188814	1.0670514	0.9901391	0.0213641	0.0000000
0.5251273	0.8135003	0.4989822	0.9321327	0.3279934	0.0000000	0.0000000	0.6867346	0.5710778	1.0401996
0.6279649	0.8998049	0.4653744	0.9129346	0.2780799	0.5351743	0.9220751	1.0537011	0.0000000	0.0000000
