YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0601606	0.2576766	0.1486779	1.0096966	0.8529065	0.0302440	1.0027041	0.2624038	0.9967115	0.9484753
0.7477517	0.4107677	0.2196182	0.7029056	1.0286240	0.0587398	0.8537814	0.1103543	1.1019645	0.9957278
0.1166264	0.2503985	0.1942001	0.9198783	0.8863106	0.1636330	0.8788021	0.1718333	1.0035691	1.0135292
0.0151197	0.3184508	0.1137730	0.5361928	0.6751399	0.0354127	0.8539334	0.1198721	1.0304556	1.0008112
0.2235724	0.3286067	0.2382127	1.0347353	0.9989950	0.0900598	0.9002991	0.2794224	0.9497017	0.9476161
0.0007147	0.1418733	0.0889657	0.8872108	0.7389998	0.2029504	0.9140750	0.2595306	0.9947333	0.9615208
0.1623558	0.4231275	0.2159955	0.8968854	0.2335559	0.3158221	0.4253729	0.8063295	0.3905116	1.0285678
0.3049797	0.2862494	0.2574783	0.7287161	0.9685177	0.0796947	1.0319038	0.2586775	1.0335797	1.0000517
0.3522508	0.5334810	0.2009861	0.8923146	0.9258805	0.0883779	0.8423832	0.1880695	1.0926555	0.9698400
0.5628279	0.4092633	0.2009433	0.9036421	0.5936640	0.1146861	0.7336436	0.5197685	0.5581350	0.6860393
