"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C

0	1.0540564	0.7774695	0.3656502	0.2230654	0.1641351	0.0746366	0.8061405	0.8842326	0.4614570	1.0504596
50	0.9939749	0.8398097	0.4375492	0.1749488	0.1603657	0.0890189	0.8799558	0.9485411	0.4529841	0.7091317
100	0.9027103	0.8610733	0.4144531	0.1930620	0.1714446	0.1094978	0.8601825	0.8751258	0.4765143	0.5007216
150	0.9406390	0.8535094	0.3965696	0.1937187	0.2020434	0.1047856	0.8482169	0.7288755	0.5129353	0.4333994
200	0.9309262	0.8233328	0.4599654	0.2333376	0.2309126	0.1046848	0.9186430	0.6148149	0.5614085	0.4174591
250	0.9896056	0.8444964	0.5151004	0.2889360	0.2217724	0.0688752	0.8720925	0.4880005	0.5965425	0.4132442
300	0.8887500	0.8535724	0.5655561	0.2738161	0.1753319	0.1114730	0.8387548	0.5085713	0.6067721	0.2986497
350	0.9769799	0.8908334	0.5621965	0.2513004	0.1966360	0.0904094	0.8232458	0.3796690	0.7052696	0.3130057
400	0.9784236	0.9303234	0.5802710	0.2977544	0.2356840	0.0798126	0.8177155	0.2752813	0.7515078	0.3398552
450	0.9994282	0.8863834	0.5758285	0.3454316	0.2080893	0.0954181	0.8897146	0.2793002	0.7609424	0.3362449
500	0.9514113	0.8313727	0.6283661	0.2996524	0.1849928	0.1076725	0.8378360	0.2394371	0.7244663	0.3372750
550	0.9569126	0.9475690	0.5441342	0.2437979	0.2268861	0.1405155	0.8318309	0.1602879	0.7968120	0.6167066
600	0.9637845	0.9999051	0.5299537	0.2985360	0.3069021	0.1350817	0.7932142	0.2119430	0.6973261	0.8026796
650	1.0164505	0.9341907	0.5054931	0.4104092	0.2559894	0.1280836	0.7786294	0.2563468	0.5150534	0.9385832
700	1.0212113	0.8228535	0.5525316	0.3809131	0.2026149	0.1291602	0.7218753	0.5167913	0.4196978	0.9552864
750	0.9896177	0.8614294	0.5996229	0.3132518	0.1979420	0.1609703	0.7168730	0.6516644	0.3874155	0.9254303
800	1.0651424	0.9357783	0.5105681	0.2762391	0.2890090	0.1281707	0.6314702	0.7741051	0.2822908	0.9353589
850	1.0112831	0.8625679	0.4852114	0.3599576	0.2519218	0.1166105	0.7060932	0.8389162	0.4032998	0.9269651
900	0.9253348	0.7833734	0.5490244	0.3516830	0.2222366	0.1280584	0.6827173	0.8680333	0.4066835	0.9644343
950	0.9723175	0.8813509	0.5589298	0.3339040	0.2299852	0.1242636	0.6784491	0.8484283	0.4300623	0.9612538
1000	1.0547059	0.8797158	0.6449522	0.3750005	0.2458912	0.1186174	0.7527958	0.8807337	0.3861285	0.9706504

0	1.0540564	0.7774695	0.3656502	0.2230654	0.1641351	0.0746366	0.8061405	0.8842326	0.4614570	1.0504596
50	0.8829102	0.8261455	0.4263285	0.2084022	0.1671528	0.0926410	0.7932639	0.6134932	0.3525070	0.7920540
100	0.8933221	0.8551812	0.5643040	0.2460164	0.1556887	0.0951378	0.8355996	0.3357409	0.4238992	0.7062516
150	0.9834755	0.9202222	0.5474066	0.1875091	0.1699962	0.1363507	0.8316740	0.2223957	0.4642729	0.6576009
200	0.9990736	0.9450688	0.3656828	0.2299661	0.2227149	0.0983497	0.8149479	0.1824311	0.5879111	0.6621254
250	1.0464039	1.0356386	0.4865998	0.2260693	0.1978062	0.0836719	0.8628883	0.1031843	0.5116774	0.6715238
300	1.1159033	1.0105423	0.5475380	0.2593859	0.1589955	0.0648910	0.9330702	0.1110600	0.4370694	0.6387010
350	1.1308648	1.0836530	0.5647497	0.1870596	0.1508347	0.0669158	0.9159757	0.0824865	0.6084693	0.6116862
400	1.1396572	1.0801306	0.5230456	0.1531417	0.1248931	0.0672376	0.8730043	0.0694190	0.5408372	0.6411633
450	1.1462301	0.9837493	0.4616725	0.1567604	0.0972796	0.0868354	0.8977753	0.1133816	0.5172121	0.5892294
500	1.0802486	0.9234957	0.3771588	0.1205874	0.1027318	0.0913601	0.8918629	0.1029382	0.5325665	0.5248164
550	1.0660916	0.9065612	0.3356678	0.1342557	0.0972679	0.0676816	0.8952131	0.2874560	0.4977577	0.7340621
600	0.9897337	0.8355252	0.2739877	0.0911533	0.0975484	0.0796610	0.9149673	0.4605617	0.5092213	0.8488029
650	1.0269647	0.7729960	0.2944923	0.0873445	0.1265556	0.0854880	0.9749631	0.6060455	0.4601524	0.9075334
700	0.8244072	0.7525228	0.3035625	0.1502716	0.1552602	0.0943603	0.9687169	0.7026636	0.4411697	1.0000394
750	0.8967238	0.6891157	0.3570803	0.1746997	0.1572670	0.0863173	0.9495793	0.7558963	0.4542955	1.0720056
800	0.9938933	0.8504081	0.4143264	0.1780098	0.1276905	0.1124201	0.8987794	0.8487004	0.4014396	0.9920629
850	0.9543470	0.8539649	0.4266452	0.1860310	0.1641984	0.0970064	0.8099174	0.8661601	0.4029957	0.9591967
900	0.9191873	0.8774045	0.3728808	0.1798134	0.1876879	0.1210687	0.8071658	0.8337306	0.3346088	1.0362729
950	0.9474106	0.8562620	0.3917524	0.2253846	0.1858564	0.0669716	0.7878555	0.8466706	0.3618041	1.0263592
1000	0.9956820	0.8789523	0.4439110	0.2153433	0.1538315	0.0727151	0.7671476	0.8111550	0.3488978	1.0383630

0	1.0540564	0.7774695	0.3656502	0.2230654	0.1641351	0.0746366	0.8061405	0.8842326	0.4614570	1.0504596
50	0.9482095	0.8345040	0.4438744	0.1777170	0.1494208	0.1169864	0.7190485	0.8247155	0.4194590	0.7775134
100	0.9865367	0.8702085	0.4226383	0.1495726	0.1369080	0.1199619	0.7455800	0.8383205	0.4270790	0.6144210
150	0.9310581	0.8440278	0.4221124	0.1538771	0.1749611	0.0730701	0.8649571	0.7825894	0.5178826	0.4998238
200	0.9850976	0.8881684	0.3499026	0.1568206	0.1622305	0.1046289	0.7693083	0.6105378	0.5915046	0.4517188
250	1.0737698	0.9389672	0.3891284	0.1918144	0.1596008	0.0733245	0.8238999	0.4891817	0.6168181	0.4540453
300	1.1361605	0.8841052	0.4041954	0.2013666	0.0949884	0.0952034	0.8365391	0.4233119	0.6424418	0.4281733
350	0.9494202	0.8118267	0.4223670	0.1248933	0.1005809	0.1133229	0.8446539	0.3715583	0.6626783	0.4260152
400	0.9958119	0.8853640	0.3631711	0.1174570	0.1146759	0.0786013	0.8080892	0.3153581	0.7030439	0.3870311
450	0.9676901	0.9148391	0.3348452	0.1170622	0.0967950	0.0690345	0.8019276	0.3406114	0.7346072	0.3699122
500	0.9202792	0.8729547	0.3665507	0.1484473	0.0830739	0.0909753	0.8263209	0.2691562	0.6707880	0.4103237
550	0.9669704	0.8046212	0.3421118	0.1119587	0.1018670	0.0905925	0.8168416	0.2523459	0.6898727	0.6530998
600	0.9292224	0.7299335	0.3121553	0.1422809	0.1642166	0.1179928	0.8687757	0.2861758	0.5992190	0.8165048
650	0.9807566	0.8136489	0.3281011	0.1996203	0.1932995	0.0955171	0.9269662	0.3053754	0.6182569	0.9461362
700	0.9168911	0.7822299	0.3812627	0.2473006	0.1733046	0.1274427	0.8763812	0.3410409	0.4980735	0.9988810
750	0.9100155	0.8642054	0.4549231	0.1969987	0.1753459	0.0913925	0.8090518	0.5900003	0.4171531	1.0389763
800	0.9368591	0.9124497	0.4091009	0.1967192	0.1947448	0.1081641	0.8334793	0.6477534	0.3833505	1.0808500
850	0.9088817	0.9636509	0.4700194	0.2399794	0.2203783	0.0926253	0.7702264	0.8419040	0.3609389	1.0534703
900	0.9771472	0.8039202	0.4849112	0.2875164	0.2278592	0.1065197	0.7102562	0.8235029	0.3753686	1.0218501
950	1.0164878	0.8679379	0.5025878	0.2981421	0.2518764	0.0884419	0.7777884	0.8276770	0.3881003	0.9240877
