"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W

0	0.9507084	0.5131924	0.6948829	0.1406023	0.2832129	0.8830433	0.2487854	0.3642462	0.1914177	1.0000000
50	0.9513380	0.5131588	0.6944220	0.8393213	0.2833270	0.8830171	0.2470493	0.4168530	0.1913515	1.0000000
100	0.9627642	0.5127390	0.6946966	0.9461245	0.2835460	0.8787590	0.2101260	0.6567416	0.1900754	1.0000000
150	0.9789455	0.5051263	0.6951935	0.9624546	0.2837644	0.8460778	0.1424463	0.8080522	0.1880475	1.0000000
200	0.9872183	0.4667291	0.6964491	0.9649625	0.2850749	0.7588407	0.0930162	0.8663891	0.1867310	1.0000000
250	0.9879403	0.3721374	0.7015258	0.9653956	0.2890768	0.6342625	0.0656887	0.8871232	0.1860645	1.0000000
300	0.9735893	0.2429850	0.7141312	0.9655907	0.2969562	0.5238012	0.0519392	0.8945357	0.1857520	1.0000000
350	0.8695163	0.1405857	0.7362594	0.9658635	0.3094354	0.4481814	0.0452960	0.8972693	0.1856096	1.0000000
400	0.5118929	0.0855281	0.7672760	0.9662871	0.3268200	0.3971791	0.0421559	0.8983364	0.1855455	1.0000000
450	0.2261693	0.0608653	0.8041505	0.9668884	0.3493584	0.3580269	0.0406921	0.8988125	0.1855168	1.0000000
500	0.1284903	0.0500769	0.8430922	0.9676898	0.3779693	0.3245767	0.0400150	0.8990943	0.1855040	1.0000000
550	0.1018849	0.0450832	0.8807204	0.3409866	0.4137236	0.2953563	0.0398705	0.8484371	0.1855022	1.0000000
600	0.0948984	0.0426116	0.9138414	0.2735205	0.4563195	0.2713843	0.0428925	0.6540735	0.1855740	1.0000000
650	0.0929880	0.0413563	0.9398574	0.2962206	0.5018026	0.2590082	0.0558413	0.4993379	0.1858837	1.0000000
700	0.0924354	0.0408053	0.9574278	0.3328392	0.5367513	0.2755392	0.0824119	0.4415457	0.1865454	1.0000000
750	0.0922698	0.0409161	0.9658320	0.3599014	0.5315763	0.3440379	0.1156430	0.4321072	0.1874146	1.0000000
800	0.0922213	0.0426401	0.9621577	0.3539299	0.4610492	0.4538844	0.1428072	0.4382601	0.1881455	1.0000000
850	0.0922197	0.0500625	0.9333730	0.3003106	0.3573954	0.5585388	0.1585770	0.4370383	0.1885669	1.0000000
900	0.0922966	0.0711647	0.8468278	0.2203470	0.2794047	0.6344455	0.1682208	0.4175118	0.1888288	1.0000000
950	0.0928997	0.1105759	0.7069780	0.1559682	0.2548628	0.6937731	0.1798413	0.3916909	0.1891755	1.0000000
1000	0.0977189	0.1674284	0.6483253	0.1315587	0.2846655	0.7535814	0.1960849	0.3748237	0.1896894	1.0000000

0	0.9507084	0.5131924	0.6948829	0.1406023	0.2832129	0.8830433	0.2487854	0.3642462	0.1914177	1.0000000
50	0.9756994	0.5131597	0.6944220	0.1404701	0.2833270	0.8830538	0.2485725	0.3680002	0.0686850	1.0000000
100	0.9817950	0.5131198	0.6946927	0.1405185	0.2835321	0.8827735	0.2462051	0.3758727	0.0249562	1.0000000
150	0.9836476	0.5126678	0.6950317	0.1406135	0.2834836	0.8810882	0.2411978	0.3807159	0.0093618	1.0000000
