"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
950	0.0447737	0.2624275	0.8905957	0.5497813	1.0271696	0.5307058	0.9334761	0.9989705	0.0807888	0.9279904
1000	0.0636691	0.2888551	0.8373387	0.5365602	0.9764726	0.4828079	0.9886796	0.9796859	0.0997717	0.9665512

0	0.0536848	0.2721606	0.8211072	0.5084671	0.9114256	0.5045634	0.9327669	0.9885525	0.0965807	0.9913452
50	0.0604867	0.2082178	0.1770635	0.6553416	0.9738532	0.5471111	0.8620289	0.9873482	0.0934259	1.1018518
100	0.0585456	0.1439442	0.0712994	0.5217877	0.9828535	0.6047697	0.8957926	0.9636523	0.1054696	1.0199501
150	0.0245955	0.1224392	0.0486950	0.5493810	1.0261187	0.6488668	0.7688541	1.0428543	0.0908309	0.9935924
200	0.0384744	0.0906204	0.0409846	0.5890180	1.0111014	0.6345172	0.7039455	0.9685991	0.0953687	1.0149605
250	0.0469221	0.0584658	0.0435891	0.5270994	0.9198531	0.6040467	0.7804737	0.9319761	0.0877305	1.0467908
300	0.0415837	0.0430145	0.0742027	0.5071119	1.0025652	0.5964372	0.7721070	0.9190870	0.0867512	1.0131784
350	0.0526898	0.0430220	0.0903475	0.4852360	1.0079877	0.6102811	0.7792518	0.9585559	0.0790215	1.0630840
400	0.0442358	0.0466837	0.0981782	0.5010103	0.9841460	0.6297371	0.8468905	1.0273482	0.0700171	1.0613211
450	0.0594316	0.0547515	0.0765380	0.5352144	1.0261205	0.5502417	0.8381195	0.8898565	0.1086870	1.0457412
500	0.0484828	0.0305353	0.0463060	0.5608301	0.9528288	0.5541901	0.9305811	0.9313176	0.0889739	0.9849644
550	0.0255576	0.1367570	0.7399037	0.5136097	0.9672141	0.4434439	0.9042764	0.8997881	0.1122285	0.9625610
600	0.0278106	0.2162019	0.8098666	0.5998929	1.0647504	0.5026468	0.8801414	0.9782275	0.1104037	0.9535624
650	0.0440826	0.2367181	0.8575913	0.6352281	0.9429888	0.5107810	0.8849118	0.9768273	0.0951486	0.9729971
700	0.0505180	0.2717609	0.8044774	0.5271462	0.9698503	0.6055413	0.7741831	0.9395585	0.0718464	0.9636303
750	0.0696362	0.2809499	0.8079339	0.4907834	1.0469452	0.5314993	0.8819095	0.9661405	0.1012294	0.9892853
800	0.0604623	0.2331140	0.8445481	0.4444103	0.9241731	0.5026829	0.9190149	1.0521983	0.1117484	0.9673230
850	0.0434683	0.2569070	0.9117898	0.5047865	0.9568394	0.5843727	0.9217188	0.9913758	0.0997745	0.9452917
900	0.0475751	0.2753813	0.9012866	0.4682063	0.9521561	0.5659675	0.8973179	0.9608440	0.1177708	0.9550013
950	0.0645264	0.2938705	0.9189848	0.5190242	0.9156026	0.5484091	0.9239922	0.9201142	0.0837418	0.9697082
1000	0.0592730	0.2965242	0.8877305	0.5080773	0.9174213	0.5362818	0.8603811	0.9279228	0.1002560	1.0185446

0	0.0536848	0.2721606	0.8211072	0.5084671	0.9114256	0.5045634	0.9327669	0.9885525	0.0965807	0.9913452
50	0.0667292	0.1360417	0.8639480	0.7858949	0.9613799	0.5776506	0.8453532	0.9509994	0.0986106	1.0796038
100	0.0566859	0.0557492	0.6998737	0.8300197	1.0012360	0.5680794	0.8230467	0.9635736	0.1515784	1.0201894
150	0.0536982	0.0230257	0.6678650	0.9065401	1.0119508	0.5110645	0.8509446	0.9954646	0.1174671	1.0071366
200	0.0384105	0.0119085	0.5887418	0.9263499	1.0559718	0.5826958	0.8768883	0.9859989	0.1101622	1.0160060
250	0.0486931	0.0114454	0.5959732	0.8808266	1.0462084	0.5627897	0.9289609	0.9569172	0.0867645	1.0024980
300	0.0442480	0.0092876	0.6105581	0.9356421	0.9654527	0.5602353	0.8277176	0.9292870	0.0863413	0.9644303
350	0.0264952	0.0136139	0.5282157	0.9626683	0.9389986	0.5203854	0.8198874	1.0622688	0.1422276	0.9868575
400	0.0356677	0.0072314	0.5170320	0.8684125	0.9210131	0.5926704	0.8278410	1.0650310	0.1136659	0.9211505
450	0.0311988	0.0054530	0.5364325	0.8659072	1.0701149	0.5646598	0.7463001	1.0190998	0.1225076	1.0366687
500	0.0391488	0.0009151	0.5266168	0.8665158	0.9649613	0.4619228	0.7971197	1.0126483	0.1216482	1.0315918
550	0.0432002	0.0997277	0.5630997	0.6310660	0.9877231	0.4432586	0.8301633	1.0232567	0.0939363	0.9824841
600	0.0634183	0.1262901	0.6367614	0.5539695	0.9804259	0.3411188	0.8840862	0.9929463	0.1013291	1.0067994
650	0.0649619	0.1791708	0.7408444	0.4433449	1.0990510	0.3656535	0.9758917	1.0381230	0.1151118	0.9389711
700	0.0597344	0.2488963	0.8531039	0.5454273	1.0354431	0.4931640	1.0362127	1.0683530	0.0993295	0.9960040
750	0.0511821	0.2262334	0.9051986	0.4772283	1.0154634	0.5244084	1.0413647	1.1977416	0.1010844	1.0612024
800	0.0767474	0.2495572	0.7988566	0.6060086	1.0173141	0.5645705	1.0004001	1.0164828	0.0997126	1.0218903
850	0.0583599	0.2318868	0.7300710	0.5118286	1.0205401	0.6214443	0.9310641	0.9370203	0.0924764	0.9137378
900	0.0488774	0.2936829	0.8060872	0.5499284	1.0497542	0.5942561	0.8860019	0.9496924	0.1013440	1.0434258
950	0.0574922	0.2430265	0.8853154	0.5385518	1.0203205	0.5728678	0.8819371	0.9913863	0.1030806	1.0274679
1000	0.0489995	0.3000458	0.9358399	0.5772058	0.9013442	0.5558334	0.9396110	1.0830978	0.0834430	0.9859780

0	0.0536848	0.2721606	0.8211072	0.5084671	0.9114256	0.5045634	0.9327669	0.9885525	0.0965807	0.9913452
50	0.0735860	0.2584294	0.1474471	0.7190723	0.9568697	0.4844399	0.4381448	0.9357306	0.1453895	0.4185169
100	0.0715512	0.2178561	0.0529659	0.8017803	1.0125036	0.3670873	0.4064927	0.9029094	0.2567880	0.2637815
150	0.0832887	0.1646088	0.0242491	0.8225451	1.0468662	0.2853564	0.4166809	0.7906132	0.4590834	0.2521736
200	0.0615129	0.1820865	0.0171631	0.8605195	0.9657394	0.2180689	0.4210469	0.5499420	0.6635301	0.2922656
250	0.0374377	0.1628415	0.0155299	0.9389768	0.9467789	0.2451389	0.4189749	0.3314345	0.7938055	0.2498900
300	0.0328773	0.2110313	0.0059360	0.8381902	1.0206171	0.2083478	0.3889907	0.1976839	0.8928961	0.1932107
350	0.0442708	0.2905007	0.0142496	0.8841799	0.9777899	0.2303786	0.4398357	0.1324734	0.9422078	0.2309476
400	0.0734830	0.4385208	0.0236899	0.8218117	1.0574597	0.2526622	0.4324340	0.1197260	0.9357551	0.2578263
450	0.1197104	0.5750236	0.0332830	0.8584876	1.0700813	0.2265753	0.4474188	0.0956558	0.8515963	0.2590376
500	0.2163770	0.5411454	0.0283210	0.9219671	1.1007962	0.2259535	0.4293239	0.0953430	0.9050693	0.2208395
550	0.2698899	0.5576031	0.4845649	0.6719847	1.0207996	0.1464862	0.8707150	0.0887013	0.6782764	0.8339621
600	0.2421423	0.6154825	0.6886191	0.5561840	0.9187567	0.2809324	0.9591825	0.1062415	0.2770468	1.0583873
650	0.3104564	0.5001341	0.7934969	0.5031866	0.9741851	0.4494165	0.9260255	0.3347001	0.1584933	1.0305967
700	0.2279020	0.4116101	0.8437034	0.5219740	0.9681998	0.5046301	1.0536606	0.6390926	0.1452203	1.0374099
750	0.1922938	0.2986987	0.8396634	0.4713572	0.9158092	0.6369248	1.0191003	0.8526391	0.0736237	1.0371835
800	0.1406975	0.3182917	0.8879944	0.4592469	0.9510669	0.6017274	0.9116264	0.9916163	0.1355597	1.0430303
850	0.1183849	0.2850196	0.9163249	0.4736506	0.9435394	0.5041422	0.7487540	0.9740252	0.1056661	0.9276185
900	0.0901209	0.3160610	0.9859508	0.4538765	0.9620447	0.5652388	0.8033291	0.9583582	0.0655695	1.0171279
950	0.0657585	0.3520020	0.9543392	0.5398347	0.9756451	0.5405589	0.9033996	0.9738947	0.0587911	1.0832449
1000	0.0667966	0.3436490	0.9088415	0.5344905	0.9756729	0.5530691	0.9192727	1.0242577	0.0767461	0.9698936

0	0.0536848	0.2721606	0.8211072	0.5084671	0.9114256	0.5045634	0.9327669	0.9885525	0.0965807	0.9913452
50	0.0501032	0.2732563	0.8588005	0.4912523	1.0424224	0.5798057	0.6581012	1.0520594	0.0567760	1.0305948
100	0.0621161	0.3353295	0.8896685	0.5624273	1.0521721	0.4078770	0.5207113	0.9160062	0.0256246	1.0056535
150	0.1061549	0.3078635	0.8596834	0.5196998	1.0359654	0.2300794	0.5488889	1.0077007	0.0431978	0.9358611
200	0.0955533	0.2957148	0.8806168	0.5338647	0.9955599	0.1869925	0.5819874	0.9630940	0.0476316	0.9456913
250	0.0679661	0.2862253	0.9121941	0.5765605	1.0363620	0.1424681	0.5194886	0.9477651	0.0325554	0.9671413
300	0.0848290	0.2586651	0.8298735	0.5110519	0.9884688	0.0986743	0.5195211	1.0151125	0.0310883	0.8787036
350	0.0869065	0.2593939	0.7490857	0.5302817	0.6532720	0.1043640	0.6119038	1.0723114	0.0298244	0.9839480
400	0.0797177	0.2730852	0.8854162	0.3837101	0.8677091	0.1155225	0.5747858	1.0037145	0.0301558	0.9560695
450	0.0793488	0.3463023	0.9292141	0.4303067	0.8537101	0.1062541	0.5192693	1.0370910	0.0422067	0.8804969
500	0.0647469	0.3220850	0.8687587	0.4823196	0.9007827	0.1706982	0.5634700	1.0123261	0.0424866	0.9598080
550	0.0782016	0.3115249	0.8434581	0.4348916	0.8955435	0.2039073	0.8311562	1.0061984	0.1096072	0.9527869
600	0.0993084	0.3156576	0.9398755	0.4292404	0.9831599	0.3881859	1.0128542	1.1282778	0.1199345	0.9960684
650	0.0580012	0.3375633	0.8934553	0.4536196	0.9960818	0.6207511	0.9816178	1.0135772	0.1033868	0.9911127
700	0.0885940	0.3692998	0.9703588	0.4751444	0.9035863	0.6340155	0.9964945	0.9825703	0.1128991	0.9757111
750	0.0928370	0.3190117	0.9207148	0.6039171	0.8693576	0.6429257	0.8294394	1.0232486	0.0910326	0.9506183
800	0.0756419	0.2980026	0.8710009	0.5818826	0.9597448	0.5415798	0.8684582	1.0054536	0.0920488	0.9897011
850	0.0869682	0.2502404	0.8545266	0.5326403	1.0251151	0.5782714	0.9013631	0.9508134	0.0916902	0.9543359
900	0.0943874	0.2564336	0.8210146	0.4998149	0.9854896	0.5197146	0.8621471	0.9805338	0.0882292	0.9539528
950	0.0666374	0.2423297	0.7729725	0.5617667	0.9863202	0.5166133	0.8988655	0.9014650	0.1046755	0.9584456
1000	0.0706977	0.1970332	0.8765114	0.5879889	0.9757834	0.4897047	0.8648816	0.8925024	0.1210640	1.0029029

0	0.0536848	0.2721606	0.8211072	0.5084671	0.9114256	0.5045634	0.9327669	0.9885525	0.0965807	0.9913452
50	0.5294520	0.3025380	0.1518821	0.7853427	1.0362049	0.7702780	0.8860135	0.2796657	0.0940473	0.9254336
100	0.6515359	0.3110395	0.0383512	0.8377918	0.9438791	0.8895211	0.8860391	0.1115839	0.0709665	1.0230998
150	0.7653777	0.4949450	0.0378007	0.9221377	0.9712471	0.9420487	0.8509262	0.0930212	0.0867975	1.0021906
200	0.8429459	0.5608685	0.0128565	0.8892756	1.0335632	0.9344024	0.9597872	0.0759518	0.1080628	1.0452562
250	0.8679915	0.6768262	0.0300894	0.8973061	1.0394873	0.9897908	1.0527391	0.0802357	0.1160770	0.9823392
300	0.8716535	0.6055305	0.0220181	0.9248335	1.0039649	1.0138148	0.9795753	0.0893608	0.0714640	0.9511069
350	0.8032215	0.6475757	0.0213307	0.9959444	0.9404614	1.0211421	0.9583067	0.0455346	0.0838669	0.9405916
400	0.7966954	0.7190193	0.0110204	0.9347061	0.9690520	0.9175152	0.9284536	0.0490709	0.0876833	0.9369581
450	0.8542093	0.6938433	0.0254336	0.8665334	1.0083506	0.9709520	0.8959484	0.0621346	0.0931701	1.0188456
500	0.8646882	0.7377625	0.0219820	0.9132037	0.9727053	0.9492671	0.8918671	0.0780893	0.0827874	1.0531432
550	0.4742569	0.4685149	0.4919198	0.6963078	1.0423666	0.6778469	0.8071656	0.7680320	0.0926759	1.0310848
600	0.3321733	0.2962426	0.6227471	0.6307746	1.0083196	0.4811070	0.7264374	0.9623002	0.1151214	1.0097232
650	0.1851013	0.2046296	0.8249776	0.6380835	0.9729427	0.4624323	0.7483057	0.9596507	0.1430926	0.9880943
700	0.0913217	0.2154051	0.7826315	0.5270985	1.0316464	0.5046512	1.0008163	0.8158585	0.1108867	0.9717084
750	0.0766539	0.2041772	0.8611678	0.5358696	1.0335830	0.5228433	1.0468411	0.9129605	0.0992963	1.0017610
800	0.0682092	0.2671785	0.8518003	0.5511638	1.0653119	0.5011186	1.0200057	1.0253577	0.0846780	0.9065488
850	0.0449109	0.2508804	0.8066997	0.5648361	0.9708652	0.5313409	0.9345705	1.0743115	0.0815004	0.9963252
900	0.0353658	0.2515698	0.8456259	0.6012115	1.0210565	0.5004542	0.8725248	1.0807062	0.0760536	0.9579601
950	0.0589923	0.2470543	0.8233979	0.5820331	1.0346159	0.5843877	0.9029571	1.0216030	0.0864744	0.9875867
1000	0.0607326	0.2303100	0.8315613	0.6230021	0.9149040	0.5299900	0.8230613	0.9540066	0.1494110	0.9854660

0	0.0536848	0.2721606	0.8211072	0.5084671	0.9114256	0.5045634	0.9327669	0.9885525	0.0965807	0.9913452
50	0.0722753	0.2057656	0.9131114	0.5904204	0.9783524	0.4604761	0.9305073	0.9171698	0.0950877	1.0641214
100	0.0596824	0.1522330	0.8360320	0.5629240	0.9670930	0.5415500	0.9498142	0.8752674	0.1000881	0.9886296
150	0.0442774	0.1598000	0.8267308	0.5375776	0.9644456	0.5798839	0.9392752	0.8107219	0.1065532	1.0205246
200	0.0503956	0.1263692	0.9017706	0.5576391	0.9137430	0.6093429	0.8944468	0.7771901	0.0895152	1.0480865
250	0.0327527	0.1431619	0.8846697	0.5694651	1.0323810	0.6154420	0.9753201	0.7842108	0.0731302	1.0516437
300	0.0455863	0.1512128	0.8857975	0.5149271	1.0744829	0.5917577	0.9151820	0.7620874	0.0815552	1.0232890
350	0.0465576	0.1541122	0.8631763	0.6048330	1.0491463	0.6141861	0.8490799	0.7630399	0.1371362	1.0674550
400	0.0531916	0.1654226	0.9087398	0.6248828	1.0256475	0.5599996	0.9703311	0.8512373	0.0913609	0.9387224
450	0.0500842	0.0880683	0.9062175	0.5789272	0.8612190	0.5578613	0.9073577	0.7958034	0.1210004	0.9628054
500	0.0460178	0.0873621	0.8067500	0.5726318	1.0798198	0.6137813	0.8243714	0.8179020	0.1132671	0.8772724
550	0.0448970	0.2279816	0.7900918	0.5348871	0.9618454	0.5872371	0.7837952	0.9530010	0.0824022	0.9353829
600	0.0778560	0.2531850	0.8137430	0.5182076	1.0570163	0.4979020	0.8881227	0.9307278	0.0861685	0.9798208
650	0.0681901	0.2859952	0.8409167	0.6128127	0.9693140	0.5285191	0.9351868	0.9744899	0.1157521	1.0157100
700	0.0451344	0.3141810	0.8566314	0.5708698	1.0131285	0.5452004	0.9326569	0.9124414	0.0878907	1.0233653
750	0.0604955	0.2632631	0.8084273	0.5421824	1.0372770	0.5808709	0.9302844	0.8384087	0.0907828	0.9432598
800	0.0354311	0.3037937	0.8772135	0.5682319	1.0171763	0.6137300	0.9592955	0.9643520	0.0820532	1.0804943
850	0.0602048	0.2937629	0.8989673	0.5540439	0.8588833	0.5937780	0.9686860	0.9478888	0.0996171	1.0648399
900	0.0740879	0.2893458	0.8320095	0.5425342	0.9834883	0.6142705	0.8922431	0.9521122	0.0746883	0.9846158
950	0.0619218	0.3072766	0.8209825	0.5071584	1.0409066	0.5505925	0.8155236	0.9748856	0.0883027	1.0705380
1000	0.0661172	0.3133698	0.8403734	0.6413544	0.9885451	0.5009214	0.8421396	0.9901792	0.0843171	1.0273795
