"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
600	0.1046680	0.3836152	0.9347474	0.0908114	0.6754953	0.0838813	0.1002595	0.1162185	0.1357877	0.0262430
650	0.1317922	0.2630175	0.6742838	0.0936596	0.5208828	0.1033108	0.3070417	0.0551540	0.0736898	0.1239942
700	0.0726924	0.2494552	0.9050865	0.1187529	0.5815533	0.1091733	0.4269551	0.0426522	0.0692037	0.1896688
750	0.1131233	0.2289720	0.6984273	0.0909744	0.5624321	0.3279707	0.6355744	0.0107985	0.0847776	0.1727334
800	0.0589773	0.2856445	0.7348206	0.1135337	0.4901422	0.3041114	0.7457916	0.0166356	0.0947019	0.2531242
850	0.0801856	0.3564408	0.8460020	0.1043545	0.4173553	0.4715652	0.8175078	0.0090778	0.0983342	0.3014896
900	0.0808143	0.2886884	0.6900522	0.1741381	0.4615617	0.3874694	0.8039407	0.0438604	0.1131097	0.4028052
950	0.0444367	0.2411480	0.7794533	0.1356275	0.5446126	0.4589973	0.7324263	0.0083455	0.1613280	0.3733005
1000	0.0662783	0.1798603	0.7813237	0.2115633	0.5405596	0.5233826	0.6783410	0.0100894	0.1488392	0.4869267

0	0.0879911	0.2493372	0.7445928	0.2412293	0.4067743	0.5329174	0.9495089	0.0371477	0.0977309	0.3596719
50	0.0635086	0.2682881	0.7002068	0.1701098	0.3175231	0.4374268	0.8529903	0.0307010	0.1787864	0.4638769
100	0.0743983	0.2182702	0.6820400	0.0402219	0.3536300	0.5696636	0.6191383	0.0540328	0.0909311	0.3436289
150	0.0366797	0.1731721	0.8625912	0.0486206	0.2896763	0.4974131	0.6963853	0.0454383	0.1389026	0.5269985
200	0.0732238	0.2078113	0.6764056	0.0483918	0.4143304	0.3894206	0.7140917	0.0142718	0.1564165	0.3634602
250	0.0188781	0.3113541	0.7542201	0.0395321	0.3894317	0.3461802	0.7415160	0.0537241	0.1582356	0.3608065
300	0.0222418	0.2598264	0.8061452	0.0956578	0.4145371	0.3768399	0.6712228	0.0171344	0.0867683	0.3533657
350	0.0798323	0.2609587	0.6940238	0.0176287	0.3728932	0.4790137	0.7496077	0.0201581	0.0689535	0.2795209
400	0.0441539	0.2361503	0.8297374	0.0143351	0.3708174	0.4542397	0.6632633	0.0124935	0.1726805	0.3718846
450	0.0492096	0.2575194	0.6707595	0.0127443	0.3411276	0.4507511	0.7146586	0.0314491	0.1835464	0.3711744
500	0.0368105	0.2378399	0.6599963	0.0324610	0.4128028	0.4807188	0.7834870	0.0077285	0.0846333	0.4426760
550	0.0458670	0.1774351	0.7930063	0.0803258	0.3346780	0.4760202	0.8194595	0.0131090	0.1926723	0.5840775
600	0.0591120	0.2995453	0.7633347	0.1459147	0.3819252	0.5151232	0.7978565	0.0157546	0.1679243	0.3902918
650	0.0604317	0.2263963	0.6543545	0.1891368	0.4125335	0.5643809	0.7595953	0.0270858	0.1408362	0.2954679
700	0.0620586	0.2398456	0.7609445	0.1844487	0.4009599	0.5726085	0.8394821	0.0099428	0.1221868	0.3995859
750	0.0654836	0.2093927	0.7187638	0.1757942	0.3845559	0.4873090	0.7775347	0.0134728	0.0981463	0.3881741
800	0.0659991	0.2333575	0.8394049	0.2643895	0.3086090	0.5242967	0.8466373	0.0045035	0.1771654	0.3835899
850	0.0456491	0.1836547	0.7510166	0.1931553	0.3272630	0.4710479	0.7423521	0.0126654	0.1511818	0.4148960
900	0.0576112	0.2191697	0.8216251	0.1980426	0.3169461	0.4006659	0.7843437	0.0357070	0.1563000	0.3777534
950	0.0550861	0.2451900	0.6675958	0.2206097	0.4015124	0.4591208	0.7422170	0.0163880	0.1205321	0.3329004
1000	0.0923133	0.2401923	0.8140199	0.2152769	0.2932695	0.5105102	0.6326335	0.0135036	0.1115219	0.4184705

0	0.0767703	0.2648053	0.5806277	0.2831568	0.3345673	0.5014244	0.7826813	0.0187177	0.1132844	0.4292794
50	0.2824881	0.3594518	0.7907854	0.2458587	0.2958519	0.4533269	0.7182505	0.0179733	0.1584437	0.3762857
100	0.4500697	0.5386023	0.7195227	0.3403324	0.0985973	0.4413633	0.6925330	0.0072758	0.0871885	0.4544900
150	0.6598953	0.6511095	0.5462934	0.4683332	0.1663989	0.4003979	0.6748675	0.0257740	0.1060511	0.4288311
200	0.5033809	0.5699662	0.6092249	0.6077793	0.0892364	0.3664354	0.6618288	0.0296720	0.2306827	0.5732567
250	0.7099842	0.7611614	0.6108952	0.5265697	0.1091085	0.5218151	0.6221839	0.0611854	0.2353852	0.5594663
300	0.6279772	0.5953213	0.4107942	0.6091936	0.0837991	0.4452373	0.7240418	0.0508787	0.3688639	0.5436996
350	0.7091268	0.5250608	0.4670402	0.6576606	0.0386092	0.4103194	0.7166807	0.0473799	0.2519029	0.5429971
400	0.6341289	0.6053192	0.4578641	0.5638983	0.0836903	0.4736039	0.7034201	0.0577248	0.3380515	0.5186089
450	0.5311804	0.6279648	0.4104287	0.7190243	0.1570141	0.4820826	0.7736652	0.0903127	0.2607924	0.5672255
500	0.6807621	0.6896791	0.3486823	0.5498570	0.1198129	0.4656907	0.5858735	0.0325217	0.2217826	0.5773238
550	0.5111923	0.4237338	0.4215574	0.5742546	0.2120101	0.3453755	0.6311024	0.0420869	0.2227780	0.5562804
600	0.3324697	0.3413757	0.4480461	0.5063521	0.2949896	0.4105154	0.7315027	0.0316687	0.2204489	0.4092057
650	0.1365949	0.2839829	0.5222246	0.3537015	0.4824503	0.4702086	0.8435706	0.0601460	0.1333565	0.4690198
700	0.0919736	0.2654870	0.6680951	0.2004357	0.4155964	0.5098871	0.8902352	0.0136073	0.0570932	0.3164713
750	0.1131808	0.2994141	0.6078653	0.2014396	0.3482495	0.5241376	0.7328615	0.0092444	0.1333634	0.4286887
800	0.0873698	0.2055934	0.7217289	0.2074014	0.3163030	0.4472230	0.7540358	0.0158367	0.1662284	0.4378597
850	0.0417423	0.2154594	0.8167730	0.2104300	0.3757585	0.5114015	0.7708358	0.0036709	0.1296533	0.4350180
900	0.0662564	0.2289920	0.8575601	0.2397123	0.3736776	0.5062124	0.7876506	0.0158412	0.1875616	0.4305731
950	0.0476706	0.2640260	0.7036495	0.2187855	0.3196419	0.5389839	0.7954773	0.0134367	0.1398758	0.3693851
1000	0.0607455	0.2862086	0.6734742	0.1934828	0.4016096	0.3966209	0.6791809	0.0065721	0.1198053	0.3590142

0	0.0548675	0.2173066	0.6727409	0.2450812	0.3410129	0.5355867	0.7725582	0.0287243	0.1075555	0.3552709
50	0.0398930	0.2535044	0.7873173	0.3215579	0.4060872	0.4303906	0.6676148	0.0530999	0.2896781	0.3380992
100	0.1336630	0.2483861	0.6717083	0.2315252	0.3575894	0.4418789	0.5284411	0.0797192	0.2894900	0.4192591
150	0.0381843	0.1907011	0.6191191	0.3184214	0.3100036	0.5074580	0.5555464	0.1853894	0.4028471	0.3632329
200	0.0830240	0.3206083	0.6257756	0.3843171	0.2964282	0.3496108	0.4916976	0.1706690	0.3803648	0.3278603
250	0.1111963	0.2838255	0.7186924	0.1971153	0.3437055	0.2878058	0.3642278	0.2308189	0.3464506	0.2503946
300	0.0773943	0.2898846	0.6162950	0.2331508	0.3801730	0.1828728	0.2656618	0.2083698	0.2909903	0.3367233
350	0.0943498	0.3454759	0.6351752	0.1607865	0.5311657	0.1493884	0.1468199	0.2422888	0.2479185	0.2285949
400	0.0854149	0.3731021	0.6540316	0.1780309	0.5690624	0.0747183	0.1470222	0.2305885	0.3690776	0.1971338
450	0.1115639	0.3891473	0.8036730	0.2079420	0.7196659	0.1034790	0.1487681	0.2190829	0.2691767	0.2093764
500	0.1000479	0.3404295	0.6864953	0.1060209	0.5974218	0.1233954	0.1617414	0.3008762	0.3081917	0.1805460
550	0.1069650	0.3122950	0.7335696	0.1200844	0.6948265	0.1033830	0.1275476	0.2028772	0.1277670	0.2482299
600	0.0760669	0.4219561	0.9215849	0.1174960	0.5334430	0.0742730	0.1825807	0.1384536	0.1091395	0.1700884
650	0.0725412	0.3195869	0.6739223	0.1763476	0.5037751	0.0606152	0.3640533	0.0410591	0.0773326	0.2104275
700	0.0388725	0.1998361	0.7316255	0.1834223	0.5121890	0.1429324	0.5450050	0.0405800	0.0919121	0.2512727
750	0.1001031	0.3198061	0.7858870	0.1090785	0.5304255	0.2792842	0.7227640	0.0162400	0.1036927	0.2846201
800	0.0998666	0.2950365	0.6118682	0.1662773	0.4869413	0.4396281	0.7908314	0.0387344	0.0980008	0.3099393
850	0.0537716	0.1757644	0.7112337	0.1543891	0.4706381	0.4773813	0.5932425	0.0180307	0.0995013	0.3501628
900	0.0636086	0.2678950	0.7101714	0.2102654	0.4306434	0.4201705	0.6914610	0.0066059	0.1946692	0.4986914
950	0.0818448	0.3064126	0.7664242	0.1571986	0.3280713	0.4822453	0.6330224	0.0252043	0.2141857	0.5038645
1000	0.0618334	0.3064344	0.7561222	0.1803437	0.3523715	0.3864738	0.6402701	0.0280697	0.1160501	0.2868115

0	0.0492183	0.2129394	0.6785946	0.2244971	0.3311292	0.4819626	0.8677651	0.0184020	0.1253248	0.4458029
50	0.2407901	0.2696735	0.7015639	0.3004468	0.3032883	0.5126194	0.8695054	0.0153118	0.1069444	0.4578274
100	0.3585809	0.2162406	0.6538563	0.2107898	0.3131697	0.6634354	0.7608616	0.0569420	0.1644014	0.5127899
150	0.4745325	0.2252838	0.6745142	0.2680521	0.2158050	0.7806222	0.7162211	0.0239884	0.1607058	0.4567827
200	0.4936613	0.1875543	0.6170900	0.3467620	0.3533726	0.6804249	0.8830655	0.0449753	0.2264436	0.4994977
250	0.5896257	0.1735603	0.6291917	0.2223734	0.2417950	0.6809203	0.7576662	0.0519107	0.3789631	0.5741034
300	0.5668096	0.1455914	0.5440947	0.3056626	0.2537984	0.8427998	0.5863214	0.0820331	0.2257811	0.5358383
350	0.5422922	0.2363700	0.5961655	0.2957880	0.3039478	0.7158087	0.6884908	0.0680259	0.1812209	0.5000898
400	0.4815268	0.2040870	0.7046577	0.2904107	0.3083646	0.7909280	0.6901071	0.0468987	0.2632030	0.4663698
450	0.5453832	0.1965310	0.7131753	0.2478547	0.2157099	0.6570677	0.7136968	0.0593568	0.1809353	0.4556429
500	0.4688228	0.1552029	0.6050685	0.3307327	0.3529782	0.7518297	0.7632750	0.0746954	0.1585035	0.4402450
550	0.3338809	0.1564323	0.7257081	0.3110620	0.2820441	0.5272055	0.6927943	0.0131017	0.2252075	0.4228046
600	0.1702871	0.3051468	0.6508835	0.3820995	0.3139813	0.4374593	0.7836930	0.0192522	0.1035006	0.3824598
650	0.1521644	0.2516720	0.6056923	0.3921000	0.3742889	0.5821205	0.7160909	0.0206412	0.1620179	0.4247248
700	0.0776981	0.2560510	0.7191554	0.2939004	0.3818433	0.5386185	0.8215730	0.0244450	0.1423772	0.4537802
750	0.1109382	0.2297662	0.7697413	0.3128010	0.3443839	0.3608708	0.8732296	0.0333398	0.1782047	0.3975430
800	0.0614862	0.2312448	0.8071489	0.2082771	0.4487226	0.5321470	0.8006458	0.0025885	0.1666272	0.3702210
850	0.0578884	0.1976147	0.7175804	0.2260980	0.3834013	0.4599701	0.6965645	0.0072658	0.1516137	0.2950240
900	0.0392290	0.2240313	0.7315457	0.1719370	0.3461588	0.5348312	0.8420440	0.0060875	0.0860736	0.4327716
950	0.0672054	0.2174277	0.8203523	0.2374537	0.3749801	0.4414691	0.7668372	0.0476445	0.1757164	0.3861454
1000	0.0640612	0.1546232	0.6675755	0.1889376	0.3513402	0.4720873	0.8484285	0.0343356	0.1533406	0.4640030

0	0.0878091	0.2749501	0.7270636	0.2121695	0.3973850	0.5932971	0.8444180	0.0554791	0.1287996	0.5287270
50	0.2773018	0.2316054	0.7124954	0.2823323	0.3207878	0.5305785	0.6378541	0.0384801	0.2191458	0.5929700
100	0.4774780	0.2127238	0.7916355	0.1692167	0.3219219	0.6353005	0.6882781	0.0433044	0.3606906	0.7762647
150	0.7153785	0.1690886	0.6920551	0.1258348	0.4194325	0.5580512	0.6308635	0.1283388	0.4075505	0.6887553
200	0.6328828	0.1893342	0.6240410	0.1109070	0.3824369	0.5258549	0.3402436	0.2298032	0.5251773	0.6244335
250	0.6615976	0.3323665	0.7246200	0.1983663	0.3913397	0.4501103	0.2004760	0.4235914	0.3240528	0.6012057
300	0.7834813	0.3066482	0.5811822	0.1079745	0.4146872	0.4770465	0.1776855	0.4938587	0.5602674	0.6609049
350	0.6599095	0.2115398	0.7422842	0.0769289	0.4126229	0.3474124	0.1134167	0.4196474	0.5340629	0.6962413
400	0.6545171	0.2490818	0.7402450	0.1018890	0.4666759	0.2847534	0.0453739	0.4093894	0.4936371	0.7342754
450	0.6181770	0.2597414	0.7772982	0.0851654	0.3510786	0.3367163	0.0218535	0.3936658	0.4563122	0.7097658
500	0.7222248	0.2441743	0.8055704	0.1495156	0.4186896	0.4021330	0.0146658	0.3833399	0.4963855	0.7823441
550	0.4630313	0.1642916	0.7293414	0.1119452	0.3845487	0.1960859	0.0492426	0.4494400	0.3860536	0.6044348
600	0.1963355	0.2820254	0.6961265	0.1321447	0.4822159	0.0890573	0.0744939	0.3361080	0.2108887	0.2957415
650	0.0732960	0.3771810	0.7146011	0.1442396	0.5579327	0.0634888	0.0844374	0.1952400	0.1150888	0.2085931
700	0.0837232	0.2315672	0.7695865	0.1819565	0.5695089	0.0826776	0.1885381	0.1261315	0.0797151	0.1498246
750	0.1091995	0.3232260	0.8707391	0.1369364	0.7449622	0.0592812	0.3955504	0.0634326	0.0639019	0.1155936
800	0.0928639	0.2727759	0.6581583	0.1561769	0.5916195	0.1540216	0.5790419	0.0431560	0.0788123	0.2221437
850	0.0769658	0.2071033	0.7411241	0.1574307	0.6257148	0.3135354	0.5261857	0.0088253	0.1050050	0.2512190
900	0.1204677	0.3056614	0.7787165	0.1204782	0.5496820	0.3777056	0.7323346	0.0351417	0.0746565	0.3301270
950	0.0604639	0.2671499	0.6265282	0.1515673	0.5602895	0.4655195	0.6842944	0.0146728	0.1177301	0.3299201
1000	0.0806344	0.2530800	0.7560699	0.1913537	0.5432443	0.4633502	0.7448750	0.0462995	0.1553461	0.2781086

0	0.0903141	0.2801380	0.7674446	0.1942374	0.3427942	0.5267866	0.7432144	0.0173394	0.0842519	0.4084300
50	0.0649238	0.2464161	0.7363298	0.3017098	0.3160937	0.5190543	0.7172475	0.0248953	0.2142421	0.4008150
100	0.0115984	0.2645918	0.7804817	0.1738441	0.4347623	0.4431302	0.4885586	0.0415780	0.1160732	0.3513149
150	0.0208894	0.2034344	0.6381644	0.1840348	0.4394860	0.3459743	0.6436820	0.0106523	0.1199301	0.3799557
200	0.0127386	0.1475875	0.8009437	0.0941489	0.3357192	0.2972933	0.6083688	0.0027106	0.1379910	0.4807323
250	0.0309660	0.2590684	0.7316653	0.1398250	0.5198129	0.3638123	0.5437009	0.0180080	0.0747756	0.4121658
300	0.0457616	0.3126355	0.7092889	0.0896346	0.4322079	0.3345224	0.4967326	0.0131543	0.0901354	0.4223431
350	0.0381075	0.1684593	0.6824909	0.1249581	0.4839249	0.3537061	0.5432830	0.0159009	0.0941669	0.2763485
400	0.0521183	0.2347124	0.7202980	0.0917644	0.5162927	0.3775000	0.6231125	0.0110238	0.1160776	0.2463717
450	0.0831824	0.2668148	0.6895136	0.1435751	0.4210437	0.3595351	0.5866986	0.0034517	0.0899743	0.3202087
500	0.0230314	0.2485074	0.6709547	0.1359420	0.4105338	0.4228192	0.5473385	0.0346237	0.0753331	0.4205528
550	0.0311074	0.2464006	0.7894679	0.1457626	0.4407136	0.4205351	0.6362412	0.0125932	0.1849740	0.4140198
600	0.0719653	0.2626004	0.8359971	0.1842523	0.4696264	0.3944091	0.5919601	0.0037269	0.1954922	0.4313843
650	0.0588702	0.1891742	0.6527556	0.2192953	0.3419965	0.4327750	0.6856178	0.0073417	0.1367736	0.3862237
700	0.0655084	0.2050159	0.6181074	0.2306855	0.3268013	0.4882924	0.9176781	0.0020897	0.1394064	0.4611651
750	0.0638274	0.2578582	0.7853412	0.1986285	0.3422714	0.5788266	1.0214908	0.0064253	0.1214008	0.3807365
800	0.0826789	0.1960197	0.6765547	0.2312511	0.3292648	0.5477209	0.8400177	0.0102767	0.1334481	0.3542393
850	0.0600072	0.2658087	0.7605036	0.2659101	0.2945736	0.6802669	0.7488406	0.0184376	0.1812140	0.4052571
900	0.0443798	0.2886242	0.7339017	0.2756123	0.2965762	0.5444195	0.7571454	0.0115741	0.1356632	0.4657809
950	0.0438990	0.2007393	0.7576087	0.1693540	0.3773368	0.4702918	0.7569949	0.0553349	0.1532462	0.5425285
1000	0.0577889	0.2296798	0.8428574	0.2163393	0.4265382	0.4474199	0.7132174	0.0155125	0.1489472	0.4070009

0	0.0851972	0.2043839	0.7693225	0.2063522	0.3732170	0.4811895	0.6550554	0.0374531	0.1275079	0.3468265
50	0.0424847	0.2348403	0.7608773	0.3134212	0.2937881	0.3804820	0.8478104	0.0134022	0.1350355	0.4047667
100	0.0738367	0.2016897	0.5759627	0.2548647	0.3973152	0.4165277	0.8334492	0.0516801	0.1354666	0.4503554
150	0.0677668	0.2910840	0.6117494	0.2900927	0.3655472	0.4883354	0.6966731	0.0148482	0.1446839	0.4910366
200	0.0603260	0.2129285	0.6167741	0.2941968	0.3247503	0.4495802	0.7753867	0.0095155	0.1573206	0.3084932
250	0.0795369	0.2489447	0.6782371	0.2422919	0.3854769	0.5781011	0.8117678	0.0120158	0.1757919	0.3317095
300	0.0658596	0.2499462	0.6070626	0.2353649	0.4379740	0.4833162	0.6203909	0.0199429	0.1655379	0.4318478
350	0.0357968	0.1757961	0.6354117	0.2167708	0.3372883	0.3749002	0.8040225	0.0305482	0.1446701	0.3948818
400	0.0588913	0.2593043	0.6860084	0.2120483	0.3598738	0.4510100	0.7217761	0.0282462	0.1800646	0.3836966
450	0.0862758	0.2278407	0.7596032	0.1746674	0.3688405	0.5172638	0.7764183	0.0175634	0.2188732	0.4410497
500	0.0784257	0.2643777	0.6176079	0.2031927	0.3355714	0.3967916	0.6230462	0.0344317	0.1349385	0.4538199
550	0.0456755	0.2687862	0.5659974	0.3348416	0.4139249	0.4183991	0.8424269	0.0231074	0.1709596	0.5335115
600	0.0192488	0.3198993	0.6598032	0.2488613	0.3396691	0.4472588	0.7660239	0.0244155	0.1781200	0.4506584
650	0.0724045	0.3179666	0.7861864	0.2047872	0.3930756	0.4743343	0.7107498	0.0138539	0.1181445	0.3945270
700	0.0899411	0.2314135	0.7630922	0.2118745	0.3448041	0.4725711	0.6531452	0.0183082	0.1501015	0.4040381
750	0.0430589	0.2708964	0.7198596	0.2262712	0.2931355	0.4380322	0.7157896	0.0358183	0.1542680	0.4970520
800	0.0782147	0.2028969	0.7773263	0.2122871	0.2489138	0.3133973	0.7871629	0.0189980	0.2043728	0.3993220
850	0.0616358	0.2417845	0.6265299	0.1579339	0.3782322	0.5140047	0.8718628	0.0164485	0.1347700	0.4722562
900	0.0224286	0.2306873	0.7920893	0.1921179	0.4069463	0.4944026	0.7815089	0.0194535	0.1523846	0.5038385
950	0.0613982	0.3062444	0.7189159	0.1795210	0.3572604	0.4613523	0.8189356	0.0219614	0.1184219	0.4023369
1000	0.0417380	0.2224158	0.7287090	0.1576968	0.4743234	0.4210568	0.8213450	0.0136006	0.0738215	0.2986611

0	0.0941446	0.2376913	0.7343906	0.2130502	0.3650742	0.4229368	0.7971082	0.0321094	0.0952435	0.4214391
50	0.0669952	0.1303595	0.6748391	0.2394156	0.3114911	0.4889699	0.5929620	0.2589299	0.5160588	0.4786368
100	0.0522558	0.3341409	0.6455321	0.3268607	0.3375902	0.3837007	0.5038696	0.4324098	0.5899185	0.4600732
150	0.0444527	0.3851410	0.7540827	0.2373820	0.3687171	0.2866246	0.2430175	0.5163616	0.7734271	0.4840840
200	0.0572453	0.4160103	0.7340915	0.3097953	0.3403558	0.1596197	0.1355890	0.6410550	0.6518878	0.5931746
250	0.0975191	0.4451705	0.6465696	0.2776231	0.4195184	0.0752733	0.1059108	0.7621702	0.8307127	0.4634432
300	0.0687033	0.5128568	0.6679805	0.1910363	0.5497802	0.1120413	0.0956368	0.7187700	0.7159288	0.3986423
350	0.2048286	0.4995648	0.7406996	0.2269174	0.7899177	0.0808655	0.0834085	0.8780120	0.6644245	0.4333028
400	0.1200947	0.4207153	0.7231016	0.1830924	0.6567895	0.0660968	0.0868512	0.7605012	0.9260837	0.3064474
450	0.1569188	0.4717119	0.6228352	0.1224964	0.6024663	0.0613340	0.0578762	0.6716093	0.7177934	0.3273525
500	0.1835077	0.6854211	0.8665488	0.0964916	0.5919316	0.0719296	0.0482456	0.8542103	0.6374506	0.2731846
550	0.2144822	0.4255262	0.6713554	0.1322516	0.9117489	0.1031283	0.1052176	0.7680079	0.2295732	0.2028369
600	0.1475601	0.3626159	0.7671856	0.0875686	0.6453037	0.0593608	0.0925201	0.3906015	0.0833733	0.2436401
650	0.1077094	0.3082676	0.8044870	0.1029953	0.6079885	0.0999116	0.1138965	0.2357884	0.1356520	0.1725062
700	0.1104561	0.2130492	0.6714014	0.0621142	0.7093642	0.0828606	0.2436288	0.1257563	0.0963047	0.1727311
750	0.0386325	0.2551867	0.7659954	0.1089885	0.6900139	0.0759355	0.3437224	0.0384741	0.0683756	0.1691885
800	0.0785239	0.3278779	0.7291243	0.0857580	0.7983971	0.2224082	0.5277475	0.0410215	0.0567145	0.2683411
850	0.0716718	0.2264875	0.7375285	0.1276256	0.6863006	0.2377632	0.4397459	0.0176012	0.0911188	0.3097807
900	0.0346165	0.1666073	0.7626666	0.0774285	0.6275165	0.3413385	0.6330591	0.0104769	0.0953073	0.3146121
950	0.0687349	0.2262483	0.8402225	0.1004551	0.4769423	0.3189735	0.6586928	0.0054225	0.0893578	0.3615521
1000	0.0440701	0.2737799	0.7553229	0.1181040	0.4386945	0.4617773	0.6724616	0.0420878	0.1106467	0.3832472
