"Time"	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C
50	0.3947572	0.4013783	0.2219810	0.1233271	0.1086642	0.4571366	0.7798161	0.2432614	0.6524477	0.4379437
100	0.3586957	0.5761126	0.2152291	0.0544720	0.1145936	0.3233974	0.8046145	0.2034575	0.5009510	0.4510960
150	0.2559726	0.5787253	0.2449059	0.0297621	0.1880908	0.3147627	0.7130814	0.1360439	0.5794132	0.3939950
200	0.2617524	0.7703469	0.2615663	0.1067275	0.2408340	0.3065663	0.8620823	0.1082103	0.4266540	0.4663507
250	0.1170743	0.7133209	0.2477079	0.0590396	0.1463428	0.3113580	0.6918265	0.1091421	0.5027429	0.3856239
300	0.1777273	0.6478523	0.2209947	0.0522688	0.1797922	0.2960129	0.8064287	0.1198952	0.3818938	0.4398613
350	0.2059781	0.6535824	0.1245695	0.0989233	0.1471805	0.3116631	0.7484182	0.0641566	0.3580764	0.4882320
400	0.2330135	0.8096564	0.1221386	0.1234702	0.1699829	0.2871873	0.8136271	0.1176500	0.2630911	0.4993037
450	0.1577004	0.7456138	0.1255720	0.1146951	0.1939376	0.2761012	0.9111340	0.0986954	0.2395516	0.6402850
500	0.2037218	0.7759985	0.1317951	0.1448723	0.1846213	0.2951478	0.8023962	0.1043274	0.1913584	0.6031470
550	0.1796533	0.7318347	0.1912932	0.1168647	0.2698999	0.3180707	0.8452377	0.1286391	0.2422873	0.5394055
600	0.1058250	0.7021188	0.1943670	0.1343992	0.1282285	0.3398451	0.7360742	0.0928158	0.2448721	0.5151565
650	0.1907666	0.6728822	0.2253610	0.1012266	0.1671475	0.3628375	0.7426323	0.2529373	0.2410559	0.6435834
700	0.2234264	0.5852202	0.5191994	0.0846628	0.1256697	0.3600500	0.7471570	0.2180382	0.2156201	0.4781862
750	0.2251911	0.5201673	0.5720641	0.0391290	0.1679386	0.2990533	0.8404545	0.2459532	0.3264024	0.4785804
800	0.3460479	0.5137494	0.6781588	0.0563461	0.1256866	0.3401059	0.7694172	0.2419196	0.3066747	0.5154035
850	0.2514089	0.3932272	0.5010266	0.0672234	0.1856303	0.3495917	0.6087552	0.2391584	0.2226225	0.6809106
900	0.3194442	0.4047910	0.4944905	0.0727485	0.1970830	0.2867702	0.8333148	0.2385282	0.3301647	0.5203419
950	0.2754610	0.3906341	0.5898619	0.0610148	0.1331901	0.3335576	0.7259862	0.2138865	0.3320949	0.3887598
1000	0.3879159	0.3348767	0.5603540	0.0988395	0.1971734	0.4272497	0.6803118	0.2581699	0.3603626	0.4203195

0	0.4863942	0.3863266	0.4848096	0.1062759	0.2041763	0.3148493	0.8272624	0.2384171	0.5419365	0.2800753
50	0.3783241	0.4636314	0.3160403	0.0510736	0.1266726	0.3080076	0.7098564	0.2079453	0.6025063	0.2593307
100	0.3855909	0.4228265	0.3945268	0.0445874	0.1316761	0.3352414	0.6419515	0.2186518	0.5441167	0.3187212
150	0.2597053	0.4690258	0.3958511	0.0427570	0.1369304	0.4837078	0.5728690	0.2324562	0.4297226	0.3984733
200	0.2379476	0.4093865	0.4457530	0.0686024	0.1641359	0.3690254	0.6438342	0.2761734	0.4384964	0.3208836
250	0.4057601	0.3993620	0.4735417	0.0750180	0.1576037	0.2757425	0.5661915	0.2846068	0.4532934	0.4032518
300	0.4378207	0.4075921	0.3225626	0.1254409	0.1454277	0.4054241	0.8380639	0.2094364	0.4666388	0.4312057
350	0.5198524	0.4808472	0.1748784	0.1603159	0.1465179	0.3270914	0.7139284	0.1773315	0.4709714	0.3803974
400	0.4630483	0.5444131	0.2052840	0.0671840	0.1923070	0.3184864	0.7393070	0.2909882	0.5497598	0.2721507
450	0.2528486	0.5702267	0.2672907	0.0603377	0.1366903	0.2976563	0.6628271	0.2544234	0.5929807	0.2931488
500	0.2426306	0.6230523	0.3571982	0.0545795	0.1430689	0.2711367	0.8245808	0.2130144	0.4781623	0.4148836
550	0.2214042	0.4916864	0.6250297	0.0714030	0.1110251	0.3339814	0.6905272	0.3081713	0.4131669	0.4965638
600	0.2534648	0.3776072	0.5683453	0.0892903	0.1565859	0.3351078	0.7631105	0.2451319	0.4319705	0.3592130
650	0.2837378	0.3253495	0.4551725	0.0961557	0.1627905	0.3057260	0.6212888	0.2806261	0.2436227	0.4216775
700	0.3602369	0.3296588	0.4774748	0.0850934	0.1817948	0.3679144	0.6720777	0.2536318	0.2880539	0.4485812
750	0.3484639	0.3799473	0.5585183	0.0746727	0.1492307	0.4191233	0.6266179	0.1567196	0.3995106	0.3799345
800	0.3660467	0.3046730	0.4921621	0.1256070	0.2361107	0.2857584	0.8776679	0.1974064	0.4140987	0.2690295
850	0.3584859	0.3301630	0.3799166	0.1351232	0.1472953	0.3441868	0.8170734	0.1604671	0.6404091	0.2753045
900	0.3986988	0.3795284	0.3380110	0.1076558	0.1487057	0.3967680	0.7692430	0.1388194	0.5417345	0.1813747
950	0.3632100	0.3717358	0.3720360	0.0733392	0.1440006	0.3803556	0.9003920	0.2611681	0.6266600	0.2917662
1000	0.3290181	0.5382495	0.2872169	0.0873812	0.1517517	0.3055718	0.7357498	0.1789760	0.7861534	0.2826460

0	0.4572664	0.4081899	0.3785868	0.0768477	0.1638804	0.3487022	0.8178792	0.2366852	0.7010409	0.2418850
50	0.3543017	0.4030960	0.5683042	0.0672950	0.1595361	0.2790944	0.5269051	0.3565045	0.6702386	0.2968207
100	0.3844899	0.3054057	0.4614322	0.0432199	0.1596950	0.2438652	0.4610034	0.2801066	0.6333734	0.3208064
150	0.4785537	0.3416549	0.5972883	0.0428338	0.1855682	0.3055314	0.3333547	0.3135460	0.6778733	0.3363143
200	0.5431383	0.2472832	0.7566124	0.0823647	0.1586177	0.4327418	0.3267373	0.2933765	0.5948506	0.2617038
250	0.5453748	0.3110108	0.5493656	0.0549811	0.2333982	0.4743958	0.4475255	0.2412759	0.5605880	0.3988663
300	0.4987989	0.2029747	0.4759056	0.1599992	0.2330767	0.3918168	0.3917202	0.2113255	0.6656348	0.2145721
350	0.5577562	0.3163685	0.3437011	0.1316456	0.1460119	0.3098409	0.4563749	0.2338154	0.5531524	0.3017963
400	0.5134380	0.3724485	0.3755448	0.1025243	0.1700067	0.3638473	0.3843364	0.2112854	0.7560680	0.2568252
450	0.5742298	0.2386900	0.4308059	0.1098162	0.1774263	0.3798145	0.5165133	0.2003334	0.6262064	0.2546022
500	0.4281570	0.4651656	0.2829777	0.0980204	0.1449323	0.3941750	0.4365261	0.2251062	0.7508993	0.2432641
550	0.4945255	0.4598388	0.4356670	0.0625532	0.1650180	0.4852867	0.7867030	0.2391134	0.6966811	0.2400303
600	0.3721685	0.3935007	0.3877600	0.1053768	0.1683640	0.3235422	0.7322790	0.2828212	0.6888882	0.2199734
650	0.3286429	0.4001357	0.4478122	0.1846784	0.2579390	0.4364349	0.7016263	0.1598489	0.7406833	0.4447712
700	0.2946883	0.4658061	0.2390422	0.3330891	0.2485111	0.3745627	0.6145973	0.1399821	0.6304441	0.3535024
750	0.3521099	0.4324178	0.1570610	0.3277019	0.1380342	0.3360562	0.9034993	0.0988816	0.5105928	0.3092879
800	0.4254592	0.5431271	0.1305903	0.3398950	0.2029387	0.3521524	0.6813716	0.0814145	0.4574288	0.2289693
850	0.3790754	0.6504555	0.0856980	0.1794854	0.2123545	0.4950942	0.6040768	0.1855691	0.5631852	0.2866935
900	0.1757204	0.8293232	0.1840896	0.0961518	0.1926377	0.4051288	0.6063858	0.1856939	0.5919896	0.3368796
950	0.1607469	0.7137778	0.2175708	0.1154509	0.1710163	0.3982673	0.6356216	0.1517315	0.4623364	0.3573320
1000	0.2069008	0.7045484	0.3687754	0.0918109	0.1093011	0.2977583	0.6560679	0.1843764	0.3271114	0.4839597

0	0.4886418	0.3269389	0.3647995	0.0992036	0.2051717	0.3307622	0.8794468	0.2173870	0.5280617	0.3158030
50	0.2519571	0.5277061	0.3926501	0.0962861	0.1507923	0.2760339	0.7179731	0.2145010	0.5911510	0.2722343
100	0.4402557	0.4311729	0.4251892	0.0912518	0.1810494	0.3040119	0.6920563	0.3002958	0.6240802	0.2756262
150	0.3253468	0.4741177	0.6336014	0.0328844	0.1770895	0.2818043	0.6775591	0.3804809	0.5994969	0.4535738
200	0.4590217	0.3790771	0.6110848	0.0972752	0.1323698	0.2489210	0.6116569	0.3144774	0.6518832	0.4252288
250	0.4582853	0.2708543	0.5759433	0.0743145	0.1145461	0.3816041	0.7918960	0.2414645	0.5787022	0.3435955
300	0.4424260	0.3509339	0.5282239	0.1080995	0.1750168	0.5118442	0.6772095	0.2088155	0.5323969	0.4164234
350	0.5143809	0.3566554	0.5306562	0.0651970	0.1374273	0.3158097	0.6819621	0.2030928	0.5050041	0.3802818
400	0.6305590	0.2662078	0.4634998	0.1798930	0.1521261	0.3875237	0.6268102	0.1528675	0.6800111	0.3005906
450	0.4711422	0.4611827	0.3729986	0.0593374	0.1616583	0.2640161	0.8089196	0.2415420	0.6988490	0.3261549
500	0.3779028	0.3903358	0.4176517	0.1220123	0.1852710	0.2850635	0.7064619	0.1665748	0.7107201	0.2299650
550	0.4038591	0.4455896	0.4599976	0.0551062	0.2770568	0.3429353	0.6744429	0.2489657	0.7240234	0.2670715
600	0.4133929	0.3610810	0.4850000	0.0806490	0.1839408	0.2927355	0.7245594	0.1874012	0.7756748	0.3229963
650	0.4172003	0.3357088	0.5100549	0.0501440	0.1613645	0.3426270	0.7837286	0.2104507	0.6926200	0.4486834
700	0.4459468	0.2904380	0.6893435	0.0895689	0.1528446	0.3155248	0.7027540	0.2233339	0.6493312	0.3426602
750	0.4955737	0.3211870	0.4905557	0.1170536	0.1462210	0.3816605	0.6998243	0.1991905	0.4792972	0.3392302
800	0.5020731	0.3114652	0.3632858	0.0639949	0.1125221	0.3846737	0.6719447	0.2791651	0.5870345	0.2048062
850	0.4825013	0.4221052	0.4211471	0.0511114	0.1556547	0.3855336	0.8014672	0.2997141	0.6794954	0.1792338
900	0.5940952	0.2924519	0.5773356	0.0678840	0.1486918	0.3406369	0.5524097	0.2871266	0.7188420	0.2290044
950	0.6757372	0.3383403	0.6347904	0.0851043	0.1898150	0.3180347	0.6410248	0.2106375	0.9288460	0.2720331
1000	0.4908366	0.3529426	0.6673636	0.0806374	0.1502551	0.3884819	0.5902114	0.2828215	0.7794786	0.2102675

0	0.4781162	0.3900894	0.3064173	0.1378884	0.1656365	0.2288919	0.9417020	0.1606369	0.6069898	0.2953300
50	0.2218772	0.4605115	0.2056939	0.3010875	0.1361929	0.3580968	0.6415190	0.3745479	0.6659279	0.2954081
100	0.2494620	0.4855882	0.0574492	0.3056144	0.2175609	0.4126260	0.5350722	0.2813862	0.6700476	0.3945480
150	0.2268372	0.5519959	0.0134341	0.4635389	0.2310242	0.4067358	0.7343957	0.2340706	0.6025946	0.3819719
200	0.0977202	0.7063242	0.0074177	0.4194512	0.1475064	0.4236979	0.4986292	0.2089936	0.4827611	0.3234317
250	0.0583758	0.6508978	0.0053132	0.3833135	0.1806237	0.4438492	0.6799482	0.1860808	0.5215448	0.3098110
300	0.0349159	0.8464079	0.0010968	0.4591121	0.2497495	0.3214075	0.6826823	0.1068658	0.5515013	0.1537179
350	0.0438059	0.8215585	0.0025689	0.5664054	0.1817800	0.3071200	0.7127026	0.1424416	0.7172145	0.1485714
400	0.0307551	0.8745007	0.0048948	0.4103558	0.1721908	0.3931884	0.6792835	0.0976075	0.6666622	0.1049769
450	0.0262009	0.8295906	0.0016688	0.3346284	0.1776651	0.4030062	0.7058451	0.1452783	0.8018844	0.0968180
500	0.0199195	0.9393918	0.0023286	0.5420031	0.1805388	0.4341814	0.7092976	0.1726879	0.7321093	0.1388620
550	0.1075037	0.7637294	0.0186753	0.2162286	0.1791556	0.4845440	0.5692569	0.1467297	0.7789412	0.1116222
600	0.1839478	0.8885968	0.0459741	0.1365416	0.1713188	0.4145555	0.7405416	0.0928976	0.9517918	0.1850308
650	0.1452584	0.7480075	0.1055731	0.1292458	0.2283336	0.3392695	0.6990557	0.1120348	0.7440795	0.3434932
700	0.1451584	0.8444180	0.1420578	0.1536803	0.1273202	0.2440726	0.6622774	0.1413690	0.6701802	0.4435133
750	0.1300187	0.7446760	0.2688511	0.1115148	0.1238286	0.3374450	0.9224551	0.1682431	0.5770859	0.4840852
800	0.2106632	0.7280440	0.3847047	0.0935242	0.1629827	0.4061802	0.7794724	0.1981450	0.4735806	0.5641008
850	0.2011951	0.8071821	0.3093319	0.1724640	0.1802538	0.3414320	0.9444923	0.1338678	0.2727193	0.4787924
900	0.1951907	0.7146770	0.2493151	0.1168481	0.1858365	0.3119690	0.8263036	0.1582666	0.3622313	0.4553696
950	0.2312136	0.6323985	0.2734492	0.1564145	0.1341630	0.3391247	0.8215499	0.1576848	0.1978381	0.6360020
1000	0.2217656	0.5327262	0.2908310	0.1218722	0.1131791	0.3963151	0.7146595	0.1970228	0.2044988	0.6290174

0	0.6180750	0.4660271	0.3756337	0.0818253	0.1744534	0.2680956	0.8613270	0.1684366	0.5967237	0.3819690
50	0.3040331	0.2953331	0.4775739	0.2385632	0.4772630	0.3356891	0.5327959	0.1956815	0.4560719	0.4245239
100	0.4026378	0.2852730	0.1641160	0.5637147	0.7170313	0.4076752	0.8423751	0.1236029	0.3445387	0.3826200
150	0.5397598	0.4045726	0.0425687	0.6530519	0.7733505	0.4578202	0.7635381	0.0524458	0.4651579	0.3025966
200	0.4677920	0.4541240	0.0372508	0.8242279	0.7467978	0.3779951	0.7209574	0.0812872	0.4140797	0.2636554
250	0.3849244	0.5241348	0.0126998	0.7328247	0.6918947	0.3088228	0.7913314	0.0572537	0.3785457	0.1813230
300	0.3165139	0.5453239	0.0059065	0.6582566	0.8782086	0.3407603	0.9412937	0.0470667	0.4092316	0.1167245
350	0.1961217	0.5500331	0.0051024	0.7550006	0.7273295	0.4309365	0.6913073	0.0810046	0.5561353	0.0596517
400	0.2854273	0.5067331	0.0064795	0.9245046	0.5910504	0.3018721	0.7111784	0.0983307	0.5361436	0.0637676
450	0.2105587	0.5454636	0.0020279	0.7850149	0.6927923	0.3470448	0.6936192	0.0755580	0.5012515	0.0486477
500	0.1912572	0.4824418	0.0032033	0.8496736	0.8183499	0.2998743	0.7161075	0.0575130	0.4998126	0.0942104
550	0.2333577	0.6909797	0.0319056	0.7802304	0.3415338	0.3647297	0.7270951	0.0801833	0.5539952	0.0306634
600	0.2283823	0.7844846	0.0103540	0.6348934	0.2024175	0.3429257	0.7212270	0.0993767	0.7705848	0.0207029
650	0.1440554	0.8227470	0.0090874	0.3855273	0.1311303	0.3291114	0.7971103	0.0872001	0.8203368	0.0581707
700	0.1595704	0.7323112	0.0409907	0.1555556	0.1394332	0.2580868	0.7780195	0.1360426	0.8160302	0.0808653
750	0.1156238	0.6855186	0.1198902	0.1592462	0.1470373	0.3272250	0.9064163	0.1868939	0.6898555	0.2802631
800	0.1759647	0.6811946	0.2296606	0.1084556	0.1879643	0.2984145	0.8862568	0.1842429	0.7128276	0.3107218
850	0.1425757	0.6150068	0.3181872	0.1509575	0.2036009	0.3480919	0.8005555	0.1186174	0.4904693	0.4899998
900	0.2049711	0.5500334	0.3027549	0.1184617	0.1397407	0.2759948	0.7620796	0.1506940	0.3530449	0.5859776
950	0.2053275	0.5737049	0.2315085	0.1005385	0.1279853	0.3504501	0.7525386	0.1625237	0.3324603	0.5858688
1000	0.2079825	0.5560081	0.2628916	0.0632102	0.1285427	0.4219959	0.6602988	0.3197330	0.2720546	0.6614028

0	0.4507654	0.3448568	0.3841894	0.0907715	0.2220504	0.2598085	0.8915270	0.1901115	0.5741228	0.2892348
50	0.3421681	0.6304142	0.2933402	0.1197141	0.1806192	0.1633649	0.6613310	0.1996720	0.7130107	0.5179026
100	0.3394603	0.6320868	0.2585030	0.0453606	0.1051446	0.1120832	0.7102056	0.3249132	0.4352128	0.5959490
150	0.1833803	0.7248018	0.2913539	0.0278869	0.1082479	0.1920428	0.6959630	0.5153365	0.2210808	0.6444870
200	0.2273243	0.5773382	0.2824001	0.0561588	0.1046681	0.1381777	0.4994114	0.4654093	0.2418729	0.6554553
250	0.2478752	0.5214528	0.4103141	0.0128981	0.1236538	0.1782456	0.4849327	0.5320583	0.1295242	0.8135852
300	0.2790254	0.4756457	0.5062110	0.0359843	0.0912923	0.1193599	0.3133922	0.5449926	0.1424693	0.7750023
350	0.3611753	0.5777624	0.4234931	0.0132455	0.1100343	0.2192185	0.3131895	0.4535569	0.0986614	0.6608296
400	0.2932078	0.4458424	0.3771845	0.0533309	0.1387768	0.2054191	0.5504868	0.2654024	0.2207178	0.6004075
450	0.3789774	0.3095499	0.3730007	0.0508006	0.0924337	0.2428200	0.5885689	0.4290505	0.1290078	0.6368426
500	0.4596803	0.3464300	0.4392445	0.0286380	0.1298436	0.2154882	0.6844715	0.3872033	0.1599422	0.7245531
550	0.4729360	0.3866223	0.7903713	0.0418218	0.1338958	0.2838277	0.6136904	0.4601872	0.1243340	0.4222322
600	0.4782800	0.3842638	0.6008023	0.0377732	0.1362792	0.3506139	0.5979427	0.3676822	0.2661071	0.3843270
650	0.5448889	0.3896030	0.6422956	0.0389299	0.3185463	0.3523660	0.4723319	0.3085859	0.5416611	0.2128860
700	0.4787379	0.2562466	0.7937744	0.0656358	0.1704582	0.3000025	0.4533784	0.2462389	0.6054655	0.3414268
750	0.4742056	0.2926395	0.5891938	0.0823336	0.1828590	0.4719584	0.7413025	0.2111319	0.6902254	0.3449572
800	0.4856089	0.2956160	0.4625484	0.1321465	0.1701939	0.3648799	0.6483584	0.1738252	0.6551568	0.2431406
850	0.5016384	0.3872710	0.3911786	0.1657553	0.1715544	0.4581207	0.7616504	0.1973027	0.7423253	0.2621705
900	0.5499860	0.5540011	0.1667802	0.1562720	0.1691169	0.4778109	0.8044577	0.0982581	0.5693979	0.2705841
950	0.4491535	0.5077090	0.2175160	0.1305853	0.3504206	0.4418904	0.8083137	0.2121907	0.5009225	0.2724628
1000	0.4068430	0.5614651	0.2641097	0.1434016	0.2070420	0.2722807	0.7068599	0.1011091	0.5776853	0.1978494

0	0.4769293	0.4064993	0.3833072	0.1518185	0.1612247	0.2974528	0.8664076	0.2513053	0.6028125	0.3033704
50	0.4046167	0.4576523	0.2086318	0.4250416	0.1056631	0.3406068	0.6722662	0.2088324	0.5428635	0.3260051
100	0.3959970	0.5141643	0.0742566	0.5273618	0.1404124	0.2547921	0.8006267	0.2644646	0.6187679	0.3430417
150	0.3990173	0.4541870	0.0497141	0.6082024	0.1404870	0.3522977	0.7328726	0.2036479	0.5580059	0.2968917
200	0.2699698	0.6752084	0.0191470	0.5519277	0.0981414	0.4189922	0.8333106	0.1262775	0.6934313	0.2552552
250	0.2116244	0.5759239	0.0172196	0.4666071	0.1302408	0.3096781	0.8564349	0.2487959	0.6949874	0.2146432
300	0.2557659	0.5657084	0.0066191	0.4545424	0.0831633	0.3557381	0.8082360	0.2160328	0.7121312	0.0809395
350	0.2284492	0.6204405	0.0066331	0.5160164	0.1702663	0.3173123	0.7656632	0.2645778	0.8182159	0.0690989
400	0.2474318	0.5549788	0.0044469	0.4536099	0.1750931	0.3639441	0.6681719	0.2481618	0.8003711	0.0388650
450	0.2156243	0.5267350	0.0168898	0.5452807	0.1457362	0.2726741	0.8661254	0.1562800	0.9292081	0.0637377
500	0.1731647	0.6943348	0.0081380	0.4499902	0.1848525	0.4069187	0.7372688	0.1762364	0.6854986	0.0549305
550	0.2481760	0.6266643	0.0379820	0.2172107	0.2365976	0.4406387	0.7368634	0.1349329	0.7180984	0.0455655
600	0.2141465	0.7607369	0.0569840	0.1754556	0.1435762	0.3160505	0.7371120	0.1569228	0.6514269	0.0967665
650	0.2331798	0.8823750	0.1618762	0.1379209	0.1358183	0.2669268	0.7987595	0.1240506	0.8534869	0.2394258
700	0.1400770	0.7285157	0.1951897	0.1519912	0.1887145	0.3048143	0.6153193	0.2136654	0.6001081	0.3392026
750	0.1570317	0.7703442	0.1182940	0.2420475	0.2321653	0.3899029	0.7404634	0.1449816	0.5067894	0.5566556
800	0.1734273	0.6369918	0.1690366	0.2120427	0.2149169	0.2277684	0.7572447	0.1070822	0.3876145	0.5419285
850	0.1147615	0.8299188	0.1657995	0.1692002	0.2116747	0.3045030	0.7936895	0.0978977	0.4557802	0.5746361
900	0.1716225	0.6804170	0.1350711	0.1330435	0.1840422	0.3606450	0.8055940	0.1065522	0.3995405	0.6114758
950	0.1364207	0.6938983	0.2436975	0.1113180	0.1698853	0.3036192	0.7681237	0.2609612	0.2474301	0.6163696
1000	0.1276424	0.6030359	0.3567123	0.0696717	0.1661246	0.2929669	0.8822274	0.3164453	0.2770760	0.6013741

0	0.5485560	0.4061905	0.4369697	0.0986917	0.2145893	0.3255995	0.7646718	0.1864214	0.5655928	0.3108844
50	0.5036190	0.2598084	0.1193035	0.5903003	0.0910370	0.3328227	0.6978978	0.0905957	0.6004141	0.2729013
100	0.3561245	0.3360600	0.0267301	0.5287285	0.1002551	0.3384000	0.7658892	0.0609587	0.7457377	0.2072983
150	0.5745922	0.3849129	0.0106123	0.5971420	0.2198830	0.4129554	0.7409097	0.0658960	0.7732474	0.2569534
200	0.5742251	0.3372437	0.0230748	0.6277921	0.1605993	0.3441456	0.7436369	0.0175822	0.8966813	0.1065652
250	0.5273388	0.3926113	0.0051586	0.5223791	0.1952419	0.2760745	0.7407273	0.0247741	0.6654959	0.1299039
300	0.3598960	0.3674061	0.0000008	0.6115713	0.1835223	0.3675493	0.7981344	0.0094298	0.7673734	0.0535752
350	0.4100920	0.4075215	0.0003959	0.5636548	0.1567635	0.3121861	0.8877902	0.0173907	0.8533186	0.0637494
400	0.5699413	0.3303663	0.0000477	0.6431940	0.1540861	0.2688461	0.8228414	0.0121048	0.8586501	0.0562495
450	0.5713002	0.3684786	0.0005787	0.6535379	0.1042458	0.3137132	0.7359902	0.0202292	0.8514852	0.0366389
500	0.5681066	0.4111101	0.0014891	0.4687446	0.0986149	0.4070463	0.8645558	0.0341110	0.8329568	0.0454811
550	0.4131850	0.5453091	0.0291617	0.1053945	0.1448130	0.3208464	0.8589920	0.1654552	0.8323339	0.0733908
600	0.2699516	0.7229309	0.1617634	0.0641947	0.1993094	0.3466919	0.6971108	0.3685717	0.7790714	0.1369515
650	0.2183179	0.6746493	0.5043207	0.0453360	0.1220872	0.3169405	0.5506720	0.2644213	0.7230481	0.2824204
700	0.1770993	0.5777976	0.5531199	0.1105682	0.1855224	0.3594240	0.8402210	0.2896412	0.7505304	0.4126606
750	0.1748438	0.4313528	0.5086750	0.0895264	0.1676645	0.2780706	0.6567405	0.1878604	0.6505630	0.5265117
800	0.2750413	0.3658816	0.6087685	0.1125060	0.1389578	0.3934256	0.6149126	0.1718491	0.4572310	0.5036852
850	0.4933971	0.4010762	0.5834350	0.0655251	0.1528773	0.3902319	0.7828756	0.2365327	0.3284802	0.4362713
900	0.3974963	0.2953525	0.6246097	0.0474726	0.1668509	0.3530008	0.8089822	0.1870656	0.3096637	0.2878447
950	0.4634744	0.2768890	0.5601547	0.0650104	0.2024428	0.2754144	0.6879724	0.2322132	0.4786677	0.3282993
1000	0.4816322	0.2901006	0.4939565	0.0467317	0.1507943	0.3517167	0.8753023	0.2266924	0.5823293	0.2860075
