YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0034575	0.0126243	0.0441089	0.5894391	0.3696604	0.6668811	0.8024150	0.7774030	0.5985009	0.4069823
0.0029961	0.0489315	0.0458668	0.4334319	0.0699875	0.4988708	0.3055718	0.6298131	0.2551737	0.1891329
0.7539303	0.5646463	0.8248292	0.0106815	0.4012961	0.6892666	0.7126904	0.6171019	0.0028268	0.0137467
0.0783153	0.1865942	0.0302471	0.4880814	0.4395199	0.6424176	0.6421457	0.6790609	0.4372072	0.3095420
0.6732800	0.5026544	0.7210389	0.0061076	0.2507892	0.6228532	0.5873465	0.3566515	0.1812440	0.0456136
0.2787208	0.2308313	0.0889472	0.4581150	0.2631059	0.5859122	0.5878714	0.8552320	0.8049896	0.4994296
0.0615720	0.0757754	0.0368233	0.3271068	0.3363108	0.7084253	0.6752263	0.6667926	0.0000219	0.0056468
0.1520336	0.1041554	0.2312649	0.1865999	0.4026186	0.6258403	0.5702148	0.7211084	0.3352262	0.1164535
0.2900461	0.1876629	0.0048081	0.6986077	0.0576835	0.4600172	0.4488443	0.7113621	0.0026997	0.0024676
0.1660641	0.1236500	0.2014663	0.1843033	0.2954638	0.5877867	0.4397968	0.6903046	0.0227557	0.0697934
