"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
650	0.2949066	0.4876736	0.9945266	0.9971089	0.0418788	0.2730811	0.0598062	0.8094709	0.1001243	0.9953467
700	0.2218587	0.5568017	1.0197578	0.9493682	0.0656928	0.3206217	0.0682798	0.7799552	0.0832280	1.0367073
750	0.1573177	0.6346357	0.9800011	0.8580155	0.1385281	0.4347531	0.0316844	0.8670606	0.0693960	0.9341285
800	0.1465158	0.5465294	1.0142437	0.9643228	0.1684760	0.4051801	0.0456479	0.9126755	0.0499539	0.9973016
850	0.1121228	0.6530062	0.9979760	0.9730302	0.1312874	0.4478758	0.0268653	0.9338880	0.0679860	1.0019507
900	0.1300283	0.6653388	1.0077411	0.9712340	0.2068711	0.4501985	0.0382411	0.9513298	0.1082283	0.9402687
950	0.1408151	0.6828697	1.0572148	1.0903050	0.2026227	0.4522557	0.0215738	0.9713230	0.0792674	0.9406862
1000	0.1130884	0.7595258	1.0024371	1.1158910	0.1591419	0.6044398	0.0230757	1.0080855	0.0727820	0.9918820

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.0428326	0.6251906	1.0520085	0.8428103	0.5839790	0.5295963	0.0170467	0.9456280	0.0990853	0.8382355
100	0.0146599	0.7061874	0.9471730	0.8431050	0.7711285	0.5670558	0.0372356	0.9959829	0.1262090	0.8429074
150	0.0059079	0.6984909	0.9469199	0.7100011	0.8644850	0.4545883	0.0427124	1.0579068	0.1045168	0.9389680
200	0.0045465	0.6935916	1.0715289	0.7085049	0.8128021	0.5398396	0.0205470	0.9260768	0.1079273	0.8922938
250	0.0043446	0.6548472	1.0065448	0.7931626	0.8503131	0.7133218	0.0176103	0.9241451	0.1149113	0.7781111
300	0.0029440	0.6379291	0.9868992	0.7679023	0.8276242	0.5964812	0.0260937	1.0548554	0.1582004	0.8229697
350	0.0000776	0.7469940	1.0693373	0.7841316	0.7866972	0.6655691	0.0234591	1.0638709	0.1531493	0.8533414
400	0.0093624	0.7114088	1.0843966	0.8367558	0.7699317	0.6122912	0.0176880	1.0542931	0.1702729	0.7470456
450	0.0021799	0.6360835	0.9672447	0.8433576	0.7613610	0.6044879	0.0158043	0.9782370	0.1255886	0.8605134
500	0.0020224	0.6661220	0.9909621	0.7679896	0.8473627	0.6137919	0.0323792	1.0517820	0.1446829	0.8324259
550	0.1349290	0.7289613	1.0527913	0.9610257	0.4573386	0.5837738	0.0124926	1.0092952	0.1499387	0.9818591
600	0.1344403	0.6786926	1.0300953	0.9440739	0.3430075	0.6122528	0.0279889	1.0680210	0.1170918	0.9347879
650	0.1348422	0.6930011	1.0693311	0.9130698	0.3428509	0.5713737	0.0319586	1.0354425	0.1414699	0.9758747
700	0.1282429	0.6576455	1.0897645	0.9571891	0.2799343	0.4531247	0.0334913	1.0489651	0.1267663	0.9935268
750	0.1422267	0.6782655	0.9857719	0.9973628	0.2417853	0.5481075	0.0319246	0.9462430	0.0808362	1.0045411
800	0.1493384	0.6125128	0.7787925	0.9967396	0.2283242	0.5148043	0.0206286	0.9112948	0.1042638	1.0564615
850	0.1534530	0.5639506	0.8931621	1.0850816	0.2472179	0.5639138	0.0091197	0.9000827	0.0814417	1.0019656
900	0.1599625	0.6149614	0.9717402	0.9843242	0.2148970	0.6253888	0.0201009	0.9125630	0.0774747	0.9118071
950	0.1554710	0.6984743	1.0253625	0.9955162	0.2169556	0.5766343	0.0247421	0.9851787	0.1298465	1.0140166
1000	0.1588798	0.7729563	1.0350401	0.9858252	0.2657782	0.5619105	0.0288902	1.0102497	0.1292416	1.0201689

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.1333600	0.6854766	0.9892756	0.5942798	0.2150853	0.4713603	0.0257019	0.9478079	0.1485909	0.9827604
100	0.0911253	0.7266126	1.0102261	0.5607045	0.2322363	0.4727538	0.0281062	0.9770698	0.1611567	0.9331033
150	0.0795385	0.6733645	1.0454449	0.5711972	0.2174771	0.5091289	0.0363792	1.0565466	0.1398382	1.0189038
200	0.0659122	0.7202531	0.9095944	0.5777073	0.1977832	0.6041079	0.0165801	1.0448809	0.1527763	1.0328321
250	0.0639311	0.6642411	1.0713216	0.5727055	0.2919930	0.6034713	0.0312017	0.9933172	0.1728016	0.9373280
300	0.0685750	0.7737078	0.9960468	0.5287714	0.2686066	0.4954346	0.0391086	1.0137880	0.1615009	0.9486867
350	0.1011323	0.6937167	0.9611286	0.4632611	0.2457933	0.4916971	0.0327451	1.0518722	0.1670902	1.0151356
400	0.0681450	0.7745237	0.9827491	0.5180838	0.2503194	0.5336128	0.0241146	1.0538110	0.1393701	0.9986853
450	0.0729118	0.6623762	1.0576397	0.5718605	0.2128022	0.5238343	0.0290991	1.0183522	0.0998941	1.0503482
500	0.0738371	0.6645580	0.9681443	0.5604001	0.2252273	0.5076477	0.0411650	0.8431788	0.1450313	1.0065690
550	0.1592144	0.7083007	1.0288417	0.9306078	0.2481039	0.5037338	0.0304778	1.0006710	0.1001370	0.9896322
600	0.1679169	0.5893792	1.0444400	1.0006803	0.2293003	0.6416879	0.0153831	0.9000913	0.0840161	1.0375904
650	0.1471441	0.6882872	0.9543676	1.0606814	0.2736282	0.6260885	0.0306993	0.8740743	0.1019109	1.0976194
700	0.1288312	0.6310106	0.9009245	1.0277530	0.3169129	0.6270266	0.0379165	0.9169451	0.1138675	1.0817351
750	0.1560471	0.6241718	1.0653001	0.9626136	0.3278909	0.5489280	0.0527433	0.8611554	0.1294008	0.9944708
800	0.1603918	0.6799553	0.9687991	1.0192743	0.2794989	0.4242060	0.0267013	0.9631180	0.1103747	1.0763149
850	0.1464052	0.6792129	0.9606579	0.9055034	0.2271347	0.5785164	0.0211238	0.9854585	0.1062062	1.0398540
900	0.1437583	0.6114181	0.9789912	0.9111790	0.2639236	0.6827095	0.0273510	1.0154640	0.1252178	1.0030638
950	0.1871537	0.6641043	1.0937551	0.9917475	0.2539650	0.5518904	0.0209606	0.9908924	0.1134368	0.9830530
1000	0.1182053	0.7313436	1.0111458	1.0072136	0.2394451	0.5763285	0.0158755	0.9671424	0.1123991	1.0250551

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.0891611	0.6321498	0.2785474	1.0578304	0.1835448	0.2639518	0.0258404	0.8839527	0.0695165	1.0153536
100	0.1334905	0.6064196	0.1868004	1.0537916	0.1387183	0.2229143	0.0270308	0.9618078	0.0664581	0.9984089
150	0.1130892	0.6418712	0.1776225	0.9602564	0.1145858	0.1937221	0.0454056	0.9346935	0.0737694	0.9418439
200	0.1366264	0.6675393	0.1488123	1.0342634	0.0587727	0.1909904	0.0506804	0.9806026	0.0552115	0.9878726
250	0.1467436	0.6384676	0.1432722	0.9740978	0.0721592	0.1210862	0.0418810	0.9801225	0.0456762	1.0145586
300	0.1493399	0.7052730	0.1502315	0.9562698	0.0388927	0.0875973	0.0426216	1.0132808	0.0446214	1.0377204
350	0.1360591	0.6017433	0.1408849	0.9730598	0.0139117	0.1122939	0.0355447	0.9138877	0.0442665	1.0074529
400	0.1310837	0.5644366	0.1314562	0.9736434	0.0260078	0.1127316	0.0401226	0.9550486	0.0401712	0.9534006
450	0.1566157	0.5883156	0.1823441	1.0018892	0.0376299	0.1602029	0.0272536	0.8839586	0.0354575	0.9759247
500	0.1682376	0.6665007	0.1771888	0.9893261	0.0422053	0.1638337	0.0377556	0.8616907	0.0442110	0.9730022
550	0.1500201	0.6187872	0.8544441	1.0815736	0.0862522	0.3236223	0.0409167	0.9331511	0.0496577	0.9221462
600	0.1508180	0.6630545	0.9523168	0.9978343	0.1309295	0.3640527	0.0288838	0.9359837	0.0445141	0.9743132
650	0.1532340	0.6505408	1.0631560	1.0076105	0.1534371	0.4396115	0.0184309	0.8914064	0.0493990	0.9405083
700	0.1473466	0.6481788	1.0113635	0.9918104	0.2268571	0.5149374	0.0418086	0.9533746	0.0513335	1.0303516
750	0.1130706	0.6093979	0.9472081	0.9584828	0.2177489	0.5777884	0.0328795	0.8475818	0.0641799	0.9238259
800	0.1271429	0.6242008	1.0450527	1.0231668	0.2419406	0.5093972	0.0417655	1.0277509	0.0892763	1.0294769
850	0.1360741	0.6174148	1.1103020	0.9247003	0.2166441	0.4257617	0.0367157	0.9757944	0.1036653	0.9786919
900	0.1348929	0.6785863	1.0298950	1.0054489	0.1785588	0.4339909	0.0355968	0.9442700	0.0693560	1.0252808
950	0.1186395	0.6320898	0.9655773	1.0672360	0.2021295	0.4883976	0.0428865	0.9197986	0.0955850	1.0175856
1000	0.1164755	0.6167555	1.0483233	1.0664405	0.2372245	0.4873569	0.0453814	1.0411884	0.0870688	0.9605930

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.1202559	0.6765699	1.0394850	1.0042585	0.2034389	0.5135350	0.0183463	0.5868867	0.0902639	0.9690764
100	0.1235578	0.5186557	0.9114901	1.0080697	0.2444395	0.4978269	0.0669784	0.4035555	0.0678774	0.9967746
150	0.1115684	0.3781587	1.0311793	1.0090265	0.2051805	0.3306676	0.1186001	0.3847502	0.0757260	1.0231492
200	0.1755012	0.3653479	1.0035661	0.9968697	0.1807746	0.2774547	0.0993821	0.3972237	0.0774615	1.0017139
250	0.1683160	0.2924814	1.0195765	0.9466055	0.1363945	0.2477695	0.1377034	0.4200978	0.0720050	1.0280514
300	0.1218318	0.3204675	0.9580096	0.9453233	0.1122633	0.2031508	0.1375080	0.4189475	0.0535878	1.0331598
350	0.1361483	0.3468996	0.9150474	0.9641411	0.0636125	0.1869260	0.1292427	0.4580469	0.0221218	1.0298290
400	0.1195053	0.4509692	0.9245662	0.9705140	0.0652854	0.2106836	0.1246519	0.4556198	0.0322874	1.0171679
450	0.1356494	0.4444498	0.9809697	1.0142865	0.0516766	0.2301232	0.1347727	0.3930691	0.0398725	1.0491244
500	0.1255032	0.3704622	0.9581119	0.9191383	0.0747171	0.2218531	0.1500925	0.4017552	0.0275802	0.9730744
550	0.1004162	0.4305202	1.0186466	1.0186657	0.0727215	0.2605283	0.1004284	0.8583903	0.0521830	0.9974602
600	0.1065566	0.6222302	0.9712593	1.1048929	0.0994562	0.2350936	0.0532182	0.8591616	0.0651703	1.0859396
650	0.1113896	0.6179370	0.9450774	1.0054409	0.1017902	0.3798234	0.0451614	0.8485781	0.0459414	1.0008871
700	0.1414704	0.5526347	0.9818962	0.9888077	0.1586834	0.4800694	0.0420041	0.8534107	0.0562436	1.0136292
750	0.1329334	0.6212470	0.9573656	0.9304158	0.1952699	0.4663556	0.0386868	0.9476010	0.0868820	1.0729152
800	0.1561229	0.6451817	1.0554607	0.9754564	0.2032321	0.3901502	0.0248178	0.9829115	0.0887659	0.9254061
850	0.1633256	0.6061010	0.9894370	1.0118415	0.1806705	0.4166518	0.0348691	0.9150514	0.0926120	1.0161615
900	0.1538031	0.6523401	0.9246166	1.0108532	0.1907313	0.4955842	0.0515575	0.9812565	0.0871088	0.9264972
950	0.1775729	0.6575846	0.9914163	0.9524472	0.1999668	0.5040409	0.0362554	0.8695950	0.0886108	0.9718668
1000	0.1831378	0.6257299	0.9981840	1.0199948	0.2220971	0.4746965	0.0313102	0.9832632	0.1010381	1.0131377

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.1265319	0.5327900	0.3718396	0.9735677	0.1797777	0.5088162	0.0322425	0.2791519	0.0755567	1.0264930
100	0.0972896	0.2580162	0.1920083	0.9745073	0.2047377	0.4650200	0.1350112	0.0846459	0.0824949	1.0078777
150	0.0730630	0.1310794	0.2030888	0.9177534	0.1866238	0.2691781	0.4391186	0.0242252	0.0688704	0.9737819
200	0.0456708	0.0906387	0.0635207	0.4689598	0.1085764	0.1607229	0.5734803	0.0137220	0.0549202	0.9157895
250	0.0613440	0.0801925	0.0134659	0.2154022	0.0686392	0.1023298	0.6556329	0.0052967	0.0615137	1.0280686
300	0.0827967	0.0915639	0.0120029	0.1635743	0.0440653	0.1485430	0.6003187	0.0041591	0.0566605	0.9853927
350	0.0609490	0.0793513	0.0033542	0.1804764	0.0420164	0.1116176	0.6036814	0.0023079	0.0687279	1.0157842
400	0.0707853	0.0660952	0.0229938	0.2016088	0.0356853	0.1196609	0.6112876	0.0072521	0.0526373	1.0489469
450	0.0584516	0.0748443	0.0140475	0.1738299	0.0439914	0.1472274	0.6405772	0.0043799	0.0551146	0.9846851
500	0.0590822	0.0940776	0.0153495	0.1202067	0.0466091	0.1580443	0.6307583	0.0075566	0.0545656	0.9469113
550	0.0928473	0.2265859	0.0669600	0.1121121	0.0604988	0.1585417	0.5363916	0.6200197	0.0450566	0.9688407
600	0.1179439	0.5153024	0.2327547	0.3425251	0.0488740	0.1509470	0.1355952	0.8929247	0.0357327	0.9486285
650	0.1394731	0.5809187	0.7896158	0.8667116	0.0396865	0.1998246	0.0470882	0.9774471	0.0458441	0.9846762
700	0.1535575	0.6932822	0.9777665	1.0131322	0.0608947	0.3067449	0.0249991	0.9826503	0.0480029	0.9598185
750	0.1399356	0.6343928	0.9522609	1.0148645	0.0926504	0.4140903	0.0380728	0.8854797	0.0438094	1.1390178
800	0.1518789	0.6370057	1.0234255	1.0341806	0.1334338	0.5031826	0.0248590	0.8645309	0.0488808	1.0045527
850	0.1457668	0.5959113	0.9922667	1.0201582	0.2144763	0.3937817	0.0453057	0.8814279	0.0835589	0.9697762
900	0.1575709	0.6138869	0.9076527	0.9917532	0.2201105	0.4943478	0.0411822	0.9179406	0.0744929	0.9611302
950	0.1790369	0.6362368	0.9977603	1.0259557	0.2680997	0.5221597	0.0349369	0.8911123	0.0697269	0.9252810
1000	0.1966987	0.5700159	0.9667761	1.0296529	0.2577171	0.6080176	0.0241731	0.8649486	0.1086490	1.0023125

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.1806968	0.6640363	0.9788132	1.0419821	0.2242137	0.5166048	0.0060297	0.9643315	0.0795982	0.4608661
100	0.3464131	0.7089972	0.9568910	1.0934349	0.2510705	0.6465586	0.0015809	0.9832181	0.1138682	0.4370114
150	0.3980996	0.6562961	0.9787371	0.9593112	0.2752348	0.7386343	0.0002195	0.9779854	0.1178105	0.4037636
200	0.6274449	0.7363429	1.0497440	1.0375897	0.3157318	0.8469654	0.0000000	0.9008190	0.1825579	0.4009907
250	0.6607333	0.6118955	1.0326797	0.9052813	0.3922620	0.9981128	0.0043803	0.8582329	0.2950173	0.4161389
300	0.7490569	0.6010076	0.9769250	1.0531544	0.5147032	0.9451768	0.0002333	0.8385721	0.3537282	0.4224175
350	0.6926610	0.6438931	0.9556458	0.9690050	0.4989400	0.9342229	0.0064003	0.8328914	0.4082614	0.3722409
400	0.7029078	0.4918243	1.0502069	1.0285358	0.4818705	0.9566035	0.0020513	0.8833212	0.4274981	0.3970318
450	0.6781840	0.5862544	0.9600770	1.0270620	0.5079898	0.9713599	0.0036211	0.7435747	0.3866208	0.4136434
500	0.6469777	0.5581985	1.1050088	0.9612702	0.4849231	0.8816401	0.0117014	0.7575579	0.4248167	0.4442265
550	0.5194406	0.4953395	0.9995403	1.1321026	0.4489024	0.7117788	0.0452222	0.7411855	0.3229718	0.8918511
600	0.4036987	0.6048876	0.9662690	1.0280521	0.4133804	0.6669128	0.0512938	0.7928274	0.2613156	1.0463103
650	0.2161668	0.6740733	0.9056372	0.9656119	0.3337329	0.5082066	0.0442832	0.8993757	0.1743662	1.0426954
700	0.1503964	0.5575059	0.9640544	1.0327179	0.3125646	0.5430469	0.0322519	0.9432965	0.1257877	1.0349522
750	0.1202654	0.6478384	0.9925506	0.9897034	0.2787270	0.6646621	0.0146981	0.8853422	0.1180468	0.9485396
800	0.0874405	0.6397283	1.0717726	0.9905489	0.3261356	0.6811015	0.0385363	0.9112109	0.1583117	1.0217197
850	0.1341771	0.5859229	0.9788773	0.9907434	0.3203784	0.5556633	0.0323498	1.0055077	0.1435217	1.0870063
900	0.1121666	0.6683818	1.0019283	0.9656976	0.2984371	0.5099931	0.0284952	0.9691602	0.1025638	1.0172603
950	0.1300562	0.6148972	1.0301032	0.9566089	0.2352272	0.5504725	0.0248750	0.9956548	0.0896355	0.9413218
1000	0.1320766	0.6630586	1.0471849	0.9479796	0.2541403	0.5652230	0.0222014	1.0387022	0.1249945	0.9579559

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.1411027	0.5858702	1.1020799	1.0520645	0.2250630	0.4755763	0.0328993	0.8461217	0.3066134	0.6710165
100	0.2047199	0.6380141	0.9721018	0.9744714	0.2576581	0.4890376	0.0436689	0.9520902	0.3691373	0.6284571
150	0.3000231	0.6881474	0.9637370	0.9470537	0.2548769	0.4186354	0.0221588	0.9419919	0.4468159	0.6015589
200	0.3529399	0.6901113	1.0383069	0.9619444	0.1570579	0.4741284	0.0290858	1.0361493	0.4416424	0.6219840
250	0.3802107	0.7133603	0.9437631	1.0008692	0.2249988	0.5513443	0.0320948	0.9964874	0.4786913	0.5531312
300	0.4388295	0.6183083	1.0441974	0.9705216	0.1918960	0.5204064	0.0244390	0.9186761	0.5000167	0.6255258
350	0.4128923	0.5933151	1.0310204	0.9721248	0.1870121	0.5225189	0.0283394	0.9062305	0.4722529	0.5742446
400	0.5063786	0.5896504	1.0068036	0.9563857	0.2485838	0.5396006	0.0136038	0.8821984	0.4634057	0.6578465
450	0.5069487	0.5730844	0.9651752	0.9748602	0.2400902	0.5451858	0.0271058	0.8829014	0.5144325	0.6484597
500	0.5172661	0.6058447	0.9238919	0.9634225	0.3005757	0.4901004	0.0361705	0.9354902	0.5336938	0.6327958
550	0.4116211	0.6522049	0.9452235	1.0618273	0.3011989	0.5964571	0.0202668	0.9265040	0.3032575	0.9072145
600	0.2761171	0.6522898	0.9763059	0.9859300	0.3178521	0.5489249	0.0266063	0.8558465	0.1407337	0.9531086
650	0.1482526	0.5811925	1.0545208	0.9816031	0.2614096	0.5789899	0.0365720	0.8793741	0.1321256	1.0199228
700	0.1339603	0.6046118	1.0193112	1.0057637	0.2814157	0.5626767	0.0428447	0.9047860	0.1197027	1.0406387
750	0.0935370	0.5932816	0.9965889	0.9706225	0.2731946	0.5516389	0.0261380	0.9847921	0.0990292	1.0454444
800	0.1408881	0.5822682	0.9766723	1.0191060	0.2371719	0.4741032	0.0270190	1.0132186	0.0863178	1.0317124
850	0.1608434	0.6673897	0.9830758	1.0353902	0.2322356	0.4977988	0.0236353	0.9374069	0.1059355	0.9083958
900	0.1380616	0.7666881	0.9823063	0.9896530	0.1945158	0.5665325	0.0273619	0.9959543	0.1438132	1.0170583
950	0.1416741	0.6430988	1.0708237	1.0323496	0.2895085	0.6490206	0.0291159	0.9799890	0.1431479	1.0583471
1000	0.1356048	0.6610317	1.0405347	0.9727935	0.3272081	0.6046220	0.0322143	1.0588903	0.1352272	1.0979652

0	0.1636031	0.6242495	1.0005088	1.0211327	0.2613072	0.4846107	0.0374438	0.9211914	0.1072518	0.9927904
50	0.1059603	0.8836945	0.2043129	1.0048599	0.2312042	0.6732457	0.0468285	0.7864415	0.0949981	0.5849252
100	0.0856433	0.8696659	0.0703729	1.0236126	0.2643527	0.6196744	0.0352685	0.7345156	0.1129946	0.5770128
150	0.1005612	0.8789789	0.0542325	0.9208578	0.2955353	0.6392939	0.0390106	0.7847304	0.1377001	0.5442237
200	0.1064548	0.9736998	0.0546667	0.9948336	0.3075585	0.6134187	0.0554103	0.7541605	0.1839667	0.5153053
250	0.1185411	0.9448877	0.0410847	1.0918459	0.3089293	0.4855749	0.0648101	0.8028833	0.1617582	0.5919818
300	0.1424903	0.8076641	0.0663077	0.9994103	0.2175663	0.3413776	0.0730265	0.7439501	0.1651809	0.5454681
350	0.1576523	0.8744802	0.0508084	1.0532463	0.1797634	0.3025177	0.0569387	0.7458580	0.1126823	0.5274658
400	0.1578511	0.8833512	0.0427794	1.0114544	0.1499287	0.3244052	0.0351265	0.8069013	0.0941905	0.4936007
450	0.1425175	0.8521431	0.0514583	0.8973119	0.1467005	0.3834415	0.0321284	0.7233721	0.1003664	0.5701239
500	0.1196235	0.8755488	0.0349261	0.9356757	0.1534020	0.5662535	0.0310609	0.6819786	0.0661925	0.5174702
550	0.3021197	0.6672534	0.8775424	0.9592797	0.2688209	0.4878060	0.0229438	0.8242386	0.0983052	0.9046974
600	0.2212191	0.6717676	1.0294327	0.9951799	0.2387099	0.4874103	0.0134249	0.9001552	0.1099995	0.9883777
650	0.1689391	0.6737776	0.9323408	1.0306625	0.2526646	0.5154565	0.0288769	0.7827330	0.0897282	1.0129804
700	0.1542418	0.6458816	0.9937398	0.9178995	0.2285487	0.4476748	0.0297892	0.9242715	0.1041748	1.0736327
750	0.1569520	0.6102479	1.0509425	0.9090338	0.2414166	0.4264256	0.0250697	0.9002223	0.1023680	0.9607305
800	0.1332432	0.5763055	1.0186631	1.0172494	0.2122590	0.4385683	0.0231975	0.9403521	0.0922166	1.0335054
850	0.1197313	0.6566263	0.9442796	0.9390887	0.1957623	0.4961892	0.0312855	0.9502374	0.0681090	1.0724661
900	0.1076988	0.6289444	1.0099218	0.9187356	0.1968638	0.5085404	0.0363814	0.9373641	0.0647887	1.0652631
950	0.1170357	0.5755894	1.0044059	0.9770859	0.2424195	0.5825321	0.0263762	0.8853012	0.0892180	0.9889833
1000	0.1212954	0.6134810	1.0047778	1.0103028	0.3079363	0.6314926	0.0288677	0.9188671	0.0997390	1.0384885
