YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.2992741	0.4004216	0.6750039	0.6535034	0.0541167	0.2644521	0.7141755	0.0633616	0.1755236	0.3494471
0.6032081	0.2500745	0.6544874	0.7634490	0.0786038	0.4404929	0.6273092	0.0770767	0.1238560	0.3099004
0.7084250	0.3883232	0.3798516	0.5332624	0.0196480	0.4586051	0.6839583	0.0505173	0.1030430	0.3603570
0.6144190	0.3965400	0.7411456	0.2968886	0.0729211	0.3417371	0.8280552	0.0922376	0.1693930	0.3275016
0.7163216	0.4689358	0.7353409	0.7385402	0.0438559	0.3347935	0.6970339	0.0995927	0.1249484	0.3605193
0.6205332	0.5124786	0.6498615	0.6002216	0.0824516	0.1459367	0.6750703	0.1252612	0.1435139	0.4944227
0.6980979	0.6081245	0.6472966	0.7157671	0.0876062	0.4668338	0.3470266	0.0923387	0.1751513	0.0911456
0.7801024	0.5343357	0.6327097	0.7558603	0.0166900	0.3236941	0.6084272	0.0429995	0.2236419	0.3655925
0.7965844	0.4538056	0.6886773	0.6395344	0.0284952	0.3065347	0.6136432	0.0527511	0.0520447	0.3353757
0.6211871	0.6554480	0.6389595	0.5518990	0.1052239	0.3153812	0.4849562	0.1323364	0.1662441	0.1190371
