YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.7380625	0.3041166	0.3976221	0.0000000	0.2817582	0.7680509	0.3226887	0.3582061	0.7110015
0.0000000	0.0313909	0.0076103	0.0000000	0.5006452	0.2587500	0.6193193	0.1359876	0.3661376	0.7256261
0.0000000	0.2141510	0.0232211	0.0013184	0.6237607	0.8604150	0.0000000	0.4800660	0.6041526	0.9019069
0.0000000	0.2829941	0.0121835	0.0004818	0.5285117	0.2979481	0.6694771	0.0000000	0.3354753	0.7741599
0.0000000	0.3583834	0.0198764	0.0006863	0.4959342	0.2966766	0.6251211	0.1725145	0.0000000	0.8816372
0.0000000	0.1872241	0.0564540	0.0042545	0.4498389	0.3026792	0.7956623	0.1554118	0.4041718	0.0000000
0.2662867	0.1908685	0.0461407	0.0000000	0.0000000	0.2847591	0.6857255	0.2562800	0.2492588	0.8835085
0.7532451	0.0479760	0.0224149	0.0000000	0.7234411	0.6265622	0.0000000	0.4246644	0.3093204	0.5759704
0.7448093	0.0638149	0.0046601	0.0000000	0.5156914	0.3430251	0.6704245	0.1976742	0.0000000	0.8582268
0.0154478	0.7254292	0.3248005	0.7947911	0.0000000	0.8761640	0.0000000	0.7609930	0.8072996	0.7089468
