"Time"	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C
550	0.1710520	1.0139568	0.1792147	0.1737139	0.2425824	0.4139339	1.0361694	0.1156966	0.2825795	0.6706181
600	0.2108468	0.9056640	0.2713264	0.1893030	0.2184659	0.4557829	1.0328356	0.1495806	0.2749733	0.7283256
650	0.2400286	0.8315871	0.3028551	0.1537903	0.1775101	0.4267189	0.9859737	0.1674330	0.3196353	0.7569668
700	0.2896784	0.8214218	0.3435716	0.0942054	0.1886339	0.4311781	0.9861813	0.2221744	0.2725693	0.7451967
750	0.2809069	0.6270035	0.4882081	0.0903592	0.1987538	0.4762860	0.9717055	0.3125908	0.3040220	0.6799161
800	0.3110631	0.6276446	0.7043234	0.1100491	0.1712105	0.4466332	1.0246415	0.3060382	0.3070211	0.6815962
850	0.3768133	0.5697055	0.6257961	0.1071727	0.2079754	0.3684341	0.9646748	0.2828970	0.3928040	0.6945107
900	0.3976161	0.5543211	0.6160296	0.1128466	0.1734567	0.4022693	0.9104346	0.2948354	0.3909874	0.6582293
950	0.3748346	0.5355525	0.5603594	0.1192394	0.2010917	0.4431598	0.9911377	0.3036267	0.4611177	0.5258956
1000	0.3664557	0.5053565	0.6739999	0.0891588	0.1843242	0.4568768	0.8519403	0.3658307	0.4858597	0.5590916

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.5507308	0.5250546	0.4574466	0.0921880	0.2000373	0.3605128	0.9446787	0.2741645	0.6345842	0.3052564
100	0.4933149	0.6043923	0.5003918	0.0850472	0.1788991	0.3740835	0.9281035	0.3214793	0.7356672	0.3584833
150	0.4610639	0.6012566	0.5186079	0.0922128	0.1754912	0.4542890	0.8375723	0.3453186	0.7591991	0.3749438
200	0.3819407	0.5056659	0.5463730	0.0621870	0.1770173	0.4849417	0.8826190	0.3398319	0.6612906	0.4236451
250	0.3629414	0.4929944	0.5647756	0.1086161	0.2090029	0.4227890	0.8886809	0.3350614	0.6678463	0.4724161
300	0.4884628	0.4798628	0.5213717	0.1386130	0.2630160	0.4029704	0.9568951	0.3006022	0.5981020	0.4713201
350	0.5309061	0.5593788	0.4074090	0.1851714	0.2182552	0.4593991	0.8450412	0.2634921	0.6250134	0.4908030
400	0.4378443	0.6294116	0.3013473	0.1491082	0.1845598	0.4534391	0.9469788	0.2507718	0.5688290	0.4200075
450	0.3936506	0.7615534	0.2384795	0.0966270	0.1548967	0.4849023	0.9449572	0.3230400	0.6524622	0.3733169
500	0.3801110	0.7488270	0.3755480	0.0765125	0.1816726	0.4128815	0.8663948	0.2736617	0.6619409	0.4202105
550	0.2944819	0.7474463	0.5138108	0.0706651	0.2042311	0.3994331	0.9114271	0.2854413	0.6537963	0.5654889
600	0.2600038	0.6580443	0.7112324	0.1238753	0.2175304	0.4238974	0.9480758	0.2779216	0.5937814	0.5825242
650	0.2756919	0.5414279	0.6313487	0.1114769	0.2076722	0.4655185	0.9089606	0.3156781	0.4836082	0.6003417
700	0.4079405	0.4981444	0.6019578	0.1125766	0.2096381	0.4901664	0.8856190	0.3179437	0.4699431	0.5717902
750	0.4905199	0.4529130	0.6490397	0.0938270	0.1964634	0.4408103	0.8690622	0.2837022	0.4412955	0.5452128
800	0.5676442	0.4379481	0.5877347	0.1205616	0.2492499	0.4546031	0.9737541	0.2589239	0.5672055	0.4796569
850	0.5446368	0.4702866	0.5664209	0.1249459	0.2228806	0.4209502	0.9827316	0.2291041	0.5951550	0.3799069
900	0.5477928	0.4825181	0.5096888	0.1547193	0.2280186	0.4738627	0.9739652	0.1998759	0.6397990	0.3188928
950	0.5199606	0.5122382	0.4788612	0.1601483	0.1897359	0.4234196	0.9800481	0.2445152	0.7117021	0.3492835
1000	0.4386489	0.6236687	0.4072504	0.1864953	0.2354172	0.3446250	0.9955978	0.2257660	0.8083294	0.3386888

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.4986704	0.5558630	0.4983832	0.0715298	0.1800822	0.3435439	0.7873521	0.3435440	0.7660594	0.3596593
100	0.5038580	0.4861710	0.6445647	0.0752920	0.1924120	0.3249893	0.6052051	0.3030532	0.7342785	0.3806197
150	0.5299454	0.4684940	0.6369836	0.0674693	0.1535115	0.3497286	0.5786409	0.3450798	0.8165797	0.3870604
200	0.5846025	0.4369877	0.7313289	0.0736646	0.1727541	0.4980249	0.5038321	0.3696788	0.6788871	0.4222570
250	0.6046284	0.3761603	0.7552016	0.0624296	0.2246771	0.4419543	0.4843424	0.3798399	0.6976214	0.3535852
300	0.6655066	0.3488028	0.7812884	0.1670426	0.2799539	0.5097465	0.5042639	0.2673500	0.7388911	0.3552138
350	0.6946274	0.3156894	0.6379019	0.1736815	0.1899378	0.4313316	0.5165428	0.2725967	0.7167636	0.2862574
400	0.7049979	0.4173176	0.5347538	0.1053562	0.2147178	0.5549213	0.5652834	0.3168058	0.7503124	0.2932077
450	0.5956481	0.3993151	0.5444704	0.1421816	0.1912875	0.4925761	0.5551460	0.2994167	0.8358332	0.3093559
500	0.5869662	0.4671587	0.5076765	0.1514366	0.1872627	0.4946652	0.5909764	0.2776701	0.8652647	0.3187881
550	0.5792896	0.5066255	0.4449897	0.1137592	0.1989496	0.5414277	0.6980619	0.2756655	0.9130159	0.3245950
600	0.5799992	0.6006372	0.4647601	0.1243226	0.2091489	0.6113647	0.7738461	0.2761445	0.8237924	0.3620707
650	0.4301029	0.5763010	0.5287721	0.1683036	0.2599030	0.4909169	0.8330424	0.2035017	0.7997595	0.4034836
700	0.4700059	0.5963444	0.5873867	0.2578305	0.3061395	0.5080141	0.9102830	0.2075687	0.8842618	0.4561617
750	0.4573195	0.5422947	0.3865404	0.3171521	0.3047768	0.4748201	0.8967350	0.1831690	0.7584909	0.4816778
800	0.4768258	0.5991369	0.2453992	0.3432095	0.2971963	0.4656715	0.8792273	0.1783511	0.7851549	0.4159209
850	0.4173727	0.7731893	0.1723392	0.2973916	0.2224424	0.4822792	0.8433022	0.1759577	0.7472689	0.3828203
900	0.3503480	0.8693924	0.1380154	0.1820710	0.2091745	0.5007686	0.8530333	0.1934968	0.8157584	0.4311958
950	0.2325305	0.9633180	0.1924574	0.1494471	0.1987161	0.4794871	1.0150391	0.2384688	0.7460475	0.4871365
1000	0.1897949	0.8743014	0.3836265	0.1271709	0.1884888	0.4683184	0.9392148	0.2641549	0.6156674	0.5674694

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.4787681	0.6435611	0.4212486	0.1147733	0.2091872	0.3947475	1.0863458	0.3017032	0.7553229	0.3544565
100	0.4431011	0.5985239	0.4439597	0.0973803	0.1929512	0.3109104	0.8757777	0.3058903	0.8130533	0.3646158
150	0.4235247	0.5825136	0.5880245	0.0897967	0.1684810	0.3917818	0.8920789	0.3172654	0.7769422	0.4137496
200	0.3865990	0.5356117	0.7786370	0.0667714	0.1948467	0.3950452	0.8844069	0.3534639	0.8136790	0.4455697
250	0.4508217	0.4018643	0.7906239	0.0981987	0.2050131	0.3953559	0.8514709	0.3156608	0.7685965	0.4958743
300	0.4837246	0.3635251	0.8229079	0.1445390	0.1674886	0.5047405	0.8498391	0.3065889	0.7032281	0.5250709
350	0.5688337	0.3361654	0.6739444	0.1233341	0.2060814	0.4656665	0.9379890	0.2493025	0.5489377	0.4525753
400	0.7236164	0.3935506	0.6110777	0.1368300	0.2145125	0.4621103	0.9479787	0.2696713	0.5689768	0.3921223
450	0.7786571	0.4366034	0.5327831	0.1437512	0.1871954	0.4001264	0.9387089	0.2979997	0.7560502	0.3433723
500	0.5685059	0.4774216	0.5265647	0.1203525	0.1788042	0.3987636	0.9547731	0.2704117	0.7601092	0.3752709
550	0.5115723	0.5395592	0.5255677	0.1035707	0.1988841	0.4120991	0.9842584	0.2765888	0.8034557	0.3310782
600	0.4165347	0.5355823	0.5273213	0.1084258	0.1904250	0.3812190	0.8869347	0.2340433	0.9612026	0.3530841
650	0.4806355	0.4457636	0.6586830	0.1059120	0.1672061	0.4184416	0.9489606	0.2906765	0.9002658	0.4226918
700	0.5070998	0.4230934	0.7038415	0.0758194	0.2037662	0.3729795	0.8173459	0.2705046	0.7810007	0.4507185
750	0.6188867	0.3941063	0.7325458	0.1247172	0.1880584	0.4510070	0.8655691	0.3101915	0.6681057	0.4671120
800	0.6360502	0.3507728	0.6603347	0.1099248	0.1315940	0.4123994	0.9741856	0.3444907	0.6715823	0.3401044
850	0.6153272	0.3984361	0.5402322	0.1030577	0.1920475	0.4441984	0.9713350	0.3768203	0.7197753	0.3006771
900	0.6068138	0.4221512	0.6332195	0.0526233	0.2334986	0.4071789	0.8992993	0.3815424	0.7971116	0.2987560
950	0.6129949	0.4097002	0.6872003	0.0962378	0.1874480	0.3884033	0.8818874	0.3340853	0.8900229	0.3159530
1000	0.7042688	0.4168014	0.7381920	0.0968488	0.2188580	0.4030265	0.8888333	0.3468285	0.9667490	0.3812290

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.4088253	0.5068994	0.4800780	0.3172846	0.1748300	0.4457179	0.8648180	0.3392208	0.8160272	0.3661167
100	0.3383618	0.5374716	0.2492220	0.4393201	0.1863258	0.5573435	0.7642845	0.3624681	0.7649525	0.4639056
150	0.2987439	0.6289491	0.1298266	0.4928808	0.1759740	0.5507704	0.7964318	0.2822956	0.7753864	0.4547791
200	0.1927319	0.8373589	0.0604204	0.5635921	0.2339000	0.5668430	0.6954242	0.2363790	0.7395959	0.5010215
250	0.1401815	0.8884281	0.0386257	0.6161201	0.2169060	0.5436870	0.7740880	0.2721897	0.6254871	0.4230948
300	0.0883907	0.9782099	0.0155564	0.6110892	0.2835295	0.5079849	0.8497007	0.1768782	0.6536301	0.2492821
350	0.0579424	1.1505439	0.0096005	0.6972898	0.2341357	0.5009105	0.8122697	0.1702372	0.8053535	0.1726677
400	0.0336319	1.1530706	0.0094341	0.6691786	0.2260168	0.5184783	0.9354009	0.1608768	0.8709144	0.1919970
450	0.0350059	1.1530984	0.0112583	0.5297566	0.2444606	0.4802894	0.9814769	0.1934128	0.8737067	0.1722574
500	0.0283594	1.1711912	0.0152164	0.5523250	0.2788373	0.4685426	0.8270153	0.2070286	1.0366647	0.1202358
550	0.0508887	1.0716684	0.0277721	0.4223230	0.2417159	0.5065408	0.7149496	0.2145159	1.0001417	0.1160667
600	0.1101944	0.9500712	0.0676628	0.2471047	0.2428287	0.4437453	0.8301285	0.2355794	0.9812831	0.1544501
650	0.1738729	1.0323812	0.1258056	0.2153676	0.2405954	0.5139951	0.9636487	0.2334492	1.0039094	0.2725221
700	0.1716690	1.0771067	0.1720769	0.2183286	0.1919059	0.3301551	0.9947090	0.1960374	0.8634795	0.4159713
750	0.2250432	0.9989512	0.1702885	0.1552730	0.2544208	0.4290301	0.9548617	0.2060389	0.7487211	0.6113708
800	0.2164204	0.9178607	0.2948037	0.1544337	0.1957425	0.4944013	0.9744718	0.2593682	0.6702414	0.6274526
850	0.2499653	0.9570979	0.3312784	0.1784164	0.2458795	0.4579454	1.0271003	0.2157173	0.5015396	0.6182930
900	0.2305631	0.8427441	0.3168712	0.1688392	0.2481583	0.4045544	1.0560986	0.2268355	0.4350898	0.6880916
950	0.2164099	0.8978463	0.3397749	0.1433546	0.2522670	0.3985823	0.9993252	0.1946750	0.3137596	0.7561744
1000	0.1882358	0.8254388	0.3828640	0.1466343	0.2106291	0.3990993	1.0373506	0.2314060	0.3057788	0.8153958

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.4053175	0.4980870	0.6165712	0.1806197	0.4128754	0.3726692	0.8859052	0.2956402	0.6505874	0.3617396
100	0.4389924	0.4340275	0.4137167	0.6348602	0.6962331	0.4439254	0.8892513	0.1900542	0.5878409	0.4685596
150	0.5080584	0.3628932	0.2628320	0.7605144	0.8376159	0.4869985	0.9194973	0.1388737	0.4628715	0.3646392
200	0.4993858	0.4515048	0.1284732	0.9659107	0.9633227	0.4212502	0.9986008	0.0951070	0.5561230	0.3669601
250	0.5127928	0.6482625	0.0464389	1.0283187	0.8428500	0.4366200	0.9398760	0.1045371	0.5146741	0.3254813
300	0.4012624	0.6342403	0.0261837	0.9556091	0.9263085	0.4478638	0.9550141	0.1234665	0.5323359	0.2483849
350	0.3404223	0.6440699	0.0135759	0.9803147	0.9532168	0.4334980	0.9160698	0.0765344	0.5393109	0.1278236
400	0.2635173	0.7352347	0.0064736	0.9846817	0.8935928	0.4503085	1.0246902	0.1007596	0.6119442	0.1297981
450	0.2791674	0.6771966	0.0086439	0.9613042	0.8282574	0.5096997	0.9034744	0.0858257	0.6831657	0.1062265
500	0.2483380	0.7918303	0.0062241	0.9782997	1.0371452	0.4550759	0.9813373	0.0804387	0.6734835	0.0998617
550	0.2650435	0.8184134	0.0121393	0.9826480	0.6017834	0.4425176	0.9972215	0.0511359	0.6757575	0.0869285
600	0.2195536	0.9474465	0.0182397	0.8902585	0.3529912	0.3443225	0.9383788	0.0838270	0.8457816	0.0775066
650	0.2450902	1.0424881	0.0180512	0.5270301	0.2823602	0.3549287	0.9321389	0.1133306	0.9859895	0.0753612
700	0.1877956	1.0182553	0.0360245	0.3428665	0.2476253	0.3858693	0.9913068	0.1648099	0.9932536	0.0822299
750	0.2009717	0.9839118	0.0882149	0.1923614	0.2258641	0.4133610	0.9353769	0.1560238	0.9895565	0.2063956
800	0.1661925	0.9524363	0.1458589	0.1348758	0.2263836	0.4024878	1.0092527	0.2298973	0.9594653	0.4021624
850	0.1595476	0.9373273	0.2762002	0.1240286	0.2333840	0.3841776	0.9922263	0.2315594	0.8720677	0.5596752
900	0.2041599	0.7989935	0.3939027	0.1897412	0.2203796	0.4250421	1.0551148	0.1581190	0.6766193	0.6958041
950	0.1947913	0.7755750	0.3505491	0.1435560	0.1752972	0.3520166	1.0075548	0.1857702	0.4813329	0.8232134
1000	0.2339842	0.7313248	0.4191044	0.1048298	0.1371574	0.4747228	0.9549202	0.2531509	0.4113470	0.5976177

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.4992891	0.7201304	0.3149443	0.1348733	0.1775410	0.2696043	0.9744055	0.2820036	0.8606708	0.4670508
100	0.3268258	0.7468671	0.3281107	0.1177024	0.1138192	0.2386693	0.8579388	0.2811344	0.7791332	0.6653332
150	0.3785175	0.8151483	0.3482335	0.0551785	0.1190928	0.2218426	0.8580179	0.4681002	0.5248573	0.8062932
200	0.3366579	0.7265985	0.3982606	0.0648676	0.1255904	0.1873154	0.7919161	0.5348274	0.3106219	0.9888414
250	0.3395916	0.6980232	0.5138461	0.0356888	0.1221452	0.1797140	0.6483300	0.6853475	0.2244469	0.9203630
300	0.3228172	0.7126471	0.4607138	0.0348188	0.1259901	0.1858567	0.5273315	0.6890343	0.2052379	0.9343333
350	0.3517054	0.6274568	0.5210451	0.0275224	0.1567504	0.2515307	0.4528845	0.5888044	0.1743496	0.9454758
400	0.3605437	0.5855169	0.5464090	0.0413162	0.1579996	0.2425169	0.4478214	0.4244337	0.1966085	0.8540282
450	0.4265527	0.4782601	0.6121509	0.0746001	0.1553853	0.2760294	0.5994487	0.4045598	0.1833795	0.8800728
500	0.5312631	0.4684387	0.5557089	0.0847434	0.1389497	0.2188526	0.6584338	0.4404567	0.1487282	0.9447649
550	0.5739089	0.4194929	0.6658430	0.0321472	0.1308621	0.3239877	0.7236256	0.5105449	0.1561357	0.7688807
600	0.6236644	0.4617766	0.6995353	0.0356396	0.1732759	0.4772288	0.7410530	0.5543355	0.2431372	0.5227357
650	0.6189706	0.3955387	0.8459364	0.0378805	0.1985151	0.4651456	0.7226658	0.5238846	0.4509408	0.3348323
700	0.6052278	0.3498820	0.9066731	0.0698385	0.2295073	0.3764042	0.6876304	0.4431658	0.6947363	0.3195596
750	0.6725228	0.3737421	0.8785300	0.1341356	0.2628081	0.4989335	0.7565868	0.2570423	0.7758647	0.3294582
800	0.6380537	0.3728844	0.6826524	0.1375101	0.2476547	0.5466687	0.7969390	0.1968908	0.9002454	0.3340995
850	0.6051224	0.3466843	0.6691525	0.2431506	0.2518343	0.5806774	0.9008326	0.1996711	0.8733350	0.4055776
900	0.6210953	0.4375088	0.3723153	0.2603854	0.2534336	0.4597081	0.9623455	0.1759855	0.8500214	0.3548861
950	0.5772417	0.6050042	0.2880823	0.1908754	0.2284628	0.5514028	1.0172532	0.1570420	0.8059793	0.3332511
1000	0.5532330	0.6515686	0.2950702	0.1229284	0.3194334	0.4955840	1.0708383	0.1950751	0.7676884	0.3230384

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.5073496	0.5214696	0.3997421	0.3714283	0.1676080	0.3531835	1.0393293	0.2124623	0.7187932	0.4633237
100	0.5309357	0.4587717	0.2153227	0.5778884	0.1792153	0.3695563	1.0674377	0.2628271	0.7835672	0.4036679
150	0.5077180	0.5517744	0.0992562	0.6608762	0.1818391	0.4287447	1.0519867	0.2612639	0.7957516	0.3487734
200	0.5075132	0.5878646	0.0600962	0.6828110	0.1696478	0.3672557	1.0609615	0.1989845	0.6943738	0.2651276
250	0.3932426	0.7778211	0.0305128	0.6815684	0.1291493	0.3899430	0.9656438	0.2779844	0.8097490	0.1933952
300	0.3155917	0.7769519	0.0114676	0.6357025	0.1410700	0.3516961	0.9992711	0.2965547	0.8562168	0.1316524
350	0.3105765	0.7121569	0.0083112	0.5828769	0.1479850	0.3445927	0.9792413	0.2935681	0.9901636	0.1074641
400	0.3041640	0.6712832	0.0102190	0.6135354	0.1744213	0.4109293	0.8815661	0.2998078	0.9536784	0.0956809
450	0.2899235	0.7243831	0.0074788	0.6160816	0.2231634	0.4541327	0.9363766	0.1922156	0.9989821	0.0613415
500	0.2869850	0.7768263	0.0055123	0.6988732	0.1872082	0.5062543	0.9128619	0.1967349	0.9910147	0.0616020
550	0.2476887	0.7690477	0.0071436	0.3972494	0.2131352	0.4640127	1.0194829	0.2149939	0.8576350	0.0662275
600	0.2123660	0.9202831	0.0529240	0.2408926	0.2567518	0.4011970	0.9389620	0.2604279	0.7794537	0.0684315
650	0.1895201	0.9388440	0.1014502	0.2429400	0.2253155	0.3624536	0.9638906	0.1851332	0.9759123	0.2385819
700	0.2197768	0.9974392	0.1627772	0.1908960	0.2516837	0.4671280	0.9056678	0.1811380	0.9644200	0.3767915
750	0.2051819	1.0128080	0.1669590	0.2071116	0.2751684	0.4843040	0.9860320	0.1570674	0.7979915	0.5386084
800	0.2389340	0.9566787	0.2226548	0.2846192	0.2485676	0.4178427	1.0278154	0.1467453	0.7223522	0.5988538
850	0.2104798	0.9505408	0.2197351	0.2809768	0.2534421	0.4171742	1.0007659	0.1199077	0.5647968	0.6354092
900	0.1886168	0.8880057	0.1703542	0.2459385	0.2031323	0.3885960	1.1010777	0.1483781	0.5458107	0.7006360
950	0.1876602	0.8719500	0.1673468	0.1392634	0.1880391	0.4355073	1.0622416	0.2207087	0.4113642	0.7664471
1000	0.1961599	0.9294414	0.2993307	0.1002842	0.1445487	0.3261527	1.0673595	0.3286351	0.3364093	0.7135802

0	0.5984463	0.4289655	0.5414982	0.1530652	0.2424332	0.3759079	1.0577535	0.2360688	0.7576962	0.3928450
50	0.5084129	0.4339601	0.3705270	0.4672723	0.2205386	0.3658888	0.8736582	0.1822107	0.7963951	0.3887095
100	0.5886071	0.3409298	0.1958385	0.7288001	0.2116500	0.3955975	0.9963216	0.1148407	0.8707660	0.2824884
150	0.6201139	0.3664956	0.0656406	0.8217954	0.1986622	0.3944379	0.9977129	0.0466533	0.8665450	0.2953201
200	0.7125377	0.3806500	0.0345075	0.7884654	0.2019887	0.3668790	0.9112226	0.0386039	0.9450528	0.2191319
250	0.6745971	0.4506865	0.0192221	0.6400737	0.2205277	0.4329179	0.8905068	0.0184674	0.9883204	0.1411498
300	0.5836515	0.5302953	0.0046766	0.6790405	0.2131754	0.4800586	0.9809766	0.0206880	1.0448909	0.1048237
350	0.5441463	0.5062554	0.0020649	0.7573160	0.2817648	0.4692390	1.0322922	0.0203873	1.0469110	0.1033495
400	0.5703797	0.4637348	0.0027686	0.7033086	0.1850737	0.3795573	1.0730929	0.0158861	1.0325751	0.0643158
450	0.5381128	0.4099856	0.0000000	0.7424796	0.1815958	0.3932810	1.0983804	0.0225649	0.9845882	0.0798595
500	0.6548108	0.4096988	0.0006884	0.7037403	0.1357234	0.3686158	1.0147933	0.0254764	1.0594801	0.0812074
550	0.6775497	0.6238904	0.0153003	0.3509629	0.2012463	0.3618412	1.1114774	0.1626800	1.0652939	0.0782473
600	0.5267363	0.7860163	0.0969549	0.1434307	0.1575601	0.2971691	1.0428289	0.3320092	0.9842655	0.0758404
650	0.3258420	0.9152538	0.2758364	0.0895669	0.1814147	0.4014967	1.0237788	0.3614595	0.9548227	0.2423199
700	0.2444707	0.9477100	0.5981672	0.0991387	0.2398076	0.4801770	0.9431423	0.3694122	0.9181968	0.4014771
750	0.1996101	0.7596512	0.7133847	0.1227194	0.1993332	0.4325078	0.8383054	0.2778180	0.8809819	0.5318354
800	0.2555995	0.5831129	0.7375154	0.1037243	0.2044241	0.4900806	0.9731634	0.2611133	0.7558883	0.5914586
850	0.4213222	0.4409668	0.7539643	0.1088131	0.2307485	0.4645206	0.9404011	0.2551846	0.5693421	0.6221893
900	0.5068602	0.4318509	0.7774829	0.0904694	0.2083795	0.4637035	0.9493626	0.2137779	0.4795812	0.5734296
950	0.5402385	0.4472841	0.7052993	0.0933451	0.1933960	0.3972171	0.8772385	0.2386595	0.5107003	0.3698960
1000	0.5108349	0.4664187	0.7179324	0.1166884	0.1501658	0.5212274	0.9181747	0.2682293	0.6195617	0.3355192
