YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.0000026	0.5131728	0.6947596	0.1405512	0.2834033	0.8830781	0.2487841	0.3642438	0.1914176	1.0000000
0.0921929	0.0000004	0.6948128	0.1405609	0.2834064	0.8830798	0.2487841	0.3642436	0.1914176	1.0000000
0.9980059	0.6787915	0.0000000	0.6718220	1.0000000	0.9999995	0.0567902	0.7516154	0.1858840	1.0000000
0.9517670	0.5178933	0.6946211	0.0000026	0.2833417	0.8862152	0.2522899	0.3614698	0.1915440	1.0000000
0.9874947	0.6785500	0.0277962	0.0001164	0.0000000	0.9999435	0.2522911	0.3614697	0.1915440	1.0000000
0.0923180	0.0395808	0.9973343	0.6718219	1.0000000	0.0000005	0.0567935	0.7516132	0.1858841	1.0000000
0.0922768	0.0396344	0.9944475	0.5870931	0.8340277	0.1618446	0.0000000	0.6741638	0.1862361	1.0000000
0.0921755	0.6723964	0.6891501	0.1389758	0.2816031	0.9949623	0.9999813	0.0000019	0.4940656	1.0000000
0.9374771	0.4756028	0.6963583	0.1410022	0.2839308	0.8591638	0.2259802	0.3835358	0.0000002	1.0000000
0.9504740	0.6484246	0.6900321	0.1392129	0.2818351	0.9764424	0.5195561	0.2254554	0.7119429	0.0000000
