YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.6948281	0.0944352	0.6260538	0.4260124	0.2502155	0.0692713	0.5004444	0.2095882	0.6604849	0.7706786
0.4297417	0.7268544	0.0466683	0.0706610	0.1686325	0.3200124	0.2101336	0.4119365	0.6166214	0.4959833
0.2114580	0.8877812	0.1056850	0.0760203	0.0610007	0.0767051	0.4126151	0.4302076	0.6529443	0.7643478
0.4540804	0.5926628	0.1449720	0.0418991	0.0003721	0.0010664	0.2296399	0.3858201	0.7102827	0.6562312
0.4261222	0.6514472	0.0265118	0.0024789	0.0038306	0.1217603	0.1974435	0.4047426	0.6834775	0.7849195
0.7635550	0.1155678	0.5592353	0.4174314	0.3602809	0.1266915	0.4998883	0.2763973	0.5806389	0.7425464
0.7029568	0.2246965	0.4116950	0.2201134	0.1938051	0.1412729	0.4451643	0.2869364	0.5804510	0.6513108
0.4538136	0.6242677	0.1606799	0.0600711	0.1136059	0.3024772	0.3527066	0.5103235	0.5358894	0.4387359
0.5933285	0.1669481	0.4441330	0.1150151	0.0540130	0.1497521	0.4437766	0.1477861	0.6054999	0.6741995
0.7218185	0.2843633	0.3227825	0.0568656	0.0836815	0.2598564	0.3359803	0.3197048	0.5872593	0.5407164
