"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
800	0.4323433	0.6552529	0.0359240	0.9394727	0.0809639	0.2730327	0.9506419	0.8793737	0.7328023	0.2604685
850	0.4448858	0.7335878	0.0429299	0.9403140	0.1032147	0.2553318	0.9076782	0.8687058	0.8092952	0.2367525
900	0.4676339	0.7483002	0.0394075	0.9711338	0.1084577	0.3219493	0.9791818	0.8838598	0.7464852	0.3127082
950	0.4883159	0.7374290	0.0406283	0.9640758	0.1019334	0.3443165	0.9055282	0.9320001	0.7576847	0.3092133
1000	0.4814552	0.7254106	0.0408153	0.8768863	0.1215264	0.3418903	1.0187934	0.9430370	0.7605296	0.2527265

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.3951482	0.2228744	0.0212662	0.8656106	0.0722182	0.2789472	0.9395848	0.9730352	0.9324329	0.1195298
100	0.2380719	0.1469369	0.0086295	0.7577980	0.0958654	0.3022317	0.9995930	0.9112358	0.9020028	0.1003876
150	0.1085205	0.0975487	0.0126715	0.8782775	0.0792052	0.3275615	0.9252805	0.9173028	0.9228138	0.0715839
200	0.0671149	0.1020450	0.0067948	0.8379121	0.0772191	0.3264697	1.0351314	0.8777586	0.9017749	0.1057315
250	0.0479846	0.0999859	0.0038405	0.8775944	0.1018859	0.3018957	1.0368924	0.9374317	0.8977043	0.1014377
300	0.0491025	0.0683895	0.0009247	0.8532126	0.1295509	0.2999913	1.0771504	0.8764496	0.9367938	0.1250807
350	0.0400517	0.0726545	0.0011904	0.8377696	0.1221658	0.2961767	1.0089213	0.9335689	0.8696691	0.1398212
400	0.0526847	0.0584268	0.0058125	0.8714064	0.0948218	0.3196409	1.0451989	0.9675995	0.8967725	0.1227831
450	0.0567321	0.0987192	0.0061157	0.8628777	0.1254670	0.2827779	0.9943975	0.9690118	0.9527940	0.1386757
500	0.0640928	0.0826481	0.0083811	0.9018820	0.1180959	0.2675682	1.0275028	0.8284306	0.8504170	0.0895628
550	0.0956976	0.4632962	0.0382562	0.9280694	0.0935785	0.3042918	0.9811259	0.9831026	0.8760518	0.1652814
600	0.2033689	0.5861356	0.0412465	0.8561130	0.0811641	0.2943667	1.0042807	0.9566222	0.9184464	0.1963285
650	0.2390288	0.5755207	0.0389834	0.8426795	0.0731742	0.3204130	0.9807134	0.9290060	0.8819014	0.1574828
700	0.2939320	0.6366429	0.0471483	0.7841421	0.0744945	0.3284551	1.0206773	0.9207505	0.8358123	0.1999176
750	0.3377161	0.6933174	0.0552231	0.9083397	0.0994153	0.2859501	1.0131453	0.8087655	0.8065108	0.1869830
800	0.3706174	0.7545876	0.0650906	0.9015470	0.0870422	0.2822157	1.0144350	0.8101167	0.8952296	0.2023798
850	0.4490569	0.6987069	0.0419967	0.8791327	0.0930164	0.3559175	0.9753825	0.8453453	0.8540794	0.2060071
900	0.4331782	0.6762572	0.0441763	0.7832154	0.0975383	0.3554854	1.0229004	0.8492647	0.8524620	0.2038954
950	0.3453231	0.6457915	0.0518610	0.8267130	0.0842427	0.2983092	1.0070971	0.8702636	0.8343434	0.1702684
1000	0.3278886	0.6088724	0.0530712	0.8213036	0.0965211	0.3592195	0.9902813	0.9479009	0.8368513	0.1655464

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.6971803	0.8122060	0.0550408	0.9469863	0.5367648	0.2799900	1.0138489	0.7765411	0.7931008	0.3628319
100	0.7770227	0.8111714	0.0375670	0.9129926	0.6296125	0.2718863	0.9963845	0.7758941	0.7598631	0.3259068
150	0.8593771	0.7611776	0.0515974	1.0010100	0.7002547	0.3154548	1.0168252	0.8311004	0.8564380	0.2449469
200	0.8419161	0.6825712	0.0467007	0.9574853	0.7154309	0.3445981	0.9156236	0.8272192	0.9367824	0.2435745
250	0.9193719	0.6444791	0.0519914	0.9255579	0.7493111	0.3440737	0.9465733	0.9084440	0.8499080	0.1677091
300	0.9239271	0.6464545	0.0371629	0.8590156	0.7263249	0.3110272	1.0014672	0.9036266	0.9904209	0.1304361
350	0.7674489	0.6323574	0.0446912	0.8343752	0.7733134	0.2679575	1.0547965	0.9416089	1.0316245	0.0919588
400	0.8998209	0.5969908	0.0250563	0.9683956	0.7841177	0.2711017	0.9630174	0.9919605	0.9916661	0.1008278
450	0.9073921	0.5440603	0.0377049	0.9813021	0.6892110	0.2986578	0.9002972	1.1352111	0.9753487	0.1126697
500	0.9085172	0.5845821	0.0377309	0.9289511	0.6828792	0.3141976	0.9213508	0.8876138	0.9177698	0.1051912
550	0.5200914	0.5371002	0.0409529	0.9519343	0.3033880	0.3205667	0.9825628	0.9182283	0.9527301	0.1139311
600	0.4193861	0.5523618	0.0415124	0.9245375	0.1582597	0.3319696	0.9671412	0.9332497	0.9632763	0.1589968
650	0.3472922	0.5290288	0.0262292	0.9026997	0.1055379	0.2782559	0.9318483	0.7676362	0.9143136	0.1552900
700	0.2783810	0.5904661	0.0446627	0.8260485	0.0870835	0.2992374	0.9075362	0.9047239	0.8707425	0.1652849
750	0.3460815	0.6237834	0.0398459	0.9045310	0.0983116	0.2539481	0.9697659	0.9059973	0.8229522	0.1617289
800	0.2648155	0.5859922	0.0346982	0.9509346	0.0898818	0.3096450	0.9570619	0.9224609	0.7632798	0.1916523
850	0.3587916	0.6469356	0.0521581	0.9066725	0.0804639	0.3223990	0.9172024	0.8830546	0.8301263	0.2221160
900	0.2869318	0.6154482	0.0351639	0.8609216	0.0885672	0.3205439	1.0085677	1.0073213	0.8182804	0.1816702
950	0.3200701	0.6579792	0.0377397	0.8398686	0.1107878	0.3080802	1.0144479	0.8899310	0.8390516	0.1857621
1000	0.3462976	0.5751434	0.0448711	0.7792539	0.0977794	0.3016087	0.9220413	0.9048129	0.9022768	0.2132895

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.4252021	0.7112261	0.0139307	0.3428339	0.1542543	0.3107177	0.9581131	0.9061288	0.8533561	0.2631499
100	0.3912122	0.7932732	0.0073940	0.1405025	0.1758485	0.3540635	0.9367500	0.9312943	0.7993088	0.2289509
150	0.4350454	0.6539442	0.0041407	0.0724896	0.2183480	0.4996805	1.0465195	0.8811846	0.8294679	0.2062097
200	0.4104184	0.6904884	0.0046743	0.0434529	0.2935075	0.6717184	1.0437617	0.8731238	0.9091639	0.2132545
250	0.3751388	0.6451680	0.0047752	0.0398916	0.3565087	0.8102227	1.0318816	0.9030038	0.8776542	0.1876096
300	0.3070103	0.6382916	0.0048192	0.0438587	0.4824940	0.8636685	0.9304800	0.9101827	0.9500942	0.2018825
350	0.3003526	0.5407713	0.0004611	0.0440808	0.6495117	0.9773778	0.9918281	0.8717178	0.8811941	0.1829660
400	0.2930801	0.4928740	0.0014155	0.0304895	0.6734023	0.9409524	0.9131385	1.0069787	0.8744042	0.1612462
450	0.2930990	0.5879242	0.0003150	0.0336552	0.7011606	0.8763024	0.9874734	0.9778906	0.9003465	0.1408530
500	0.2894050	0.5760329	0.0021555	0.0371087	0.6915754	0.9996247	1.0354515	0.8614433	1.0129741	0.1724392
550	0.3283931	0.6159854	0.0330048	0.2721367	0.7016073	0.8680314	0.9325697	0.9061381	0.9209791	0.1379123
600	0.3648330	0.6221915	0.0519041	0.3261086	0.6802876	0.7017419	0.9143398	0.8369970	0.9127055	0.1883187
650	0.3555723	0.6998077	0.0453597	0.5231731	0.4586194	0.5682857	0.8794806	0.8852614	0.8268498	0.1760555
700	0.3931051	0.5976991	0.0524332	0.5549286	0.4229421	0.4409485	0.9466649	0.8953296	0.8337743	0.1657764
750	0.3559881	0.6340077	0.0675890	0.6802224	0.2702394	0.4320706	0.9624945	0.8936390	0.9055840	0.1598743
800	0.3570324	0.5767890	0.0638450	0.7539926	0.1891675	0.3691319	1.0131122	0.9237338	0.8376435	0.1280730
850	0.3509692	0.5417723	0.0423867	0.7691263	0.1327753	0.2961406	0.9719525	0.9467260	0.9284395	0.1733139
900	0.3518966	0.6042699	0.0434002	0.9304827	0.1069217	0.2828142	1.0226654	0.9763014	0.8912351	0.1765416
950	0.3448030	0.5203751	0.0599465	0.9921321	0.1200266	0.2909736	0.9942959	0.8382636	0.7845933	0.2133358
1000	0.3313745	0.6100392	0.0581557	0.9947516	0.0960671	0.3177458	0.9544001	0.8503408	0.8413527	0.1971394

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.4370351	0.7550902	0.0576079	0.8506871	0.0818689	0.3838945	0.9441867	0.7651302	0.4910953	0.3339424
100	0.4466729	0.8018504	0.0429693	0.8380481	0.1072319	0.3802982	0.9111643	0.6980742	0.4513048	0.5156400
150	0.4590720	0.8539282	0.0483943	0.8940492	0.0924167	0.3829893	0.9445196	0.6286669	0.4010309	0.6017557
200	0.4696032	0.7836483	0.0506927	0.8128215	0.0916298	0.3894651	1.0297421	0.4967225	0.3409299	0.7192033
250	0.4777426	0.8898026	0.0656047	0.8112772	0.1195418	0.3174064	0.9563311	0.3613673	0.2690484	0.8096233
300	0.5413042	0.8462087	0.0494442	0.7761686	0.1179718	0.3195445	0.9591721	0.2070812	0.2251981	0.9984794
350	0.5688731	0.9702300	0.0440960	0.8746495	0.1230533	0.2977461	0.9637848	0.1869625	0.2035317	0.8232033
400	0.5341674	0.9992550	0.0565865	0.9209077	0.1061891	0.3141728	0.9656551	0.1452306	0.2698689	0.8747815
450	0.5535424	0.9458279	0.0625001	0.8612397	0.0934772	0.3062992	0.9652684	0.1217544	0.3107908	0.9583795
500	0.5178061	0.9976285	0.0561643	0.8551142	0.0909817	0.3019935	0.8998602	0.1536648	0.2524038	0.8819537
550	0.5170987	0.9587031	0.0387016	0.8719830	0.0826977	0.3054914	0.9664459	0.1732961	0.3350019	0.9165221
600	0.5768669	0.9452596	0.0258987	0.8331915	0.0779986	0.3191464	0.8690051	0.3373734	0.3751393	0.8330970
650	0.6456393	0.8789119	0.0381474	0.9336732	0.0864548	0.3466562	0.9007472	0.3753243	0.5196220	0.7398607
700	0.5700462	0.8761268	0.0583796	0.8965120	0.1219455	0.2964872	0.9037671	0.4201694	0.3417745	0.6493250
750	0.5042650	0.8844163	0.0586331	0.8528249	0.1149729	0.3607918	0.9428521	0.4370000	0.4579854	0.7406030
800	0.5304690	0.9132127	0.0562787	0.8073823	0.1105561	0.3134183	0.8444285	0.4698236	0.4205446	0.6749163
850	0.5993424	0.9161111	0.0544805	0.7881856	0.0979325	0.3606717	0.8776127	0.5981737	0.4794160	0.5876794
900	0.6087770	0.9379191	0.0473366	0.8673670	0.1012892	0.2932591	0.9769099	0.6043752	0.4877198	0.6372925
950	0.5832344	0.8839689	0.0382364	0.9081744	0.1019201	0.3168602	0.9308307	0.5025247	0.4547277	0.5948578
1000	0.5066294	0.7833939	0.0601652	0.9321640	0.1053996	0.3152095	0.9981218	0.5430136	0.5314426	0.6290043

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.7107011	0.1714915	0.0331136	0.5507631	0.0600143	0.2001586	0.8776950	0.8268538	0.8479278	0.1282817
100	0.7087316	0.0666876	0.0329265	0.4745650	0.0535600	0.1780746	0.8961971	0.9666071	0.8629783	0.1036099
150	0.6865542	0.0478295	0.0315097	0.5063766	0.0616070	0.1574986	0.9250056	0.8164036	0.9398723	0.0994440
200	0.7329771	0.0361013	0.0736411	0.4838398	0.0828219	0.1724529	0.9892263	0.9493234	0.8836557	0.0785355
250	0.8087920	0.0351815	0.0721509	0.4616356	0.0965895	0.1825420	0.9708576	0.9415504	0.8951988	0.1066106
300	0.7358416	0.0222860	0.0435624	0.4478070	0.0829824	0.1609771	0.9057789	0.9572841	0.9274606	0.0971970
350	0.6890821	0.0208312	0.0472483	0.4694627	0.0631368	0.1637011	0.8961304	0.9338008	0.9458232	0.0837522
400	0.7622403	0.0151457	0.0423706	0.4629737	0.0571738	0.1803718	1.0219210	0.9587829	0.9378124	0.0900682
450	0.7196531	0.0202647	0.0464233	0.4654871	0.0776686	0.1970606	0.9294779	0.9297613	0.8877080	0.0585437
500	0.8142706	0.0124842	0.0500399	0.3772174	0.0830691	0.1658754	1.0195268	0.8778573	0.9653782	0.0741861
550	0.3418817	0.4140731	0.0549964	0.8332694	0.0904095	0.2961923	0.8738382	0.8990166	0.9837072	0.1089708
600	0.2556376	0.5296852	0.0518758	0.9305897	0.0832580	0.3243182	0.9270098	1.0071237	0.8806703	0.1344718
650	0.3057773	0.5630468	0.0448824	0.8936821	0.0957105	0.3370127	0.9713478	1.0291166	0.8162986	0.1689141
700	0.3060728	0.5820192	0.0407322	0.8123714	0.0962639	0.3067551	1.0061867	0.9774437	0.8635827	0.1694935
750	0.3312707	0.6752954	0.0482665	0.9117300	0.0792845	0.2412155	1.0596939	0.9808361	0.7654624	0.2391687
800	0.3476850	0.6612810	0.0436189	0.9188116	0.1126751	0.2931961	1.0593957	0.9332375	0.9007950	0.2133906
850	0.4018218	0.6089240	0.0452788	0.9923419	0.1179461	0.3599633	1.0187668	0.9924689	0.8088352	0.1868222
900	0.3476937	0.6395618	0.0315082	0.9077803	0.1058601	0.3546185	0.9746094	0.8859580	0.8042611	0.2355962
950	0.3331143	0.6962909	0.0408031	0.8704946	0.1380724	0.3841727	0.9455168	0.8413644	0.8734103	0.1983977
1000	0.3762986	0.7350738	0.0431860	0.8620491	0.1067040	0.3263830	0.9789148	0.9168100	0.8368697	0.2201150

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.4743314	0.5295842	0.0523048	0.9565955	0.0650379	0.1201285	1.0216426	0.8413956	0.8242169	0.1958827
100	0.4628428	0.5953768	0.0473617	1.0128604	0.0652580	0.0709213	0.9461505	0.8494868	0.8277821	0.1687375
150	0.5007204	0.6506044	0.0529433	0.9085384	0.0754714	0.0772409	0.9615640	0.8969817	0.9118028	0.1820959
200	0.4230395	0.6690287	0.0580267	0.9354841	0.0492154	0.0658810	1.0345829	0.8807091	0.8607886	0.1956892
250	0.4335655	0.5742865	0.0680152	0.9747238	0.0532897	0.0758459	0.9833885	0.8841542	0.9430350	0.1961818
300	0.4655218	0.4613460	0.0497122	1.0245887	0.0571997	0.0785512	1.0371346	0.8830808	0.9080006	0.1690009
350	0.4338208	0.4216141	0.0628461	0.9700618	0.0580550	0.0674751	0.9504670	0.8533274	0.8995974	0.1790861
400	0.4219092	0.5328040	0.0378085	1.0016363	0.0772493	0.0692176	0.9149254	0.8777051	0.8202627	0.1770454
450	0.4141812	0.4665018	0.0536721	0.9555859	0.0673297	0.0657933	0.9578928	0.8839010	0.7429115	0.1373752
500	0.3642487	0.5253916	0.0388046	0.9518165	0.0638201	0.0840993	0.9306772	0.9083044	0.9403385	0.1759930
550	0.3232780	0.5606924	0.0559123	0.9195647	0.0559768	0.2223101	1.0608467	0.8751328	0.9199630	0.1803358
600	0.2953372	0.5898139	0.0376000	0.9916971	0.0794351	0.2405333	0.9841637	0.9268867	0.8758209	0.1682020
650	0.2944223	0.6471958	0.0427914	0.9199881	0.0978866	0.2415103	0.8755254	0.8982540	0.8205606	0.2285351
700	0.3531662	0.6974953	0.0497448	0.8975756	0.0897007	0.2446334	0.9403274	0.8799446	0.7776499	0.2523948
750	0.4044389	0.7431860	0.0428658	0.9766948	0.1109802	0.2688798	0.9349014	0.8042509	0.7552661	0.3111142
800	0.4638519	0.6606452	0.0343872	0.9722812	0.0868374	0.3344483	0.9950686	0.8629263	0.8052936	0.2839144
850	0.4568546	0.6449506	0.0389444	0.9404576	0.0803752	0.2984874	0.9297259	0.8308467	0.7182334	0.2550200
900	0.3505726	0.6748529	0.0396399	0.9272646	0.0910316	0.3484856	0.9773118	0.8398127	0.7677206	0.2336833
950	0.4059067	0.6347480	0.0461529	0.8900144	0.0920692	0.3116997	0.9165480	0.8180660	0.8127690	0.1866121
1000	0.3652005	0.6689423	0.0471380	0.9570809	0.0885966	0.2981890	0.9885817	0.9534643	0.7981075	0.1370198

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.3940627	0.2785110	0.0292877	0.8164912	0.0815297	0.3159839	0.9308202	0.8202658	0.7901294	0.2794172
100	0.2811518	0.2242043	0.0309774	0.9224469	0.0884474	0.2900929	0.9783853	0.8468220	0.7719134	0.3172612
150	0.1743935	0.1569211	0.0321151	0.9212430	0.0751566	0.3111400	0.9938915	0.8060478	0.7159895	0.3046359
200	0.1085603	0.1373611	0.0458976	0.9248829	0.1441025	0.3343549	0.9314925	0.9534705	0.8417086	0.1912483
250	0.0821400	0.1053212	0.0390520	0.8343705	0.0975986	0.3218175	0.9986655	0.8942919	0.8845226	0.1839035
300	0.0814307	0.1520465	0.0530083	0.9546252	0.1065183	0.2881001	0.9930945	0.8091369	0.8356860	0.2449221
350	0.0782193	0.1177348	0.0530912	0.8516123	0.0907862	0.2975207	0.9723482	0.8482692	0.7828277	0.2761820
400	0.1024294	0.1401495	0.0618331	0.8277898	0.1019348	0.2662095	0.9712271	0.8256119	0.7169376	0.3213033
450	0.0857119	0.1162003	0.0485797	0.7962070	0.0817069	0.3093272	0.9795235	0.8469192	0.7369617	0.3035725
500	0.0712791	0.1339110	0.0448376	0.8542991	0.0955774	0.3292917	1.0353052	0.8589118	0.7153839	0.2853934
550	0.1092029	0.5625128	0.0439827	0.8964415	0.1250993	0.3252448	1.0163701	0.7714675	0.7229394	0.2751597
600	0.1846570	0.7046382	0.0423585	0.9035361	0.1039284	0.3225967	0.8677174	0.7697153	0.7607873	0.2470407
650	0.2672348	0.6865634	0.0692480	0.8803119	0.0790099	0.3415874	0.9664517	0.8236547	0.7574075	0.2979651
700	0.3568883	0.7800692	0.0378159	0.9159310	0.0952383	0.3225637	0.9094188	0.8416261	0.7917702	0.2544434
750	0.3990518	0.6937685	0.0458768	0.8665156	0.0937618	0.3283488	0.9737076	0.8876286	0.8859562	0.2398364
800	0.4395971	0.7430594	0.0508463	0.7355934	0.0856699	0.3470913	0.9529114	0.8570036	0.8558504	0.2538231
850	0.4537452	0.6936808	0.0376185	0.8473763	0.0686764	0.3315027	0.8739924	0.8229335	0.8825967	0.1680895
900	0.4550695	0.6545762	0.0388474	0.8389556	0.0897339	0.3004543	0.9913471	0.8523738	0.8829393	0.2245767
950	0.4301699	0.6430796	0.0530133	0.8525555	0.0885223	0.3949548	0.9331651	0.9479925	0.8282242	0.2614796
1000	0.4022556	0.6787069	0.0607365	0.8911147	0.1114888	0.3821802	0.8875063	0.9355366	0.7589819	0.1962204

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.4273927	0.5714718	0.0373654	0.7016625	0.0972103	0.3053249	1.0618708	0.8385284	0.8922886	0.1081524
100	0.4398890	0.5791292	0.0453005	0.7325527	0.1274532	0.2831934	1.0945130	0.8344770	0.9112520	0.1028703
150	0.3802023	0.5922057	0.0517878	0.6787182	0.1046381	0.2974878	1.1597402	0.8640690	0.9433128	0.1101923
200	0.3414897	0.6216309	0.0424330	0.7004602	0.0837969	0.2695732	1.0309742	0.7954591	0.9196067	0.1028500
250	0.3665395	0.6143784	0.0407045	0.6751783	0.0814163	0.2655870	1.0131609	0.8798648	0.9344906	0.1036709
300	0.3700041	0.5660578	0.0578308	0.7345201	0.0809241	0.2545836	1.0350792	0.9902653	0.9269163	0.0804432
350	0.3668497	0.5776784	0.0400991	0.7273074	0.0736227	0.3158899	0.9665896	0.9996451	0.9752223	0.0525601
400	0.3603839	0.6265235	0.0519941	0.6922459	0.0708633	0.3073730	1.0373731	0.9800986	0.9027183	0.0645321
450	0.3880389	0.6058555	0.0456096	0.6701693	0.0925635	0.3322985	1.0246358	1.0139789	0.8561982	0.0533724
500	0.4087186	0.5705703	0.0514265	0.6991586	0.1057154	0.3314589	0.9621324	0.9707680	0.9477644	0.0299512
550	0.3905449	0.6111646	0.0479553	0.8401672	0.0975361	0.2884382	1.0063351	0.9126652	0.9889145	0.1195596
600	0.3584002	0.6335050	0.0473892	0.8988946	0.0778142	0.3039527	0.9817684	0.8978275	0.9252936	0.1174549
650	0.3577997	0.5345432	0.0331933	0.7855694	0.0864350	0.2861967	0.8614288	0.9011718	0.8826028	0.1586095
700	0.4021685	0.6087759	0.0359521	0.8367388	0.0709547	0.3085707	0.9645469	0.8605728	0.8471567	0.1998923
750	0.4416712	0.6469077	0.0333537	0.8971731	0.0725222	0.3305631	0.9255125	0.9368248	0.8915666	0.1942889
800	0.3540915	0.5737590	0.0467147	0.8822126	0.0834348	0.2962527	0.8798525	0.9531205	0.9291861	0.1517736
850	0.3624732	0.5825437	0.0518309	0.8893928	0.0870858	0.2968051	1.0111979	0.9757636	0.8585267	0.1433686
900	0.3492188	0.6519830	0.0478860	0.9150918	0.0797747	0.3147476	1.0299772	0.9326249	0.8469030	0.1686577
950	0.4190847	0.6081472	0.0256731	0.8343815	0.0927739	0.2983250	1.0133583	0.9060738	0.9210797	0.2318966
1000	0.3762888	0.5750717	0.0217602	0.7910427	0.0626281	0.3037418	0.9752518	0.9251114	0.8000777	0.1952596

0	0.4395099	0.8084299	0.0433792	0.9355724	0.0741747	0.3053853	1.0002575	0.8787211	0.7829924	0.2408577
50	0.4226157	0.6645018	0.0522041	0.6699716	0.0797211	0.3376326	0.9323382	0.9615900	0.7243262	0.2794877
100	0.4129332	0.6624520	0.0529323	0.6046949	0.0993775	0.3195175	1.0035853	0.8486115	0.7909547	0.2797561
150	0.4274492	0.7717971	0.0502389	0.5202966	0.0839733	0.3006228	1.0137548	0.7635727	0.7830361	0.3252245
200	0.4636326	0.6881355	0.0345806	0.5815998	0.0623960	0.2937928	0.9555342	0.8288792	0.7000826	0.2606535
250	0.5108669	0.7066010	0.0486410	0.5993047	0.0678220	0.2721388	0.9543664	0.8051599	0.7480722	0.3194259
300	0.4748990	0.7655891	0.0528109	0.5566033	0.0893716	0.2858632	0.9426052	0.7707306	0.7100827	0.3210497
350	0.4652939	0.6946121	0.0449369	0.6142548	0.0957240	0.3027148	0.9513466	0.7273314	0.7420547	0.3399395
400	0.5005254	0.7445383	0.0420760	0.6351840	0.0636414	0.2969157	0.9754784	0.8084149	0.7230441	0.3068186
450	0.3963482	0.7817373	0.0531933	0.5900240	0.1444886	0.3415634	0.9911953	0.8201334	0.7084577	0.3692406
500	0.4548005	0.7629223	0.0458941	0.5985606	0.1182197	0.3283031	0.9777340	0.7918554	0.7015376	0.3368307
550	0.4652238	0.6980198	0.0386475	0.8375082	0.1010801	0.2468044	0.9440935	0.7705306	0.7604463	0.3169185
600	0.4129689	0.7761555	0.0431687	0.8750563	0.0991354	0.3131855	0.9439458	0.8006951	0.7364063	0.3342437
650	0.4844226	0.7421558	0.0549358	0.9492395	0.0848592	0.3032843	0.9705120	0.8837648	0.6990541	0.3026027
700	0.4407951	0.7056164	0.0482460	0.8210959	0.0844225	0.2707859	1.0485186	0.8644499	0.7540853	0.3167669
750	0.4522281	0.6764326	0.0481816	0.8500554	0.0879954	0.2966564	1.0310764	0.7931715	0.7330188	0.2930297
800	0.4682604	0.8071339	0.0448645	0.8768937	0.1132857	0.3327135	1.0189700	0.7274174	0.6719506	0.3679592
850	0.4396130	0.8007379	0.0402479	0.9514001	0.0973652	0.3103522	1.0198410	0.7242215	0.7176379	0.3791533
900	0.4977053	0.7615243	0.0421545	0.8506387	0.0994255	0.3534305	1.0307415	0.7923417	0.8189358	0.3089441
950	0.4464290	0.6334270	0.0386456	0.8235521	0.0780581	0.3205952	0.9689290	0.8412532	0.7524400	0.2701628
1000	0.3496675	0.6300952	0.0476112	0.8701270	0.0936073	0.3008031	0.9764926	0.8545035	0.7707923	0.2593104
