YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.2806366	0.8914905	0.1133391	0.3978069	0.4170796	0.3459226	0.2486186	0.0002177	0.0482390	1.0000000
0.1818437	0.7563488	0.1916438	0.4642691	0.5387155	0.0899703	0.4016781	0.0007030	0.0714659	0.9598944
0.5049994	0.9999726	0.0012252	0.1249261	0.6122757	0.3043058	0.0005877	0.1860541	0.0573615	1.0000000
0.1462601	0.8183353	0.0940156	0.3774995	0.8063281	0.0696529	0.3088189	0.0006821	0.0707493	0.9060571
0.4104790	0.4645353	0.3840718	0.2497705	0.5501914	0.2986743	0.2025213	0.1132419	0.0896246	0.7829724
0.3803069	0.9709009	0.0534494	0.3126236	0.3296204	0.6946191	0.2042608	0.3622797	0.5726872	0.3112616
0.2959331	0.7722827	0.1826136	0.3413684	0.3880555	0.2830925	0.5466151	0.0404323	0.0650262	1.0000000
0.3514300	0.8150383	0.0834226	0.3654410	0.2738271	0.8386770	0.0135169	0.5120591	0.0711307	0.9618557
0.2542202	0.6750381	0.1236186	0.4076980	0.8577260	0.1181501	0.6380389	0.0018322	0.0985604	0.8338351
0.3250674	0.6989315	0.0903812	0.3142902	0.8540706	0.0407648	0.1401761	0.0508868	0.1402941	0.6810008
