YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.0000000	1.0119119	1.0083051	0.1253194	1.0348218	1.0130666	0.9708051	0.9499825	1.0319255	1.0892830
0.0287309	0.0000000	0.0563223	0.1760278	1.0430068	1.0216837	1.0821898	0.8877018	1.0364697	1.0257106
0.0342460	0.0531802	0.0000000	0.1303351	0.9962013	1.0201625	0.9748990	1.0220080	0.8634989	0.9855693
0.0312111	0.2100453	0.0601940	0.0000000	1.0239987	1.0637901	0.9703520	0.9366336	1.0203554	0.9458532
0.3794853	1.0177888	0.9940337	1.0758429	0.0000000	1.0337601	1.0613781	0.9726963	1.0067865	0.9915198
0.0433769	1.0225085	1.0217681	0.1390861	0.9548987	0.0000000	0.9594429	0.9497530	1.0101139	1.0041064
0.3875980	0.9912623	0.9251645	0.1104066	1.0678639	0.9865638	0.0000000	1.0544008	1.0807246	1.0665509
0.3913330	0.9486761	0.9063109	0.0950221	0.9808627	1.1296750	0.0063643	0.0000000	1.0668916	0.9751762
0.3507665	0.9095233	0.8778119	0.1316500	1.0327971	1.0344176	1.0667396	1.0680985	0.0000000	0.9616697
0.4279576	1.0379178	0.9113476	0.1427421	1.0643640	1.1036997	1.0658783	1.0307599	0.9158840	0.0000000
