YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.0000000	0.9973458	0.0892315	0.8994511	0.2719738	1.0233664	0.5683204	1.0162408	0.6702943	1.0756325
0.0194367	0.0000000	0.5119761	0.4056657	0.2702642	1.1014640	0.4393358	0.9534043	0.6491396	0.9852314
0.8469992	1.0310363	0.0000000	0.6711883	0.6527976	0.2412333	0.6520576	0.9222871	1.0625806	0.9827372
0.7935293	0.9963833	0.0965549	0.0000000	0.6150618	0.3573011	0.6190180	0.9237865	0.9308192	0.9573371
0.7325849	1.0271153	0.0978531	0.9388065	0.0000000	0.7161539	0.4080003	0.8444341	0.8457918	0.9585672
0.6833303	1.0347901	0.1141046	0.4554630	1.0282059	0.0000000	0.8086658	1.0191851	1.0492973	1.0345645
0.7410615	1.0221610	0.1327182	0.9588140	0.3565571	1.1018552	0.0000000	0.9078905	0.6251406	0.9836991
0.7320752	1.0012995	0.1032530	0.4550982	0.9126362	0.1088620	0.9846325	0.0000000	0.8798734	1.0521158
0.8799693	1.0751562	0.0658044	0.4588064	1.0370886	0.0876690	0.9449198	0.0091633	0.0000000	0.9698505
0.8207556	0.9893681	0.0572402	0.7787721	0.6281546	0.3800384	0.6462265	0.9114157	1.0153173	0.0000000
