"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
200	0.2400337	0.2632288	0.3388951	0.2926846	0.3064381	0.4676998	0.6847082	0.1881628	0.2067360	0.4214561
250	0.1857859	0.3016336	0.2444317	0.1661160	0.3153568	0.4890210	0.7281622	0.1109322	0.1129003	0.5876213
300	0.2263571	0.2222063	0.3043452	0.1155780	0.2576788	0.6356954	0.7504592	0.0779699	0.1051954	0.7864459
350	0.1707801	0.2619390	0.1936973	0.2521594	0.2905306	0.5158149	0.5917185	0.0833040	0.1284118	0.7696624
400	0.1541745	0.3441766	0.2611444	0.2003312	0.3005377	0.6180383	0.6467751	0.0449820	0.2240850	0.8497640
450	0.1822604	0.3261429	0.2562248	0.1542817	0.2121779	0.5710913	0.7064893	0.0952023	0.1767420	0.7219577
500	0.1484965	0.2661338	0.2922651	0.1539156	0.2057183	0.5330237	0.6769124	0.0457154	0.1652406	0.7504291
550	0.1128853	0.6481555	0.1716947	0.1221945	0.1778716	0.4811159	0.4124783	0.0475856	0.2042324	0.7797499
600	0.1251693	0.6517647	0.1320881	0.0950251	0.2316754	0.3222210	0.2358625	0.1663275	0.2999415	0.7661453
650	0.1248908	0.7629541	0.1609086	0.1875297	0.4180070	0.2667778	0.3190035	0.2612344	0.4465810	0.7401918
700	0.0816241	0.6631875	0.1907619	0.2680223	0.4952997	0.1782760	0.2411782	0.3599933	0.5700144	0.5572852
750	0.0544231	0.9725529	0.2049803	0.3071551	0.6097539	0.1354203	0.3472043	0.6298974	0.5760304	0.4399207
800	0.1065669	0.7520192	0.3530629	0.4478278	0.6307183	0.1159657	0.2904251	0.5289353	0.7914265	0.2322322
850	0.0741810	0.6891431	0.6209204	0.4295009	0.4889209	0.1013723	0.3713019	0.6079428	0.7661003	0.1602480
900	0.0356615	0.5924990	0.5783863	0.3868488	0.4585349	0.1334004	0.2794826	0.6334156	0.6411171	0.1248513
950	0.0779759	0.4858631	0.5288745	0.5445738	0.3338453	0.0976688	0.2504114	0.6271343	0.5307925	0.0467760
1000	0.2044487	0.4732112	0.6707325	0.4508338	0.2846017	0.0845748	0.2444137	0.5563269	0.4320459	0.0479845

0	0.0972169	0.5915161	0.4463928	0.3359690	0.3348534	0.1319136	0.2502614	0.4985740	0.4313089	0.0815709
50	0.1344431	0.4899420	0.4599925	0.4351241	0.4166378	0.5226124	0.2217716	0.4736340	0.4393726	0.1670348
100	0.1086136	0.4752205	0.5195679	0.5487578	0.2641726	0.6656149	0.2606986	0.5541283	0.3877719	0.5279279
150	0.0499839	0.4949803	0.5829888	0.4797952	0.1935096	0.6343719	0.2418204	0.5116952	0.4135982	0.7402249
200	0.0862815	0.5876033	0.4958045	0.3522073	0.0874851	0.6730674	0.3182474	0.4777310	0.4521067	0.8000380
250	0.0676422	0.5154754	0.5565760	0.3355846	0.1072067	0.5995653	0.3035184	0.4920411	0.4045142	0.6689460
300	0.1011325	0.4663766	0.5257890	0.3755649	0.0671410	0.6876135	0.2589724	0.4589008	0.3704133	0.8268879
350	0.1511801	0.5779243	0.4292709	0.3117186	0.0933497	0.6708894	0.2682775	0.4610236	0.4054028	0.8803746
400	0.0640495	0.3782305	0.4148675	0.3057358	0.1109780	0.5574453	0.3589103	0.3944665	0.5212699	0.8170570
450	0.0989705	0.4424609	0.3964218	0.3874005	0.1050405	0.5681482	0.2927707	0.3489615	0.4283958	0.7736065
500	0.0920792	0.5052354	0.6512952	0.4655309	0.0626690	0.7616345	0.3413009	0.4496358	0.3902951	0.7308639
550	0.1081856	0.4736875	0.5096036	0.3350929	0.1152632	0.3375324	0.3968085	0.5026364	0.5406966	0.9489817
600	0.0776350	0.5241108	0.3775692	0.1939877	0.1898391	0.1875054	0.2841497	0.3462938	0.5039001	0.8058692
650	0.1097009	0.4836002	0.3693879	0.1715339	0.3208828	0.1455136	0.2088209	0.2379466	0.4374256	0.4825600
700	0.1361428	0.5476891	0.2282557	0.1818782	0.5753193	0.1172622	0.2095147	0.4527575	0.4374011	0.4077139
750	0.0937677	0.7145532	0.3101652	0.3334371	0.3800669	0.1073692	0.2250263	0.4617821	0.6069936	0.1793837
800	0.0657546	0.7503806	0.3463603	0.3341723	0.4345321	0.1507332	0.2474115	0.5277737	0.5162043	0.1088845
850	0.0734068	0.5238122	0.4944135	0.3957104	0.3774432	0.1248111	0.3571876	0.6896205	0.5242011	0.0512025
900	0.0600789	0.5596919	0.3872069	0.3749058	0.2982779	0.1799972	0.3599577	0.4972114	0.5944777	0.0438552
950	0.1092501	0.5530164	0.4105562	0.4138245	0.4279054	0.1342014	0.2162335	0.5765184	0.5066990	0.0625960
1000	0.1212294	0.5310026	0.4638591	0.3623125	0.3304198	0.1172036	0.3307615	0.6827329	0.5456849	0.0430575

0	0.0716412	0.5184913	0.4535643	0.3184324	0.3848600	0.0979596	0.2979548	0.5550642	0.4223111	0.0779444
50	0.0175200	0.5920503	0.4134968	0.2854912	0.1893235	0.0842865	0.2164714	0.4859289	0.4786029	0.0651162
100	0.0197727	0.4440269	0.4536425	0.2625166	0.1046210	0.0952443	0.2571131	0.5668935	0.5352843	0.0368694
150	0.0103926	0.5105448	0.3383684	0.2291562	0.0661479	0.0806910	0.2412042	0.6330666	0.4833418	0.0170002
200	0.0014506	0.5201848	0.2637822	0.2575095	0.0658473	0.1360856	0.1746843	0.6564841	0.5150298	0.0370522
250	0.0016997	0.5581483	0.3914769	0.2895953	0.0810849	0.0779266	0.1856528	0.6335256	0.5095251	0.0567982
300	0.0085556	0.4680522	0.2653568	0.1860769	0.0411758	0.1994763	0.2260502	0.6363419	0.5349595	0.0597702
350	0.0007618	0.5769704	0.3225782	0.1749137	0.0754737	0.1739543	0.2015654	0.5199579	0.5098700	0.0463501
400	0.0034421	0.6593422	0.2770414	0.2309090	0.0395710	0.2053301	0.2383243	0.7160963	0.4795205	0.0795843
450	0.0001677	0.5574780	0.2262134	0.1995222	0.0484712	0.0625606	0.1621318	0.5537269	0.5313285	0.0730312
500	0.0027840	0.6505074	0.2420231	0.1567732	0.1045471	0.0961533	0.1447092	0.6307321	0.6500727	0.0330083
550	0.0335601	0.7057671	0.2292453	0.2179761	0.3531731	0.0582217	0.1687144	0.5429322	0.4604801	0.0257161
600	0.0284516	0.6391343	0.3402744	0.3190589	0.4914332	0.1174354	0.1908644	0.5592625	0.4863439	0.0318973
650	0.0741381	0.7003071	0.4394228	0.3833479	0.4324379	0.1247601	0.3065828	0.5937914	0.4659342	0.0274220
700	0.0592208	0.5824395	0.4348041	0.4184086	0.3446484	0.1017468	0.3500446	0.4529806	0.4636667	0.0153101
750	0.1015489	0.4831476	0.4467270	0.2726395	0.3215033	0.0712139	0.3508429	0.4839111	0.4627663	0.0592692
800	0.1179506	0.5213620	0.4842219	0.2858534	0.4061360	0.1530856	0.3289657	0.5275855	0.4931080	0.0488071
850	0.0701086	0.6109184	0.3835928	0.3265411	0.3337952	0.1647882	0.2530789	0.5458905	0.4454208	0.0868359
900	0.0872935	0.6685249	0.3617032	0.2806087	0.3207477	0.1357478	0.2839607	0.5465608	0.5335195	0.0653311
950	0.0985657	0.5228721	0.4539716	0.3964344	0.3999232	0.0748972	0.2962559	0.4524593	0.5866028	0.0693167
1000	0.0931740	0.5312780	0.3750889	0.3236126	0.3853188	0.1226280	0.2573904	0.5054278	0.5186734	0.0551135

0	0.0688068	0.5580892	0.4005721	0.2994367	0.4022132	0.1148890	0.2468377	0.5721813	0.4671560	0.0342074
50	0.0800241	0.5180271	0.6975163	0.5548161	0.4037589	0.1621386	0.3123720	0.4265386	0.4181924	0.0863439
100	0.1249184	0.4132138	0.7109782	0.7536832	0.2625489	0.1535832	0.3799466	0.4893329	0.3921109	0.2297868
150	0.1246334	0.4174725	0.8195552	0.7819625	0.3030455	0.1798764	0.3820217	0.4282386	0.3188599	0.1310513
200	0.1477639	0.3769202	0.9227230	0.8098986	0.2925196	0.1912014	0.3838410	0.2822351	0.2343713	0.3070922
250	0.1060229	0.3919305	0.7086179	0.8623022	0.2806062	0.2315189	0.3788847	0.2495926	0.2833125	0.4002633
300	0.1365608	0.4360289	0.8174239	0.8202612	0.2616840	0.2787969	0.4833057	0.1902417	0.2727031	0.4111509
350	0.1364085	0.4364186	0.8338931	0.8553018	0.2203689	0.3698300	0.4990122	0.1485599	0.2767253	0.4648470
400	0.1348654	0.4002709	0.6256356	0.8183349	0.2085143	0.3662363	0.5732230	0.2381152	0.2799180	0.6793866
450	0.1490783	0.4279194	0.8887677	0.6741820	0.2037765	0.3138889	0.6257801	0.2337404	0.4183757	0.5084150
500	0.1262513	0.3446277	0.8658731	0.8711995	0.1883372	0.2339653	0.5528396	0.2386633	0.3177472	0.6319087
550	0.1273483	0.5050033	0.7784722	0.4337377	0.1955827	0.3254028	0.4821595	0.2613500	0.4974038	0.6914747
600	0.0887617	0.5065028	0.6147644	0.3352568	0.1885022	0.3581806	0.3704261	0.4255194	0.4489173	0.7736192
650	0.0833607	0.5685021	0.5616674	0.2249996	0.2154875	0.2106898	0.3184767	0.4659299	0.3674370	0.7161891
700	0.0779348	0.4421943	0.4105838	0.2191731	0.2467937	0.1811984	0.2676656	0.5742244	0.4732514	0.6023003
750	0.1208579	0.4953235	0.3901780	0.2232170	0.2373363	0.2289379	0.2596118	0.3846315	0.4104851	0.4243231
800	0.1177815	0.4958821	0.4088218	0.2380514	0.3240680	0.2027197	0.2292891	0.4479198	0.4638327	0.3554181
850	0.0949976	0.5468117	0.3129292	0.3163715	0.4123903	0.1217931	0.1955041	0.3436308	0.4236586	0.3263975
900	0.1122522	0.5680943	0.5209030	0.2963151	0.3982607	0.1489580	0.2979306	0.6345785	0.5453630	0.2136704
950	0.0710964	0.6416197	0.3929654	0.3200499	0.4493504	0.1061662	0.2447890	0.5348102	0.4340115	0.0814380
1000	0.0911040	0.6408410	0.4598139	0.2751878	0.3666550	0.1538953	0.2405439	0.3919437	0.4459854	0.0894467

0	0.0507970	0.5469864	0.3875748	0.4002514	0.3470914	0.1087127	0.2474182	0.6088881	0.4293038	0.0359831
50	0.0788568	0.3915349	0.6044857	0.3814764	0.3090874	0.1415398	0.5852171	0.5751428	0.4434715	0.1018619
100	0.0794063	0.4030018	0.6808619	0.3127839	0.2604449	0.4100985	0.7086981	0.4798680	0.3895930	0.2172163
150	0.0802246	0.3405887	0.7159194	0.2953995	0.1921458	0.4677899	0.6845471	0.3658760	0.3423112	0.4812342
200	0.1635114	0.3194900	0.6596794	0.2260992	0.1439704	0.5209380	0.6578778	0.4210254	0.3362157	0.6124029
250	0.1295854	0.4093742	0.6495375	0.1719909	0.1483332	0.5606475	0.6236429	0.3090722	0.2812622	0.6925727
300	0.1942579	0.4041848	0.5760384	0.2043961	0.1538182	0.4625277	0.6880787	0.3416540	0.2481970	0.7359610
350	0.0990206	0.3249618	0.5505635	0.1287044	0.1492519	0.5201462	0.8338766	0.2838866	0.2422646	0.8500296
400	0.1717213	0.3845800	0.4852310	0.1314874	0.1195110	0.6951597	0.7869446	0.1783879	0.2697965	0.7868367
450	0.1639033	0.4442055	0.6945143	0.1209755	0.1471149	0.6294772	0.7677329	0.2780345	0.3488791	0.8441404
500	0.1398122	0.3828331	0.5059512	0.1355423	0.1041279	0.7438551	0.7441113	0.2039531	0.3854078	0.7222115
550	0.1383049	0.4955295	0.2736705	0.0871812	0.1188129	0.5820834	0.3290243	0.2427918	0.3428986	0.7914430
600	0.0755170	0.4616221	0.1738545	0.1307196	0.1766981	0.4656101	0.2675771	0.1651647	0.4192910	0.8126461
650	0.0782167	0.6326417	0.0835445	0.1347991	0.2846473	0.2972560	0.1932361	0.2748053	0.3565337	0.7995612
700	0.1054258	0.6820516	0.2035292	0.2372883	0.4824181	0.1264264	0.2001496	0.4241762	0.3530544	0.5992841
750	0.0813497	0.7806926	0.2539253	0.2867455	0.7339692	0.1843494	0.2372690	0.5249675	0.5169086	0.3507060
800	0.0622827	0.7295241	0.3921771	0.3402642	0.5668828	0.1521588	0.2759400	0.5551148	0.5086900	0.1556733
850	0.0383516	0.6476058	0.5317499	0.4589897	0.4927087	0.0641237	0.2852281	0.6568557	0.6686433	0.1676198
900	0.0569594	0.6007514	0.4626969	0.4494279	0.4583463	0.1392846	0.2706236	0.6587934	0.5016456	0.0731681
950	0.0719928	0.4377357	0.5870223	0.3270298	0.4811006	0.1639606	0.2330884	0.7247898	0.5280896	0.0883931
1000	0.0691695	0.4737502	0.4829922	0.3291342	0.3111796	0.1267786	0.2967985	0.6416608	0.5443019	0.1702788

0	0.0703568	0.5802262	0.4431116	0.3082907	0.4159062	0.0827674	0.2565648	0.5302366	0.5131123	0.0665118
50	0.0895308	0.5787321	0.3883227	0.3590271	0.4094336	0.1465299	0.5880216	0.5559851	0.5149921	0.0477404
100	0.0932036	0.6342754	0.4823159	0.2906135	0.4159339	0.2172797	0.6776431	0.6069980	0.4559100	0.0968381
150	0.0884136	0.5251956	0.4584879	0.3711432	0.2886076	0.4529013	0.7817130	0.6361430	0.4630038	0.2745244
200	0.0798042	0.5793841	0.5065940	0.3708112	0.2591318	0.3802978	0.8370007	0.3977495	0.5289550	0.6256892
250	0.1046422	0.5447216	0.4840144	0.2659089	0.2759727	0.5289344	0.5403044	0.4184295	0.4848937	0.7439752
300	0.1189736	0.6011165	0.3885858	0.3015734	0.1478728	0.5421470	0.6145216	0.6278906	0.4240632	0.7467631
350	0.0856639	0.5684699	0.4593927	0.1924607	0.1955872	0.5513399	0.6602564	0.5701996	0.3394548	0.7336327
400	0.0601354	0.5456357	0.3152999	0.2431183	0.1608570	0.5438713	0.6176715	0.5152214	0.5099574	0.7097299
450	0.0577844	0.4903781	0.3119967	0.2026621	0.1443930	0.6176770	0.7294047	0.4905362	0.4926312	0.6960330
500	0.0923906	0.6852396	0.2956592	0.2181243	0.1876998	0.5363616	0.7299493	0.4270690	0.4304836	0.6980263
550	0.0656164	0.6753581	0.3406743	0.2863220	0.1498753	0.4772455	0.4795301	0.4802144	0.4788439	0.7691149
600	0.0938020	0.6755041	0.3691919	0.2316028	0.1604026	0.3813097	0.3936147	0.4989641	0.4388612	0.7947253
650	0.0612379	0.6452203	0.3054490	0.1563602	0.3109116	0.3290625	0.2860909	0.4922396	0.4840086	0.8638816
700	0.1164759	0.6753847	0.2873174	0.3416900	0.2863200	0.2893824	0.2602001	0.5101004	0.6370597	0.7902973
750	0.1246480	0.7316577	0.4458884	0.3977373	0.3632895	0.1522739	0.2955968	0.6463221	0.6993808	0.5187949
800	0.0536703	0.6102194	0.6221979	0.4376355	0.4294109	0.1729409	0.2694534	0.5374813	0.6558906	0.4357440
850	0.0868810	0.5413569	0.4753850	0.3724033	0.3300587	0.0901110	0.2164483	0.6505175	0.5556449	0.2686984
900	0.0843787	0.4578385	0.4808978	0.4163268	0.3413390	0.0881010	0.2901858	0.5744749	0.4875563	0.1244271
950	0.1346496	0.5959983	0.4608498	0.3173081	0.2825500	0.0724706	0.2398940	0.6985212	0.3154271	0.1006422
1000	0.0768452	0.5097022	0.4025125	0.3262988	0.2819482	0.1057695	0.2178061	0.5967757	0.3587852	0.0658477

0	0.0834146	0.5745118	0.4677207	0.3113245	0.4555942	0.1257890	0.2692897	0.5755214	0.5538197	0.0682235
50	0.0618534	0.5564724	0.5229543	0.2639485	0.4437830	0.2546361	0.2625179	0.6166945	0.6227921	0.3417484
100	0.1023015	0.5076250	0.4776653	0.4819231	0.3729389	0.2909364	0.2756258	0.5598934	0.6635210	0.5757853
150	0.0766704	0.6558582	0.6132222	0.4245841	0.3485901	0.3777647	0.3088876	0.5779425	0.6491121	0.7565649
200	0.0624834	0.5098282	0.5558782	0.6607046	0.2378364	0.3885049	0.3250615	0.7116348	0.5783064	0.7814658
250	0.0983049	0.4155622	0.5287865	0.5059003	0.3503591	0.3446257	0.2947630	0.8770757	0.5749656	0.7325834
300	0.1763606	0.4033994	0.6315499	0.3857470	0.2471697	0.3786903	0.2911000	0.6640702	0.6783919	0.7009986
350	0.0754191	0.4654063	0.5495529	0.3864197	0.2049783	0.2706825	0.2663075	0.7194575	0.6917502	0.7068919
400	0.1383381	0.3963835	0.5563791	0.2739851	0.2363382	0.3940392	0.2339501	0.6613187	0.6166311	0.8286429
450	0.1450706	0.4745320	0.4326822	0.3225654	0.2100124	0.2979568	0.2967334	0.5540567	0.6636027	0.7748271
500	0.1320355	0.5737248	0.5125212	0.3543735	0.3237396	0.3152978	0.1953048	0.7541192	0.6505188	0.6930968
550	0.0949681	0.4951559	0.4031793	0.2817394	0.3200519	0.1465700	0.2853774	0.5534146	0.4681973	0.6961252
600	0.1236305	0.5262854	0.3996064	0.3049626	0.3381592	0.1973065	0.2416624	0.3821413	0.4785913	0.6037807
650	0.1237416	0.5464319	0.3747740	0.2629588	0.3308370	0.0989482	0.2038103	0.5305107	0.4986350	0.2839158
700	0.1427421	0.4840614	0.3732612	0.3724230	0.3962827	0.0498452	0.2342719	0.5024887	0.6351805	0.1512931
750	0.0783151	0.7585426	0.4117170	0.3700850	0.3415510	0.2027219	0.2174303	0.5913100	0.3805890	0.0764247
800	0.0906479	0.6441274	0.4968296	0.4145832	0.3662430	0.1106006	0.2702657	0.4765770	0.4677461	0.0573084
850	0.0460182	0.6183138	0.5272541	0.3212039	0.3504258	0.1603864	0.2889681	0.5227943	0.4785337	0.0347568
900	0.0815457	0.5298260	0.5604539	0.3571867	0.3146956	0.1374565	0.2631915	0.4909335	0.5046163	0.0818215
950	0.0631651	0.4388532	0.4139118	0.3161847	0.3695120	0.1688102	0.2476449	0.4931648	0.5550549	0.0771572
1000	0.0756315	0.4295029	0.3614768	0.3517248	0.5042729	0.1555695	0.1805465	0.4434539	0.4295879	0.0892369

0	0.0697363	0.6257689	0.3858248	0.3439345	0.3742976	0.0626319	0.3078300	0.5689566	0.3648835	0.0298901
50	0.1691331	0.2595299	0.5673038	0.4593100	0.4035170	0.0759810	0.2980576	0.5309733	0.4521167	0.0645615
100	0.1762253	0.1228528	0.6558587	0.6929688	0.3942728	0.1280902	0.4085220	0.5456256	0.4062315	0.0487666
150	0.2224429	0.0468709	0.5595262	0.5707064	0.3613921	0.0885181	0.3401258	0.6831231	0.3862067	0.0330642
200	0.2697835	0.0131289	0.6814298	0.7883006	0.3611230	0.1936605	0.3031729	0.5289149	0.4446893	0.0366340
250	0.6180101	0.0116332	0.6607371	0.6769235	0.3024015	0.1397068	0.3699133	0.4997425	0.2807863	0.0809112
300	0.5051633	0.0234523	0.7804964	0.6358869	0.3774853	0.1737139	0.3588631	0.3132555	0.3658493	0.2138060
350	0.5603046	0.0103171	0.6117570	0.4806054	0.2474102	0.2358305	0.4211150	0.3152144	0.3465222	0.1464876
400	0.7400570	0.0099744	0.8262843	0.5301061	0.2795638	0.2359206	0.2968413	0.2757764	0.3113188	0.1308824
450	0.8000852	0.0033508	0.6661472	0.5726959	0.2238231	0.1977704	0.3524859	0.2433509	0.3604677	0.1695700
500	0.8575483	0.0153795	0.6035415	0.5396528	0.3185941	0.1565744	0.4490467	0.2345590	0.3218793	0.1941465
550	0.5862712	0.4810486	0.5800963	0.2677992	0.2636748	0.1747535	0.4375674	0.1670737	0.1441277	0.1729240
600	0.2556522	0.6177262	0.3850768	0.1863967	0.4198540	0.2375398	0.5018240	0.0786385	0.1659172	0.2139894
650	0.1774470	0.5386702	0.3011742	0.1917813	0.3633367	0.2916243	0.3873570	0.1189839	0.2953970	0.4603059
700	0.0734021	0.7032673	0.2694521	0.2130597	0.3534521	0.2265394	0.2613033	0.2729340	0.4523782	0.5093902
750	0.0922805	0.6081441	0.3224543	0.2783985	0.5285340	0.1833969	0.3263273	0.3608814	0.4738335	0.3825675
800	0.1024517	0.6634922	0.2851360	0.3039567	0.3661949	0.2234906	0.2649719	0.5556392	0.4408356	0.3064739
850	0.0936997	0.6319224	0.4060194	0.3325574	0.3776085	0.1271465	0.2670843	0.5054257	0.4774603	0.3968408
900	0.0843777	0.6354629	0.4593705	0.2783022	0.4773709	0.0918996	0.2884454	0.7922164	0.4569058	0.2975947
950	0.0760246	0.5370458	0.4458825	0.3442501	0.3751624	0.1278009	0.3139642	0.5997516	0.5183068	0.1991189
1000	0.0809587	0.5204813	0.3887218	0.4030539	0.4008009	0.1911938	0.2477103	0.6428814	0.5107238	0.1480841
