YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.0932682	0.2083073	0.8624036	0.9546152	0.9756306	0.3122925	0.9306255	0.4224287	0.3748949	0.8649048
0.0007861	0.0115919	0.8731682	0.5607941	0.4829169	0.8647637	0.9196493	0.4865817	0.3985262	0.8340746
0.2170973	0.3776363	0.9195996	0.9149936	0.9518277	0.3929485	0.9618503	0.4203531	0.3741678	0.7649629
0.3392672	0.5503031	0.8442777	0.7993475	0.5579236	0.5576255	0.9910787	0.7096427	0.4772728	0.7102885
0.2378322	0.4058200	0.8424055	0.9724731	0.9856980	0.2618094	0.9836473	0.8027534	0.4982016	0.5792240
0.2468610	0.4179825	0.9071466	0.8705522	0.9256291	0.1252920	0.9957801	0.2933416	0.3107905	0.6842403
0.2688504	0.4484319	0.9162945	0.9841209	0.7451781	0.2164033	0.9814607	0.7274667	0.5105562	0.5897455
0.6972777	0.8864811	0.8316657	0.5567489	0.6426002	0.8707886	0.9435904	0.7368948	0.5166153	0.5325045
0.5017780	0.6429856	0.8602517	0.4898066	0.4193757	0.7125764	0.9379936	0.9360582	0.7700643	0.2703745
0.5881127	0.5166861	0.8143201	0.8910273	0.7335341	0.4323130	0.8865794	0.3157346	0.3364858	0.7395341
