YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000012	0.8255020	0.4560152	0.9463968	0.3236891	0.5489500	0.9999993	0.0000023	0.5595041	1.0000000
0.6808875	1.0000000	0.0000032	0.9477988	0.3205506	0.5397216	0.9835066	0.9999921	0.0000006	1.0000000
0.6808875	1.0000000	0.0000032	0.9477100	0.3206012	0.5397404	0.9835116	0.9999978	0.0276350	0.0000007
0.5595498	0.8112657	0.4723390	0.9129079	0.3851868	0.0000000	0.0000005	0.7507139	0.5595041	1.0000000
0.5700013	0.8258198	0.4555123	0.9476827	0.3208827	0.5407801	0.9854052	0.9999885	0.0000019	0.0000023
