"Time"	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
700	0.8955348	0.6093739	0.3628134	0.7521379	0.4950557	0.8982270	0.2629709	0.4822395	0.9254572	1.0000000
750	0.8993411	0.6032896	0.3715044	0.7522140	0.4988755	0.8986942	0.2630597	0.4822929	0.9254572	1.0000000
800	0.8994104	0.5998895	0.3747979	0.7509690	0.5002450	0.8987738	0.2630914	0.4823327	0.9254572	1.0000000
850	0.8983893	0.5983839	0.3758574	0.7500714	0.5006984	0.8987771	0.2630884	0.4823528	0.9254572	1.0000000
900	0.8974213	0.5978175	0.3761311	0.7496021	0.5008385	0.8987757	0.2630745	0.4823575	0.9254572	1.0000000
950	0.8967866	0.5976391	0.3761726	0.7493889	0.5008800	0.8987791	0.2630628	0.4823550	0.9254572	1.0000000
1000	0.8964396	0.5975981	0.3761625	0.7492994	0.5008928	0.8987843	0.2630566	0.4823509	0.9254572	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8842579	0.4453189	0.6167871	0.3712165	0.5373117	0.8520446	0.6230217	0.5182283	0.9197535	0.8670122
100	0.8304679	0.3624973	0.6394265	0.2360038	0.5290086	0.7429310	0.7278580	0.5756259	0.9048328	0.8464966
150	0.7383371	0.3097325	0.6119050	0.1895143	0.4985634	0.6646729	0.7539531	0.6031473	0.8921172	0.8433318
200	0.6319872	0.2881807	0.5849577	0.1759216	0.4664027	0.6268122	0.7589114	0.6116947	0.8848113	0.8428435
250	0.5478447	0.2831391	0.5678006	0.1738771	0.4436598	0.6118268	0.7590764	0.6132364	0.8813261	0.8427682
300	0.4987426	0.2837066	0.5589109	0.1750505	0.4309918	0.6067572	0.7582832	0.6129407	0.8798217	0.8427566
350	0.4762613	0.2852132	0.5550024	0.1765089	0.4250241	0.6054133	0.7573411	0.6124170	0.8792095	0.8427548
400	0.4682632	0.2863437	0.5535550	0.1775126	0.4225903	0.6053274	0.7565544	0.6120125	0.8789695	0.8427545
450	0.4664869	0.2869973	0.5531403	0.1780647	0.4217636	0.6055796	0.7560545	0.6117496	0.8788776	0.8427545
500	0.4667809	0.2873348	0.5530888	0.1783255	0.4215784	0.6058393	0.7558090	0.6115955	0.8788430	0.8427545
550	0.5040943	0.4125107	0.3200024	0.5870325	0.3752666	0.6546314	0.3471284	0.5905312	0.8874009	0.9757423
600	0.6247741	0.4855987	0.3158647	0.7399498	0.3887860	0.7753941	0.2340331	0.5332463	0.9041618	0.9962578
650	0.7387653	0.5548419	0.3405761	0.7856686	0.4297446	0.8634629	0.2248532	0.4876537	0.9154830	0.9994227
700	0.8193800	0.5988284	0.3597018	0.7861056	0.4673869	0.8995915	0.2448803	0.4717315	0.9211934	0.9999109
750	0.8658253	0.6120639	0.3709134	0.7731778	0.4896160	0.9059263	0.2611402	0.4733815	0.9237306	0.9999863
800	0.8879202	0.6087303	0.3760042	0.7612635	0.4988960	0.9024730	0.2666399	0.4787874	0.9247818	0.9999979
850	0.8961135	0.6021549	0.3774068	0.7541083	0.5012412	0.8990606	0.2660525	0.4821021	0.9251991	0.9999997
900	0.8977731	0.5980684	0.3772267	0.7508717	0.5011648	0.8978674	0.2642376	0.4830301	0.9253601	0.9999999
950	0.8972293	0.5967918	0.3767184	0.7497606	0.5007967	0.8980196	0.2631384	0.4828546	0.9254211	1.0000000
1000	0.8964917	0.5969117	0.3763588	0.7494751	0.5006805	0.8984629	0.2628322	0.4825160	0.9254439	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8960830	0.5975943	0.3747963	0.7518965	0.4616207	0.5147408	0.2630188	0.4823302	0.9254570	1.0000000
100	0.8961534	0.5987636	0.3652223	0.7759008	0.3665768	0.4184452	0.2630488	0.4823314	0.9254571	1.0000000
150	0.8965961	0.6018530	0.3559066	0.8192069	0.2934345	0.3942942	0.2630596	0.4823399	0.9254571	1.0000000
200	0.8975884	0.6044894	0.3544282	0.8591121	0.2562201	0.3882359	0.2630617	0.4823456	0.9254571	1.0000000
250	0.8986821	0.6050775	0.3574223	0.8852722	0.2407486	0.3867158	0.2630645	0.4823482	0.9254572	1.0000000
300	0.8993430	0.6042823	0.3609293	0.8994382	0.2350096	0.3863340	0.2630695	0.4823500	0.9254572	1.0000000
350	0.8994574	0.6031732	0.3634632	0.9062596	0.2330279	0.3862374	0.2630737	0.4823519	0.9254572	1.0000000
400	0.8992207	0.6022886	0.3649562	0.9092975	0.2323759	0.3862124	0.2630752	0.4823537	0.9254572	1.0000000
450	0.8988692	0.6017278	0.3657368	0.9105779	0.2321686	0.3862059	0.2630740	0.4823545	0.9254572	1.0000000
500	0.8985496	0.6014173	0.3661133	0.9110964	0.2321043	0.3862044	0.2630716	0.4823543	0.9254572	1.0000000
550	0.8983146	0.6012501	0.3666303	0.9078087	0.2850347	0.7702499	0.2630692	0.4823535	0.9254572	1.0000000
600	0.8981496	0.6008555	0.3698886	0.8787639	0.3890622	0.8665527	0.2630675	0.4823526	0.9254572	1.0000000
650	0.8979287	0.5995764	0.3757240	0.8325344	0.4542619	0.8907019	0.2630663	0.4823518	0.9254572	1.0000000
700	0.8974684	0.5977829	0.3797348	0.7943003	0.4835008	0.8967581	0.2630649	0.4823512	0.9254572	1.0000000
750	0.8967959	0.5965600	0.3804276	0.7710000	0.4948386	0.8982774	0.2630622	0.4823505	0.9254572	1.0000000
800	0.8961661	0.5962544	0.3793893	0.7589681	0.4988866	0.8986595	0.2630583	0.4823494	0.9254572	1.0000000
850	0.8957852	0.5965028	0.3781200	0.7533567	0.5002550	0.8987569	0.2630542	0.4823479	0.9254572	1.0000000
900	0.8956708	0.5968874	0.3771959	0.7509128	0.5006999	0.8987829	0.2630515	0.4823463	0.9254572	1.0000000
950	0.8957239	0.5972009	0.3766534	0.7498987	0.5008406	0.8987906	0.2630505	0.4823451	0.9254572	1.0000000
1000	0.8958384	0.5974007	0.3763723	0.7494926	0.5008844	0.8987931	0.2630508	0.4823445	0.9254572	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8422635	0.1652915	0.7398021	0.7492823	0.5009474	0.9024073	0.2021781	0.8891490	0.9109002	0.6933825
100	0.5374497	0.0438188	0.8487895	0.7490775	0.5030456	0.9250228	0.1306777	0.9508287	0.8622805	0.6460817
150	0.2370224	0.0230188	0.8814965	0.7477000	0.5097025	0.9520414	0.0970363	0.9562788	0.8127734	0.6387847
200	0.1303779	0.0196770	0.8914188	0.7444243	0.5183938	0.9704057	0.0708092	0.9534241	0.7815223	0.6376590
250	0.1025067	0.0193192	0.8944887	0.7400765	0.5258864	0.9826369	0.0412564	0.9499802	0.7658846	0.6374854
300	0.0957249	0.0194883	0.8954389	0.7358770	0.5314503	0.9909817	0.0257381	0.9472816	0.7589579	0.6374586
350	0.0940991	0.0196953	0.8957175	0.7324376	0.5352792	0.9955099	0.0198310	0.9457122	0.7560960	0.6374545
400	0.0937079	0.0198343	0.8957784	0.7299074	0.5376295	0.9975407	0.0177558	0.9449634	0.7549629	0.6374538
450	0.0936126	0.0199082	0.8957651	0.7282229	0.5389058	0.9983644	0.0170459	0.9446417	0.7545265	0.6374537
500	0.0935890	0.0199428	0.8957294	0.7272032	0.5395321	0.9986822	0.0168063	0.9445110	0.7543616	0.6374537
550	0.0983601	0.2688734	0.5337402	0.7266358	0.5398166	0.9987970	0.0172326	0.4217510	0.7928969	0.9440712
600	0.2654346	0.5610578	0.4260090	0.7263416	0.5399351	0.9987589	0.0235491	0.3490141	0.8574942	0.9913720
650	0.6379238	0.6809083	0.3947012	0.7262026	0.5398973	0.9956117	0.1592301	0.3580224	0.8954250	0.9986690
700	0.8318653	0.6974435	0.3858356	0.7263065	0.5377924	0.9628086	0.3028227	0.4150022	0.9130729	0.9997947
750	0.8993256	0.6599229	0.3826122	0.7278988	0.5281197	0.9117554	0.3152509	0.4705968	0.9205551	0.9999683
800	0.9149030	0.6129913	0.3796555	0.7327461	0.5133635	0.8862799	0.2876464	0.4914100	0.9235683	0.9999951
850	0.9105281	0.5907064	0.3767483	0.7397255	0.5022811	0.8853373	0.2673760	0.4912864	0.9247427	0.9999992
900	0.9020166	0.5889407	0.3750845	0.7457264	0.4980506	0.8920681	0.2602196	0.4861105	0.9251904	0.9999999
950	0.8966854	0.5936315	0.3748197	0.7490442	0.4981764	0.8972143	0.2601739	0.4826720	0.9253585	1.0000000
1000	0.8951575	0.5972130	0.3752622	0.7500704	0.4995122	0.8992249	0.2618518	0.4816427	0.9254209	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8020180	0.0732164	0.7652990	0.7519036	0.4615349	0.5150778	0.2062879	0.8488918	0.9254570	1.0000000
100	0.4190934	0.0125713	0.8804569	0.7758853	0.3673396	0.4278097	0.1372002	0.9016093	0.9254571	1.0000000
150	0.1819184	0.0053037	0.9142592	0.8185152	0.2980810	0.4150325	0.1017032	0.9035358	0.9254571	1.0000000
200	0.1145507	0.0043982	0.9251617	0.8565206	0.2664730	0.4172981	0.0665767	0.8992604	0.9254571	1.0000000
250	0.0983865	0.0043353	0.9294311	0.8800143	0.2562323	0.4217965	0.0370186	0.8947028	0.9254572	1.0000000
300	0.0946363	0.0043957	0.9313762	0.8914581	0.2546231	0.4252314	0.0240036	0.8913641	0.9254572	1.0000000
350	0.0937726	0.0044550	0.9322965	0.8959341	0.2554927	0.4270220	0.0192797	0.8896322	0.9254572	1.0000000
400	0.0935741	0.0044904	0.9327111	0.8972033	0.2565373	0.4277941	0.0176499	0.8888954	0.9254572	1.0000000
450	0.0935284	0.0045072	0.9328792	0.8973050	0.2572173	0.4280990	0.0170985	0.8886098	0.9254572	1.0000000
500	0.0935179	0.0045142	0.9329364	0.8971184	0.2575737	0.4282144	0.0169141	0.8885038	0.9254572	1.0000000
550	0.0970400	0.2701858	0.5359261	0.8930193	0.3151065	0.8557419	0.0173094	0.4557639	0.9254572	1.0000000
600	0.2504134	0.5335553	0.4213667	0.8610271	0.4251369	0.9628908	0.0221713	0.3869988	0.9254572	1.0000000
650	0.6136757	0.6562412	0.3940343	0.8117819	0.4925160	0.9874810	0.1338259	0.3812916	0.9254572	1.0000000
700	0.8163259	0.6814818	0.3893297	0.7721167	0.5207051	0.9679530	0.2751744	0.4195589	0.9254572	1.0000000
750	0.8904587	0.6538947	0.3871873	0.7495336	0.5241381	0.9229403	0.3025020	0.4671692	0.9254572	1.0000000
800	0.9100059	0.6137259	0.3835775	0.7414511	0.5148837	0.8950559	0.2849609	0.4881515	0.9254572	1.0000000
850	0.9083105	0.5924507	0.3795360	0.7421296	0.5050618	0.8896200	0.2680501	0.4899596	0.9254572	1.0000000
900	0.9013594	0.5894812	0.3767695	0.7455921	0.5001440	0.8934067	0.2611185	0.4860264	0.9254572	1.0000000
950	0.8965578	0.5932703	0.3756651	0.7482943	0.4992661	0.8973640	0.2605424	0.4829458	0.9254572	1.0000000
1000	0.8950410	0.5966807	0.3755947	0.7494493	0.4999346	0.8991269	0.2618491	0.4818474	0.9254572	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8946951	0.5611896	0.7155510	0.6897124	0.8747109	0.2411794	0.2630184	0.4823301	0.9254570	1.0000000
100	0.8821316	0.5079383	0.8395733	0.5993333	0.9404716	0.0762894	0.2630323	0.4823305	0.9254571	1.0000000
150	0.8579399	0.4817748	0.8788654	0.5520092	0.9485836	0.0349422	0.2629651	0.4823300	0.9254571	1.0000000
200	0.8327258	0.4721132	0.8890122	0.5331316	0.9486727	0.0245748	0.2628040	0.4823040	0.9254571	1.0000000
250	0.8140173	0.4690953	0.8909769	0.5263586	0.9483117	0.0219767	0.2625926	0.4822445	0.9254572	1.0000000
300	0.8028686	0.4683370	0.8911135	0.5240329	0.9481433	0.0213272	0.2623968	0.4821636	0.9254572	1.0000000
350	0.7971552	0.4682432	0.8909901	0.5232475	0.9480830	0.0211662	0.2622608	0.4820833	0.9254572	1.0000000
400	0.7945387	0.4683031	0.8908966	0.5229835	0.9480632	0.0211272	0.2621892	0.4820211	0.9254572	1.0000000
450	0.7934511	0.4683720	0.8908495	0.5228947	0.9480570	0.0211183	0.2621621	0.4819828	0.9254572	1.0000000
500	0.7930429	0.4684178	0.8908291	0.5228648	0.9480551	0.0211164	0.2621566	0.4819639	0.9254572	1.0000000
550	0.7944032	0.4895523	0.5293262	0.6213758	0.2937208	0.6790948	0.2621586	0.4819568	0.9254572	1.0000000
600	0.8104366	0.5453219	0.3826292	0.7740797	0.3337686	0.8440858	0.2621941	0.4819568	0.9254572	1.0000000
650	0.8413179	0.5855315	0.3617643	0.8128583	0.4248802	0.8854371	0.2623555	0.4819759	0.9254572	1.0000000
700	0.8685569	0.5987584	0.3691003	0.7970262	0.4718986	0.8957390	0.2626241	0.4820376	0.9254572	1.0000000
750	0.8845583	0.5996103	0.3757168	0.7758299	0.4908041	0.8982198	0.2628661	0.4821352	0.9254572	1.0000000
800	0.8918795	0.5981611	0.3779304	0.7620241	0.4976109	0.8987460	0.2630067	0.4822317	0.9254572	1.0000000
850	0.8946342	0.5973136	0.3778775	0.7548643	0.4998915	0.8988157	0.2630587	0.4822990	0.9254572	1.0000000
900	0.8955132	0.5971357	0.3772683	0.7515678	0.5006096	0.8988046	0.2630651	0.4823331	0.9254572	1.0000000
950	0.8957814	0.5972374	0.3767508	0.7501609	0.5008219	0.8987938	0.2630584	0.4823450	0.9254572	1.0000000
1000	0.8958953	0.5973819	0.3764350	0.7495919	0.5008810	0.8987912	0.2630530	0.4823467	0.9254572	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8960828	0.5975750	0.3754323	0.7506567	0.4805048	0.6925093	0.2630188	0.4823302	0.9254570	1.0000000
100	0.8961289	0.5982302	0.3701301	0.7627561	0.4337947	0.6407885	0.2630488	0.4823314	0.9254571	1.0000000
150	0.8963841	0.6000231	0.3638179	0.7838714	0.3991197	0.6278122	0.2630593	0.4823399	0.9254571	1.0000000
200	0.8969797	0.6019085	0.3609449	0.8031752	0.3816800	0.6245548	0.2630603	0.4823455	0.9254571	1.0000000
250	0.8977314	0.6028893	0.3608938	0.8159292	0.3744442	0.6237369	0.2630609	0.4823476	0.9254572	1.0000000
300	0.8983365	0.6030257	0.3618416	0.8229087	0.3717592	0.6235313	0.2630637	0.4823486	0.9254572	1.0000000
350	0.8986604	0.6027801	0.3627696	0.8262979	0.3708315	0.6234789	0.2630673	0.4823497	0.9254572	1.0000000
400	0.8987482	0.6024827	0.3633949	0.8278161	0.3705259	0.6234648	0.2630699	0.4823511	0.9254572	1.0000000
450	0.8987073	0.6022598	0.3637482	0.8284587	0.3704285	0.6234605	0.2630708	0.4823522	0.9254572	1.0000000
500	0.8986252	0.6021240	0.3639276	0.8287197	0.3703980	0.6234591	0.2630705	0.4823527	0.9254572	1.0000000
550	0.8985482	0.6020354	0.3645076	0.8270622	0.3950616	0.8297436	0.2630698	0.4823528	0.9254572	1.0000000
600	0.8984729	0.6015740	0.3683687	0.8128654	0.4445582	0.8814709	0.2630691	0.4823526	0.9254572	1.0000000
650	0.8982743	0.6001924	0.3737811	0.7905358	0.4768354	0.8944422	0.2630685	0.4823524	0.9254572	1.0000000
700	0.8978105	0.5985311	0.3771144	0.7718592	0.4917791	0.8976951	0.2630672	0.4823520	0.9254572	1.0000000
750	0.8971683	0.5974456	0.3779987	0.7602843	0.4976918	0.8985114	0.2630645	0.4823515	0.9254572	1.0000000
800	0.8965808	0.5970677	0.3776767	0.7542201	0.4998281	0.8987172	0.2630607	0.4823504	0.9254572	1.0000000
850	0.8961990	0.5971004	0.3771078	0.7513610	0.5005554	0.8987703	0.2630568	0.4823489	0.9254572	1.0000000
900	0.8960269	0.5972599	0.3766642	0.7501058	0.5007930	0.8987852	0.2630541	0.4823474	0.9254572	1.0000000
950	0.8959919	0.5974067	0.3763962	0.7495820	0.5008686	0.8987901	0.2630528	0.4823462	0.9254572	1.0000000
1000	0.8960189	0.5975045	0.3762552	0.7493712	0.5008924	0.8987919	0.2630526	0.4823455	0.9254572	1.0000000

0	0.8961195	0.5974236	0.3762000	0.7493132	0.5008444	0.8987499	0.2629792	0.4823617	0.9254566	1.0000000
50	0.8947875	0.5591488	0.6365648	0.7493598	0.4987288	0.8395666	0.7173374	0.5263376	0.9254570	1.0000000
100	0.8787663	0.4630558	0.7138990	0.7521139	0.4763968	0.7039163	0.8547013	0.5940677	0.9254571	1.0000000
150	0.8314287	0.3875480	0.7348042	0.7643941	0.4314893	0.6085531	0.8944793	0.6275849	0.9254571	1.0000000
200	0.7562756	0.3510698	0.7392162	0.7865314	0.3857226	0.5619742	0.9055025	0.6404066	0.9254571	1.0000000
250	0.6789027	0.3367725	0.7407844	0.8110510	0.3532539	0.5426105	0.9083809	0.6448896	0.9254572	1.0000000
300	0.6208143	0.3315283	0.7428600	0.8311356	0.3348113	0.5353046	0.9090220	0.6463711	0.9254572	1.0000000
350	0.5853440	0.3295091	0.7452103	0.8445993	0.3257697	0.5327507	0.9090657	0.6468315	0.9254572	1.0000000
400	0.5661803	0.3286073	0.7471944	0.8524488	0.3217785	0.5319325	0.9089677	0.6469594	0.9254572	1.0000000
450	0.5564618	0.3281385	0.7485738	0.8565813	0.3201573	0.5317097	0.9088613	0.6469846	0.9254572	1.0000000
500	0.5516443	0.3278776	0.7494143	0.8585919	0.3195490	0.5316751	0.9087820	0.6469816	0.9254572	1.0000000
550	0.5520009	0.3468620	0.4790600	0.8594115	0.3220471	0.5869766	0.3884460	0.6258335	0.9254572	1.0000000
600	0.5828734	0.4088585	0.3987644	0.8562237	0.3504703	0.7331606	0.2372999	0.5615790	0.9254572	1.0000000
650	0.6620431	0.4953814	0.3773649	0.8406978	0.4051128	0.8470255	0.2136944	0.5018185	0.9254572	1.0000000
700	0.7583847	0.5671432	0.3750171	0.8140803	0.4549184	0.8977264	0.2329606	0.4746818	0.9254572	1.0000000
750	0.8306398	0.6006085	0.3774770	0.7871885	0.4850378	0.9093720	0.2546680	0.4717374	0.9254572	1.0000000
800	0.8705155	0.6065466	0.3792020	0.7676342	0.4982558	0.9060245	0.2648761	0.4768725	0.9254572	1.0000000
850	0.8883128	0.6024768	0.3791760	0.7564981	0.5019411	0.9010319	0.2662769	0.4811860	0.9254572	1.0000000
900	0.8945687	0.5983367	0.3782232	0.7514538	0.5019241	0.8985333	0.2647300	0.4828661	0.9254572	1.0000000
950	0.8959737	0.5966627	0.3772301	0.7497099	0.5012418	0.8980886	0.2633767	0.4829583	0.9254572	1.0000000
1000	0.8959588	0.5966539	0.3765802	0.7493126	0.5008583	0.8983957	0.2628571	0.4826199	0.9254572	1.0000000
