"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
250	0.2835099	0.4505158	0.6230171	0.7465968	0.0280066	0.0669227	0.7815744	0.7258815	0.5384359	0.2703391
300	0.3669216	0.4891887	0.7514942	0.6630579	0.0093253	0.0513170	0.7916799	1.0000000	0.6056536	0.1474685
350	0.4395613	0.4972816	0.6522312	0.5604055	0.0113874	0.0746793	0.9004158	0.7631175	0.7062926	0.1767890
400	0.2788349	0.3663912	0.5494128	0.6035027	0.0102148	0.0589289	0.8929339	0.7181891	0.4362003	0.1310394
450	0.3563586	0.4478267	0.6701505	0.6220181	0.0453684	0.0874283	0.6701565	0.6544790	0.5232444	0.0865285
500	0.3305893	0.4160272	0.6029902	0.6838124	0.0218796	0.0909949	0.8071337	0.8004614	0.5497516	0.1616222
550	0.3885923	0.5304490	0.6217884	0.5171279	0.4741897	0.4199784	0.6217601	0.6491623	0.3526376	0.2717508
600	0.2994767	0.4012606	0.6509264	0.6137408	0.5968027	0.3754052	0.6315654	0.5648542	0.2153446	0.5259635
650	0.3184574	0.3569879	0.6492354	0.6101356	0.7759020	0.4631313	0.7079119	0.2467451	0.3320048	0.6427089
700	0.2801401	0.4586567	0.5893994	0.6489335	0.6740855	0.4535870	0.8585735	0.3910068	0.4024051	0.6515704
750	0.2581788	0.3813237	0.7603384	0.4967148	0.7566582	0.3608958	0.9168922	0.4595857	0.3188976	0.4798816
800	0.3070474	0.5134088	0.6820665	0.6451077	0.6451826	0.4090635	0.7141621	0.5077873	0.3334354	0.4530093
850	0.3253939	0.3973923	0.5163105	0.5884421	0.5175120	0.5302246	0.7842066	0.3862528	0.3874041	0.5025514
900	0.3440201	0.5139716	0.6012054	0.5674901	0.6290424	0.4024895	0.8385675	0.4590259	0.3969805	0.5645475
950	0.4156262	0.4509755	0.6342528	0.7162397	0.6713755	0.4493323	0.8585679	0.6584724	0.2846447	0.6209156
1000	0.4032900	0.4934186	0.6592770	0.6613837	0.5333961	0.4618154	0.8154856	0.3911203	0.3764334	0.6260829

0	0.3472183	0.4272899	0.7653977	0.5443137	0.7550601	0.3898825	0.7770685	0.5291759	0.4954794	0.6704153
50	0.4092138	0.4772045	0.6393542	0.5298389	0.5942429	0.4489330	0.8061359	0.6243112	0.4079831	0.5251762
100	0.3829084	0.4211641	0.5439073	0.5634054	0.6035293	0.4769208	0.6697725	0.4989903	0.4017925	0.6159864
150	0.5178084	0.4159320	0.6773778	0.7070483	0.6791421	0.5032846	0.8142835	0.6534190	0.3489715	0.6201630
200	0.4018739	0.4373067	0.7918839	0.6645927	0.6237573	0.4520799	0.7843322	0.5464934	0.3347647	0.5912127
250	0.3543363	0.4099161	0.6154540	0.5239829	0.7241761	0.3418202	0.7499257	0.5721482	0.3566767	0.6248283
300	0.4140223	0.4795238	0.5815989	0.6073266	0.7404304	0.4047443	0.7494977	0.7479590	0.3847611	0.4906282
350	0.3174972	0.4277777	0.7697377	0.5422951	0.7113896	0.4078143	0.6631420	0.5026468	0.3596729	0.5509550
400	0.4140480	0.3633709	0.6180787	0.5817170	0.5996713	0.5190149	0.6757341	0.6358832	0.4332185	0.5261793
450	0.5026287	0.3371633	0.6962074	0.6991573	0.6691359	0.4188102	0.7398312	0.6305647	0.3190507	0.4303499
500	0.3773360	0.3650058	0.6487579	0.5468552	0.6657911	0.4433213	0.7711146	0.6086835	0.4065295	0.6712629
550	0.3622355	0.3652682	0.6341716	0.5317049	0.6417366	0.5118210	0.6520515	0.4801923	0.3953932	0.6261266
600	0.2874160	0.4777090	0.7641674	0.5306906	0.5920240	0.4145106	0.6929181	0.5480307	0.3874821	0.5497263
650	0.3507673	0.3722629	0.6495056	0.4289464	0.5553767	0.3630299	0.7199360	0.4783467	0.2636124	0.5590404
700	0.3271650	0.3911470	0.6711839	0.6985824	0.6633128	0.4587735	0.7198388	0.3928063	0.3525265	0.7917416
750	0.2851235	0.3419577	0.7421436	0.6229528	0.7653428	0.4401368	0.6626610	0.3087972	0.3720986	0.4923160
800	0.2941891	0.5401064	0.8574001	0.5916655	0.7941211	0.4693002	0.7243411	0.5144338	0.3847638	0.6779649
850	0.2722930	0.4779650	0.8114831	0.5007594	0.6892708	0.5134843	0.8660440	0.5039764	0.3236443	0.5209644
900	0.2712656	0.3780198	0.6619878	0.6519169	0.5603096	0.3922294	0.6874884	0.5580285	0.3900849	0.5302729
950	0.2712741	0.2736849	0.6360699	0.4788940	0.5758744	0.5541078	0.7813523	0.3700266	0.3320725	0.5828751
1000	0.3497205	0.4882088	0.6524557	0.6418344	0.8068081	0.4034061	0.8059465	0.4689633	0.3586331	0.6109620

0	0.2753588	0.4585005	0.6488784	0.5164000	0.6655985	0.4776689	0.7514164	0.3973556	0.3211480	0.6482702
50	0.5524318	0.2577131	0.6202314	0.7514323	0.6694945	0.3646571	0.7221565	0.4805345	0.3184024	0.4152397
100	0.5335751	0.2083627	0.7335061	0.5680188	0.6454209	0.3360822	0.7840505	0.4646049	0.2751669	0.5370187
150	0.5958938	0.2152699	0.7072523	0.5615239	0.6876126	0.4130812	0.6598101	0.3470190	0.3766472	0.6207566
200	0.6025862	0.2292287	0.7925681	0.6058620	0.6647532	0.3878675	0.5726987	0.3146304	0.3379406	0.6116847
250	0.5815393	0.1906518	0.6196104	0.6227950	0.6782695	0.2411404	0.6577317	0.5085299	0.4107452	0.6643172
300	0.7052607	0.2241948	0.4946975	0.6917330	0.6856132	0.2836389	0.6258237	0.4662462	0.3808507	0.5068619
350	0.6737412	0.2753887	0.7392554	0.8040348	0.7501094	0.2627682	0.7874664	0.5786486	0.3694776	0.5184217
400	0.5302285	0.2013919	0.6131710	0.7349507	0.7332472	0.3418295	0.7463182	0.5286068	0.3955780	0.6036557
450	0.5738142	0.2245386	0.7046974	0.6309725	0.7323398	0.3036572	0.9267190	0.4533569	0.3751094	0.6173597
500	0.5610455	0.2268050	0.6148507	0.6119014	0.6048901	0.3580863	0.6599329	0.4785718	0.3083790	0.5264643
550	0.3067139	0.3119755	0.5793250	0.6921591	0.5763436	0.3715237	0.7787225	0.5191002	0.5023183	0.4305053
600	0.1883061	0.3812173	0.6226400	0.5140783	0.7551748	0.4034554	0.7477777	0.5461835	0.3218846	0.3867735
650	0.2599265	0.3805891	0.6152964	0.5367863	0.8431175	0.4546141	0.6943658	0.5753339	0.3047514	0.5214301
700	0.3412808	0.4887335	0.5797952	0.7225576	0.7319533	0.4929141	0.6565430	0.4595189	0.3124316	0.5844952
750	0.3169997	0.3220457	0.7225292	0.5755722	0.6478447	0.4215552	0.6981466	0.5494507	0.3299484	0.6441636
800	0.2473129	0.3956640	0.4846211	0.6635047	0.6499763	0.4921613	0.7277979	0.5220910	0.3951311	0.5061033
850	0.2768346	0.4475485	0.7085704	0.5596754	0.6671180	0.3950183	0.8881994	0.4541495	0.3608848	0.5517253
900	0.2603829	0.4167007	0.6549661	0.7011817	0.6193251	0.4073285	0.7958307	0.5126658	0.3171925	0.5644889
950	0.3156662	0.3993563	0.7043793	0.6923190	0.6703382	0.4526724	0.5747052	0.6663632	0.3783656	0.5321343
1000	0.3214766	0.3858188	0.7162810	0.5608939	0.7527447	0.3976599	0.7263042	0.6264584	0.4019612	0.4906821

0	0.4299791	0.4437339	0.6608113	0.5723404	0.5901321	0.4461505	0.9142227	0.4107593	0.3706798	0.5897744
50	0.3252092	0.4539731	0.6821770	0.5717978	0.5866582	0.3243409	0.6826824	0.6533304	0.3726932	0.4676974
100	0.3885205	0.4318442	0.6835352	0.6135597	0.7739068	0.4761840	0.6791485	0.5527322	0.3768987	0.5221699
150	0.2793421	0.4229373	0.7117978	0.5697366	0.6332439	0.4691632	0.5595256	0.5921604	0.3221392	0.4807506
200	0.3017457	0.4811670	0.8323480	0.5528453	0.7235871	0.3950924	0.6352452	0.5720251	0.2612713	0.5045800
250	0.3499446	0.3474288	0.7199995	0.5906160	0.7172386	0.4554416	0.6692699	0.6436576	0.3221928	0.6142685
300	0.4856183	0.5516510	0.7340371	0.5442193	0.7832296	0.4569640	0.7598926	0.6919802	0.3019286	0.5806247
350	0.3814531	0.4428902	0.7657444	0.5743079	0.6703173	0.4990933	0.6479847	0.5587251	0.3200888	0.4439137
400	0.3465161	0.4076653	0.7953128	0.5848155	0.6930934	0.4053010	0.7683164	0.7998724	0.3002482	0.6173413
450	0.2885507	0.4162762	0.5415833	0.7048743	0.5893305	0.3813397	0.7202181	0.7360938	0.3437830	0.5631796
500	0.3198097	0.4995949	0.7005992	0.5212405	0.7482240	0.3190994	0.8874631	0.7119553	0.2613650	0.5644500
550	0.2972245	0.4206394	0.6203100	0.4818041	0.6279369	0.3795739	0.6477335	0.4517102	0.3206564	0.5229730
600	0.3286981	0.3859294	0.5737910	0.5092860	0.5841474	0.5551121	0.8784743	0.3944362	0.3618812	0.6961821
650	0.2608205	0.4404102	0.6319276	0.4651749	0.6197578	0.4699313	0.6144186	0.4820936	0.4139171	0.5028181
700	0.3613931	0.4217178	0.5720055	0.4779308	0.6637182	0.4905458	0.8308351	0.3756329	0.2952025	0.6103632
750	0.3054950	0.4305532	0.7217221	0.6334817	0.6490855	0.4674401	0.7006609	0.3841793	0.4291213	0.6376416
800	0.3258609	0.4536725	0.6384756	0.5753912	0.7571083	0.4285428	0.6554052	0.4167229	0.4263249	0.6556772
850	0.3542498	0.3460652	0.7110532	0.6982728	0.7610236	0.4054540	0.7833102	0.5154588	0.4782962	0.6789126
900	0.2911834	0.4154601	0.4695013	0.5984781	0.6435146	0.4410749	0.7696209	0.5298120	0.3557833	0.5498415
950	0.3042279	0.5570239	0.5195348	0.6622587	0.4575234	0.3260224	0.7198050	0.6304072	0.2994443	0.5438567
1000	0.3360882	0.4342325	0.7240870	0.6168242	0.6153577	0.4164197	0.7930196	0.5921446	0.2729583	0.4916135

0	0.2752257	0.4042769	0.7283182	0.6193214	0.6692691	0.3794789	0.7741240	0.4797729	0.3660553	0.6109866
50	0.3339642	0.1092119	0.6276588	0.4927698	0.7070054	0.4781865	0.7879242	0.7109370	0.2417808	0.4815220
100	0.2963436	0.0356892	0.6668498	0.4069476	0.5911511	0.4843641	0.8244439	0.7484607	0.2679553	0.5554620
150	0.1785307	0.0127110	0.7541394	0.4907306	0.5689516	0.4619565	0.7467532	0.6806480	0.2892643	0.5670554
200	0.1739930	0.0197029	0.5798595	0.4362431	0.5580288	0.4597034	0.6688854	0.6531861	0.3760596	0.5665875
250	0.0939027	0.0074987	0.6110434	0.3153916	0.5774937	0.4782712	0.7865522	0.6018609	0.3295551	0.5377591
300	0.1140100	0.0076701	0.5884657	0.3937928	0.5401188	0.5611981	0.8230482	0.7497230	0.2926003	0.7371924
350	0.1124325	0.0327032	0.6945777	0.3411953	0.5989713	0.4740974	0.7302440	0.7112946	0.3531554	0.5492151
400	0.1578062	0.0084165	0.6108518	0.4278736	0.5589579	0.5932979	0.7306294	0.6782050	0.4053074	0.5382842
450	0.1426644	0.0059102	0.5791100	0.3452104	0.5591253	0.4025005	0.7264184	0.6821618	0.3565815	0.5529817
500	0.1341992	0.0093887	0.6666290	0.3461083	0.6042428	0.4141914	0.7166727	0.6065189	0.2914655	0.5998685
550	0.0929577	0.3640220	0.5043378	0.4937112	0.5948980	0.4695645	0.7578443	0.5719425	0.4070996	0.5080624
600	0.1564763	0.3678629	0.7206926	0.5623875	0.6766355	0.4609607	0.5975259	0.5039558	0.3245665	0.5517699
650	0.3123979	0.4138502	0.6220421	0.6831240	0.6159321	0.4932234	0.7557369	0.5346349	0.3965875	0.5156089
700	0.2389912	0.4028088	0.6325421	0.6468737	0.6350609	0.4898425	0.7117920	0.4467355	0.3976523	0.5733300
750	0.2842292	0.3973074	0.6148688	0.6073030	0.6533581	0.6306969	0.6971858	0.4087233	0.4105047	0.5971434
800	0.2785544	0.4316016	0.5310363	0.5395237	0.7122505	0.4845747	0.7247436	0.5479105	0.3887957	0.6055708
850	0.3708278	0.3453891	0.6136642	0.5096325	0.6665116	0.4822166	0.7287916	0.5305085	0.3167983	0.4441491
900	0.2547611	0.3672865	0.5458322	0.5484099	0.6168543	0.3912956	0.6772209	0.4256085	0.3055772	0.5180104
950	0.3082794	0.4481515	0.7546552	0.5140415	0.6449282	0.4659181	0.7630807	0.3851671	0.4041351	0.5598079
1000	0.2817066	0.5000108	0.5811987	0.6604542	0.6376331	0.3545129	0.7084675	0.4244647	0.4331746	0.4459204

0	0.3315068	0.4185113	0.6818826	0.5694723	0.6012546	0.3965810	0.8074930	0.4498700	0.3344499	0.6151196
50	0.3875986	0.3396110	0.7991819	0.4935487	0.4768550	0.5388067	0.6455201	0.6354993	0.4233808	0.5655264
100	0.3629983	0.4928846	0.6662674	0.5418306	0.4050884	0.4126274	0.7815024	0.7359467	0.3471104	0.4894257
150	0.2744933	0.5062198	0.7344668	0.5519568	0.3341502	0.4044008	0.8651000	0.6768255	0.3076461	0.4870334
200	0.2197125	0.4303407	0.6478905	0.5051535	0.5382095	0.4293083	0.7173887	0.6210646	0.3126361	0.5581005
250	0.3492811	0.4299402	0.6610137	0.5426962	0.4412335	0.4517809	0.7560236	0.7725932	0.3754681	0.5787741
300	0.2789535	0.4261032	0.7583098	0.6904211	0.5564794	0.3660042	0.6933050	0.6985714	0.3829025	0.4619838
350	0.3595716	0.3490746	0.6804328	0.6085173	0.4403312	0.3250758	0.7989883	0.7857511	0.3713787	0.6002824
400	0.2775502	0.3848340	0.6080894	0.6515929	0.4415996	0.4471509	0.6475212	0.5569773	0.3352909	0.6158240
450	0.3039315	0.3816439	0.7099261	0.6629003	0.5530706	0.5284801	0.7757609	0.7210510	0.3479313	0.6770309
500	0.3320725	0.5043796	0.6824089	0.5788463	0.5048453	0.3662946	0.6558426	0.7638396	0.4293864	0.5198064
550	0.2889593	0.4036129	0.7128961	0.6155814	0.5227518	0.4358552	0.8410722	0.4503177	0.3230848	0.5861417
600	0.2926306	0.4113663	0.6497252	0.7251332	0.5933309	0.2816188	0.5959548	0.4103785	0.4059460	0.5510309
650	0.3166601	0.4132885	0.6470751	0.7467056	0.5375232	0.4384817	0.8856352	0.4697177	0.2998955	0.5504577
700	0.2697938	0.4044070	0.5465940	0.6153689	0.7211393	0.4196719	0.6551733	0.4191069	0.4384275	0.5712642
750	0.3252797	0.3776324	0.7159471	0.7117683	0.5292602	0.4533695	0.6830731	0.4392229	0.2962822	0.4334408
800	0.2816969	0.3272728	0.6355819	0.6487229	0.6940261	0.3736205	0.6855314	0.5175491	0.3444424	0.4801520
850	0.2112310	0.3975519	0.7183906	0.5838592	0.6785667	0.4851661	0.7526587	0.4678752	0.3647535	0.6467914
900	0.2964757	0.4519670	0.8352659	0.6228050	0.6445897	0.3918665	0.7389426	0.6710487	0.3286518	0.5381154
950	0.3314021	0.3884903	0.6421320	0.5665004	0.8029553	0.3789944	0.7090168	0.5734840	0.3471671	0.5253558
1000	0.2544126	0.4106836	0.6862830	0.6992019	0.7064377	0.3734584	0.9013557	0.4744214	0.3603824	0.4528062

0	0.2957170	0.3936034	0.6890038	0.6629662	0.6068680	0.4368947	0.6925858	0.4118214	0.3664598	0.7043412
50	0.2900931	0.6533392	0.5285030	0.2539697	0.6540892	0.3777309	0.6354820	0.6419093	0.3492461	0.5106391
100	0.4735093	0.7405961	0.7483300	0.1575102	0.7899321	0.4619145	0.8222899	0.6267687	0.2808620	0.4011291
150	0.3512841	0.6679894	0.6524465	0.1321122	0.7875943	0.5286182	0.6635522	0.7018229	0.4006940	0.3992753
200	0.4024699	0.6759488	0.7092555	0.1438172	0.5475246	0.6430862	0.5814010	0.6101987	0.3046179	0.6551682
250	0.3316915	0.5512649	0.6594921	0.1011173	0.6726851	0.5782276	0.6688800	0.6368918	0.3873152	0.5094294
300	0.3570055	0.5724203	0.7744107	0.1321598	0.6114144	0.5493625	0.6232020	0.5714200	0.2819565	0.6032170
350	0.4739659	0.5898890	0.5447598	0.1166976	0.5799148	0.6301297	0.6822470	0.5652282	0.4998831	0.4668369
400	0.4579940	0.5395901	0.6455581	0.1059467	0.5877743	0.6690821	0.5889747	0.5619967	0.4417715	0.5358744
450	0.4276815	0.5853294	0.6979096	0.0751756	0.4253601	0.6652135	0.5373060	0.6629800	0.4405132	0.4545231
500	0.4835835	0.7647941	0.5829731	0.0965070	0.3738126	0.8261007	0.4393925	0.5452118	0.3825648	0.5453215
550	0.3939361	0.4597807	0.6594155	0.2703743	0.4481167	0.7706968	0.4926492	0.5887727	0.4098711	0.5244755
600	0.4000010	0.4662609	0.5147809	0.3368526	0.5124511	0.7031045	0.5606802	0.5767770	0.3202337	0.4551604
650	0.4285765	0.4290232	0.6308231	0.3978635	0.6472448	0.5506354	0.7469180	0.5383047	0.3389233	0.5139994
700	0.2874414	0.3660692	0.6282890	0.4987468	0.5793056	0.3848277	0.6630878	0.5688655	0.3187035	0.4393537
750	0.3283435	0.4893632	0.6881760	0.5958829	0.6031793	0.5503683	0.7591742	0.5480550	0.3655092	0.5146634
800	0.2500413	0.3614916	0.4977879	0.6702150	0.7904115	0.4755169	0.6371876	0.5592185	0.3245067	0.4518731
850	0.3317102	0.4414519	0.6346181	0.5792487	0.6944766	0.5241670	0.7175041	0.4302622	0.3919300	0.4310980
900	0.2946270	0.3915092	0.6099584	0.5765063	0.7814277	0.3584255	0.6554178	0.4976924	0.3636493	0.6105288
950	0.3725549	0.4057344	0.5116082	0.5577231	0.7585909	0.4991373	0.6908280	0.5122321	0.3530421	0.5318048
1000	0.3063962	0.4690792	0.6965371	0.5118538	0.7454871	0.3644494	0.7244701	0.5598648	0.3056138	0.5117391

0	0.3390486	0.4123075	0.6434404	0.6359559	0.5862532	0.3794856	0.9076384	0.4061045	0.3937367	0.6912673
50	0.6279718	0.4577881	0.5665256	0.6121328	0.6656679	0.4794832	0.7846993	0.7063117	0.5583924	0.3867975
100	0.8103007	0.5131998	0.8390241	0.5256923	0.5924752	0.4611116	0.7870784	0.6224103	0.5168371	0.3556932
150	0.8870347	0.4584070	0.6858518	0.5836147	0.3908688	0.4786759	0.6877838	0.7426708	0.4469030	0.3044440
200	0.7029911	0.4168873	0.7412716	0.5128741	0.4058495	0.4303263	0.7141841	0.7641014	0.4937903	0.4037695
250	0.6117040	0.3609659	0.5925783	0.5177226	0.4011635	0.4666441	0.7387715	0.7116857	0.4789735	0.3732823
300	0.8652740	0.4811174	0.5515855	0.6383982	0.4212759	0.3977152	0.7118729	0.6569218	0.5957193	0.3233327
350	0.6591982	0.5050954	0.6422486	0.6222299	0.3631122	0.4075456	0.7377968	0.8289076	0.5085215	0.2029381
400	0.5664997	0.3969558	0.7820542	0.6237184	0.4030700	0.4254513	0.6360098	0.5391856	0.4525273	0.2505284
450	0.7635178	0.4513893	0.5850009	0.6799141	0.3941550	0.3792121	0.7192332	0.7047810	0.3873218	0.2853550
500	0.7911226	0.4271493	0.8459850	0.5720013	0.4469242	0.3621466	0.8156171	0.7358795	0.4794974	0.3580554
550	0.5515977	0.3879007	0.5878855	0.5058118	0.5444766	0.4613967	0.6810280	0.6578739	0.3549079	0.3470715
600	0.3208376	0.4351095	0.5865712	0.7177198	0.7065954	0.3135840	0.7903633	0.5383195	0.2511785	0.4860508
650	0.3189999	0.3359234	0.6498925	0.6056878	0.6481460	0.4083067	0.7383095	0.2939088	0.3185702	0.5975192
700	0.3096246	0.4034564	0.7417496	0.7124472	0.7594986	0.4397800	0.6697639	0.3868842	0.3202166	0.6738304
750	0.3385476	0.3865993	0.5662423	0.6059428	0.6853812	0.4238505	0.6682541	0.4958677	0.3955224	0.7057571
800	0.3005411	0.4544938	0.6485774	0.5789405	0.6084694	0.4119844	0.7607210	0.4686076	0.3112579	0.4678652
850	0.3111614	0.4187229	0.7214929	0.6305925	0.6096635	0.3909866	0.7763043	0.4580296	0.4051530	0.4565925
900	0.2374164	0.4429908	0.6053589	0.5938490	0.6006225	0.4126503	0.8310321	0.4497792	0.5139186	0.5879131
950	0.2874483	0.4781387	0.7779242	0.4620265	0.6775121	0.3690919	0.7488414	0.5466205	0.4496051	0.5754310
1000	0.3363480	0.5600406	0.6344189	0.6395292	0.6520902	0.4603830	0.7366152	0.5517817	0.3356698	0.4255825
