YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.4588341	0.1961611	0.4754786	0.6495649	0.4675538	0.6390588	0.1357097	0.5204943	0.6491554	0.5784739
0.2461987	0.1588201	0.2629596	0.6323545	0.4374418	0.6145637	0.3703638	0.7927284	0.5653586	0.6902924
0.4567282	0.2627177	0.3774743	0.7135615	0.4055218	0.7592180	0.0043685	0.5732084	0.6707862	0.4902741
0.2946559	0.4355179	0.4558772	0.4021596	0.4239917	0.6117222	0.0310472	0.7295088	0.7547229	0.7458875
0.4191587	0.2374403	0.3598839	0.5310873	0.5242658	0.3748666	0.0056601	0.5944033	0.7042403	0.7664566
0.3958724	0.0516827	0.2272303	0.7392921	0.2392496	0.5380767	0.4038706	0.4842257	0.7078425	0.5387787
0.4318068	0.3344583	0.4758682	0.4622496	0.3955626	0.7033308	0.1332136	0.5621114	0.7871784	0.7757664
0.4638105	0.1804679	0.3140343	0.5830005	0.5447773	0.8055116	0.0008044	0.4502685	0.7191524	0.6508008
0.3235213	0.0645262	0.2767467	0.6588849	0.2127000	0.5762920	0.0083470	0.5745099	0.7504667	0.4925756
0.3476285	0.4013249	0.5737108	0.3578095	0.3184544	0.5018532	0.0450261	0.6069893	0.7081627	0.8561168
