YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.4283364	0.3647312	0.3245033	0.7602437	0.0751238	0.5121150	0.6307906	0.3027366	0.5865855	0.1378980
0.7002423	0.1321283	0.3992213	0.8434874	0.0809080	0.4225921	0.6350735	0.3377945	0.6906048	0.2810531
0.6746648	0.5225453	0.1388076	0.7922656	0.1480814	0.4589893	0.7465299	0.4353496	0.8523498	0.0896749
0.6948300	0.2320232	0.4009286	0.2973522	0.0814697	0.5881363	0.7112457	0.3108676	0.8120032	0.2180290
0.8089272	0.2907780	0.4637499	0.8235603	0.0444271	0.5198960	0.6979525	0.3688081	0.7563282	0.3064792
0.9070289	0.2389202	0.4252902	0.7611093	0.0978429	0.3564406	0.6779064	0.3705257	0.8135459	0.1498096
0.8267927	0.2364949	0.5847104	0.8083386	0.1620674	0.2340323	0.3286170	0.4773402	0.6932759	0.2254846
0.7360552	0.2367902	0.3514443	0.7432874	0.0630176	0.4911813	0.6708655	0.2251944	0.6753136	0.1611713
0.8954883	0.3289529	0.3479649	0.7529502	0.1224523	0.4463158	0.7303947	0.4543540	0.3616638	0.1389458
0.6985915	0.3064594	0.3323539	0.7969551	0.0853787	0.5371342	0.7104130	0.3408387	0.8308324	0.0983687
