YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.7307741	0.9885095	0.4455836	0.0000012	0.0146837	0.2264859	0.7661020	0.6654300	0.1935595	0.4837340
0.7070184	0.9095795	0.0360971	0.6382793	0.4825512	0.1553627	0.9789129	1.0000000	0.0790616	0.8291973
0.7120709	0.9994893	0.9420298	0.0000044	0.0212112	0.1029508	1.0000000	0.9328905	0.0703774	0.9941664
0.5846736	0.7728736	0.1535676	0.4311534	0.1627448	0.1980673	1.0000000	0.6636221	0.1056248	1.0000000
0.3835005	0.5366944	0.4741988	0.2906861	0.2021721	0.1980673	1.0000000	0.8658001	0.1184134	0.8679638
0.7117767	0.9988271	0.1844194	0.4209558	0.7459072	0.1305697	0.9565518	1.0000000	0.1109575	0.9403479
0.5514420	0.7271352	0.6730924	0.0945554	0.0354617	0.4229902	0.7194415	1.0000000	0.1659016	0.5801733
0.7118333	0.9989540	0.2581518	0.3793669	0.0791245	0.1498154	0.8518570	1.0000000	0.1019668	0.8564608
0.7262163	0.9994711	0.9751775	0.0316117	0.2943969	0.2165935	0.9673472	0.9159206	0.0704001	0.7822647
0.6796147	0.9312692	0.9434257	0.0000032	0.0193661	0.2026098	0.9915000	1.0000000	0.1056248	1.0000000
