"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
250	0.6939285	0.3818255	0.0161168	0.0391620	0.0687781	0.1391007	0.6607896	0.6325902	0.3529299	0.2153944
300	0.6878051	0.3923406	0.0375465	0.1098603	0.0526293	0.2299907	0.9501143	0.5631137	0.2857034	0.2200738
350	0.6960750	0.4278768	0.0099295	0.0755143	0.0374943	0.2361134	0.9219529	0.6748230	0.2576781	0.2863887
400	0.8268722	0.3958613	0.0187561	0.0777581	0.0320592	0.1813512	0.9042726	0.6667073	0.2950632	0.1767764
450	0.6856734	0.4848711	0.0180931	0.0690731	0.0186874	0.2531189	0.8544410	0.6122723	0.4058230	0.2890764
500	0.6383092	0.5329908	0.0222454	0.0631579	0.0077345	0.2044117	0.7877509	0.5720220	0.2782423	0.2358469
550	0.6517618	0.6448142	0.0276323	0.0385888	0.0693763	0.1759360	0.6723505	0.5911492	0.2599595	0.4356480
600	0.7912649	0.5941762	0.0657803	0.0873490	0.1151625	0.1527299	0.8746634	0.7544765	0.2263227	0.6434955
650	0.8534598	0.6879169	0.0409720	0.0478453	0.1045585	0.1467248	0.7968643	0.7283798	0.2128401	0.7143557
700	0.8475857	0.6958894	0.0624079	0.0326888	0.0887802	0.0889608	0.8035906	0.6892659	0.1362821	0.8665776
750	0.7239813	0.7129060	0.1295475	0.0701025	0.0563556	0.1224742	0.8372672	0.6304523	0.1578415	0.8235242
800	0.6496140	0.6121573	0.1153134	0.0765091	0.0670240	0.1760999	0.8310835	0.7893865	0.1885229	0.8546568
850	0.7431328	0.5662892	0.0536884	0.0710091	0.0875869	0.1712730	0.7043324	0.6922859	0.1927421	0.7857608
900	0.8917645	0.7196604	0.1147892	0.0698583	0.1308654	0.2163871	0.7994584	0.6263134	0.2348020	0.6825661
950	0.8293173	0.7017509	0.1169526	0.0618597	0.0743629	0.1746541	0.6862051	0.8596906	0.1565632	0.7541614
1000	0.7742929	0.7180083	0.0645614	0.0575354	0.1114712	0.2976762	0.8124209	0.6620569	0.1605678	0.8523215

0	0.8055694	0.5707545	0.0642723	0.0328944	0.0741235	0.2178208	0.7593819	0.5660892	0.1482186	0.7920549
50	0.6170275	0.4575828	0.0851692	0.0939655	0.1108121	0.2647687	0.8235165	0.6189119	0.2169167	0.7446331
100	0.6250733	0.2356543	0.0673852	0.0703822	0.1394834	0.2531747	0.8035478	0.7454623	0.2535717	0.7555473
150	0.4626127	0.1512425	0.0663710	0.0543914	0.1002376	0.2817598	0.8043223	0.5800655	0.2334058	0.7504301
200	0.2991140	0.1426899	0.1201891	0.0806645	0.0897552	0.2555894	0.7567942	0.6736706	0.1656753	0.6012589
250	0.1473902	0.1105154	0.0663929	0.0697329	0.1798149	0.2031442	0.7561051	0.7755683	0.2242267	0.6717181
300	0.1476782	0.1178417	0.0389500	0.0674583	0.1516893	0.2317920	0.7310044	0.6696061	0.1617389	0.6746920
350	0.1188808	0.0900925	0.0736804	0.0666679	0.1577746	0.2241913	0.8088973	0.7417371	0.2067222	0.6975849
400	0.0880859	0.1774296	0.1207611	0.0503484	0.1246867	0.2313327	0.7964744	0.6865631	0.1808577	0.8201989
450	0.1412237	0.1404222	0.1547963	0.1206875	0.0957059	0.1956349	0.8415281	0.7688220	0.1458861	0.7557030
500	0.1143130	0.0601375	0.0841119	0.0833048	0.0760251	0.1888776	0.6453255	0.6693599	0.1571101	0.7113043
550	0.1718497	0.3245999	0.0866752	0.0933110	0.1096741	0.2451724	0.7616873	0.7912093	0.1452036	0.6545227
600	0.4115339	0.5060451	0.0696011	0.0743371	0.0917721	0.1919672	0.6518468	0.8074685	0.1635021	0.7365219
650	0.6834877	0.6451801	0.1433661	0.0597770	0.1610023	0.1930342	0.8701380	0.7362203	0.1384210	0.7501820
700	0.7758196	0.7497092	0.1078687	0.0901929	0.1026973	0.2344783	0.8031145	0.6541080	0.1782828	0.7063421
750	0.7795738	0.6328243	0.1154832	0.0559850	0.0558951	0.2140842	0.8088315	0.6107985	0.1527890	0.7484090
800	0.7110115	0.6764660	0.1077474	0.0512356	0.1235036	0.1613430	0.8836686	0.6962905	0.1816984	0.7724055
850	0.7218397	0.6623060	0.0867709	0.1133302	0.1506371	0.2580369	0.6715260	0.6491049	0.1851285	0.8747462
900	0.8035858	0.6330198	0.0973490	0.1499702	0.1532440	0.1991746	0.9151906	0.5827955	0.2337399	0.8815993
950	0.7475892	0.6068630	0.1244859	0.1097699	0.1049659	0.2148635	0.7539882	0.6884929	0.2210313	0.7658395
1000	0.6806115	0.6296319	0.0586159	0.1207371	0.1050327	0.2150123	0.8300219	0.7055655	0.1577363	0.7728124

0	0.7388994	0.7201659	0.0878476	0.0822354	0.1088588	0.1823433	0.6555018	0.6231758	0.2005468	0.7710095
50	0.8925198	0.4073993	0.1179101	0.0914235	0.1043314	0.1793542	0.6946005	0.7254526	0.1571290	0.8249441
100	0.6429032	0.1646089	0.2143077	0.0711591	0.1447149	0.2323723	0.8606641	0.8890828	0.1990133	0.6858084
150	0.3330671	0.1795502	0.2747985	0.0786042	0.0973141	0.2056890	0.9226121	0.6923060	0.1932879	0.6769979
200	0.1477858	0.0724323	0.1838158	0.0603404	0.1176792	0.1318436	0.7032346	0.7740925	0.1445770	0.7594457
250	0.0975344	0.0534393	0.2661368	0.1023426	0.1525235	0.1819292	0.7919069	0.7193932	0.2257104	0.8341056
300	0.0563908	0.0601564	0.2774216	0.1438340	0.0862602	0.1767763	0.7658047	0.8038420	0.1959072	0.8114240
350	0.1137479	0.0572490	0.2140018	0.1087670	0.0889933	0.2126324	0.8742997	0.6605792	0.1942898	0.7812847
400	0.0948185	0.0819478	0.1815702	0.0646024	0.1004001	0.1968943	0.7954348	0.7696169	0.2312769	0.7001365
450	0.0539852	0.0357125	0.1310300	0.0428275	0.0736036	0.2006939	0.7946763	0.6903055	0.1966134	0.6997383
500	0.1889986	0.1125428	0.1671564	0.0390126	0.1418615	0.2519034	0.6811697	0.5697453	0.1887780	0.7820474
550	0.0962757	0.1899141	0.2258477	0.0778396	0.0911665	0.2730216	0.6266841	0.7007335	0.1918002	0.6271645
600	0.3235384	0.3338212	0.0876446	0.0554793	0.1148657	0.1796146	0.8158545	0.6857994	0.1909157	0.6906874
650	0.6229377	0.5249401	0.0766670	0.0502929	0.0903750	0.1802241	0.5875933	0.7319381	0.2083292	0.8069339
700	0.7717242	0.6120244	0.0558096	0.0875673	0.1554654	0.2467673	0.7918032	0.6515659	0.1886210	0.7893356
750	0.8765580	0.6129102	0.0649242	0.0552696	0.0531519	0.1783944	0.7741719	0.7180528	0.1278497	0.7777651
800	0.6661502	0.8292158	0.0623839	0.0729847	0.0767164	0.2522729	0.7288232	0.7588037	0.2228431	0.6200004
850	0.8720505	0.7730130	0.0728491	0.0676139	0.1365675	0.2316525	0.7064285	0.7064954	0.1542457	0.8314820
900	0.7075409	0.6860557	0.0961773	0.0572573	0.1796861	0.1780690	0.6875158	0.7644689	0.2244485	0.7224449
950	0.6438116	0.6525759	0.1249188	0.0863161	0.1481891	0.2200305	0.6934725	0.5653673	0.2588179	0.7522286
1000	0.7242631	0.4300302	0.1230354	0.0479548	0.1209139	0.2197285	0.7871459	0.7507684	0.1617299	0.7015329

0	0.7131317	0.6927185	0.0791646	0.0594739	0.1100264	0.1799858	0.8358434	0.6345655	0.1898193	0.7034344
50	0.6723484	0.5309633	0.1089154	0.0921291	0.0429975	0.0942031	0.7879980	0.7395231	0.1334435	0.7343480
100	0.7369650	0.5872633	0.0695968	0.0730570	0.0715133	0.0555077	0.7666745	0.7161559	0.0587223	0.8617382
150	0.6885332	0.6490703	0.1074271	0.0983808	0.0768123	0.0611096	0.7649321	0.7657963	0.0389749	0.7271502
200	0.8600511	0.7334672	0.0660647	0.0595617	0.0834845	0.0852945	0.9649249	0.8088231	0.0161306	0.9088167
250	0.7225966	0.6769176	0.1298776	0.0868857	0.0530395	0.0482587	0.7483223	0.8000713	0.0235224	0.9104773
300	0.7823236	0.5716329	0.0684559	0.0545351	0.0764571	0.0530975	0.7080125	0.8092965	0.0284560	0.7561030
350	0.7686188	0.8694221	0.0980241	0.0569863	0.0599779	0.0889633	0.7875862	0.6718940	0.0170620	0.8542700
400	0.7531115	0.6333063	0.0621041	0.0517099	0.1148312	0.0580736	0.7288088	0.8109943	0.0057764	0.7203144
450	0.6473755	0.5103971	0.0450897	0.0261742	0.0842619	0.0731987	0.6083521	0.8509854	0.0023132	0.8529378
500	0.6366536	0.6419114	0.0623490	0.0396299	0.0871673	0.0173421	0.7876495	1.0077692	0.0065663	0.9108556
550	0.7009225	0.7098269	0.0662026	0.0387314	0.0925177	0.1111213	0.7725174	0.7342508	0.0564396	0.7607699
600	0.7407522	0.7239630	0.0838115	0.0321034	0.0701415	0.1895239	0.8741286	0.8504505	0.1386965	0.8109417
650	0.6777216	0.6780144	0.0604864	0.0321528	0.0965932	0.2508263	0.7307624	0.8932877	0.1366021	0.7343773
700	0.7760694	0.6711681	0.1089420	0.0294381	0.1101459	0.1804739	0.9257684	0.8064450	0.1412945	0.7024887
750	0.7743304	0.7295183	0.0844048	0.0968221	0.0825076	0.2330403	0.9443554	0.8012462	0.1879844	0.9100756
800	0.9319780	0.7191432	0.0815475	0.1334078	0.0854332	0.1640156	0.7606336	0.8178472	0.2342247	0.7229413
850	0.8016532	0.6985381	0.1036010	0.0804580	0.1117145	0.2129692	0.6628490	0.7215104	0.3117953	0.6898080
900	0.9510305	0.7313451	0.0998657	0.0469916	0.1081519	0.1748179	0.7824329	0.7318360	0.2751735	0.7228968
950	0.6840564	0.5918258	0.0489413	0.0372642	0.0630274	0.2497159	0.7736959	0.8129634	0.1849908	0.6861019
1000	0.7723878	0.6969552	0.0286159	0.0408355	0.0647692	0.1302458	0.7443917	0.6800210	0.1468681	0.7469578

0	0.8125190	0.6597830	0.0864582	0.0598626	0.0764738	0.2097318	0.6445674	0.6809585	0.2121871	0.7263131
50	0.7951986	0.4220459	0.2178246	0.0657151	0.1478514	0.2454105	0.8502099	0.7078681	0.1756494	0.7772606
100	0.6447270	0.2422356	0.4930921	0.0774920	0.2083290	0.2139456	0.8011176	0.7465653	0.1803463	0.6729982
150	0.5468373	0.1701576	0.5205511	0.0700017	0.3199446	0.1591479	0.8280300	0.7950658	0.1316189	0.7439808
200	0.4350055	0.1282862	0.3830874	0.0862697	0.1908659	0.3222829	0.8790304	0.7996884	0.3276763	0.4834298
250	0.3316101	0.0939835	0.5428598	0.1651114	0.2825388	0.2533040	0.8917468	0.7024643	0.2061495	0.5508470
300	0.2741848	0.0889179	0.3929465	0.1827550	0.2505408	0.1501563	0.8031238	0.6375426	0.2384203	0.6222921
350	0.2218082	0.1192005	0.4773486	0.1551642	0.3040635	0.2524624	0.8509898	0.6249373	0.2111000	0.6873872
400	0.2802316	0.0943021	0.4143706	0.1381738	0.2587995	0.1371902	0.5851985	0.7364789	0.1927550	0.7474817
450	0.3134281	0.1153335	0.4618488	0.1183205	0.3042321	0.2469044	0.6669760	0.7074706	0.2650497	0.6091430
500	0.2796914	0.1014112	0.3579933	0.1572820	0.3086539	0.1532480	0.7409667	0.7608623	0.1968742	0.5042277
550	0.1380421	0.1770657	0.2960294	0.1932668	0.2060040	0.1707543	0.8450208	0.7614352	0.2479137	0.7581948
600	0.2236425	0.2119153	0.2644702	0.1339867	0.2006673	0.1608350	0.6917529	0.6749841	0.1623477	0.7985784
650	0.4276941	0.3819613	0.2646300	0.1254077	0.1403050	0.1306094	0.7706942	0.6016840	0.1917019	0.9375345
700	0.5060285	0.4741438	0.1622092	0.1076674	0.1082543	0.2187201	0.6993905	0.6220116	0.1432783	0.7173010
750	0.6197378	0.4344580	0.0899938	0.1292181	0.0758932	0.2610873	0.7751581	0.6458491	0.1326956	0.7911399
800	0.6575931	0.6684665	0.0747034	0.0903149	0.0617200	0.2888615	0.7406745	0.7464011	0.1708090	0.7150264
850	0.7039149	0.6109376	0.0892655	0.0931522	0.1038020	0.2091341	0.7542573	0.5751273	0.2366503	0.7396653
900	0.8102653	0.7112395	0.1287216	0.0714687	0.1569801	0.2027968	0.8480008	0.6391965	0.1726060	0.6762558
950	0.7492365	0.5375558	0.0809374	0.0679272	0.1010787	0.2782048	0.6321147	0.6308177	0.1987386	0.7432928
1000	0.7947930	0.7990720	0.0596381	0.0748556	0.1472904	0.1364164	0.7728675	0.8611839	0.1924973	0.6589867

0	0.7859925	0.7330001	0.1298538	0.0536591	0.1175523	0.1295932	0.7890234	0.5640077	0.1972230	0.6713196
50	0.7387872	0.8051540	0.1865191	0.1705474	0.1129428	0.1113151	0.8002412	0.5202963	0.1200516	0.7371909
100	0.6971272	0.6911191	0.2273377	0.2038977	0.0981446	0.1270988	0.8339756	0.3567570	0.1464608	0.7286321
150	0.8237671	0.4915983	0.2543388	0.2455747	0.1157397	0.1220542	0.7632911	0.3132077	0.1535015	0.6448029
200	0.6743904	0.4042498	0.1977812	0.3891401	0.1463717	0.1242580	0.8012862	0.3754661	0.1731512	0.6856420
250	0.9173374	0.4169784	0.1849978	0.2801056	0.1116947	0.0761741	0.8388726	0.2603956	0.2038170	0.9241316
300	0.7588153	0.4942743	0.2552277	0.3879957	0.0506980	0.1514804	0.6529156	0.3321695	0.1097663	0.7168534
350	0.7028611	0.4020022	0.3041089	0.3182512	0.1172138	0.1877229	0.7962439	0.2989444	0.2063774	0.8044429
400	0.7807231	0.3578150	0.2262548	0.2675132	0.0627501	0.1472982	0.7414245	0.3669619	0.1668084	0.8681434
450	0.5752669	0.1997604	0.2423389	0.3287255	0.1074325	0.1473610	0.6747505	0.2641320	0.2317243	0.8573994
500	0.6272568	0.2407549	0.3702920	0.2702568	0.1404095	0.1067577	0.8454138	0.2928493	0.1707720	0.7753501
550	0.5864391	0.3999225	0.2170347	0.2520226	0.1127123	0.1516413	0.6113156	0.4525463	0.2184342	0.7599747
600	0.6813736	0.5332492	0.1160448	0.1459121	0.1533364	0.1428042	0.7204774	0.5356658	0.2339496	0.8950470
650	0.5924466	0.4677432	0.1472306	0.1012816	0.1078054	0.1699114	0.6447160	0.6235432	0.1860900	0.8902168
700	0.6782241	0.4724639	0.1438391	0.0675936	0.0699002	0.1679643	0.7874172	0.7945364	0.1692797	0.7740095
750	0.8036779	0.4855977	0.1177612	0.1209578	0.0951866	0.1946206	0.8225127	0.6384955	0.1478248	0.7020024
800	0.7649581	0.5940212	0.1002195	0.0669003	0.0544438	0.1917385	0.5764504	0.9318112	0.1891122	0.7695828
850	0.8384630	0.5780531	0.0790337	0.1057697	0.1096104	0.2548372	0.7917291	0.7233965	0.1920228	0.7687674
900	0.7842056	0.5958586	0.0647347	0.0709482	0.1043466	0.1793503	0.7233366	0.9700754	0.0992331	0.7525139
950	0.6445296	0.6939535	0.0835823	0.0673052	0.0976550	0.1701006	0.7362470	0.7843565	0.1958671	0.9277198
1000	0.7843392	0.5913270	0.0601848	0.0832325	0.0688382	0.1539985	0.8255477	0.6802010	0.1902032	0.7984853
