YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.1834015	0.5948920	0.5299201	0.6678350	0.0005397	0.0001566	0.0897050	0.6799903	1.0036775	0.9850102
0.0838144	0.4281792	0.5399760	0.9444854	0.0001887	0.0133220	0.0256909	0.8389612	1.0325513	0.6405131
0.4681982	0.6484403	0.5865241	0.9589994	0.0002695	0.0260587	0.0165685	0.9452131	0.9809477	0.9904377
0.0101868	0.1958303	0.7515523	1.0216419	0.0009938	0.0012222	0.0180571	1.0150944	1.0439474	0.6983914
0.4616933	0.4759348	0.5321287	0.5974388	0.0054669	0.1761416	0.0185894	0.9347477	0.8866421	0.9947597
0.0785926	0.4179626	0.9420281	0.9425260	0.0620227	0.0001609	0.0061121	0.9846050	1.0618325	0.9140273
0.1189372	0.4972902	0.4599302	0.4102638	0.1873810	0.1035777	0.0410955	0.9905737	1.0691802	1.0286868
0.1291595	0.4513321	0.6465126	0.6529510	0.7174852	0.6366030	0.0016309	1.1267789	1.0071917	0.7043526
0.3859983	0.5090736	0.6888090	0.9314276	0.0126424	0.0003637	0.0163246	0.9774106	1.0822305	1.0380487
0.3608028	0.5350714	0.6384512	0.9250521	0.0000476	0.0005217	0.0398333	0.7404294	1.0700742	0.8642020
