YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000000	0.4651883	0.7729022	0.0833344	0.8155210	0.7948740	0.8765680	0.5191098	0.1774702	0.2918271
1.0643428	0.0000000	0.7709721	0.0747678	0.6149371	0.7054853	0.6871309	0.1791932	0.0395279	0.0172564
0.9712440	0.0237929	0.0000000	0.0859915	0.8281857	0.7160894	0.7159521	0.2139285	0.0456453	0.0095502
0.8383469	0.4884947	0.8860748	0.0000000	0.7705168	0.7728971	0.8340685	0.3659547	0.2289300	0.3121748
0.9213144	0.4071596	0.8042175	1.0283994	0.0000000	0.6721709	0.7012022	0.3153335	0.0295123	0.0151110
1.0826272	0.0159755	0.0056546	0.7424546	0.0664801	0.0000000	0.6629761	0.2191913	0.0298706	0.0072513
0.9922655	0.0218042	0.0269361	0.7278938	0.0502182	0.0469764	0.0000000	0.2315588	0.0339254	0.0120330
1.0652946	0.1529593	0.1772487	0.3281667	0.1361934	0.2289807	0.0555176	0.0000000	0.0306237	0.0794546
0.9035601	0.4639640	0.7759947	0.0901509	0.8202069	0.7494518	0.7930605	0.4034945	0.0000000	0.3230958
0.9089812	0.5279057	0.7916439	0.0690678	0.7263907	0.6997881	0.6678194	0.2857464	0.0273786	0.0000000
