YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.0790076	0.4252243	0.0435913	0.9999903	0.0633458	0.8590501	0.4420211	0.1596331	0.0221351	0.0377056
0.0248540	0.2126122	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
0.1387610	0.4089654	0.0217967	0.9999904	0.0629478	0.8616700	0.4377898	0.1568532	0.0219894	0.0377048
0.8156135	0.8993837	0.3053713	0.4999891	0.0941523	0.6440430	0.7321881	0.5186401	0.0335606	0.0378189
0.1579795	0.4252219	0.0435910	0.9999977	0.0316729	0.8590500	0.4420211	0.1596331	0.0221351	0.0377056
0.1579919	0.4252334	0.0435927	0.9999614	0.1279593	0.4295304	0.4420213	0.1596334	0.0221351	0.0377056
0.1579792	0.4252218	0.0435910	0.9999979	0.0304135	0.9702675	0.2210107	0.1596331	0.0221351	0.0377056
0.1579802	0.4252227	0.0435911	0.9999953	0.0446051	0.9425160	0.2935957	0.0798165	0.0221351	0.0377056
0.1579799	0.4252224	0.0435911	0.9999961	0.0409880	0.9514000	0.2728610	0.0707269	0.0110674	0.0376680
0.1579789	0.4252216	0.0435909	0.9999986	0.0630909	0.8607498	0.4391703	0.1577256	0.0220352	0.0188526
