YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	0.7096097	0.4140433	0.6737822	0.4710121	0.6047820	0.8313927	0.0547025	0.4805343	0.5554350
0.0208968	0.0000000	0.1841617	0.9937921	0.3620434	0.7399506	0.6248628	0.0044836	0.0569114	0.4777043
0.9842179	0.5988188	0.0000000	0.9876419	0.9999984	0.7416007	0.6221311	0.0353007	0.4327336	0.4770808
0.8841848	0.3024535	1.0000000	0.0000000	0.6196903	0.5131534	0.9990717	0.0076108	0.2677543	0.6213767
0.9494155	0.4051585	0.4045108	0.6817630	0.0000000	0.6007994	0.8381840	0.0132683	0.3319012	0.5581159
0.9737656	0.5058958	0.1860888	0.9892677	0.9999999	0.0000000	0.6243243	0.0227660	0.3873380	1.0000000
0.9494697	0.4053000	0.4042004	0.6819328	0.1411188	1.0000000	0.0000000	0.0132736	0.3319840	0.3776382
0.9582513	0.4327787	0.3320756	0.7565410	0.4396612	0.6315106	0.7875933	0.0000002	0.3476615	0.5385047
0.9741621	0.5084767	0.1815768	1.0000000	0.3617845	0.7424604	0.6211848	0.0044818	0.0000000	0.4764692
0.9581230	0.4323476	0.3330261	0.7555438	0.4382342	0.6324017	0.7861036	0.0153764	0.3474060	0.0000000
