"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
800	0.2685962	0.7260191	0.7745576	0.1138577	0.9259772	0.7397672	0.8090187	0.6551364	0.7807771	0.6523140
850	0.3026744	0.6704056	0.7646416	0.0886798	0.8023980	0.6920628	0.6633007	0.7647324	0.6141223	0.8044408
900	0.2622622	0.6606061	0.6972753	0.1399897	0.8395037	0.7892908	0.6678475	0.6910486	0.7743463	0.7380074
950	0.2194688	0.7615799	0.5993223	0.1016201	0.7229043	0.8123902	0.6566712	0.6397482	0.8888756	0.6389484
1000	0.2488861	0.7237958	0.7120092	0.1454739	0.6121368	0.8148320	0.6677573	0.7361881	0.6485913	0.7010717

0	0.2132423	0.8923764	0.6831070	0.0526620	0.7327543	0.8361470	0.7308497	0.7235079	0.6671350	0.7557708
50	0.4162079	0.7004052	0.6537069	0.0934162	0.5162139	0.7033841	0.5781076	0.6712398	0.8386596	0.2947158
100	0.3955842	0.8452479	0.8432801	0.0537054	0.4158254	0.6465035	0.5885469	0.7223717	0.7002399	0.1704502
150	0.4774832	0.6855886	0.7646545	0.0968448	0.5043071	0.7509530	0.6452736	0.7489868	0.7242404	0.1645941
200	0.3718205	0.6943053	0.7392902	0.0700442	0.5192873	0.7564993	0.6398342	0.6663603	0.6635796	0.1259186
250	0.4777275	0.7933734	0.8558498	0.1050514	0.4790747	0.6734170	0.7178960	0.7594910	0.6242914	0.0808763
300	0.3850213	0.6307214	0.6647866	0.0722945	0.5070251	0.8131325	0.6543454	0.6461981	0.6450682	0.1653523
350	0.4369977	0.7970091	0.6533194	0.0834697	0.4950525	0.6936861	0.6166108	0.6636867	0.6311731	0.1642788
400	0.5456270	0.8018579	0.6868369	0.1277492	0.3915419	0.8124112	0.7458550	0.6220275	0.7628871	0.1405988
450	0.4458946	0.7710006	0.8249316	0.0968490	0.4338635	0.8042306	0.7742283	0.7348940	0.8431435	0.0870262
500	0.4767170	0.7127861	0.6873761	0.0826155	0.4220477	0.8922032	0.7022705	0.6890999	0.5925634	0.1249666
550	0.2691538	0.7109224	0.5414931	0.1653557	0.6897451	0.7936286	0.6951604	0.7761217	0.8033167	0.5945867
600	0.3408283	0.8058363	0.7894438	0.1538647	0.8044048	0.7031642	0.7657654	0.8086329	0.7581269	0.8027073
650	0.2856651	0.7054451	0.6742166	0.1249263	0.6864425	0.6561300	0.7773299	0.7224495	0.8187724	0.7304867
700	0.3131597	0.7344625	0.6119673	0.1138804	0.7143553	0.6985972	0.7224087	0.7004852	0.6802671	0.7577091
750	0.2398323	0.7048678	0.7712350	0.1008930	0.8541765	0.6674644	0.8166010	0.6785235	0.7422614	0.7084457
800	0.2255049	0.7053008	0.6011618	0.1030886	0.7617723	0.6859136	0.6288748	0.7182379	0.7172083	0.7615198
850	0.2152693	0.6281826	0.7021707	0.0972283	0.9005813	0.7081171	0.7446363	0.7406199	0.7500034	0.7713800
900	0.2857203	0.7299670	0.7191491	0.1261490	0.7468553	0.8070447	0.6941785	0.7845376	0.7173966	0.7048755
950	0.2783344	0.7881366	0.6153227	0.1058190	0.8748510	0.7099922	0.7045135	0.7739781	0.7454951	0.6364451
1000	0.3256865	0.6492643	0.7079353	0.1007303	0.7140113	0.8059673	0.8054302	0.9283778	0.8647833	0.6873183

0	0.1850953	0.7686709	0.5393316	0.1119493	0.8109766	0.7802532	0.5868635	0.7463635	0.6722426	0.6190753
50	0.2436456	0.7869881	0.7136969	0.0905732	0.6827476	0.6350038	0.7560803	0.6659179	0.8044627	0.7573713
100	0.3570723	0.7069109	0.7044728	0.1406444	0.7104185	0.4694039	0.8602356	0.6193279	0.7411828	0.5934695
150	0.2837351	0.7062970	0.7650502	0.1256331	0.8185966	0.3453903	0.6582052	0.6909067	0.7377774	0.7004011
200	0.2603471	0.7385403	0.6987908	0.0720564	0.7171626	0.3833779	0.8612431	0.7396296	0.7477635	0.7481459
250	0.1786480	0.7203238	0.7448701	0.1240877	0.7363034	0.3978698	0.7190297	0.6694373	0.7625738	0.6693247
300	0.2013749	0.8926644	0.7107325	0.1012578	0.7352204	0.4266802	0.7341247	0.7572649	0.6769985	0.7839214
350	0.1898219	0.8985176	0.8092732	0.0794916	0.7124225	0.3123896	0.8357808	0.6825207	0.7028079	0.7041221
400	0.1995157	0.8150813	0.7575230	0.0980459	0.8732071	0.3645307	0.8858710	0.6545337	0.6794965	0.6352522
450	0.1680010	0.6334779	0.6418108	0.1371491	0.8641886	0.3549684	0.8919049	0.7154874	0.6011521	0.7187487
500	0.1225895	0.7203267	0.7323967	0.1146215	0.8252472	0.3867393	0.7081843	0.7094054	0.7063793	0.5195612
550	0.2127575	0.7918285	0.6593828	0.1519195	0.8087175	0.5928980	0.7315645	0.7481520	0.7230010	0.8419751
600	0.1778797	0.7049085	0.7177551	0.0727437	0.6291933	0.7283279	0.6920943	0.6685512	0.6437539	0.6693825
650	0.3102292	0.7843243	0.7443787	0.0613683	0.8096118	0.7650153	0.7144206	0.6332478	0.7395201	0.6985546
700	0.2403401	0.7652251	0.5902721	0.0509883	0.5920191	0.8359439	0.7527504	0.6265545	0.6400476	0.7289070
750	0.2937748	0.7118742	0.7467325	0.0474827	0.7406131	0.7446104	0.6671797	0.7128747	0.6501462	0.6621533
800	0.2570364	0.7851297	0.7532084	0.0669268	0.5436029	0.6205608	0.7782016	0.7479623	0.7193585	0.6960699
850	0.2573919	0.7919836	0.6865636	0.0766060	0.7728444	0.7692204	0.6849370	0.8489568	0.7052096	0.5964283
900	0.2817430	0.6756853	0.7886748	0.0672763	0.6085114	0.7643289	0.7395841	0.8413035	0.6947317	0.7665285
950	0.3301559	0.7942554	0.7089170	0.0551760	0.6930638	0.6644880	0.8502993	0.7606775	0.7603072	0.8615483
1000	0.2843520	0.7967755	0.7724879	0.0653158	0.6868188	0.8127438	0.7380022	0.6523871	0.7084550	0.6660558

0	0.1773717	0.6101237	0.5582433	0.0467912	0.8407577	0.8258957	0.7716290	0.6835599	0.6050200	0.7799254
50	0.3419130	0.6536112	0.6901927	0.0857838	0.7247696	0.7575966	0.5603773	0.7756103	0.7093838	0.6901314
100	0.4301859	0.7214962	0.7389140	0.1060169	0.7343100	0.7103287	0.7179377	0.8008304	0.7335680	0.7012378
150	0.3983011	0.7457309	0.7056905	0.0685718	0.8714914	0.8607194	0.7037604	0.6307799	0.6876513	0.7098580
200	0.5303680	0.6259229	0.6976903	0.0867371	0.7612070	0.8224730	0.7135215	0.6373178	0.6625570	0.6841872
250	0.3643734	0.5947438	0.5939149	0.1466504	0.6526818	0.7014158	0.6535715	0.6936149	0.6558939	0.8205596
300	0.4018029	0.8701735	0.7315931	0.1887110	0.7102383	0.7718408	0.7518108	0.6170763	0.7741242	0.7139423
350	0.4144949	0.7882728	0.6820045	0.0546540	0.8139546	0.6963239	0.7691692	0.6982262	0.9335914	0.9889305
400	0.4962600	0.7279422	0.7439465	0.0700349	0.7021513	0.7542667	0.6792443	0.7306663	0.7859480	0.6577094
450	0.4452549	0.8026017	0.7711097	0.0617672	0.6297725	0.7037129	0.7272762	0.6521592	0.7381727	0.6568528
500	0.3864520	0.7690666	0.5476794	0.1031604	0.8082063	0.7304194	0.6818186	0.7198684	0.7807094	0.8028614
550	0.3410312	0.7577642	0.6453759	0.0637455	0.7294180	0.6134614	0.5531605	0.6904707	0.6411650	0.6633310
600	0.2621336	0.6639778	0.7053033	0.1080597	0.7153889	0.7124252	0.7351000	0.8869854	0.6475010	0.7916575
650	0.2850675	0.7278532	0.6919215	0.0543863	0.8012422	0.7686037	0.6952063	0.7124256	0.7235184	0.6057064
700	0.2337246	0.7118960	0.7358766	0.0807225	0.9546758	0.6634125	0.6307559	0.6939451	0.7930815	0.6099119
750	0.2871572	0.6889515	0.7629123	0.0680304	0.7919460	0.6344480	0.7533477	0.7233841	0.6562527	0.7916781
800	0.2579908	0.6783317	0.7397881	0.1393324	0.7346848	0.6676782	0.7240241	0.8090313	0.6347365	0.8153035
850	0.2434713	0.7343845	0.7246297	0.2338860	0.8531866	0.7570131	0.7654624	0.8557934	0.8110299	0.6309964
900	0.2944776	0.7018782	0.6414427	0.1272965	0.7459320	0.7397192	0.7861086	0.7755383	0.6685523	0.7139435
950	0.2695086	0.8205699	0.5337690	0.0769713	0.7389286	0.6922576	0.5910616	0.7289247	0.7746721	0.8667265
1000	0.2198043	0.8462452	0.6698487	0.0709203	0.7119857	0.6981637	0.6785095	0.6450166	0.8360915	0.7692552

0	0.2249627	0.7724979	0.5723170	0.0613059	0.7716687	0.7182837	0.8262228	0.8181953	0.7875647	0.6523260
50	0.2955596	0.7145987	0.7306430	0.1096731	0.2723233	0.7443111	0.6820591	0.8760004	0.7786371	0.7133149
100	0.1823513	0.7758061	0.8955457	0.2247607	0.1275610	0.8210456	0.6399416	0.6756399	0.6613751	0.6940142
150	0.2455941	0.8211792	0.8227970	0.3663036	0.1142855	0.8155180	0.7282321	0.8438037	0.7301928	0.9260672
200	0.3054428	0.7026128	0.8199804	0.3275076	0.1255431	0.6499681	0.8202468	0.7023619	0.6660664	0.7377782
250	0.3652261	0.7930446	0.8090169	0.3872508	0.0553384	0.7206804	0.7846609	0.6948619	0.7775338	0.7483384
300	0.2328118	0.7421490	0.8189420	0.5167450	0.1545731	0.6878953	0.7438261	0.7354061	0.6031002	0.7022172
350	0.3550313	0.7954085	0.7276823	0.4877950	0.0757155	0.6720931	0.8114228	0.8633398	0.7546501	0.7696852
400	0.2537878	0.7061150	0.6807867	0.5755343	0.0552415	0.8094669	0.8093933	0.6461387	0.6355442	0.7247832
450	0.2041958	0.7385339	0.8049841	0.5994103	0.0933292	0.6831109	0.7044533	0.7379810	0.5970030	0.7908994
500	0.2580346	0.7602243	0.6820816	0.6256111	0.0614435	0.7012985	0.6684965	0.6078614	0.7097355	0.6802762
550	0.2376724	0.8889860	0.6998376	0.4439209	0.5799922	0.8021652	0.8057444	0.8008217	0.7322073	0.7579744
600	0.2983100	0.8691919	0.6876373	0.2601650	0.6750460	0.6343060	0.7763537	0.7871406	0.7718023	0.6984749
650	0.2235285	0.6496436	0.6511661	0.2055164	0.7014350	0.6592660	0.8418441	0.6374764	0.7821430	0.7293533
700	0.2906033	0.8129337	0.6436983	0.1408780	0.7236962	0.6970100	0.6321613	0.7872411	0.7205438	0.8289109
750	0.2560007	0.7543933	0.7161984	0.0975062	0.6600247	0.7516008	0.6588081	0.6988449	0.7029761	0.6052410
800	0.3288517	0.6403693	0.6333936	0.1001439	0.6688579	0.6209392	0.7632493	0.8793647	0.8336316	0.5580711
850	0.2546814	0.7176802	0.6645147	0.1088090	0.7263925	0.7820046	0.6855066	0.8114168	0.8007140	0.7098165
900	0.3106093	0.6010510	0.6397939	0.0770567	0.7882583	0.7352550	0.6342384	0.8136826	0.7553443	0.7041917
950	0.2537542	0.7283838	0.5916739	0.0649768	0.7759137	0.6611248	0.7242103	0.7407527	0.7458869	0.6732476
1000	0.2947878	0.6712193	0.6603302	0.0373745	0.7668744	0.7812053	0.8250570	0.7981877	0.6783391	0.7507685

0	0.1987215	0.8414195	0.6162581	0.0629137	0.8343801	0.8466905	0.7554864	0.6636724	0.7776267	0.7491371
50	0.2866098	0.6452901	0.7380323	0.0487127	0.8949012	0.4595383	0.7005631	0.6212852	0.7557525	0.6465449
100	0.3724013	0.7562830	0.7253949	0.0798040	0.8009658	0.3499903	0.7218537	0.3470651	0.8084332	0.7120563
150	0.3120768	0.7116411	0.4962231	0.0359458	0.8035942	0.4238862	0.6841213	0.3197132	0.6907894	0.7302867
200	0.3117278	0.7071618	0.6929996	0.0666165	0.7266577	0.2900895	0.6605600	0.3691081	0.6043603	0.6990668
250	0.2859678	0.6855774	0.6816036	0.0846819	0.7338088	0.2985739	0.5338820	0.3942281	0.6112293	0.7565556
300	0.3071618	0.7094367	0.5257109	0.0480840	0.7717529	0.3597714	0.6343490	0.2698556	0.6924317	0.7932265
350	0.3119760	0.6720110	0.5639167	0.0382452	0.6888942	0.3085002	0.6685814	0.3962491	0.6679394	0.7769091
400	0.3389539	0.7375401	0.5241715	0.0530509	0.8466663	0.3494885	0.7600683	0.4046810	0.7932518	0.7716703
450	0.3335457	0.6161881	0.6146953	0.0760420	0.9270295	0.3240905	0.6226740	0.3502837	0.7395900	0.7633425
500	0.2958887	0.7296031	0.4676376	0.0496772	0.8024835	0.3093636	0.7361044	0.3733284	0.7704962	0.8592507
550	0.1451260	0.6851430	0.3583321	0.0626531	0.8503988	0.5593347	0.6388789	0.5876152	0.6946962	0.7675052
600	0.2820200	0.7186417	0.6505517	0.0485506	0.7700219	0.7505786	0.6381334	0.6965973	0.7999388	0.7064255
650	0.2938505	0.7638491	0.7129935	0.0674184	0.7785658	0.7789174	0.8081786	0.8028475	0.5756916	0.6794977
700	0.3298760	0.8669728	0.7477436	0.0708213	0.7572625	0.8190243	0.6911424	0.7093652	0.7240583	0.5898589
750	0.3110510	0.8453007	0.6920978	0.0861224	0.8030766	0.7907431	0.8202893	0.8005292	0.6660186	0.8694875
800	0.3277045	0.7489620	0.7240874	0.0992682	0.6366261	0.8930047	0.7455069	0.7298345	0.7720101	0.8072030
850	0.3165699	0.7985946	0.6868085	0.0711437	0.6607074	0.7956851	0.7130807	0.7780091	0.8561510	0.8365083
900	0.2944911	0.8078781	0.6004194	0.0704622	0.7363087	0.7053987	0.7333864	0.7260617	0.7076176	0.8754175
950	0.3105370	0.7174543	0.6963698	0.0803917	0.8220183	0.8613837	0.6030720	0.8138904	0.7207745	0.7214441
1000	0.3169924	0.7852576	0.8456782	0.1711873	0.6672105	0.7548572	0.6412133	0.8404907	0.6543775	0.8013989

0	0.2541789	0.8521829	0.6342195	0.0662416	0.7732770	0.8130458	0.5876591	0.6484327	0.6379028	0.7282725
50	0.3483841	0.7078313	0.4966289	0.0535590	0.7220146	0.7432220	0.7448208	0.6667754	0.6714465	0.7703728
100	0.3129692	0.8178689	0.5691909	0.0948118	0.7701167	0.9044278	0.7508731	0.6702396	0.7984421	0.6743207
150	0.3443411	0.8439045	0.4719526	0.0281814	0.7562428	0.8530983	0.7134375	0.6181574	0.7726964	0.7111506
200	0.3230534	0.8368353	0.5641767	0.0175518	0.8069099	0.7442833	0.7251751	0.6336895	0.6641770	0.8232674
250	0.3355769	0.7511763	0.3438990	0.0245160	0.6583157	0.6559658	0.7474690	0.7444972	0.6500738	0.9236769
300	0.3322800	0.7092811	0.3518015	0.0117166	0.7994320	0.7255892	0.6977907	0.7207144	0.7900934	0.7533365
350	0.4330371	0.7293852	0.2089025	0.0331314	0.8081759	0.8904645	0.6821200	0.6124440	1.0000000	0.7648460
400	0.3692301	0.7331688	0.2467818	0.0305263	0.8496664	0.8649240	0.5931436	0.6957440	0.8991308	0.5792394
450	0.4685191	0.6972795	0.2066010	0.0156209	0.5925548	0.7153502	0.7939093	0.7576853	0.8004931	0.6904518
500	0.3947183	0.5925050	0.2310527	0.0242038	0.8063372	0.6966119	0.7389649	0.6737449	0.7080324	0.7822852
550	0.2730701	0.7738625	0.3242176	0.0771178	0.6852117	0.6158250	0.8168941	0.7010478	0.7038834	0.6587047
600	0.2579052	0.7667728	0.4125114	0.0720619	0.7196595	0.6220983	0.6992619	0.7821803	0.7418881	0.7331875
650	0.2727415	0.5673675	0.4856275	0.0790723	0.7239201	0.8088741	0.6309082	0.6488180	0.7653229	0.6750445
700	0.2597698	0.6923562	0.7262808	0.0724853	0.7244201	0.6704031	0.7390644	0.8066701	0.6933224	0.6821741
750	0.2181876	0.6125062	0.7191960	0.0984563	0.8475783	0.6516198	0.5835687	0.5985407	0.8427754	0.5578072
800	0.3197022	0.6618783	0.6091728	0.1305503	0.7849987	0.6536985	0.7846626	0.7278038	0.6947119	0.6760839
850	0.2511504	0.6829983	0.6945365	0.1094877	0.7023369	0.7807738	0.8800821	0.7908502	0.6894928	0.7413524
900	0.2498836	0.7717817	0.7121971	0.1578262	0.6737642	0.6925429	0.6776212	0.8103353	0.6315771	0.8202990
950	0.2404315	0.6731971	0.8057667	0.0794504	0.7554211	0.7089569	0.7724761	0.7709326	0.7349795	0.6780728
1000	0.2510137	0.6274991	0.5808404	0.0629145	0.7852402	0.7440135	0.7722268	0.6433426	0.7133698	0.7094709

0	0.2051307	0.6676835	0.6063886	0.0694371	0.7796283	0.7532005	0.8156265	0.6347520	0.7141731	0.7869673
50	0.2524617	0.6848038	0.6098805	0.0901096	0.6587035	0.7633951	0.7320951	0.6140722	0.4141650	0.2078581
100	0.3729258	0.8040840	0.6498434	0.1178801	0.7388199	0.6982595	0.6522359	0.7244784	0.5352923	0.0806005
150	0.2912387	0.7447314	0.6118127	0.0906654	0.6204837	0.7882208	0.5721113	0.7323405	0.5235924	0.0274964
200	0.2435882	0.9117816	0.6339179	0.1010675	0.6726855	0.7569099	0.7995075	0.7814055	0.5462750	0.0216153
250	0.3023918	0.8160106	0.8282592	0.0912875	0.8213373	0.9098988	0.7328681	0.6712815	0.4602309	0.0032438
300	0.3453291	0.6948636	0.7179131	0.0430301	0.8073800	0.7639762	0.7473248	0.6608892	0.3735168	0.0063132
350	0.3447043	0.7780772	0.6759070	0.0783590	0.7796522	0.7496099	0.8853804	0.7172981	0.4131605	0.0232172
400	0.3522633	0.7412010	0.8092013	0.1718785	0.7313214	0.8483784	0.8590195	0.6572444	0.4424582	0.0077154
450	0.3716096	0.7099673	0.6013942	0.0994638	0.6750759	0.7218898	0.8119697	0.6409898	0.4548394	0.0066430
500	0.2530767	0.7365334	0.6605308	0.0874331	0.7352703	0.7704542	0.7093149	0.6845651	0.3798054	0.0161544
550	0.3145832	0.7264691	0.7196586	0.0928502	0.7073748	0.7229940	0.8018838	0.6235434	0.5557798	0.5807261
600	0.3524956	0.8813704	0.7800437	0.0839847	0.6005144	0.7305949	0.6142956	0.6774753	0.6899265	0.7975629
650	0.2200499	0.6621633	0.6176413	0.0974798	0.6828882	0.6714262	0.6768799	0.7795627	0.7418169	0.6226827
700	0.2586389	0.8286836	0.7440694	0.0936980	0.6917370	0.8405486	0.7781050	0.7572541	0.9036539	0.6938605
750	0.2188086	0.7204136	0.6633364	0.0839049	0.6939318	0.8082955	0.6252021	0.6642190	0.8403988	0.6813654
800	0.2371413	0.8511893	0.5918774	0.0745960	0.8036117	0.7159676	0.6879155	0.7607039	0.7369638	0.8969507
850	0.2437150	0.7898644	0.6539745	0.0776015	0.6750515	0.7558637	0.7192825	0.9088290	0.6911540	0.8435242
900	0.2636292	0.7986454	0.6054948	0.0799141	0.6163976	0.6880277	0.6666998	0.6831716	0.7267198	0.8305115
950	0.2936781	0.7378288	0.6891948	0.0688565	0.8404227	0.6332238	0.6626297	0.7039135	0.7171812	0.8201964
1000	0.2925687	0.7382907	0.5227687	0.0714034	0.7319609	0.6178881	0.9419586	0.6033069	0.8427358	0.7305607

0	0.2212171	0.8082248	0.5701923	0.1088309	0.8053660	0.6718816	0.8657085	0.7559946	0.5890967	0.7562905
50	0.2581952	0.7144202	0.6323000	0.0299073	0.5613509	0.7719661	0.6963897	0.6052080	0.9166657	0.8635599
100	0.2038755	0.7317591	0.6774849	0.0334466	0.7681132	0.8436046	0.7681191	0.6944464	0.6985912	0.6613444
150	0.2478969	0.7984078	0.3251573	0.0280518	0.7420288	0.7673553	0.7525488	0.8120208	0.6243281	0.7403105
200	0.3030018	0.8356872	0.2278789	0.0148510	0.5693747	0.7476583	0.8231860	0.6044994	0.8186050	0.7498646
250	0.3439849	0.7536969	0.2162348	0.0194704	0.9346119	0.6395588	0.8852098	0.6356801	0.7923773	0.5907056
300	0.3040497	0.7532824	0.1141747	0.0212883	0.7199413	0.7949482	0.7884395	0.6078141	0.6960289	0.7270624
350	0.2523086	0.7302533	0.0644129	0.0544071	0.8975443	0.7530999	0.6596181	0.6923043	0.6541406	0.7580170
400	0.2178097	0.5846086	0.0428395	0.0056636	0.7426930	0.6553441	0.6371269	0.6489562	0.7453295	0.6558673
450	0.1918741	0.5376175	0.0724541	0.0058299	0.8487052	0.5283920	0.6599539	0.6677975	0.6856497	0.6543353
500	0.1846849	0.3793556	0.0535055	0.0190847	0.9193323	0.7098121	0.8050253	0.6584183	0.6883453	0.8285473
550	0.1339320	0.5346814	0.0638238	0.0644332	0.7864480	0.6931384	0.7744512	0.7083315	0.6557855	0.7825341
600	0.1186568	0.6173106	0.1813060	0.0653155	0.7526846	0.7635827	0.7841639	0.7906811	0.7368953	0.8626962
650	0.1239578	0.8147762	0.3465077	0.0982987	0.6398983	0.7921315	0.7620063	0.5914092	0.6500779	0.6124994
700	0.1526255	0.7009472	0.4018686	0.0776842	0.5934064	0.7485933	0.6414712	0.7875080	0.7110587	0.6533946
750	0.1834307	0.6053453	0.5964048	0.1035254	0.7760513	0.6962234	0.7824716	0.8120329	0.7018472	0.6559901
800	0.2357838	0.7735444	0.6206243	0.1174696	0.8233883	0.8388772	0.7896145	0.7621910	0.8438445	0.7717837
850	0.2961355	0.6302523	0.7212600	0.0958152	0.6408436	0.7048304	0.7143069	0.6587243	0.6219247	0.8135265
900	0.3738240	0.8858085	0.6397290	0.1003763	0.7778899	0.6188624	0.7348171	0.7977710	0.7914659	0.7387139
950	0.2746452	0.7167114	0.6140098	0.1237095	0.7308767	0.8411844	0.7346457	0.7196846	0.6667306	0.7203515
1000	0.2000090	0.6949373	0.6877238	0.0785083	0.7100564	0.7657685	0.7302510	0.8304678	0.7056761	0.7037206
