"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
150	0.3535195	0.0167656	0.1469005	0.2588711	0.7442426	0.3029852	0.6477099	0.2004572	0.0337216	0.0274660
200	0.4128755	0.0346931	0.1938044	0.2695785	0.7295915	0.2441458	0.5114142	0.0681086	0.0112336	0.0136044
250	0.4100547	0.0336371	0.1693430	0.2546006	0.6864761	0.1813581	0.5943969	0.0924863	0.0223364	0.0323613
300	0.3805999	0.0372693	0.2309143	0.2837028	0.6362073	0.2983412	0.5148536	0.0953780	0.0021097	0.0317602
350	0.3826231	0.0293657	0.1809795	0.2706069	0.7938704	0.2821971	0.4551821	0.0259546	0.0026034	0.0368157
400	0.3870576	0.0174611	0.1672483	0.3091695	0.6848475	0.2528564	0.4832239	0.0700478	0.0018539	0.0659536
450	0.3532839	0.0359567	0.1965036	0.2695838	0.8852796	0.2337212	0.4087797	0.0346367	0.0037324	0.0491395
500	0.4367415	0.0529453	0.1820456	0.2672920	0.4646714	0.3219129	0.5062345	0.1211063	0.0001023	0.0477731
550	0.3861954	0.0271547	0.1698732	0.3263524	0.6902838	0.3703225	0.1539482	0.0798152	0.3451220	0.0389890
600	0.4226942	0.0086156	0.1866042	0.2818221	0.7413667	0.2584713	0.0432158	0.6233664	0.6641914	0.0501369
650	0.3696527	0.0664248	0.2029651	0.4069316	0.6808842	0.1239658	0.3667520	0.7445446	0.7563745	0.0533581
700	0.2898445	0.0348256	0.1522691	0.2826598	0.6659401	0.1545592	0.4805032	0.6310820	0.7790533	0.0349817
750	0.3989500	0.0190147	0.2239452	0.3149822	0.8165365	0.1952922	0.7036182	0.6605037	0.6850882	0.0241834
800	0.5441715	0.0234044	0.2127816	0.3452428	0.6406160	0.2208813	0.6803899	0.8105841	0.7900401	0.0592723
850	0.3550850	0.0414672	0.2176388	0.3734511	0.6678747	0.2040527	0.7723630	0.8834007	0.8393503	0.0405214
900	0.3733981	0.0295050	0.1545200	0.3161817	0.6684706	0.2442309	0.5208023	0.6515868	0.7221519	0.0457144
950	0.4561722	0.0404969	0.1606586	0.2770557	0.7776208	0.2205690	0.6555557	0.6581590	0.8324342	0.0206675
1000	0.3443054	0.0372319	0.2526292	0.2643774	0.8339086	0.2356326	0.6386423	0.5666179	0.7586633	0.0514203

0	0.3863245	0.0321210	0.1439006	0.2932005	0.7267538	0.3006427	0.7091317	0.5907431	0.6979762	0.0123754
50	0.3888392	0.0254453	0.0683141	0.3057702	0.7968351	0.2447771	0.6767248	0.6069781	0.4359514	0.0322774
100	0.3883029	0.0232663	0.0342089	0.2575298	0.7410467	0.2213492	0.7160486	0.7319659	0.2583562	0.0392988
150	0.4103870	0.0175057	0.0273831	0.3130115	0.7894983	0.2121858	0.6208313	0.5656188	0.1552845	0.0204914
200	0.3860447	0.0615876	0.0122268	0.2724671	0.6563275	0.2953393	0.5849498	0.5264400	0.1499296	0.0295475
250	0.4123053	0.0246140	0.0029210	0.3835811	0.8634589	0.2085172	0.4934125	0.4862516	0.1287219	0.0274736
300	0.3671345	0.0629599	0.0347216	0.2585409	0.6892593	0.1935399	0.5705298	0.4966918	0.1664392	0.0266132
350	0.3585014	0.0322793	0.0171702	0.3209897	0.7790824	0.1778513	0.6041325	0.5508862	0.1523397	0.0424814
400	0.3774136	0.0338948	0.0132210	0.2332487	0.7663379	0.3169702	0.6074518	0.4977382	0.1520515	0.0280463
450	0.3963457	0.0239557	0.0140476	0.3492730	0.6063157	0.2698144	0.7383615	0.4071115	0.1956813	0.0461798
500	0.4079465	0.0369046	0.0158657	0.2605249	0.9268498	0.2223106	0.5670286	0.4083205	0.2458576	0.0954665
550	0.3475894	0.0420429	0.0970692	0.1936213	0.7319669	0.2481815	0.5353388	0.3221505	0.5268686	0.0223613
600	0.4276547	0.0529534	0.1794043	0.2881992	0.7865812	0.2002340	0.3732574	0.6219192	0.6940865	0.0475354
650	0.3953394	0.0304463	0.2051308	0.2713533	0.6930399	0.1658922	0.4883032	0.6758091	0.7024333	0.0216595
700	0.3200833	0.0381594	0.1421773	0.2416619	0.7933547	0.2536593	0.5715478	0.7673646	0.6462090	0.0467392
750	0.5236176	0.0275953	0.1751801	0.3249393	0.8345912	0.2363460	0.6774777	0.7771274	0.6475438	0.0263953
800	0.4374822	0.0243118	0.1772783	0.2561004	0.6737599	0.2673493	0.6976105	0.6895622	0.6859890	0.0480429
850	0.4449161	0.0089199	0.1023069	0.2921305	0.6863207	0.3364176	0.5943408	0.7148295	0.7647684	0.0596923
900	0.4832401	0.0261446	0.1472126	0.3502928	0.6439163	0.2906894	0.6829379	0.7051236	0.6953987	0.0560383
950	0.4360564	0.0333213	0.1470076	0.2563456	0.8074026	0.2212647	0.6832841	0.7544255	0.7894225	0.0421532
1000	0.4015252	0.0508124	0.1397682	0.3275857	0.7603403	0.2722708	0.6938240	0.7180721	0.6913090	0.0290715

0	0.4043105	0.0423744	0.1581179	0.3442459	0.7180703	0.2274307	0.6246298	0.8259918	0.6591296	0.0087293
50	0.4224236	0.0237079	0.2341030	0.2554440	0.7800687	0.2330960	0.5861579	0.7050924	0.7253117	0.0036695
100	0.4901651	0.0286101	0.1869292	0.2972458	0.7929337	0.2250364	0.6634773	0.7013862	0.7551798	0.0017921
150	0.4601302	0.0176535	0.2466658	0.2785009	0.7524373	0.3413470	0.6971586	0.7356040	0.8401039	0.0001914
200	0.4863117	0.0182087	0.1689421	0.2135983	0.8466743	0.2292238	0.7881667	0.6945301	0.6947843	0.0000314
250	0.3509995	0.0265550	0.1675534	0.3287902	0.6079502	0.1802949	0.8122452	0.6641627	0.8504586	0.0001098
300	0.3173556	0.0397916	0.1422584	0.2804430	0.7353102	0.2262888	0.7012734	0.8361971	0.7383015	0.0000576
350	0.3036608	0.0289726	0.2205599	0.2226663	0.7423731	0.2212535	0.6582975	0.6028787	0.7612261	0.0008579
400	0.3981497	0.0152486	0.2176900	0.2536916	0.6391144	0.2663029	0.6204732	0.6268615	0.7132035	0.0020901
450	0.4199859	0.0109078	0.1118256	0.2704841	0.7850807	0.2985124	0.6207172	0.6782757	0.6923942	0.0010157
500	0.3201714	0.0262420	0.1755705	0.3282346	0.7280033	0.2488753	0.6736890	0.8477854	0.7444155	0.0001181
550	0.3357009	0.0246307	0.1818108	0.3198677	0.8064928	0.2675249	0.7286623	0.7165728	0.7551864	0.0345580
600	0.3485990	0.0401593	0.1642218	0.2825789	0.6917223	0.2850773	0.5980193	0.7360007	0.6645634	0.0591250
650	0.4163640	0.0295191	0.2186417	0.3052723	0.6590763	0.1800986	0.6324217	0.7619023	0.9015445	0.0312121
700	0.3990850	0.0307360	0.1668320	0.2845670	0.8140842	0.2259178	0.5740608	0.6963121	0.6873770	0.0399908
750	0.3347327	0.0594191	0.1124100	0.2448125	0.7204582	0.2372903	0.5114474	0.7595011	0.6263087	0.0224285
800	0.4823713	0.0498145	0.1798953	0.2344406	0.6087080	0.1931430	0.6428855	0.7079511	0.5922234	0.0095184
850	0.3951706	0.0549849	0.1357815	0.3237956	0.7986053	0.1768861	0.6507578	0.6815872	0.6630832	0.0188595
900	0.4609805	0.0249427	0.1383452	0.2394911	0.7755514	0.2057793	0.6567527	0.6804020	0.6571332	0.0246581
950	0.4696692	0.0278858	0.1577662	0.2555081	0.8492589	0.2097945	0.5614453	0.6576341	0.6400352	0.0282693
1000	0.4539443	0.0517618	0.1622454	0.2392796	0.6530893	0.2146844	0.6629851	0.6254561	1.0000000	0.0257976

0	0.4152224	0.0205099	0.1472359	0.3281207	0.6616915	0.3017011	0.7968614	0.6184406	0.7845964	0.0258573
50	0.3672227	0.0268836	0.0519754	0.4055088	0.6152767	0.2788553	0.5803781	0.5721455	0.8594557	0.0085319
100	0.4568389	0.0240011	0.0204906	0.3071661	0.6660254	0.3468223	0.7796546	0.7060259	0.7384542	0.0102929
150	0.3465488	0.0204741	0.0123087	0.2528096	0.7647483	0.2933621	0.7578120	0.6903923	0.6415266	0.0017161
200	0.3111628	0.0455000	0.0041183	0.3045909	0.8246130	0.2363606	0.6353743	0.7975888	0.7033709	0.0000000
250	0.3386681	0.0274512	0.0049954	0.2023219	0.7654346	0.1734882	0.6965453	0.6130377	0.7416328	0.0000400
300	0.3737895	0.0316575	0.0054030	0.2814832	0.7079342	0.2181200	0.7377792	0.7994542	0.8170217	0.0004243
350	0.4179028	0.0149175	0.0078038	0.2731705	0.6775385	0.2524321	0.6817234	0.7691213	0.7879396	0.0000683
400	0.4676775	0.0173356	0.0135323	0.3034653	0.7659676	0.1865234	0.6664288	0.6262638	0.7492201	0.0024559
450	0.3169485	0.0262016	0.0096395	0.2024900	0.6803739	0.1495556	0.6349848	0.7675636	0.6443065	0.0026282
500	0.3002464	0.0242868	0.0108144	0.2665309	0.6206500	0.2060144	0.7740091	0.8171828	0.6246394	0.0000019
550	0.4497867	0.0191331	0.1473801	0.2380978	0.8144420	0.2360310	0.6333260	0.7209668	0.7778862	0.0215254
600	0.4230625	0.0079024	0.1057146	0.2527518	0.6642515	0.3032783	0.8241713	0.7499117	0.7122773	0.0132708
650	0.4327738	0.0170491	0.1434133	0.2979074	0.7614155	0.3029097	0.6569423	0.6704020	0.6654377	0.0354636
700	0.4254528	0.0626387	0.1604947	0.3765467	0.6442615	0.2305682	0.6762493	0.7118819	0.8343805	0.0314768
750	0.4340938	0.0456603	0.1249988	0.3263813	0.6883430	0.2284832	0.7648575	0.6552691	0.6981749	0.0196171
800	0.3417779	0.0233150	0.1774655	0.3245223	0.6385700	0.2254797	0.7276302	0.7389767	0.7411767	0.0261443
850	0.4530457	0.0320583	0.1618846	0.2383990	0.6711883	0.1319891	0.7352490	0.6365907	0.6881249	0.0316351
900	0.4142291	0.0625119	0.2182058	0.3261607	0.6954843	0.2715211	0.7138834	0.6373002	0.5600711	0.0307947
950	0.3827378	0.0254940	0.1646405	0.2364714	0.7673994	0.1976280	0.7300742	0.8080040	0.6346182	0.0298036
1000	0.4004143	0.0193369	0.1083866	0.3069087	0.7339720	0.1915254	0.6689651	0.6837197	0.6427516	0.0207776
