"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0	0.4304858	0.2829146	0.8054527	0.7212403	0.1669585	0.8117918	0.7285812	0.7922365	0.7616144	0.0417047
50	0.3769255	0.2204344	0.7420172	0.5364329	0.1426062	0.7398103	0.7643325	0.7923687	0.7715465	0.0407434
100	0.3466443	0.2147376	0.7458370	0.4017293	0.0668545	0.7768512	0.5666184	0.7550908	0.5507407	0.0202692
150	0.4500795	0.1874769	0.7675810	0.3476408	0.1563243	0.6433626	0.5660502	0.6540162	0.5998086	0.0137332
200	0.3413425	0.2283902	0.7732214	0.4341921	0.1017891	0.7127489	0.5643355	0.6420158	0.5705616	0.0188758
250	0.5341731	0.2153336	0.8080671	0.3596890	0.1343510	0.8943853	0.5646429	0.7178995	0.5399484	0.0248995
300	0.3715765	0.3584033	0.7471302	0.3934801	0.1196983	0.7821223	0.8072281	0.6912681	0.5833934	0.0211497
350	0.3820335	0.2482433	0.8066032	0.4153910	0.0735104	0.7740009	0.6845748	0.8602982	0.5352371	0.0090312
400	0.3582495	0.2295504	0.7780318	0.3489576	0.0929668	0.8369377	0.6383782	0.6587172	0.6027352	0.0094293
450	0.4205799	0.2483641	0.8306808	0.3938873	0.0905539	0.7350722	0.7088622	0.6727733	0.5572491	0.0014486
500	0.4997389	0.2099250	0.7612583	0.3994311	0.0561784	0.8142164	0.5555679	0.7604457	0.5995540	0.0066545
550	0.3651997	0.2724086	0.8048285	0.6873289	0.1135601	0.8855758	0.7035954	0.8087543	0.7553576	0.0038742
600	0.4790954	0.2674949	0.7761129	0.7481685	0.1077360	0.8077954	0.6938687	0.8496105	0.7656685	0.0204760
650	0.3913102	0.2212654	0.7897216	0.6851393	0.1259115	0.7645332	0.7316625	0.7174554	0.5731621	0.0142616
700	0.3599469	0.2768421	0.8747046	0.7802074	0.1161726	0.6921655	0.6840930	0.6190257	0.6769558	0.0157927
750	0.3836263	0.2013894	0.7607907	0.7593016	0.1098279	0.8184385	0.7771991	0.6583888	0.8247344	0.0306141
800	0.3610673	0.2304195	0.8143714	0.6526871	0.1425488	0.6137595	0.7192496	0.7210965	0.7826011	0.0334214
850	0.4457988	0.2013285	0.8339594	0.6856132	0.1249218	0.7008790	0.6287810	0.6874293	0.6969550	0.0303486
900	0.3943794	0.2846343	0.6877131	0.8551593	0.1482228	0.9282608	0.6125341	0.7621275	0.6741903	0.0331792
950	0.4454047	0.1664604	0.7610962	0.6589432	0.1538877	0.6900495	0.6665398	0.7603759	0.7609942	0.0784910
1000	0.3335601	0.2456969	0.6774822	0.7731388	0.1809782	0.7714516	0.7116642	0.7052979	0.7373218	0.1066354

0	0.4024767	0.2905880	0.7011934	0.6442919	0.1883323	0.6552379	0.6404350	0.7796871	0.8481993	0.0302667
50	0.4011797	0.3016301	0.7175411	0.6045073	0.0994766	0.3660039	0.6466055	0.7234811	0.7024996	0.4285289
100	0.3477250	0.2545530	0.7606495	0.6286316	0.1605733	0.1094705	0.7032530	0.7202082	0.2579435	0.5434846
150	0.5115008	0.2309082	0.7989257	0.5866295	0.3261129	0.1012889	0.6171220	0.7863365	0.1132819	0.4702148
200	0.3252123	0.2263158	0.6712177	0.5736968	0.3293335	0.1085846	0.6800513	0.8954680	0.0562546	0.5225517
250	0.3471478	0.1922494	0.7988749	0.3535162	0.3141828	0.1006974	0.6107404	0.7072141	0.0234849	0.6860111
300	0.3331818	0.1810590	0.7464829	0.3746409	0.4182635	0.1090918	0.5668388	0.5920522	0.0218890	0.6480676
350	0.3174223	0.2122427	0.7946778	0.4205432	0.4399633	0.0904052	0.5293105	0.7038823	0.0188692	0.5810239
400	0.3504870	0.2013375	0.7177075	0.2373323	0.4120144	0.1578543	0.4833588	0.7326910	0.0148048	0.8225178
450	0.3347579	0.1796938	0.8163511	0.1758721	0.3898278	0.0945476	0.5294412	0.7434793	0.0233861	0.7772571
500	0.4063552	0.1690937	0.8384379	0.2694820	0.3614618	0.1697800	0.5231879	0.7849865	0.0365273	0.7349119
550	0.2783410	0.2065328	0.6844810	0.2543964	0.5101143	0.4490197	0.5683508	0.5535516	0.0029532	0.6957036
600	0.3618988	0.2605912	0.7676423	0.1563723	0.4500884	0.6116185	0.6757155	0.5025037	0.0298753	0.6405841
650	0.2384220	0.2679764	0.8084753	0.2754488	0.3093889	0.7615423	0.5923490	0.5157378	0.0141868	0.5402288
700	0.3644193	0.2764183	0.6839163	0.3710215	0.2520980	0.7816299	0.6948105	0.5523017	0.0134094	0.4643646
750	0.3481453	0.2529823	0.7548758	0.7108148	0.1389735	0.6437945	0.6305583	0.5164055	0.0445266	0.3142671
800	0.3664760	0.2100883	0.7471966	0.6635929	0.1284511	0.6612421	0.5793094	0.5169167	0.1715200	0.1845299
850	0.3678442	0.2505982	0.6692139	0.6129631	0.1475231	0.7879236	0.5573029	0.6013319	0.4463995	0.1724486
900	0.3310359	0.1964865	0.7902159	0.7158255	0.1246031	0.7877529	0.6003573	0.6666443	0.7298420	0.1268090
950	0.2958256	0.1964616	0.7182869	0.7111242	0.1102079	0.6633785	0.6410126	0.7282899	0.6876348	0.0852477
1000	0.3273196	0.2016019	0.6203117	0.7628477	0.0824138	0.6410381	0.6559845	0.6548111	0.8049813	0.0116193

0	0.3323019	0.2158815	0.7387420	0.6521960	0.1134635	0.8046017	0.7263297	0.7446764	0.7766733	0.0460925
50	0.3718509	0.1761488	0.7101180	0.6490506	0.1559651	0.7822231	0.6268618	0.5942832	0.6584310	0.2237171
100	0.3843373	0.2047096	0.6429939	0.7008619	0.1228168	0.7952818	0.6909260	0.6961671	0.4379006	0.2602053
150	0.3921548	0.2964456	0.6019369	0.7413697	0.1303104	0.7754364	0.7624729	0.7500966	0.2497901	0.2794902
200	0.3687360	0.2368960	0.8840554	0.7922177	0.1414715	0.6770347	0.5866876	0.6927930	0.2347092	0.3187819
250	0.3035390	0.2033926	0.7204021	0.7537755	0.1899055	0.7111604	0.6799636	0.4813511	0.2139428	0.2720523
300	0.2365839	0.1629744	0.7494987	0.6890176	0.1622902	0.7603474	0.6287658	0.5390789	0.0966033	0.3211376
350	0.2572003	0.2341612	0.7418495	0.6675845	0.1243407	0.7501021	0.6100642	0.5229355	0.1163353	0.2162177
400	0.2743161	0.1977280	0.8025416	0.7071401	0.0969835	0.6935850	0.6237242	0.4229512	0.1238795	0.3314263
450	0.2649880	0.2588277	0.7079495	0.7822992	0.1236450	0.7154942	0.6824559	0.4906144	0.1879206	0.3025780
500	0.3429792	0.1928424	0.7263846	0.7102754	0.1044944	0.7014923	0.6438234	0.6260725	0.2118478	0.2518621
550	0.2870300	0.2360903	0.8248439	0.7943412	0.1258791	0.7826239	0.5983262	0.6575103	0.2553927	0.1125138
600	0.4108620	0.3557176	0.5452133	0.6999318	0.1346239	0.6949013	0.7190180	0.6804034	0.5110269	0.0808771
650	0.5304260	0.3227931	0.6926253	0.6620879	0.1785934	0.8285165	0.7932068	0.6694834	0.6701265	0.0301798
700	0.5179945	0.3168612	0.9162466	0.6254259	0.1428193	0.7397254	0.6259933	0.8148810	0.8000158	0.0366149
750	0.4493220	0.2753727	0.7575732	0.7011651	0.1362706	0.7225354	0.7375637	0.7226358	0.8070335	0.0283176
800	0.3009134	0.2328946	0.6833830	0.8270639	0.1095778	0.8556100	0.5500633	0.7813107	0.8103515	0.0585531
850	0.3306357	0.1850188	0.8494791	0.6307715	0.1844915	0.7470651	0.6895918	0.8105011	0.8437498	0.0307632
900	0.3564838	0.2133869	0.7820724	0.5657634	0.1761013	0.7302842	0.7113978	0.7087978	0.6808212	0.0108321
950	0.2674356	0.1909427	0.6630236	0.8226654	0.0917093	0.8664780	0.6645570	0.7010272	0.6549783	0.0242688
1000	0.3855964	0.2431998	0.5952030	0.6549529	0.1058234	0.7389727	0.5954375	0.6943800	0.6956660	0.0162815

0	0.4103597	0.3120205	0.8244275	0.7404833	0.1392460	0.6899173	0.7733174	0.6940158	0.7837627	0.0443837
50	0.3134328	0.1511335	0.6747665	0.7167275	0.1962075	0.6605646	0.6457563	0.7415719	0.7753337	0.2344357
100	0.1503033	0.0330076	0.7544814	0.6914540	0.1785890	0.5436223	0.6208537	0.6105324	0.6677651	0.2328356
150	0.0581705	0.0453987	0.8070009	0.5978330	0.1220827	0.5693251	0.6576873	0.7461454	0.6743170	0.2983535
200	0.0337042	0.0584118	0.6939801	0.7522686	0.1590159	0.6358557	0.6670245	0.7262931	0.4469496	0.1704902
250	0.0427858	0.0348643	0.7502313	0.6946075	0.2032602	0.6591008	0.7004716	0.6929946	0.4611479	0.2075157
300	0.0642822	0.0468012	0.8619372	0.7516046	0.2723875	0.5362744	0.6182984	0.7108489	0.3175409	0.2878013
350	0.0134573	0.0239520	0.7106807	0.7476511	0.2282352	0.6170280	0.7012637	0.6861515	0.3046763	0.2788608
400	0.0294077	0.0277924	0.8808845	0.7245071	0.2125396	0.5944656	0.6570739	0.5363831	0.2633221	0.3203866
450	0.0139639	0.0624850	0.7057731	0.5909567	0.1918072	0.5951875	0.7431135	0.5840676	0.1685790	0.3410576
500	0.0170664	0.0308042	0.8554514	0.5938605	0.2050798	0.6296986	0.6204163	0.5377501	0.2085942	0.3877801
550	0.0771497	0.1178044	0.7638641	0.6331011	0.2200414	0.7643839	0.6028736	0.5873205	0.4584741	0.2895507
600	0.1988710	0.1773053	0.6743823	0.6709206	0.1552087	0.7379703	0.6838227	0.5827041	0.5065749	0.1030602
650	0.2972562	0.2819842	0.7691237	0.6828828	0.1429838	0.6946550	0.6588665	0.7205759	0.8110588	0.0453561
700	0.3961106	0.2310525	0.7653659	0.6964675	0.1413778	0.6761070	0.6636482	0.7798338	0.6910370	0.0304341
750	0.4385062	0.2658454	0.6921627	0.6925036	0.1398304	0.6422408	0.6589035	0.7284580	0.8813295	0.0651132
800	0.2766533	0.2674958	0.8010771	0.7062330	0.1779161	0.6996183	0.6837668	0.7431190	0.7574626	0.0988352
850	0.3200373	0.1840839	0.8535709	0.7082650	0.1635743	0.6374507	0.7746624	0.7284878	0.7491204	0.1794313
900	0.4947677	0.2725512	0.7110486	0.6281654	0.1441618	0.8046454	0.7133526	0.5666824	0.7557006	0.1190580
950	0.3216684	0.1692947	0.8652134	0.7845880	0.1353155	0.6047668	0.5149452	0.8282077	0.6742786	0.0857196
1000	0.3575654	0.1697799	0.7634819	0.6746630	0.1174973	0.8525704	0.8140052	0.7950945	0.8115895	0.0591805

0	0.4017483	0.2094210	0.8354080	0.8108300	0.1443647	0.7103005	0.5311204	0.8081425	0.8054961	0.0395194
50	0.4194742	0.2413978	0.7105919	0.6710937	0.1755046	0.2922098	0.7380243	0.7235371	0.3104663	0.1323948
100	0.4350973	0.2301275	0.7854783	0.7160019	0.2396456	0.2122294	0.7218610	0.5734181	0.1575615	0.1521844
150	0.4101743	0.1843733	0.8696493	0.6789472	0.4129283	0.2009789	0.7445437	0.5445578	0.1503173	0.3583747
200	0.4653001	0.2878222	0.6079365	0.3271864	0.7039447	0.1840710	0.5893625	0.4877292	0.0643001	0.4990173
250	0.5050609	0.2953141	0.6969627	0.2030475	0.6596488	0.1479127	0.4655020	0.4007179	0.0137295	0.4969623
300	0.5354697	0.2174560	0.6624389	0.1243750	0.7355787	0.1091887	0.5815952	0.5086548	0.0112670	0.8289386
350	0.4632990	0.3172318	0.6422896	0.0340873	0.7163044	0.1517360	0.4594492	0.5497609	0.0030597	0.6227110
400	0.4779912	0.2887237	0.6629491	0.0219582	0.5669542	0.1412365	0.5103696	0.5204245	0.0000484	0.6656706
450	0.5152667	0.3878599	0.5490255	0.0462804	0.8070655	0.1741599	0.5276771	0.4554423	0.0021913	0.6941170
500	0.5991149	0.3499185	0.4500849	0.0506780	0.5769255	0.1342063	0.4130186	0.4968836	0.0006409	0.7862904
550	0.4697631	0.5174165	0.3581179	0.0586241	0.5624481	0.5077287	0.4465580	0.5631482	0.0083641	0.7911728
600	0.6586229	0.5903859	0.4393104	0.1290303	0.4793519	0.7305070	0.4924900	0.6989011	0.0166108	0.6958747
650	0.5587669	0.5846390	0.5855200	0.2305546	0.2086604	0.6825952	0.5880761	0.5471693	0.0073115	0.5906329
700	0.5502602	0.3671590	0.7689824	0.5294603	0.1761808	0.7457650	0.6118304	0.5862680	0.0118618	0.4319618
750	0.6445830	0.2711727	0.7851650	0.6947852	0.1461913	0.7335917	0.5856948	0.5880266	0.1507107	0.1980013
800	0.4887085	0.2096604	0.7178684	0.6386298	0.1768605	0.6889233	0.6080943	0.4548313	0.4009809	0.1545201
850	0.3521064	0.1880187	0.7324133	0.6452194	0.1491420	0.7281444	0.5790109	0.5357974	0.5864224	0.0871471
900	0.3669668	0.1831176	0.6721196	0.7288720	0.1642166	0.7555480	0.5882439	0.6590790	0.6750461	0.0228013
950	0.3602555	0.2711323	0.6096012	0.6562443	0.1514917	0.6716410	0.6369247	0.7548687	0.8376053	0.0302888
1000	0.3050765	0.1865304	0.6411578	0.6472285	0.1150871	0.8203833	0.6029789	0.7366598	0.7735246	0.0679600

0	0.4654332	0.2513952	0.7642801	0.7022628	0.1175306	0.6142973	0.7412613	0.7422613	0.6692118	0.0416804
50	0.3687100	0.1325458	0.8145322	0.7329925	0.1637659	0.6924212	0.7145428	0.8113581	0.4347237	0.1194147
100	0.3527149	0.1280973	0.7446134	0.7205277	0.2110796	0.4186351	0.5499203	0.6775738	0.5484218	0.1503572
150	0.3135213	0.1605390	0.6887990	0.5970015	0.2452510	0.4744236	0.6826814	0.5870905	0.4166120	0.2236193
200	0.2418176	0.1595384	0.7402031	0.5842700	0.3342401	0.3603201	0.6153808	0.8156624	0.2209490	0.2958497
250	0.3052153	0.2140311	0.6860398	0.5316230	0.4323452	0.4500854	0.6031239	0.6497358	0.2336372	0.4487626
300	0.3938594	0.1507984	0.8464128	0.3822055	0.3836116	0.4084308	0.5092401	0.7958967	0.1179654	0.5153158
350	0.3013739	0.1763340	0.7052922	0.3590744	0.3293088	0.4795323	0.6841351	0.7370329	0.0455429	0.6241464
400	0.2183843	0.2982401	0.6260940	0.4025275	0.2895215	0.4235249	0.6197688	0.6842665	0.0252544	0.4106831
450	0.3428802	0.1923485	0.6266802	0.5328704	0.3255085	0.5048211	0.6292772	0.7809430	0.0115355	0.3978787
500	0.3163331	0.2019107	0.6282457	0.5433238	0.3231272	0.4672730	0.6287222	0.7641241	0.0208531	0.5054347
550	0.3584467	0.1983810	0.6391902	0.5227556	0.2139086	0.7186581	0.7564227	0.7849637	0.0231621	0.5144804
600	0.4182314	0.2446544	0.5854203	0.6420594	0.1610681	0.6599970	0.6505883	0.5916928	0.0387770	0.3798821
650	0.4568128	0.2607954	0.8507142	0.6980366	0.2432245	0.7341754	0.6343864	0.5707518	0.1826947	0.1807510
700	0.4017342	0.2546561	0.7402658	0.7456104	0.1476956	0.6737895	0.7228225	0.5573923	0.3522139	0.1682307
750	0.4172696	0.2153659	0.9191893	0.5821159	0.1684421	0.6403694	0.6939180	0.6984278	0.6657690	0.1055760
800	0.3547684	0.1849031	0.8400469	0.7495368	0.1436940	0.7269386	0.6575617	0.7469233	0.8319927	0.0787263
850	0.2648524	0.1552561	0.6837073	0.7582676	0.1394407	0.7679311	0.7336870	0.6115252	0.7776160	0.0310459
900	0.2899721	0.2216752	0.8503708	0.7609369	0.1446992	0.7094609	0.5867377	0.7524492	0.6839998	0.0356546
950	0.2770512	0.1714216	0.8050120	0.7879773	0.1053063	0.7516273	0.7363700	0.7636389	0.8129266	0.0311409
1000	0.3794337	0.2833107	0.7574411	0.7725138	0.1330897	0.8034257	0.6520989	0.7292324	0.8244785	0.0389136

0	0.4960718	0.2565921	0.6352080	0.6777826	0.2488585	0.8280191	0.7877427	0.6792853	0.7704609	0.0194755
50	0.2925095	0.0930243	0.7707520	0.4872624	0.1516336	0.7454009	0.7870174	0.7761071	0.6931507	0.0316091
100	0.2414557	0.0771348	0.8165563	0.4265320	0.0530749	0.8030621	0.7683524	0.6963704	0.6916277	0.0367563
150	0.1563269	0.0768181	0.7513796	0.3482549	0.1353438	0.6604268	0.8623153	0.6965308	0.6647930	0.0151118
200	0.0562835	0.0766891	0.7120766	0.3674661	0.1724153	0.7948286	0.6916816	0.7442479	0.7091858	0.0334751
250	0.1175737	0.1082414	0.7250384	0.2749539	0.1250331	0.6286532	0.7217548	0.7387110	0.6053853	0.0190371
300	0.1388113	0.0764948	0.7077649	0.2995968	0.0816221	0.6743280	0.5838207	0.7022049	0.7425120	0.0152437
350	0.1516675	0.0667972	0.6403626	0.4261687	0.1046947	0.7497527	0.6238081	0.6261712	0.8537197	0.0044269
400	0.1204362	0.1802075	0.6621938	0.3138829	0.0958229	0.6983286	0.7342526	0.7622049	0.7579507	0.0335796
450	0.1354780	0.1776819	0.6576413	0.3637234	0.1947650	0.6684324	0.7512079	0.6089868	0.7807994	0.0258568
500	0.2504750	0.0937283	0.6937644	0.2586479	0.1024509	0.8499904	0.7143103	0.7747830	0.7313349	0.0391339
550	0.2357230	0.1087087	0.6729248	0.5805396	0.1512675	0.7375025	0.6770292	0.6765302	0.7197276	0.0329650
600	0.2583370	0.2070155	0.6560050	0.6821084	0.1395937	0.6827581	0.7358089	0.7384020	0.7489545	0.0272319
650	0.3809056	0.2113530	0.7290942	0.6863566	0.1019995	0.8105473	0.6538527	0.7483047	0.8637966	0.0428371
700	0.3320245	0.2156352	0.7376493	0.8115724	0.1270987	0.7630273	0.5205382	0.7424913	0.7145446	0.0601168
750	0.3152855	0.1798954	0.6949979	0.7583233	0.1039009	0.6518731	0.5559836	0.7517774	0.5428989	0.0633805
800	0.3661294	0.3321572	0.7702345	0.7512148	0.1682433	0.7387140	0.6382852	0.6527539	0.8189694	0.0632360
850	0.3405393	0.2776868	0.6424674	0.6636067	0.1059739	0.6177541	0.8112317	0.6610687	0.8023913	0.0685625
900	0.3790242	0.2555365	0.7155977	0.6237557	0.2871338	0.8308919	0.5959586	0.6070461	0.7064795	0.0498782
950	0.3436038	0.2475449	0.8345635	0.6625101	0.2169334	0.8484452	0.5920378	0.6940107	0.7029868	0.0544273
1000	0.3747550	0.1429485	0.6352525	0.7033540	0.1723977	0.7533047	0.6256899	0.7855138	0.9063696	0.0793548

0	0.4573568	0.2528740	0.7455457	0.7096050	0.1777896	0.6700844	0.6998154	0.6899983	0.7065321	0.0252553
50	0.5796611	0.1838924	0.7607800	0.4254276	0.1325746	0.7529705	0.6662107	0.7680988	0.7287498	0.0620469
100	0.9937195	0.1805543	0.8685496	0.3228020	0.1557032	0.7177537	0.7108069	0.6939366	0.6512867	0.0164563
150	0.6889857	0.2291899	0.7376621	0.3666110	0.1590926	0.8292404	0.6146977	0.6323654	0.8127120	0.0260035
200	0.6650518	0.2828814	0.7215635	0.2818535	0.1568469	0.6709905	0.6449790	0.6455753	0.6634833	0.0432963
250	0.5686303	0.2989991	0.7495095	0.3654037	0.1615016	0.7250427	0.6835292	0.8290740	0.7044065	0.0268299
300	0.7626661	0.2326711	0.6876986	0.3153896	0.0909315	0.7790441	0.5444869	0.6799922	0.7026658	0.0392991
350	0.5959491	0.2485670	0.7166078	0.3510439	0.1246123	0.7859683	0.5175712	0.7080953	0.7528419	0.0156679
400	0.6597283	0.2189353	0.6804059	0.3722887	0.0800374	0.6910653	0.7033513	0.7904706	0.7489591	0.0381639
450	0.8065884	0.2959389	0.8834084	0.2942837	0.0675497	0.8772526	0.7284116	0.7330201	0.8055510	0.1062017
500	0.7177280	0.2197768	0.7429241	0.2709806	0.1440798	0.7502618	0.6416913	0.7532936	0.7112574	0.0361437
550	0.3920419	0.2254734	0.8737692	0.6589339	0.1180020	0.6212844	0.7154107	0.7481643	0.5954772	0.0394985
600	0.5113176	0.2165877	0.5596387	0.7823060	0.1978386	0.7540809	0.7020986	0.7892391	0.8084768	0.0991535
650	0.5232737	0.2799405	0.7607229	0.5694109	0.1444590	0.5969955	0.7263747	0.6893969	0.7416663	0.0534736
700	0.3761524	0.2682610	0.8274195	0.6230199	0.1194006	0.7181431	0.6622445	0.5434403	0.8339075	0.0493113
750	0.4360594	0.2957128	0.7583396	0.7097562	0.1727595	0.6388558	0.6618432	0.6477115	0.6291539	0.0165483
800	0.4093676	0.3456900	0.7708498	0.8080184	0.1005109	0.8192518	0.7739438	0.6763796	0.8399996	0.0429613
850	0.4663144	0.2695411	0.7587569	0.6240489	0.1714811	0.7518730	0.7373123	0.7391122	0.6812348	0.0521492
900	0.3621148	0.2486847	0.8312154	0.6042562	0.1444327	0.6981937	0.6496775	0.7661118	0.8040374	0.0315745
950	0.3933701	0.1970884	0.8282932	0.6602702	0.1668510	0.7753753	0.7365052	0.5752011	0.6668456	0.0703104
1000	0.3852253	0.1777659	0.7916589	0.7207350	0.1751868	0.8404738	0.7505189	0.8470129	0.7518956	0.0700376

0	0.4091043	0.2769730	0.9561176	0.7058291	0.2033662	0.7535842	0.6776474	0.8476597	0.7147973	0.0295320
50	0.6027055	0.2400943	0.6367479	0.3051321	0.1085671	0.7431955	0.8721718	0.5952574	0.2256592	0.0102864
100	0.5488981	0.2676300	0.5672074	0.2330558	0.0901118	0.6696481	0.7892158	0.6303220	0.1803584	0.0265309
150	0.5501816	0.3084855	0.6886795	0.2097459	0.1058019	0.7536590	0.7848013	0.6199438	0.0853508	0.0165975
200	0.5845471	0.3079590	0.8678679	0.2114013	0.0848668	0.6093987	0.6930788	0.4951649	0.0896118	0.0087745
250	0.6556438	0.2056907	0.7240473	0.1526923	0.1438996	0.8015999	0.7045876	0.7213676	0.1041328	0.0272597
300	0.5349775	0.1785364	0.5966204	0.1718747	0.1712605	0.7203260	0.6043141	0.5954148	0.0753492	0.0130125
350	0.6288494	0.2534394	0.6450069	0.1126454	0.1430139	0.7699652	0.6444286	0.4890058	0.0661525	0.0230561
400	0.5850930	0.2741530	0.7494631	0.1780682	0.1198150	0.7185860	0.7058039	0.6943284	0.1239516	0.0527820
450	0.6379974	0.2569427	0.7453506	0.1549710	0.1017811	0.8073558	0.7832016	0.5441354	0.0402008	0.0435777
500	0.5344669	0.3227800	0.7876626	0.1744782	0.1131301	0.6648229	0.8190108	0.5011904	0.0781561	0.0121588
550	0.4118532	0.2416544	0.7632138	0.5210079	0.1147316	0.6482752	0.5834601	0.5336896	0.6170703	0.0608296
600	0.3744501	0.2263528	0.7358187	0.6258076	0.1814790	0.7128181	0.6434902	0.6272968	0.6596231	0.0413980
650	0.3432683	0.1837010	0.7213324	0.6541210	0.0881494	0.7736476	0.6514221	0.6713983	0.8298265	0.0258612
700	0.3318730	0.2068283	0.8805472	0.7002724	0.1356127	0.8213469	0.7000152	0.7286689	0.7869760	0.0127790
750	0.4499701	0.1873045	0.6286548	0.6199199	0.2295630	0.7543422	0.6284758	0.6497781	0.6796668	0.0291666
800	0.4537406	0.3698591	0.7333203	0.6882355	0.1039174	0.7726627	0.7257614	0.6961443	0.7727215	0.0804739
850	0.3612620	0.3276606	0.7262236	0.7444102	0.1327426	0.7012062	0.6527890	0.6275983	0.7675804	0.0466426
900	0.3815179	0.2280350	0.5955422	0.6035390	0.1497448	0.7830648	0.6775451	0.8059350	0.8862756	0.0196435
950	0.6387200	0.3049377	0.7639120	0.7717106	0.2355008	0.7907781	0.6895134	0.8975143	0.8404801	0.0779576
1000	0.3881141	0.2803793	0.7716778	0.6405707	0.1630936	0.6613308	0.7291556	0.7354875	0.8160626	0.0333556
