YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.1413900	0.5158361	0.3354553	0.6533704	0.1705721	0.2269892	0.0121264	0.6620350	0.1015672	0.5106417
0.1034885	0.5967904	0.7593916	0.6283056	0.0491873	0.2820738	0.0136259	0.6292282	0.0162522	0.5356056
0.1569820	0.3668543	0.6410947	0.6344836	0.0519216	0.3151110	0.0206988	0.5596131	0.0077316	0.7544207
0.1021042	0.5523550	0.6111240	0.4866484	0.1505581	0.1393377	0.0248367	0.5745778	0.1166816	0.8246703
0.0882966	0.4304060	0.6382226	0.7267322	0.0800490	0.2365991	0.0557215	0.5015633	0.0161170	0.7266372
0.0415453	0.3304131	0.7145931	0.4449164	0.2557228	0.4948397	0.0139730	0.4881850	0.0685642	0.6656771
0.0950445	0.3376046	0.7222736	0.7418914	0.5382742	0.3925004	0.0241668	0.6402342	0.0232925	0.8419083
0.0670467	0.6248556	0.4926125	0.5890420	0.2287136	0.3692675	0.0220153	0.7056551	0.0535231	0.7219071
0.0892216	0.4298176	0.6029885	0.6212931	0.2517946	0.5056720	0.0053389	0.6488277	0.0442181	0.6428510
0.0597693	0.2955332	0.3086666	0.7743818	0.2498918	0.2982397	0.0557709	0.5018888	0.0332199	0.7551535
