"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
500	0.0247638	0.0076845	0.5486661	0.9264810	1.0325179	0.5000302	0.7579496	1.0138757	0.1093842	0.9817931
550	0.0366682	0.0368461	0.5939268	0.7561680	1.0361751	0.5122381	0.7638002	0.9560732	0.0744478	1.0617512
600	0.0492771	0.0895951	0.6626556	0.6555635	0.9400520	0.4336896	0.7105240	1.0138807	0.0859934	0.9761255
650	0.0484779	0.1262066	0.7341332	0.5525815	1.0269512	0.4030527	0.8645981	1.0156007	0.0992815	1.0365323
700	0.0530316	0.2094586	0.7525973	0.5845518	1.0415518	0.4315317	0.8946938	1.0661904	0.0756647	1.0400638
750	0.0574631	0.2440745	0.8906802	0.5390031	1.0347091	0.4834691	0.9044300	1.0730545	0.0944519	1.0687185
800	0.0797445	0.2656354	0.8178959	0.5456462	1.0040723	0.5037124	1.0283983	1.0813886	0.0992868	1.0846551
850	0.0617914	0.2365409	0.7732211	0.6314071	0.9816446	0.6171111	1.0294601	0.9798376	0.0983940	0.9902855
900	0.0702090	0.2908606	0.7637108	0.4894341	1.0126239	0.6181623	0.9319905	0.9412884	0.0877559	0.9896007
950	0.0461449	0.2654980	0.8599862	0.5070390	1.0857166	0.5714733	0.8783198	1.0120570	0.1076268	1.0382286
1000	0.0645753	0.3000132	0.8815084	0.5071231	1.0945200	0.5930779	0.8614709	0.9952145	0.0942414	1.0698031

0	0.0562652	0.2746041	0.8164625	0.5971284	0.9142820	0.5751559	0.8534816	0.9655654	0.0884120	0.9276495
50	0.1004673	0.2655354	0.5275973	0.6316998	0.8929299	0.5297061	0.5671710	1.0059089	0.1289252	0.7397411
100	0.0774707	0.2388090	0.2667141	0.7625114	0.9806503	0.4377123	0.4434897	0.9481573	0.1739054	0.4798217
150	0.0735228	0.2283753	0.1065290	0.7632271	0.9513446	0.3508213	0.4541329	0.8679079	0.3252928	0.3291889
200	0.0776446	0.2036784	0.0463776	0.8658809	0.9973309	0.2388727	0.3403465	0.7103894	0.4720270	0.3281098
250	0.0651920	0.1627513	0.0355068	0.8620069	1.0237322	0.2669632	0.4261485	0.4178048	0.5666586	0.2871819
300	0.0308787	0.1937425	0.0232479	0.8822971	1.0084320	0.2371132	0.4234902	0.2630615	0.6602770	0.2115602
350	0.0325281	0.2725087	0.0180391	0.8638864	0.9917402	0.2353137	0.3983522	0.1666290	0.8009179	0.1887062
400	0.0542910	0.3335960	0.0223984	0.8539118	0.9628128	0.2785155	0.4118913	0.0921072	0.8634220	0.2120489
450	0.1180886	0.4130697	0.0311698	0.7738241	0.9802076	0.2595713	0.4362119	0.1221878	0.8284749	0.2472201
500	0.1797019	0.5292762	0.0387937	0.8480293	1.0465740	0.2403260	0.4091500	0.1149396	0.8698829	0.2641812
550	0.2538287	0.5132870	0.2777968	0.8190640	0.9864052	0.1639387	0.5988909	0.0950476	0.8109619	0.4552304
600	0.2746892	0.5963707	0.4558976	0.7158359	0.8681170	0.1919473	0.8191730	0.0969210	0.6137113	0.7512772
650	0.2683494	0.5887861	0.6537725	0.6442407	0.9005887	0.3702226	0.8794662	0.2091013	0.3669523	0.8931821
700	0.2702951	0.4711778	0.7178382	0.4889633	0.9758643	0.4221455	0.9837158	0.4234330	0.2469805	1.0025671
750	0.2118475	0.4236065	0.8140797	0.5209372	0.8710013	0.5455521	1.0514791	0.6587635	0.1697834	1.0084129
800	0.1934019	0.3821460	0.8344121	0.4853402	0.9395610	0.6336073	1.0100650	0.9626335	0.1149731	0.9621957
850	0.1258449	0.3250803	0.9261886	0.4913788	0.9680020	0.6071274	0.8506186	0.9590183	0.1106935	0.9428891
900	0.1070079	0.3242709	0.9805789	0.4371867	0.9655672	0.5914268	0.9121237	0.9495300	0.0982292	1.0374073
950	0.0749729	0.3454175	0.9890011	0.4169756	1.0273145	0.5188521	0.8234207	1.0128216	0.0781262	1.0961421
1000	0.0690632	0.2987300	0.9287365	0.5020299	0.9714728	0.5277310	0.8612414	1.0192853	0.0634827	1.0776219

0	0.0562652	0.2746041	0.8164625	0.5971284	0.9142820	0.5751559	0.8534816	0.9655654	0.0884120	0.9276495
50	0.0689075	0.2533293	0.8870849	0.4997814	0.9914938	0.5792428	0.8216997	0.9214473	0.0809329	1.0545434
100	0.0621644	0.3265521	0.8977771	0.4903876	1.0522790	0.4675820	0.6270606	0.8929272	0.0413406	1.1604626
150	0.1079702	0.3345926	0.9363702	0.5159238	1.0460882	0.3086621	0.5647930	0.9882672	0.0410514	1.1576354
200	0.1326875	0.2753759	0.8999831	0.5321936	0.9671844	0.2122840	0.5456653	1.0094904	0.0413175	1.0350789
250	0.0733958	0.3043981	0.8538089	0.6227416	0.9874408	0.1370128	0.5461607	1.0324638	0.0513997	1.1038171
300	0.0697250	0.2769364	0.8611982	0.6083180	0.9559481	0.1024298	0.4949901	1.0235833	0.0539707	1.0567995
350	0.0745428	0.2591957	0.7325021	0.5082472	0.7480056	0.1080801	0.4822853	1.0746192	0.0518122	0.8750216
400	0.0626516	0.2987889	0.7289011	0.5102334	0.7577818	0.1062900	0.5559350	0.9922358	0.0443729	0.9642420
450	0.0609362	0.3486518	0.8260176	0.4271955	0.9029940	0.1130415	0.5460655	1.0047512	0.0434300	0.9299188
500	0.0474729	0.3357606	0.9397934	0.4999202	0.8472825	0.1363160	0.6388379	1.0849282	0.0533045	0.9291868
550	0.0783174	0.3448462	0.8619150	0.5197083	0.9022170	0.2136939	0.7236686	1.0759792	0.0653629	1.0264940
600	0.0773668	0.3291744	0.8643504	0.3885627	0.9154149	0.2579047	0.9552104	1.0639066	0.0848720	1.0019768
650	0.1087611	0.3025440	0.9313718	0.4382635	0.8937974	0.4753399	1.0069332	1.0984221	0.1079155	0.9865625
700	0.0962911	0.3880336	0.9287842	0.4115663	0.9423997	0.6256261	0.9981269	1.0381704	0.0926253	1.0512319
750	0.1053358	0.3341378	0.9536500	0.5156457	1.0488330	0.6344318	0.9580625	0.9402246	0.0980557	1.0645909
800	0.0942804	0.2483888	0.9276305	0.5816048	0.9933928	0.5029989	0.8843398	1.0318694	0.1112426	1.0133069
850	0.0814610	0.2814743	0.9285324	0.5330282	1.0625336	0.4994069	0.9096315	0.9589940	0.1160531	1.0471523
900	0.0824088	0.2427168	0.8481514	0.5660585	1.0380049	0.5252974	0.8731213	1.0082569	0.1045892	1.0381855
950	0.0603235	0.2559720	0.8353155	0.5649734	1.0300168	0.5485626	0.8877415	0.8903329	0.0960523	0.9377444
1000	0.0592963	0.2102890	0.8510323	0.6361821	1.0010827	0.5425190	0.9060601	0.9502774	0.1303241	0.9708806

0	0.0562652	0.2746041	0.8164625	0.5971284	0.9142820	0.5751559	0.8534816	0.9655654	0.0884120	0.9276495
50	0.3881107	0.3026169	0.5318987	0.6651828	1.0447223	0.6864463	0.9216778	0.5856603	0.0944830	0.9551403
100	0.6240799	0.2748722	0.2435263	0.7373622	1.0467581	0.8881683	0.9869993	0.1948383	0.0842774	0.9362537
150	0.7071363	0.3378110	0.1169892	0.8557182	0.9838667	0.9888614	0.9716733	0.0844721	0.0535334	0.9533648
200	0.8150161	0.5239821	0.0806524	0.9524252	1.0647158	1.0046688	1.0327245	0.0998516	0.0718216	0.9766054
250	0.7545421	0.6682949	0.0356533	0.9438488	1.0231657	0.9322468	1.0681678	0.0682897	0.0990198	1.0050433
300	0.7570343	0.6660412	0.0250699	0.9101351	0.9977232	0.9161677	0.9561456	0.0879922	0.1011442	0.9747510
350	0.8053595	0.6483315	0.0243708	0.9568855	1.0392307	0.9403905	1.0548310	0.0723368	0.1375908	0.9913850
400	0.7901276	0.6889531	0.0142612	0.9939735	0.9298667	0.9991971	1.0356895	0.0382370	0.1234280	0.9801670
450	0.8217484	0.7477987	0.0146978	0.9217079	0.9295593	1.0155673	0.8969000	0.0444887	0.1325053	1.0283800
500	0.9266640	0.7634722	0.0243541	0.8860711	0.9982076	0.9907303	0.8120603	0.0758922	0.1022206	1.0141068
550	0.6312029	0.7354361	0.2336533	0.7723682	1.0307802	0.8458137	0.8791652	0.5274176	0.0759618	0.9726794
600	0.4114032	0.4906666	0.4982593	0.7046932	1.0882884	0.5706488	0.7620998	0.8322396	0.0886398	0.9773903
650	0.2827703	0.3253619	0.7331458	0.6382260	0.9787451	0.5012490	0.8370732	0.9573631	0.1091465	0.9682187
700	0.1515828	0.2876751	0.7977247	0.6005960	0.9685108	0.5019781	0.8920685	0.8498587	0.1297731	1.0136053
750	0.1277614	0.2561015	0.7853916	0.5614357	0.9634460	0.5071899	0.8121221	0.8019526	0.1128254	1.0639872
800	0.0752836	0.2526006	0.8053817	0.6183706	1.0015002	0.5329144	0.9391151	0.9122503	0.0867761	1.0160203
850	0.0793407	0.2866391	0.8274539	0.5837484	1.0682744	0.5252731	0.8718737	0.9802867	0.0943674	0.9917820
900	0.0518308	0.2381117	0.8854445	0.5774443	1.0628830	0.5646929	0.8412803	1.0630164	0.0945965	0.9695511
950	0.0489811	0.2479394	0.8896207	0.5755118	0.9882629	0.5820885	0.9828033	1.0747837	0.0836386	0.9352030
1000	0.0534175	0.2497626	0.8337341	0.6199426	1.0307360	0.5914397	0.8955329	1.0221216	0.1002107	0.9826490

0	0.0562652	0.2746041	0.8164625	0.5971284	0.9142820	0.5751559	0.8534816	0.9655654	0.0884120	0.9276495
50	0.0619570	0.2103278	0.8788640	0.5037446	0.9825853	0.4816104	0.8685044	0.8921262	0.0815672	1.0725642
100	0.0600582	0.1578353	0.8375090	0.4921263	0.9233972	0.5132044	0.9087018	0.9032511	0.0682758	0.9845843
150	0.0659036	0.1115856	0.8515760	0.5005679	0.9285331	0.5838101	0.9144642	0.8799508	0.0974605	0.9993137
200	0.0528374	0.1453967	0.8502511	0.5106330	1.0297370	0.5355720	0.8808156	0.7699465	0.0850804	1.1605458
250	0.0404389	0.1646551	0.8735672	0.4611747	0.9839485	0.5487109	1.0085572	0.7570861	0.0795481	1.1359254
300	0.0568977	0.1554406	0.8498139	0.4978969	1.0741252	0.6599807	0.9706371	0.7652346	0.0713413	1.0448358
350	0.0484272	0.1737710	0.8994699	0.4647179	1.0957781	0.6528118	0.9112316	0.7610523	0.0879635	1.0048089
400	0.0413874	0.1613921	0.9602680	0.5107423	1.0025487	0.6271789	0.8880175	0.7389513	0.1030354	0.9791375
450	0.0498478	0.1280922	0.9240743	0.5630569	0.8998542	0.5834305	0.8222118	0.8495002	0.1162028	1.0200047
500	0.0536497	0.0874489	0.8182084	0.5636752	0.9790528	0.6723464	0.8593895	0.7464398	0.0930202	0.9163852
550	0.0425928	0.1499140	0.7602615	0.5478280	0.9412903	0.5319333	0.7779103	0.8594708	0.1306073	1.0072303
600	0.0761349	0.2118457	0.7487431	0.5227360	0.9893045	0.5643357	0.8710494	0.8235703	0.0917728	1.1108386
650	0.0803672	0.2509989	0.8528460	0.5264975	0.9875133	0.5175457	0.9019683	0.8887695	0.1232253	1.0552851
700	0.0480576	0.2673876	0.8775887	0.5137867	1.0600015	0.4962576	0.9310075	0.9026893	0.0993758	1.0688024
750	0.0409138	0.2287078	0.8994840	0.5229824	0.9878042	0.4828334	0.9325204	0.9197708	0.1110620	0.9195145
800	0.0618408	0.2499590	0.8074174	0.5167121	0.9960678	0.5214993	0.8897343	0.9958804	0.0814929	0.9995502
850	0.0456963	0.3038324	0.8853674	0.5601045	0.9069476	0.5369920	0.9732326	0.9518461	0.1062663	1.0040501
900	0.0892924	0.2302118	0.8261532	0.5257790	0.9389708	0.5673382	0.8725233	0.9293471	0.1080331	1.0298372
950	0.0837558	0.2444103	0.8690196	0.5286560	1.0387867	0.6038436	0.8571287	0.9588340	0.0825916	0.9610538
1000	0.0791946	0.3005409	0.8327821	0.5269597	1.0200296	0.4713028	0.8136132	1.0021624	0.0953848	1.0218151
