"Time"	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W
0	0.9307782	0.1927378	0.1015406	1.1298790	0.4505727	0.6192521	0.3421495	0.0244950	0.6149145	0.3665054
50	0.9078126	0.1331229	0.1187907	1.0570756	0.5806389	0.4808585	0.4409321	0.0239812	0.4205362	0.5823858
100	0.8751956	0.1598517	0.1083384	1.0655715	0.7869814	0.5209987	0.3610326	0.0210315	0.2702114	0.7554486
150	0.9056653	0.1494112	0.1093704	1.0372921	0.9215004	0.6163746	0.2216863	0.0157281	0.2162666	0.8787588
200	0.9331898	0.1986874	0.1052450	0.9395327	0.9553605	0.7761757	0.0955983	0.0342645	0.2230789	0.8265858
250	0.8988848	0.1914491	0.1079933	1.0079488	0.8840803	0.9036942	0.0855767	0.0247402	0.1445108	0.9457233
300	0.8595005	0.1806953	0.1054935	1.0332539	0.9070710	0.9826801	0.0876237	0.0421865	0.1414451	0.9369581
350	0.9080005	0.1997154	0.1002835	1.0851914	0.9425054	1.0111898	0.0747326	0.0435296	0.1304464	0.9843953
400	0.8544906	0.1433335	0.0876904	0.9420586	0.9203120	0.9235415	0.0570175	0.0485615	0.1014343	0.8776722
450	0.8759931	0.1253017	0.1090145	1.0147603	0.8441907	0.9269535	0.0764303	0.0430212	0.1280512	0.9546938
500	1.0083223	0.1073118	0.1073457	1.0843954	0.8868841	0.9165653	0.0822136	0.0174771	0.1307892	1.0036153
550	0.8936638	0.1385653	0.0805062	1.0175349	0.7054693	0.9358118	0.1239425	0.0249889	0.1152045	0.7900146
600	1.0051925	0.1437993	0.0849609	0.9811941	0.4027569	0.8084247	0.2088601	0.0207135	0.1466661	0.5791316
650	0.9648049	0.1577777	0.1258346	1.0083144	0.3317219	0.7859285	0.4246748	0.0226492	0.2296078	0.5377472
700	0.7736292	0.2460923	0.1275045	0.9748118	0.3703045	0.6926179	0.6350927	0.0211691	0.3259353	0.4568776
750	0.8314625	0.2757910	0.0992481	0.9206451	0.4581041	0.6406382	0.5820961	0.0365031	0.4468799	0.4098262
800	0.8080471	0.2495976	0.0842133	0.9718423	0.4987011	0.5607182	0.5642517	0.0239102	0.4614626	0.3661033
850	0.7666711	0.2305081	0.1512974	0.9895785	0.5414558	0.5110415	0.4890538	0.0311431	0.4947418	0.3684183
900	0.6777542	0.2623713	0.1346911	0.9997729	0.4594101	0.4812849	0.4202778	0.0243883	0.6880466	0.2227910
950	0.7871614	0.2738792	0.1267988	0.9887585	0.4800544	0.5142975	0.4305256	0.0141401	0.7201141	0.2334152
1000	0.7665791	0.2714853	0.1006640	0.9883959	0.4617553	0.5660590	0.3475384	0.0304042	0.8000203	0.2922733

0	0.9307782	0.1927378	0.1015406	1.1298790	0.4505727	0.6192521	0.3421495	0.0244950	0.6149145	0.3665054
50	0.8276287	0.1678083	0.0761346	0.9882871	0.6399088	0.5460593	0.4708394	0.0402168	0.5170093	0.4118039
100	0.6562580	0.1284686	0.0368589	0.9490172	0.7603845	0.4956643	0.3004867	0.0372879	0.5281746	0.3448023
150	0.6365048	0.0714769	0.0379572	0.9815078	0.8002859	0.5752029	0.1788484	0.0288689	0.6071237	0.3413582
200	0.7862151	0.0521865	0.0346733	0.9454978	0.8570845	0.7049689	0.1457054	0.0307070	0.5334119	0.3570646
250	0.8350012	0.0423577	0.0338126	1.0005990	0.8918553	0.7351760	0.1322876	0.0416921	0.4971088	0.3583626
300	0.7711881	0.0368494	0.0318581	1.0018984	0.8312487	0.8557259	0.0888019	0.0243723	0.4819217	0.4056207
350	0.7238025	0.0145055	0.0279482	0.9880675	0.8534441	0.9172616	0.0938579	0.0395422	0.4232729	0.3971206
400	0.6084191	0.0260608	0.0407732	1.0523047	0.8050428	0.8344838	0.0985879	0.0328052	0.3797171	0.4776977
450	0.7689849	0.0124968	0.0444238	0.9524633	0.8552147	0.8686097	0.1056280	0.0484506	0.3656164	0.4910494
500	0.8640597	0.0225751	0.0377630	0.9694396	0.9183286	0.9458264	0.1011290	0.0389494	0.3539309	0.5313228
550	0.9405861	0.0218865	0.0825377	0.9890861	0.6526124	0.9119985	0.0823189	0.0299949	0.2953847	0.6084697
600	0.9518469	0.0548176	0.0993746	0.9299988	0.3428062	0.9121151	0.2096163	0.0328122	0.2579129	0.5865801
650	1.0097542	0.1238453	0.1347878	0.9239047	0.2742374	0.8396549	0.5274220	0.0416216	0.2996796	0.5124729
700	0.9029225	0.2548406	0.1684951	0.9237710	0.3591179	0.6461273	0.6907050	0.0319489	0.3800795	0.4800183
750	0.9105703	0.3462152	0.1439553	0.9932446	0.5005653	0.5162193	0.6834826	0.0137126	0.3334409	0.4396824
800	0.7367161	0.3661945	0.1448713	0.9425848	0.4365125	0.4966656	0.4945040	0.0374607	0.4410511	0.3570201
850	0.7104221	0.2984376	0.1596494	0.8993378	0.4601803	0.5268359	0.4378460	0.0161477	0.6109688	0.3189991
900	0.6791399	0.4314392	0.1429706	1.0199049	0.4691962	0.5602413	0.3979193	0.0313790	0.5624213	0.3532141
950	0.5409874	0.3757169	0.1088872	1.0326771	0.4866209	0.5537917	0.4290598	0.0293623	0.6236924	0.3013433
1000	0.6456755	0.3073722	0.1442380	1.0363704	0.5035748	0.5562301	0.3703031	0.0111361	0.5756713	0.3283148

0	0.9307782	0.1927378	0.1015406	1.1298790	0.4505727	0.6192521	0.3421495	0.0244950	0.6149145	0.3665054
50	0.8326797	0.2353201	0.0527037	0.8400333	0.5124286	0.4793189	0.5581239	0.0235224	0.3702898	0.4100643
100	0.8030839	0.2032240	0.0252394	0.5598580	0.6852044	0.2773085	0.4343718	0.0270673	0.2591597	0.3167038
150	0.7891162	0.2090282	0.0123990	0.4188530	0.7776207	0.2109110	0.3001144	0.0139037	0.2717789	0.1826838
200	0.8023000	0.2164869	0.0049772	0.3357734	0.7750218	0.2119923	0.1595649	0.0231743	0.2729941	0.1111183
250	0.8445167	0.1555935	0.0092660	0.3070025	0.7506439	0.2346252	0.1312692	0.0346493	0.3133635	0.1082196
300	0.8393855	0.2008923	0.0073632	0.3069349	0.8025354	0.1890832	0.1309010	0.0259399	0.3286203	0.1233886
350	0.8738510	0.1951466	0.0003751	0.3557621	0.7895461	0.2242797	0.1151085	0.0272827	0.3480693	0.1230247
400	0.8574157	0.1833222	0.0027763	0.3116429	0.8205632	0.1923551	0.1009735	0.0338625	0.4307055	0.1215540
450	0.9768379	0.1775768	0.0019290	0.3301725	0.8374794	0.2265394	0.1113588	0.0468041	0.3469985	0.1278873
500	0.9066625	0.1950800	0.0027788	0.3292113	0.8087835	0.2469947	0.1216209	0.0278608	0.2823466	0.1423495
550	0.9033255	0.1706602	0.1877237	0.4920074	0.6245111	0.4658430	0.1193109	0.0208504	0.5214678	0.1343077
600	0.8155067	0.3117230	0.2802115	0.7548526	0.3994262	0.6817539	0.1422524	0.0217646	0.8177303	0.2181645
650	0.7568892	0.5656213	0.2844425	0.8567260	0.2945575	0.7403304	0.3922086	0.0221108	0.7088180	0.4008922
700	0.5071814	0.7484372	0.2031164	1.0112287	0.4268600	0.7018154	0.5973319	0.0238617	0.5235399	0.4213935
750	0.3825683	0.5957095	0.1276988	1.0378597	0.4823095	0.5356259	0.6793064	0.0342925	0.3808961	0.3610328
800	0.4784857	0.3778237	0.0985313	1.0792392	0.4923112	0.4425943	0.5645159	0.0223806	0.4665845	0.2826077
850	0.6146081	0.2377963	0.0873142	1.0437987	0.5076376	0.4523116	0.4455354	0.0416885	0.5773075	0.2773993
900	0.8418221	0.2083535	0.1458627	1.0343559	0.5145404	0.5055223	0.4059758	0.0414558	0.6374379	0.2948178
950	0.8459724	0.2331907	0.1071389	1.0003991	0.5243450	0.5760635	0.3741512	0.0277345	0.7023880	0.2580406
1000	0.7791266	0.2235829	0.1104711	1.0182691	0.5037205	0.5489277	0.3425691	0.0304358	0.6391649	0.3326210
