YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.4555811	0.3964174	0.4434277	0.5762236	0.2271682	0.2038691	0.5353574	0.4747891	0.2868099	0.5862022
0.4101365	0.5558182	0.3744326	0.7624226	0.1701331	0.7119140	0.0393426	0.1530236	0.7232909	0.7166730
0.5560046	0.4312630	0.6411622	0.3237416	0.1503587	0.2849182	0.6349503	0.6940832	0.3501802	0.5383408
0.2872851	0.6609893	0.3975582	0.7496883	0.4324779	0.0648728	0.4860829	0.4472369	0.3550534	0.4715107
0.3140685	0.7339169	0.3017937	0.7525554	0.4034372	0.1131280	0.5673336	0.4117276	0.4011018	0.7544947
0.5724206	0.3104096	0.3965796	0.7054377	0.1551803	0.6845556	0.2424021	0.3531898	0.5421459	0.6547096
0.5661845	0.5909829	0.5471766	0.5997118	0.2649378	0.5510192	0.0028056	0.0286184	0.5467710	0.6182818
0.5550831	0.5444827	0.3935825	0.5013445	0.2932953	0.4067435	0.3115340	0.2517381	0.3884286	0.7884671
0.1529146	0.5608478	0.3531362	0.7041910	0.3123395	0.3957772	0.0443760	0.1265385	0.7237767	0.6853409
0.6693644	0.4253216	0.3487252	0.7687149	0.3589100	0.4772526	0.0107740	0.0741085	0.6527324	0.6316739
