YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	1.0253012	0.0000000	1.0030052	0.9787750	0.7517746	0.6459883	0.0972802	0.5922417	0.5305722
1.0160431	0.5680215	0.0000000	0.9974084	0.9722107	0.0000000	0.6675524	0.0485080	0.4172935	0.9841345
0.8012336	0.3373902	0.9396235	0.0000000	0.6710601	0.4031860	0.9975041	0.0000000	0.2620848	0.7460443
0.9869329	0.5804609	0.1622544	1.1420019	0.0000000	0.7268266	0.5701317	0.0065816	0.0000000	0.4139683
