YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.3990845	0.4383908	0.3221520	0.7067667	0.1362523	0.5360395	0.9657055	0.5831080	0.3461065	0.7228122
0.2081101	0.4309052	0.3629406	0.3483115	0.1485015	0.2059172	0.6086803	0.5630417	0.4370636	0.4745020
0.2769763	0.4506583	0.4476547	0.6979120	0.1400938	0.4020622	0.6918819	0.5152714	0.3450263	0.5069905
0.4098488	0.4684315	0.3997132	0.4752524	0.5532887	0.6499449	0.7406416	0.5519674	0.3820595	0.7501211
0.3893168	0.5526844	0.3432371	0.5471971	0.4459099	0.4246822	0.7185074	0.7111025	0.4927834	0.8324225
0.4600757	0.7567427	0.2696317	0.7073460	0.1086827	0.3988080	0.6311391	0.5617066	0.3981868	1.0133283
0.2437285	0.4796300	0.3751744	0.7981338	0.1403341	0.2462305	0.5800447	0.5379066	0.3148875	0.5121415
0.4105606	0.6603142	0.3900613	0.5197366	0.1407973	0.4129720	0.6215304	0.3861327	0.3722208	0.8074859
0.2675953	0.4454148	0.4832072	0.3741613	0.1455135	0.3145526	0.7406170	0.4079079	0.4367711	0.6475855
0.3197249	0.5942568	0.5237828	0.3401253	0.3764293	0.3227404	0.7218870	0.5522829	0.2649157	0.6559946
