"Time"	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
750	0.1126001	0.0040483	0.8564416	0.4805619	0.7713695	0.9999357	0.0910559	0.4118078	0.5976239	0.3987196
800	0.1127921	0.0041922	0.8474012	0.4812322	0.7716574	0.9999195	0.0918826	0.4085275	0.6112084	0.4095648
850	0.1129888	0.0042997	0.8430249	0.4813210	0.7727393	0.9999099	0.0922524	0.4040226	0.6235575	0.4168943
900	0.1131576	0.0043698	0.8411594	0.4807934	0.7745979	0.9999048	0.0924276	0.3990995	0.6331499	0.4213497
950	0.1132838	0.0044104	0.8408665	0.4796392	0.7770153	0.9999022	0.0925211	0.3945079	0.6398112	0.4238087
1000	0.1133675	0.0044299	0.8417422	0.4779593	0.7796625	0.9999009	0.0925803	0.3906966	0.6440343	0.4249474

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.1132199	0.0042881	0.8600876	0.4761561	0.7244969	0.9998988	0.0927169	0.3866707	0.6388466	0.4160213
100	0.1132255	0.0042997	0.8497778	0.5017653	0.7009692	0.9998989	0.0927146	0.3866857	0.6390744	0.4168011
150	0.1132461	0.0043532	0.8245821	0.5260079	0.6922869	0.9998989	0.0927133	0.3866390	0.6398415	0.4202862
200	0.1133200	0.0044894	0.7914151	0.5420598	0.6890965	0.9998989	0.0927128	0.3864388	0.6424814	0.4285114
250	0.1134980	0.0047238	0.7604594	0.5509714	0.6879814	0.9998989	0.0927133	0.3858095	0.6484070	0.4410451
300	0.1138157	0.0050345	0.7371704	0.5554002	0.6877569	0.9998989	0.0927161	0.3843784	0.6577430	0.4553785
350	0.1142718	0.0053709	0.7220303	0.5573521	0.6880897	0.9998989	0.0927231	0.3819326	0.6690922	0.4687586
400	0.1148201	0.0056778	0.7132593	0.5579401	0.6889325	0.9998989	0.0927364	0.3785995	0.6804842	0.4794818
450	0.1153840	0.0059189	0.7088353	0.5576827	0.6902631	0.9998988	0.0927573	0.3747906	0.6903810	0.4870852
500	0.1158864	0.0060832	0.7072581	0.5568154	0.6919827	0.9998987	0.0927854	0.3709975	0.6980584	0.4918975
550	0.1162771	0.0061769	0.7088960	0.5452519	0.7579989	0.9998985	0.0928190	0.3676121	0.7034636	0.4945041
600	0.1165312	0.0061782	0.7251109	0.5167495	0.7836635	0.9998983	0.0928550	0.3648529	0.7068421	0.4944594
650	0.1165790	0.0059867	0.7589039	0.4911179	0.7943013	0.9998981	0.0928903	0.3628002	0.7079538	0.4887083
700	0.1162959	0.0056032	0.7963315	0.4744065	0.7991664	0.9998979	0.0929219	0.3615347	0.7055768	0.4761108
750	0.1157029	0.0051751	0.8266497	0.4648454	0.8016124	0.9998977	0.0929473	0.3612602	0.6987910	0.4599790
800	0.1149992	0.0048218	0.8474099	0.4596683	0.8028022	0.9998975	0.0929637	0.3622163	0.6882815	0.4445536
850	0.1143732	0.0045742	0.8603200	0.4569790	0.8030860	0.9998974	0.0929683	0.3644636	0.6760274	0.4322117
900	0.1139025	0.0044152	0.8678481	0.4557618	0.8025575	0.9998973	0.0929593	0.3677688	0.6641581	0.4234082
950	0.1135822	0.0043182	0.8719348	0.4555338	0.8013011	0.9998973	0.0929373	0.3716696	0.6541098	0.4176098
1000	0.1133773	0.0042615	0.8738178	0.4560529	0.7994793	0.9998974	0.0929056	0.3756436	0.6464360	0.4140367

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.1132199	0.0042880	0.8608998	0.4670169	0.7880615	0.9998988	0.0927169	0.3866707	0.6388463	0.4160093
100	0.1132242	0.0042913	0.8604568	0.4672512	0.7879191	0.9998989	0.0927146	0.3866862	0.6390317	0.4162300
150	0.1132290	0.0042945	0.8600859	0.4674193	0.7878391	0.9998989	0.0927133	0.3866572	0.6392402	0.4164412
200	0.1132338	0.0042974	0.8597968	0.4675291	0.7878060	0.9998989	0.0927127	0.3866003	0.6394523	0.4166297
250	0.1132382	0.0042998	0.8595877	0.4675914	0.7878060	0.9998989	0.0927125	0.3865282	0.6396524	0.4167871
300	0.1132421	0.0043017	0.8594497	0.4676176	0.7878281	0.9998989	0.0927128	0.3864504	0.6398292	0.4169103
350	0.1132452	0.0043031	0.8593703	0.4676178	0.7878635	0.9998989	0.0927132	0.3863742	0.6399759	0.4170000
400	0.1132477	0.0043041	0.8593362	0.4676005	0.7879054	0.9998989	0.0927138	0.3863047	0.6400903	0.4170598
450	0.1132494	0.0043046	0.8593351	0.4675728	0.7879486	0.9998989	0.0927143	0.3862452	0.6401735	0.4170948
500	0.1132505	0.0043049	0.8593562	0.4675401	0.7879896	0.9998989	0.0927149	0.3861970	0.6402290	0.4171103
550	0.1132511	0.0043049	0.8593907	0.4675064	0.7880260	0.9998989	0.0927154	0.3861603	0.6402614	0.4171116
600	0.1132514	0.0043048	0.8594317	0.4674745	0.7880564	0.9998989	0.0927159	0.3861343	0.6402757	0.4171031
650	0.1132513	0.0043046	0.8594740	0.4674463	0.7880804	0.9998989	0.0927162	0.3861176	0.6402766	0.4170887
700	0.1132511	0.0043043	0.8595140	0.4674228	0.7880982	0.9998989	0.0927165	0.3861085	0.6402685	0.4170714
750	0.1132508	0.0043040	0.8595494	0.4674043	0.7881103	0.9998989	0.0927167	0.3861053	0.6402548	0.4170534
800	0.1132504	0.0043038	0.8595790	0.4673905	0.7881178	0.9998989	0.0927168	0.3861062	0.6402385	0.4170363
850	0.1132500	0.0043035	0.8596023	0.4673812	0.7881214	0.9998989	0.0927169	0.3861100	0.6402215	0.4170211
900	0.1132496	0.0043033	0.8596195	0.4673754	0.7881222	0.9998989	0.0927169	0.3861153	0.6402055	0.4170085
950	0.1132493	0.0043032	0.8596313	0.4673727	0.7881210	0.9998989	0.0927169	0.3861213	0.6401913	0.4169984
1000	0.1132491	0.0043031	0.8596385	0.4673721	0.7881186	0.9998989	0.0927168	0.3861273	0.6401794	0.4169910

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.8270350	0.0042680	0.9009266	0.2585283	0.5325418	0.9998988	0.0929649	0.1943001	0.6387961	0.4146209
100	0.9117728	0.0041289	0.9528841	0.2505716	0.4579940	0.9998964	0.0957343	0.1122711	0.6372599	0.4042703
150	0.9218199	0.0039456	0.9766967	0.2768906	0.4470371	0.9998719	0.1155884	0.0773352	0.6304524	0.3890653
200	0.9229964	0.0038135	0.9846681	0.2947355	0.4525962	0.9994731	0.2081967	0.0626322	0.6187326	0.3768751
250	0.9231225	0.0037401	0.9858815	0.3020134	0.4594393	0.9828302	0.4046445	0.0567166	0.6059662	0.3695777
300	0.9231287	0.0037058	0.9851724	0.3036379	0.4642084	0.7545867	0.6048648	0.0546271	0.5954506	0.3660273
350	0.9231245	0.0036922	0.9844808	0.3031635	0.4669820	0.3842377	0.7414998	0.0541459	0.5883513	0.3646103
400	0.9231215	0.0036878	0.9841973	0.3022615	0.4684404	0.1818673	0.8195822	0.0542621	0.5842521	0.3641579
450	0.9231201	0.0036866	0.9841981	0.3015104	0.4691464	0.0973449	0.8602305	0.0545287	0.5821722	0.3640435
500	0.9231195	0.0036863	0.9843122	0.3010166	0.4694574	0.0639891	0.8799079	0.0547723	0.5812204	0.3640080
550	0.2086295	0.0036928	0.9409141	0.6153221	0.7847228	0.0530869	0.6802700	0.2594084	0.5808374	0.3647949
600	0.1238317	0.0038326	0.7958433	0.5612997	0.8635800	0.1143496	0.3636576	0.3469015	0.5825893	0.3794735
650	0.1139439	0.0042795	0.7549670	0.4798315	0.8562378	0.4876085	0.2125426	0.3836973	0.5949726	0.4141497
700	0.1132150	0.0047202	0.8008519	0.4421300	0.8300901	0.8115615	0.1453924	0.3967369	0.6198300	0.4401756
750	0.1135886	0.0047578	0.8497713	0.4362591	0.8081141	0.9365009	0.1158004	0.3973719	0.6434656	0.4424555
800	0.1137720	0.0045545	0.8762194	0.4437946	0.7949477	0.9788585	0.1027979	0.3925741	0.6549992	0.4314171
850	0.1136554	0.0043555	0.8835790	0.4535229	0.7891077	0.9929325	0.0971035	0.3873008	0.6546572	0.4195978
900	0.1134348	0.0042394	0.8804576	0.4607614	0.7876835	0.9975904	0.0946237	0.3840793	0.6482059	0.4122760
950	0.1132536	0.0041974	0.8739314	0.4647192	0.7881185	0.9991319	0.0935520	0.3833023	0.6411508	0.4096491
1000	0.1131531	0.0042007	0.8680542	0.4662833	0.7888011	0.9996431	0.0930904	0.3841746	0.6364137	0.4100404

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.1161974	0.0017175	0.8609241	0.4664677	0.7987713	0.9998988	0.0928925	0.2360345	0.6388463	0.4160091
100	0.1153488	0.0011205	0.8616716	0.4595489	0.8338749	0.9998974	0.0942626	0.1717994	0.6390297	0.4161900
150	0.1147781	0.0009776	0.8682035	0.4413017	0.8737623	0.9998888	0.0995124	0.1443831	0.6391781	0.4158699
200	0.1145613	0.0009236	0.8834595	0.4170565	0.9050667	0.9998524	0.1127692	0.1326773	0.6389252	0.4138155
250	0.1144815	0.0008678	0.9038867	0.3942449	0.9255837	0.9997182	0.1346733	0.1277053	0.6374511	0.4090531
300	0.1144438	0.0007991	0.9236132	0.3766466	0.9377214	0.9992850	0.1597388	0.1256943	0.6339331	0.4020632
350	0.1144182	0.0007298	0.9392175	0.3646452	0.9444331	0.9981884	0.1815183	0.1250960	0.6282463	0.3943694
400	0.1143977	0.0006713	0.9501388	0.3571132	0.9479265	0.9961943	0.1969531	0.1252737	0.6211112	0.3873812
450	0.1143815	0.0006273	0.9572151	0.3526780	0.9495858	0.9936107	0.2060514	0.1259236	0.6136455	0.3818144
500	0.1143696	0.0005968	0.9615649	0.3502232	0.9502123	0.9911587	0.2101510	0.1268436	0.6068264	0.3777688
550	0.1107625	0.0030376	0.9641213	0.3493482	0.9403617	0.9902796	0.1785975	0.2829445	0.6012150	0.3750185
600	0.1110598	0.0035956	0.9652615	0.3539582	0.9056801	0.9938718	0.1348940	0.3510356	0.5969601	0.3732516
650	0.1117376	0.0037202	0.9640380	0.3684432	0.8643724	0.9972251	0.1120599	0.3812996	0.5939528	0.3722769
700	0.1121554	0.0037506	0.9586650	0.3905120	0.8305430	0.9988368	0.1014189	0.3951258	0.5920494	0.3722214
750	0.1123518	0.0037696	0.9478882	0.4143847	0.8073688	0.9994889	0.0965713	0.4016469	0.5912862	0.3735028
800	0.1124445	0.0038005	0.9320527	0.4353315	0.7929928	0.9997407	0.0943755	0.4047467	0.5919435	0.3765667
850	0.1125075	0.0038511	0.9133479	0.4512781	0.7846183	0.9998373	0.0933815	0.4060273	0.5943950	0.3815563
900	0.1125763	0.0039216	0.8947939	0.4622425	0.7800004	0.9998748	0.0929314	0.4060972	0.5988270	0.3881082
950	0.1126645	0.0040067	0.8788071	0.4692074	0.7776816	0.9998896	0.0927285	0.4051746	0.6050106	0.3954271
1000	0.1127725	0.0040969	0.8665103	0.4733039	0.7768150	0.9998956	0.0926396	0.4033962	0.6122945	0.4025912

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.8631116	0.0052552	0.3542889	0.3509894	0.5240887	0.9998988	0.0927168	0.3870952	0.6153757	0.3157763
100	0.9522877	0.0203574	0.1532123	0.3930351	0.4267125	0.9998989	0.0927113	0.3918938	0.5765298	0.3791328
150	0.9689749	0.1900062	0.0729799	0.4568155	0.3905633	0.9998989	0.0926920	0.4000466	0.5957703	0.4784163
200	0.9919799	0.6583793	0.0403523	0.4996497	0.3875040	0.9998990	0.0926587	0.4015351	0.6550212	0.5505797
250	0.9984640	0.9077557	0.0266252	0.5181509	0.4130999	0.9998992	0.0926349	0.3924947	0.7102159	0.5878929
300	0.9995550	0.9775243	0.0207406	0.5187318	0.4347986	0.9998993	0.0926454	0.3780123	0.7463330	0.6039902
350	0.9997516	0.9946399	0.0183306	0.5118849	0.4465037	0.9998993	0.0927003	0.3638812	0.7663588	0.6103629
400	0.9997955	0.9987215	0.0174845	0.5045887	0.4520889	0.9998991	0.0927945	0.3528548	0.7764841	0.6128163
450	0.9998078	0.9996890	0.0172921	0.4992737	0.4546371	0.9998986	0.0929127	0.3452979	0.7813133	0.6137622
500	0.9998118	0.9999186	0.0173281	0.4960116	0.4557837	0.9998980	0.0930354	0.3405451	0.7835252	0.6141277
550	0.9958902	0.9128969	0.4261736	0.6720573	0.7777114	0.9998972	0.0931463	0.3373977	0.8078072	0.8783893
600	0.9935072	0.3510917	0.5047381	0.5783415	0.8899381	0.9998965	0.0932409	0.3325887	0.8438287	0.8151991
650	0.9804108	0.1089092	0.6110988	0.4727174	0.9041565	0.9998959	0.0933354	0.3261181	0.8525584	0.7132480
700	0.9189331	0.0355486	0.7465899	0.4192796	0.8758317	0.9998952	0.0934432	0.3212594	0.8389377	0.6182729
750	0.7071268	0.0136046	0.8420083	0.4065121	0.8503745	0.9998945	0.0935527	0.3200367	0.8100745	0.5336216
800	0.3852761	0.0070236	0.8906925	0.4115382	0.8378196	0.9998938	0.0936330	0.3230090	0.7705115	0.4708593
850	0.1970463	0.0049903	0.9094795	0.4198485	0.8319626	0.9998933	0.0936531	0.3300134	0.7269195	0.4316975
900	0.1354483	0.0043281	0.9131879	0.4265514	0.8276856	0.9998930	0.0935988	0.3402661	0.6873314	0.4104120
950	0.1190574	0.0041043	0.9108142	0.4315742	0.8227614	0.9998932	0.0934796	0.3523012	0.6571714	0.4004060
1000	0.1147002	0.0040331	0.9065892	0.4360160	0.8167183	0.9998937	0.0933227	0.3642943	0.6375572	0.3966994

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.1132361	0.0044099	0.7756959	0.2783433	0.5228202	0.9998988	0.0928282	0.2810662	0.6393707	0.4237507
100	0.1134096	0.0047159	0.7699764	0.2825752	0.4355468	0.9998980	0.0934648	0.2359119	0.6449339	0.4405418
150	0.1137555	0.0049538	0.7695133	0.3189249	0.4125606	0.9998947	0.0949868	0.2160089	0.6554478	0.4518983
200	0.1141162	0.0050897	0.7659096	0.3439953	0.4099779	0.9998865	0.0974057	0.2063527	0.6658099	0.4577879
250	0.1143979	0.0051797	0.7602632	0.3559967	0.4124630	0.9998719	0.1002692	0.2009443	0.6734537	0.4614561
300	0.1146067	0.0052601	0.7550783	0.3604960	0.4153607	0.9998513	0.1030297	0.1975454	0.6786544	0.4646106
350	0.1147767	0.0053353	0.7515943	0.3616171	0.4176013	0.9998268	0.1053624	0.1952759	0.6824111	0.4674657
400	0.1149247	0.0053976	0.7497311	0.3614869	0.4191484	0.9998016	0.1071832	0.1937040	0.6853525	0.4697574
450	0.1150494	0.0054418	0.7489370	0.3610240	0.4201813	0.9997783	0.1085430	0.1925760	0.6876764	0.4713435
500	0.1151452	0.0054690	0.7487103	0.3605640	0.4208715	0.9997584	0.1095384	0.1917430	0.6894125	0.4722956
550	0.1151674	0.0052532	0.8085950	0.6698195	0.7240562	0.9997459	0.1070671	0.2923549	0.6900617	0.4636852
600	0.1149257	0.0051782	0.6754688	0.6157559	0.8151942	0.9997652	0.1012984	0.3351414	0.6866010	0.4610347
650	0.1149953	0.0059854	0.6433453	0.5241858	0.8306239	0.9998068	0.0973163	0.3537524	0.6864736	0.4881403
700	0.1159889	0.0067211	0.7122653	0.4717649	0.8246544	0.9998437	0.0951318	0.3615530	0.6970566	0.5080564
750	0.1170002	0.0063526	0.7900944	0.4512342	0.8159794	0.9998681	0.0940127	0.3633944	0.7083372	0.4983224
800	0.1168097	0.0055326	0.8408879	0.4466291	0.8097575	0.9998821	0.0934607	0.3624024	0.7092021	0.4720266
850	0.1157710	0.0048909	0.8666961	0.4478338	0.8064250	0.9998897	0.0931995	0.3614770	0.6985604	0.4462727
900	0.1147075	0.0045149	0.8772050	0.4501268	0.8049012	0.9998935	0.0930800	0.3624279	0.6817043	0.4279913
950	0.1139574	0.0043213	0.8801458	0.4519672	0.8039056	0.9998955	0.0930200	0.3655976	0.6645999	0.4172034
1000	0.1135108	0.0042306	0.8800385	0.4533057	0.8025572	0.9998964	0.0929768	0.3702734	0.6509045	0.4117126

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.1132747	0.0047704	0.5423104	0.4670080	0.7883892	0.4032219	0.0406118	0.3745912	0.9017499	0.4414902
100	0.1143472	0.0079890	0.4153310	0.4668180	0.7922790	0.2079763	0.0178532	0.3441960	0.9706687	0.5235384
150	0.1216354	0.0178712	0.3649726	0.4645421	0.8022019	0.1440869	0.0079412	0.3174903	0.9892377	0.6158381
200	0.1573327	0.0364722	0.3457482	0.4588887	0.8154279	0.1231805	0.0036624	0.3001956	0.9946507	0.6858837
250	0.2584162	0.0584539	0.3398312	0.4504699	0.8283884	0.1163394	0.0018542	0.2903824	0.9964505	0.7285589
300	0.4038403	0.0759177	0.3398823	0.4410642	0.8391222	0.1141008	0.0011212	0.2852001	0.9971458	0.7508176
350	0.5255919	0.0856578	0.3424567	0.4322930	0.8470966	0.1133682	0.0008450	0.2825806	0.9974481	0.7605927
400	0.5981664	0.0889905	0.3457555	0.4250655	0.8525063	0.1131285	0.0007538	0.2812935	0.9975864	0.7635598
450	0.6317812	0.0885808	0.3488672	0.4196472	0.8558604	0.1130501	0.0007318	0.2806730	0.9976478	0.7632044
500	0.6417113	0.0865845	0.3514119	0.4159008	0.8577520	0.1130244	0.0007322	0.2803781	0.9976710	0.7615077
550	0.6219379	0.0541845	0.6931867	0.4135041	0.8584886	0.7097575	0.0539344	0.2831905	0.8840083	0.7136805
600	0.4809846	0.0209057	0.8305281	0.4122917	0.8569101	0.9050222	0.0771208	0.2923402	0.8425199	0.5968956
650	0.2865566	0.0091878	0.8858324	0.4125314	0.8529626	0.9689025	0.0870816	0.3034163	0.8032702	0.5014004
700	0.1724375	0.0056130	0.9077036	0.4143373	0.8475028	0.9897828	0.0912201	0.3151242	0.7557032	0.4452118
750	0.1308494	0.0045112	0.9154329	0.4174931	0.8410250	0.9965986	0.0928187	0.3280941	0.7083443	0.4161004
800	0.1183201	0.0041526	0.9167564	0.4217212	0.8336571	0.9988204	0.0933245	0.3422761	0.6702343	0.4020717
850	0.1145966	0.0040310	0.9148353	0.4268407	0.8255094	0.9995442	0.0933765	0.3564566	0.6443561	0.3959119
900	0.1134103	0.0039937	0.9109750	0.4327146	0.8169591	0.9997803	0.0932610	0.3690730	0.6290282	0.3938261
950	0.1130057	0.0039912	0.9057311	0.4391183	0.8086339	0.9998578	0.0931062	0.3790694	0.6211126	0.3939230
1000	0.1128699	0.0040063	0.8994225	0.4456820	0.8011809	0.9998837	0.0929647	0.3861750	0.6178669	0.3952821

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.4816132	0.0045456	0.6791629	0.2598245	0.3195017	0.9999365	0.0408736	0.3866623	0.6398313	0.4311992
100	0.5255740	0.0055261	0.6279768	0.2826744	0.1469920	0.9999776	0.0182170	0.3862709	0.6511180	0.4722302
150	0.5314677	0.0068992	0.6077805	0.3274997	0.0835193	0.9999926	0.0083180	0.3839264	0.6753435	0.5107188
200	0.5333141	0.0082107	0.5962991	0.3482551	0.0602069	0.9999976	0.0040003	0.3786195	0.7023774	0.5372384
250	0.5349468	0.0092515	0.5886392	0.3551965	0.0517280	0.9999992	0.0021320	0.3712496	0.7245020	0.5538317
300	0.5365466	0.0100078	0.5839990	0.3572832	0.0487558	0.9999997	0.0013452	0.3635521	0.7400409	0.5640613
350	0.5379444	0.0105216	0.5815351	0.3578985	0.0478321	0.9999999	0.0010390	0.3568076	0.7501726	0.5702913
400	0.5390391	0.0108463	0.5803451	0.3580839	0.0476569	1.0000000	0.0009456	0.3515281	0.7565270	0.5739595
450	0.5398195	0.0110373	0.5798042	0.3581418	0.0477342	1.0000000	0.0009431	0.3476962	0.7604026	0.5760223
500	0.5403323	0.0111429	0.5795677	0.3581600	0.0478744	1.0000000	0.0009748	0.3450602	0.7627013	0.5771295
550	0.1791053	0.0096129	0.6955880	0.8381095	0.5314489	1.0000000	0.0528936	0.3433256	0.7631583	0.5566435
600	0.1329354	0.0088721	0.4665833	0.8327411	0.7103329	0.9999977	0.0756030	0.3424615	0.7568947	0.5471568
650	0.1282824	0.0156924	0.3537945	0.6833325	0.7767118	0.9999830	0.0855398	0.3427164	0.7552359	0.6077773
700	0.1535054	0.0322989	0.4135838	0.5657156	0.8013919	0.9999572	0.0898862	0.3428247	0.7722278	0.6765193
750	0.2169046	0.0332160	0.5645631	0.5009293	0.8108494	0.9999327	0.0917888	0.3407773	0.7951460	0.6834035
800	0.2329584	0.0199721	0.7013995	0.4694146	0.8150134	0.9999156	0.0926354	0.3368258	0.8054491	0.6279974
850	0.1905648	0.0109351	0.7900126	0.4546808	0.8175394	0.9999055	0.0930352	0.3332633	0.7964517	0.5549561
900	0.1490514	0.0069219	0.8397996	0.4476098	0.8195511	0.9999001	0.0932428	0.3323395	0.7712323	0.4953036
950	0.1275001	0.0053016	0.8661161	0.4439033	0.8208147	0.9998972	0.0933501	0.3351425	0.7376662	0.4555495
1000	0.1186946	0.0046369	0.8797634	0.4419028	0.8207025	0.9998957	0.0933821	0.3414813	0.7041990	0.4315678

0	0.1132164	0.0042847	0.8613919	0.4667154	0.7882821	0.9998988	0.0927202	0.3865880	0.6387077	0.4157959
50	0.6882271	0.0042777	0.8831447	0.3646213	0.7883155	0.4951113	0.0927199	0.3773150	0.8309773	0.1883190
100	0.7564840	0.0041896	0.9240041	0.3408741	0.7912674	0.3299311	0.0927585	0.3545780	0.8501219	0.1375566
150	0.7645612	0.0040417	0.9503073	0.3341196	0.7985984	0.2758796	0.0928739	0.3370057	0.8320284	0.1235534
200	0.7654795	0.0039118	0.9637360	0.3297289	0.8076802	0.2581924	0.0930521	0.3285402	0.8161539	0.1179147
250	0.7655494	0.0038246	0.9704928	0.3250126	0.8154817	0.2524044	0.0932404	0.3261137	0.8071346	0.1149730
300	0.7655281	0.0037725	0.9743109	0.3204024	0.8207041	0.2505103	0.0933899	0.3264049	0.8025696	0.1133091
350	0.7655059	0.0037424	0.9768109	0.3166555	0.8235180	0.2498903	0.0934828	0.3274752	0.8003087	0.1123429
400	0.7654910	0.0037245	0.9785668	0.3140823	0.8246766	0.2496873	0.0935274	0.3285080	0.7991684	0.1117616
450	0.7654818	0.0037135	0.9797815	0.3125772	0.8249200	0.2496208	0.0935413	0.3292756	0.7985706	0.1113959
500	0.7654761	0.0037064	0.9805706	0.3118472	0.8247607	0.2495990	0.0935397	0.3297837	0.7982411	0.1111584
550	0.1899412	0.0037033	0.9738313	0.4083693	0.8239979	0.7543768	0.0935185	0.3490013	0.3867449	0.3111537
600	0.1216132	0.0037196	0.9499967	0.4314034	0.8169329	0.9195540	0.0933407	0.4052876	0.4204690	0.3560935
650	0.1135198	0.0037720	0.9252767	0.4406945	0.7992006	0.9736053	0.0930038	0.4455939	0.5013918	0.3710761
700	0.1126106	0.0038507	0.9067058	0.4516530	0.7785291	0.9912936	0.0927085	0.4529703	0.5531707	0.3809813
750	0.1125831	0.0039379	0.8907034	0.4653850	0.7639822	0.9970829	0.0925285	0.4431137	0.5821284	0.3894453
800	0.1126773	0.0040284	0.8739985	0.4780858	0.7580545	0.9989781	0.0924458	0.4295085	0.5994453	0.3971785
850	0.1127970	0.0041260	0.8571862	0.4865301	0.7586341	0.9995986	0.0924273	0.4176149	0.6114191	0.4047883
900	0.1129317	0.0042318	0.8431124	0.4899832	0.7626132	0.9998018	0.0924460	0.4084826	0.6210718	0.4123612
950	0.1130796	0.0043365	0.8340841	0.4895422	0.7676705	0.9998682	0.0924832	0.4016247	0.6296188	0.4192802
1000	0.1132308	0.0044241	0.8305004	0.4868484	0.7725633	0.9998898	0.0925267	0.3963259	0.6371955	0.4246831
