YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.2838207	0.9162161	0.5161375	1.0000000	0.4260478	0.4031994	0.1300014	0.1707378	0.9956664	1.0000000
0.9131925	0.4581157	0.5161375	1.0000000	0.4258186	0.4036952	0.1300014	0.1707378	0.9956664	1.0000000
0.5057577	0.9957801	0.2580688	1.0000000	0.4284312	0.4192611	0.0608477	0.0892105	0.9996647	1.0000000
0.8548899	0.5556355	0.8489809	0.5000000	0.3476806	0.5931020	0.2304399	0.2427192	0.9708385	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.2800527	0.7719557	0.1300014	0.1707378	0.9956664	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4104339	0.2188228	0.1300014	0.1707378	0.9956664	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4277879	0.4154696	0.0649765	0.1706936	0.9995816	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4288742	0.4218212	0.0589404	0.0853466	0.9996985	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4257146	0.4031726	0.8010666	0.7221184	0.1857857	1.0000000
0.5676331	0.9162161	0.5161375	1.0000000	0.4258032	0.4037290	0.1299586	0.1706993	0.9990894	0.5000261
