YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.2423228	0.5705054	0.5283149	0.4664129	0.9155880	0.1467605	0.5821338	0.9991981	0.0453949	1.0000000
0.0255118	0.2859880	0.8591338	0.5262011	0.9955915	0.4988561	0.8044006	0.9993279	0.0430930	1.0000000
0.0343392	0.0386036	0.8704222	0.5105226	0.9957968	0.5123972	0.8821053	0.7895287	0.0586823	0.9097616
0.6820363	0.4971218	0.6189762	0.5108511	0.9964251	0.4532895	0.8346302	0.9431631	0.1620124	0.7505807
0.0008355	0.1163643	0.7192462	0.5057483	0.9868385	0.3032781	0.7195358	0.8449901	0.0973203	1.0000000
0.0030752	0.1630799	0.7750386	0.6299289	0.9969862	0.6317054	0.7116775	0.9455131	0.1598571	0.7557762
0.2180202	0.5819726	0.8693844	0.5119896	0.9986025	0.6270694	0.8207024	0.8469293	0.0353708	1.0000000
0.2077534	0.3213746	0.4759170	0.7225352	0.9961254	0.5375377	0.9032992	0.9894149	0.0973203	1.0000000
0.3110746	0.1448004	0.6509848	0.5741479	0.9889928	0.3073694	0.5668043	0.9999119	0.0236797	1.0000000
0.0015311	0.1359993	0.8423224	0.5485407	0.9964275	0.5637597	0.8694523	0.6895703	0.1641880	0.6855904
