"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
350	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0412663	0.9975383	0.0585015	0.8344379
400	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0418121	0.9974214	0.0588134	0.8340298
450	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0421669	0.9973504	0.0589560	0.8338731
500	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0423813	0.9973105	0.0590184	0.8338135
550	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0424941	0.9972928	0.0583875	0.8846825
600	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0423521	0.9973520	0.0552780	0.9419940
650	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0417040	0.9975539	0.0515912	0.9741713
700	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0406945	0.9978312	0.0489098	0.9892019
750	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0396591	0.9980856	0.0473487	0.9956523
800	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	0.9999999	0.0388164	0.9982722	0.0465442	0.9982915
850	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0382233	0.9983914	0.0461600	0.9993397
900	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0378451	0.9984608	0.0459858	0.9997477
950	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0376205	0.9984986	0.0459098	0.9999044
1000	0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0374941	0.9985182	0.0458776	0.9999640

0	0.9993695	0.0131515	0.0533207	0.8563346	0.9229055	0.9999999	0.0373604	0.9985364	0.0458552	1.0000000
50	0.9850711	0.0131599	0.0532824	0.8974205	0.9214704	0.8338990	0.0373647	0.8253110	0.0465565	0.9019786
100	0.9664257	0.0132162	0.0530793	0.9441027	0.9121975	0.6619730	0.0375729	0.6486444	0.0513586	0.7915753
150	0.9541295	0.0134140	0.0528103	0.9686411	0.8964143	0.5734353	0.0385621	0.5572358	0.0602216	0.7295931
200	0.9473953	0.0137450	0.0525989	0.9775096	0.8807466	0.5351743	0.0407920	0.5165505	0.0696802	0.7006405
250	0.9440119	0.0141128	0.0524733	0.9791202	0.8692288	0.5198489	0.0440815	0.4992497	0.0770166	0.6882156
300	0.9423885	0.0144278	0.0524131	0.9783727	0.8622300	0.5139478	0.0477180	0.4918996	0.0816463	0.6831319
350	0.9416275	0.0146519	0.0523903	0.9773038	0.8584869	0.5117259	0.0509809	0.4887096	0.0841910	0.6811130
400	0.9412738	0.0147892	0.0523849	0.9765020	0.8566556	0.5109004	0.0534915	0.4872869	0.0854629	0.6803269
450	0.9411091	0.0148630	0.0523858	0.9760133	0.8558152	0.5105962	0.0552144	0.4866386	0.0860574	0.6800251
500	0.9410321	0.0148975	0.0523882	0.9757463	0.8554475	0.5104846	0.0562988	0.4863398	0.0863220	0.6799103
550	0.9552891	0.0149079	0.0524349	0.9079206	0.8591990	0.6765447	0.0568788	0.6585224	0.0837238	0.7778885
600	0.9739140	0.0148375	0.0526962	0.8539132	0.8763012	0.8484558	0.0560918	0.8345990	0.0724517	0.8882754
650	0.9862017	0.0145644	0.0530478	0.8396405	0.8953321	0.9369880	0.0529709	0.9264985	0.0608280	0.9502516
700	0.9929364	0.0141256	0.0532942	0.8413224	0.9085984	0.9752472	0.0486676	0.9679573	0.0533048	0.9792019
750	0.9963260	0.0136830	0.0534000	0.8463107	0.9160820	0.9905719	0.0447104	0.9857329	0.0493054	0.9916259
800	0.9979568	0.0133555	0.0534170	0.8504949	0.9198343	0.9964728	0.0417750	0.9932034	0.0473820	0.9967093
850	0.9987223	0.0131682	0.0533981	0.8532008	0.9215802	0.9986946	0.0398612	0.9963188	0.0465097	0.9987282
900	0.9990767	0.0130895	0.0533727	0.8547458	0.9223516	0.9995201	0.0387149	0.9976147	0.0461292	0.9995141
950	0.9992388	0.0130742	0.0533521	0.8555627	0.9226797	0.9998243	0.0380680	0.9981535	0.0459677	0.9998160
1000	0.9993116	0.0130873	0.0533383	0.8559721	0.9228153	0.9999358	0.0377187	0.9983775	0.0459007	0.9999307

0	0.9993695	0.0131515	0.0533207	0.8563346	0.9229055	0.9999999	0.0373604	0.9985364	0.0458552	1.0000000
50	0.8357403	0.0183856	0.0362024	0.8555859	0.9218753	0.8778705	0.0373833	0.9985281	0.0485826	0.7091994
100	0.6214118	0.1729951	0.0181596	0.8497608	0.9155634	0.7514579	0.0387323	0.9980791	0.0902099	0.3816659
150	0.4626790	0.4930544	0.0088236	0.8375917	0.9055483	0.6863586	0.0686460	0.9872760	0.2922791	0.1977829
200	0.3371989	0.7254586	0.0048708	0.8230899	0.8962272	0.6582134	0.2297225	0.8936096	0.6073751	0.1118893
250	0.2431831	0.8516900	0.0033927	0.8105245	0.8896952	0.6456210	0.4529556	0.6971778	0.8261662	0.0750282
300	0.1807921	0.9125424	0.0029152	0.8010928	0.8855531	0.6268185	0.6162858	0.5132234	0.9306818	0.0599463
350	0.1431728	0.9400299	0.0028079	0.7918145	0.8815517	0.5852043	0.6977186	0.3931802	0.9730357	0.0539568
400	0.1219824	0.9519474	0.0028410	0.7775128	0.8753059	0.5365440	0.7230969	0.3272948	0.9889102	0.0516248
450	0.1106228	0.9569707	0.0029602	0.7566154	0.8669404	0.5023020	0.7224628	0.2944118	0.9946355	0.0507294
500	0.1047579	0.9590450	0.0031629	0.7337091	0.8588268	0.4868747	0.7142269	0.2789320	0.9966630	0.0503889
550	0.1561072	0.9700076	0.0206674	0.7211898	0.8556293	0.5776086	0.7061427	0.2724958	0.9536277	0.3410610
600	0.2261104	0.8625858	0.0390334	0.7385311	0.8647827	0.6793762	0.6916255	0.3026789	0.6116281	0.6685463
650	0.3015550	0.5504232	0.0483818	0.7680570	0.8784349	0.7476238	0.6261649	0.4567502	0.3020919	0.8524112
700	0.4275582	0.2956617	0.0521378	0.7944234	0.8903778	0.8211127	0.4823117	0.6770819	0.1477879	0.9382981
750	0.5960225	0.1479583	0.0533833	0.8151467	0.9004941	0.8995041	0.3187048	0.8395571	0.0841642	0.9751566
800	0.7519660	0.0736152	0.0536720	0.8306288	0.9089313	0.9532958	0.1948536	0.9271040	0.0598970	0.9902376
850	0.8625575	0.0390097	0.0536504	0.8412577	0.9150553	0.9805052	0.1192368	0.9679771	0.0509530	0.9962268
900	0.9289443	0.0237301	0.0535580	0.8479490	0.9188656	0.9923166	0.0780205	0.9857949	0.0477024	0.9985586
950	0.9648702	0.0172683	0.0534723	0.8518738	0.9209648	0.9970671	0.0569595	0.9932981	0.0465256	0.9994540
1000	0.9830548	0.0146499	0.0534108	0.8540501	0.9220217	0.9989012	0.0466169	0.9964003	0.0460992	0.9997944

0	0.9993695	0.0131515	0.0533207	0.8563346	0.9229055	0.9999999	0.0373604	0.9985364	0.0458552	1.0000000
50	0.9993537	0.0191819	0.0357527	0.8969296	0.9229055	0.9999991	0.1324840	0.9985366	0.0458552	1.0000000
100	0.9961090	0.1894096	0.0171743	0.9442642	0.9229051	0.9999027	0.2521362	0.9985367	0.0458552	1.0000000
150	0.9375640	0.5239201	0.0074745	0.9717676	0.9228957	0.9989894	0.3401202	0.9985367	0.0458552	1.0000000
200	0.7888208	0.7618339	0.0032711	0.9849918	0.9228348	0.9946572	0.4674157	0.9985368	0.0458552	1.0000000
250	0.6241340	0.8900807	0.0016001	0.9907520	0.9225130	0.9719976	0.6236644	0.9985368	0.0458552	1.0000000
300	0.4957726	0.9516696	0.0009674	0.9928758	0.9210227	0.9016891	0.7491109	0.9985368	0.0458552	1.0000000
350	0.4117717	0.9794262	0.0007353	0.9927880	0.9165519	0.7873580	0.8301995	0.9985368	0.0458552	1.0000000
400	0.3621199	0.9914422	0.0006530	0.9904783	0.9076728	0.6690783	0.8770089	0.9985368	0.0458552	1.0000000
450	0.3346592	0.9965015	0.0006270	0.9853834	0.8947215	0.5759214	0.9023037	0.9985368	0.0458552	1.0000000
500	0.3201726	0.9985889	0.0006241	0.9774257	0.8797757	0.5135389	0.9154048	0.9985368	0.0458552	1.0000000
550	0.3127988	0.9992620	0.0180293	0.8959757	0.8656040	0.4863364	0.8482280	0.9985368	0.0458552	1.0000000
600	0.3103624	0.9119755	0.0366821	0.8034807	0.8571290	0.5304847	0.7575926	0.9985368	0.0458552	1.0000000
650	0.3333689	0.6035430	0.0468186	0.7650222	0.8600304	0.6243601	0.6707571	0.9985368	0.0458552	1.0000000
700	0.4242725	0.3304185	0.0514555	0.7694782	0.8718748	0.7392172	0.5127753	0.9985368	0.0458552	1.0000000
750	0.5771208	0.1666933	0.0532804	0.7914890	0.8869684	0.8556304	0.3236571	0.9985368	0.0458552	1.0000000
800	0.7329911	0.0826660	0.0538096	0.8144742	0.9007796	0.9337728	0.1883890	0.9985368	0.0458552	1.0000000
850	0.8492809	0.0430094	0.0538278	0.8317491	0.9107390	0.9725904	0.1117366	0.9985368	0.0458552	1.0000000
900	0.9211443	0.0253246	0.0536993	0.8428000	0.9167719	0.9892516	0.0726156	0.9985368	0.0458552	1.0000000
950	0.9607287	0.0178077	0.0535657	0.8492322	0.9200095	0.9959095	0.0536956	0.9985368	0.0458552	1.0000000
1000	0.9809942	0.0147711	0.0534665	0.8527470	0.9216049	0.9984703	0.0448214	0.9985368	0.0458552	1.0000000

0	0.9993695	0.0131515	0.0533207	0.8563346	0.9229055	0.9999999	0.0373604	0.9985364	0.0458552	1.0000000
50	0.9993701	0.0123814	0.0533212	0.8548359	0.9209785	0.7832576	0.0373572	0.9625546	0.0458552	1.0000000
100	0.9993980	0.0114300	0.0533414	0.8393585	0.9076343	0.5589142	0.0373557	0.9258644	0.0458552	1.0000000
150	0.9994472	0.0108220	0.0534693	0.7942953	0.8825523	0.4433828	0.0373551	0.9069078	0.0458552	1.0000000
200	0.9994983	0.0104088	0.0538674	0.7262385	0.8551156	0.3934566	0.0373548	0.8985250	0.0458552	1.0000000
250	0.9995427	0.0099373	0.0546872	0.6590092	0.8333300	0.3734588	0.0373547	0.8950311	0.0458552	1.0000000
300	0.9995834	0.0092190	0.0559400	0.6079928	0.8193339	0.3657585	0.0373546	0.8936124	0.0458552	1.0000000
350	0.9996279	0.0082299	0.0574398	0.5751678	0.8115498	0.3628592	0.0373546	0.8930434	0.0458552	1.0000000
400	0.9996799	0.0071072	0.0588997	0.5562189	0.8076346	0.3617821	0.0373546	0.8928165	0.0458552	1.0000000
450	0.9997367	0.0060376	0.0600974	0.5460764	0.8058020	0.3613851	0.0373545	0.8927263	0.0458552	1.0000000
500	0.9997918	0.0051501	0.0609540	0.5409406	0.8049882	0.3612396	0.0373545	0.8926905	0.0458552	1.0000000
550	0.9998386	0.0048398	0.0614371	0.5611106	0.8130226	0.5779288	0.0373545	0.9286582	0.0458552	1.0000000
600	0.9998704	0.0048509	0.0607182	0.6480730	0.8459934	0.8022528	0.0373545	0.9653429	0.0458552	1.0000000
650	0.9998873	0.0051414	0.0586974	0.7345344	0.8794135	0.9177771	0.0373545	0.9842973	0.0458552	1.0000000
700	0.9998901	0.0059524	0.0566390	0.7916982	0.9011754	0.9677008	0.0373545	0.9926792	0.0458552	1.0000000
750	0.9998748	0.0072582	0.0551743	0.8239214	0.9128499	0.9876977	0.0373545	0.9961728	0.0458552	1.0000000
800	0.9998368	0.0087675	0.0542948	0.8406819	0.9184862	0.9953975	0.0373545	0.9975914	0.0458552	1.0000000
850	0.9997758	0.0101600	0.0538129	0.8489855	0.9210341	0.9982967	0.0373545	0.9981604	0.0458552	1.0000000
900	0.9996992	0.0112541	0.0535626	0.8529619	0.9221349	0.9993739	0.0373546	0.9983872	0.0458552	1.0000000
950	0.9996188	0.0120190	0.0534372	0.8548167	0.9225951	0.9997708	0.0373546	0.9984774	0.0458552	1.0000000
1000	0.9995454	0.0125092	0.0533757	0.8556632	0.9227826	0.9999163	0.0373546	0.9985132	0.0458552	1.0000000
