"Time"	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C

0	0.1733942	0.0703782	0.1038884	0.1977596	0.2493950	0.6262668	0.0681266	0.0093952	0.9820161	1.0000000
50	0.1715334	0.1150306	0.0970935	0.1711556	0.7903080	0.6262668	0.0681266	0.0094582	0.9826146	1.0000000
100	0.1569728	0.1276617	0.0641292	0.1347403	0.9042051	0.6262668	0.0681266	0.0096643	0.9867625	1.0000000
150	0.1346269	0.1311790	0.0399959	0.1161835	0.9281877	0.6262668	0.0681266	0.0098080	0.9918187	1.0000000
200	0.1157795	0.1321592	0.0308317	0.1082352	0.9332376	0.6262668	0.0681266	0.0097978	0.9951533	1.0000000
250	0.1037147	0.1324347	0.0277790	0.1049764	0.9343010	0.6262668	0.0681266	0.0097088	0.9968943	1.0000000
300	0.0970570	0.1325124	0.0266949	0.1036552	0.9345249	0.6262668	0.0681266	0.0096154	0.9977209	1.0000000
350	0.0936950	0.1325343	0.0262745	0.1031207	0.9345720	0.6262668	0.0681266	0.0095467	0.9980973	1.0000000
400	0.0920921	0.1325405	0.0261025	0.1029044	0.9345819	0.6262668	0.0681266	0.0095039	0.9982650	1.0000000
450	0.0913577	0.1325422	0.0260305	0.1028168	0.9345840	0.6262668	0.0681266	0.0094798	0.9983388	1.0000000
500	0.0910305	0.1325427	0.0260003	0.1027813	0.9345845	0.6262668	0.0681266	0.0094671	0.9983709	1.0000000
550	0.0910932	0.0878766	0.0260493	0.1069176	0.3936711	0.6262668	0.0681266	0.0092531	0.9983714	1.0000000
600	0.0938978	0.0751816	0.0268720	0.1226711	0.2797740	0.6262668	0.0681266	0.0088749	0.9981732	1.0000000
650	0.1026637	0.0715735	0.0300496	0.1453283	0.2557913	0.6262668	0.0681266	0.0086536	0.9974058	1.0000000
700	0.1171478	0.0705487	0.0380646	0.1665803	0.2507414	0.6262668	0.0681266	0.0085754	0.9956821	1.0000000
750	0.1336816	0.0702599	0.0520443	0.1814431	0.2496780	0.6262668	0.0681266	0.0085962	0.9929621	1.0000000
800	0.1482362	0.0701869	0.0687122	0.1899549	0.2494541	0.6262668	0.0681266	0.0086895	0.9898065	1.0000000
850	0.1588418	0.0701888	0.0830795	0.1942428	0.2494070	0.6262668	0.0681266	0.0088282	0.9869731	1.0000000
900	0.1655743	0.0702251	0.0928307	0.1962364	0.2493971	0.6262668	0.0681266	0.0089797	0.9848846	1.0000000
950	0.1694362	0.0702728	0.0984557	0.1971181	0.2493950	0.6262668	0.0681266	0.0091158	0.9835532	1.0000000
1000	0.1714901	0.0703147	0.1013713	0.1974958	0.2493945	0.6262668	0.0681266	0.0092214	0.9827894	1.0000000

0	0.1733942	0.0703782	0.1038884	0.1977596	0.2493950	0.6262668	0.0681266	0.0093952	0.9820161	1.0000000
50	0.6263285	0.0703791	0.1038017	0.1968181	0.2863818	0.8737020	0.0681266	0.0135288	0.6989637	1.0000000
100	0.7478756	0.0703751	0.0996366	0.1869165	0.3818949	0.9568399	0.0681266	0.0385127	0.6100226	1.0000000
150	0.7791619	0.0703385	0.0838892	0.1689483	0.4623190	0.9847741	0.0681266	0.0860955	0.5831257	1.0000000
200	0.7851849	0.0702636	0.0635917	0.1527393	0.5094491	0.9941601	0.0681280	0.1317199	0.5763091	1.0000000
250	0.7843816	0.0701998	0.0487499	0.1418525	0.5330772	0.9973144	0.0681430	0.1608021	0.5755289	1.0000000
