YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.2419361	0.6784221	0.5582680	0.9120119	0.1539734	0.3145276	0.0205873	0.9306955	0.1679590	0.7793385
0.2068640	0.9079232	0.9597737	0.8460458	0.0955145	0.3447897	0.0237029	0.8514156	0.0342172	0.7265593
0.1585456	0.5598927	0.9467033	0.8022984	0.0850936	0.4503079	0.0182525	0.9299594	0.0118482	0.9591560
0.1623377	0.7918388	0.8973960	0.7362463	0.1918067	0.1760224	0.0367360	0.8180272	0.1788547	1.1474480
0.1487492	0.6740903	1.0077142	0.9971984	0.1347019	0.2590874	0.0539158	0.7625534	0.0295747	1.0081501
0.0966036	0.5585787	0.9860431	0.5544638	0.3858995	0.7576477	0.0350168	0.6963731	0.0923547	1.0446109
0.1398067	0.5422394	1.0182232	1.0002519	0.7288492	0.5204802	0.0246588	1.0010877	0.0417706	1.1109555
0.1127252	0.8462403	0.8378946	0.8038683	0.3807111	0.5674973	0.0414303	1.0363261	0.0739407	0.9531915
0.1349560	0.7528762	1.0408821	0.9966125	0.3309321	0.7066295	0.0131007	0.8902065	0.0624182	0.9915751
0.1185777	0.4731397	0.5753746	1.0709299	0.4608372	0.4181796	0.0624349	0.7308546	0.0481502	1.0384117
