YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.1757127	0.0620667	0.2252270	0.5097064	0.6515290	0.5431099	0.4895340	0.4364241	0.5622325	0.6946948
0.4811125	0.4300243	0.6881684	0.3342187	0.7396790	0.6324834	0.4367056	0.5691016	0.6449610	0.4230822
0.4902224	0.0616591	0.2816526	0.4610797	0.6188960	0.7248825	0.4473546	0.6276567	0.5511011	0.7676744
0.0274765	0.0276293	0.1414321	0.3280200	0.7683393	0.6195951	0.6024935	0.1749577	0.2593614	0.5670465
0.3465501	0.2237031	0.4337175	0.4901926	0.6419001	0.6334056	0.3294464	0.7505328	0.5525385	0.6634495
0.2318428	0.1551763	0.2174828	0.4660609	0.7046390	0.6137952	0.2623662	0.5631801	0.5039454	0.6958739
0.1589521	0.0440102	0.2097813	0.4228787	0.8133878	0.5211491	0.5171517	0.5822889	0.6723165	0.7547628
0.1155981	0.1179739	0.2974513	0.5145493	0.6234753	0.7239276	0.2810099	0.2014502	0.4281515	0.4797898
0.3867346	0.0383943	0.2011184	0.4132500	0.6325079	0.7379186	0.5318464	0.1117518	0.2657755	0.6670489
0.3763698	0.3718452	0.2463811	0.3830714	0.6558905	0.6258067	0.4122811	0.5484137	0.7656641	0.6028106
