YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.4419807	0.6533892	0.0000000	0.7457675	0.8628524	0.5597021	0.6103528	0.0179402	0.0000000	0.9751147
0.6117855	0.9062446	0.0283482	0.0000000	0.8960453	0.5644000	0.0000000	0.6444252	0.4039627	0.7255672
0.6400041	0.9308541	0.0333925	0.0000000	0.8254442	0.6289908	0.0080258	0.0000000	0.4228459	0.7672123
0.4581892	0.5633969	0.8683405	0.7898588	0.0000000	0.5973365	0.9409251	0.7524495	0.4387045	0.0000000
