YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.5110662	0.0326798	0.4027292	0.8121733	0.5873727	0.4478547	0.1781960	0.9006981	0.3387603	1.0137746
1.0646802	0.0119053	0.3706076	0.7619290	0.5745425	0.4158034	0.2236085	0.9529662	0.4787446	1.0071632
1.0216679	0.0283992	0.1489940	0.7767848	0.5139509	0.4969604	0.2252025	0.9052109	0.4417837	0.9656193
0.1665363	0.2904010	0.5884547	0.3736763	0.5595058	0.4622658	0.1969134	0.8896046	0.3358675	1.0595532
0.5948447	0.1048943	0.6245069	0.3824154	0.3415331	0.4282697	0.2091072	0.8372175	0.3058728	1.0127085
1.0137791	0.0455836	0.3456564	0.8111717	0.5940397	0.2305500	0.2071031	0.9300620	0.4245532	0.9771256
1.0006951	0.0638838	0.5211758	0.4834528	0.3546925	0.4819547	0.1079933	0.9322867	0.3528332	1.0100550
1.0302817	0.0309680	0.2998431	0.8914956	0.7809604	0.3190127	0.4685734	0.4621112	0.3949218	1.0811993
1.0561159	0.0336846	0.4320391	0.7339787	0.5727570	0.4462937	0.1698593	0.9789052	0.2487849	1.0326790
1.0312989	0.0411931	0.3032926	0.8832014	0.8131727	0.3561158	0.4473938	0.3458017	0.8962720	0.5284617
