YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.0000000	0.8149434	0.1064678	0.0962243	0.1435676	0.2341078	1.1048303	1.0235221	0.2387048	1.0227470
0.1364950	0.0000000	0.1424344	0.0996646	0.1430905	0.3421858	1.0266849	0.9752137	0.2299150	0.9860865
1.0101877	1.1233814	0.0000000	0.1144400	0.1260915	0.2235335	0.9066647	0.8646353	0.2623382	1.1087618
1.0272183	0.8202785	0.1107032	0.0000000	0.1347422	0.3094047	0.8897288	0.9097019	0.2176599	1.0155279
0.8852735	1.1070351	0.0224848	0.0805763	0.0000000	0.2287393	0.9921509	0.9426606	0.2281400	0.9443770
1.0395936	0.8503999	0.0946861	0.0983486	0.0865163	0.0000000	1.0006064	0.9978446	0.2732218	1.0395263
0.6827343	0.3158669	0.6235664	0.4125810	0.5793204	1.0864464	0.0000000	0.8312210	0.2604660	0.9058062
0.5637703	0.3418777	0.5636107	0.4112888	0.6331553	1.0573119	0.0331704	0.0000000	0.2304161	0.9202140
0.9966187	0.8241720	0.1100693	0.1075693	0.1358003	0.2353001	0.8905984	1.0515807	0.0000000	1.0507546
1.0782683	0.9605914	0.0207414	0.1063920	0.1091656	0.2488945	1.0147417	0.4509244	1.0218071	0.0000000
