YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0000000	0.2091275	0.0000000	0.3964951	0.3988388	0.7466457	0.6427521	0.0846262	0.3079096	0.3941013
0.0000000	0.1666649	0.5641130	0.4445924	0.6029097	0.3355345	0.2082397	0.0340741	0.7633009	0.0000000
0.0771828	0.2952354	0.0000000	0.3106335	0.5213143	0.7628565	0.5588974	0.1671488	0.2002610	0.0000000
0.0985724	0.3037162	0.4403785	0.3148618	0.5258095	0.8271326	0.8265057	0.0000000	0.0000000	0.4731239
