YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.5471311	1.0181514	1.0216240	0.0922666	0.0784207	0.6574214	0.3913498	0.5666043	0.3326505	0.6818842
0.7298459	0.5989475	0.4560855	0.8815808	0.4176228	0.7759781	0.9433646	0.1269602	0.2345543	0.8728935
0.3851577	0.9736432	1.0044705	0.1719450	0.0529394	0.6115101	0.3140992	0.3403536	0.2144757	1.0380728
0.6796707	0.8628839	0.4438458	0.7620028	0.5102494	0.7890113	0.9480674	0.0033744	0.2209638	1.1022516
0.3647169	0.8493732	0.5766662	0.7589404	0.4205699	0.7785188	0.8370203	0.1100153	0.1717260	0.9741300
0.5758418	0.8942526	0.5247020	0.8200755	0.6583313	0.2929095	0.9499631	0.0060424	0.1844711	0.9873586
0.9354510	0.7402749	0.4494095	0.8673371	0.4401955	0.8371770	0.8185568	0.0122934	0.2002174	1.0217976
0.3512463	0.9316903	0.6323620	0.6691101	0.2687599	0.4438234	0.5261190	0.2684008	0.2832787	0.9282153
0.4827065	1.0105902	0.8172688	0.4636301	0.2549327	0.6817443	0.7068464	0.1976157	0.1606507	0.8784234
0.6004964	0.8403667	0.6270173	0.7171993	0.3859419	0.8451109	0.7648610	0.1487889	0.0972681	1.0451683
