YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.1802596	0.5897071	0.3877777	0.7133499	0.2715204	0.2292074	0.0710027	0.0931974	0.7260365	0.6478275
0.6890985	0.4363439	0.4451912	0.7572440	0.2912626	0.2999415	0.0769817	0.1016142	0.7129102	0.7002130
0.4283453	0.7260432	0.1744599	0.7256198	0.3547434	0.3359560	0.0361790	0.0518172	0.7739463	0.6369419
0.6864555	0.3275112	0.6377724	0.3059526	0.3288994	0.3387143	0.1036207	0.1191125	0.8221251	0.7877071
0.3331524	0.6626002	0.3935978	0.6266217	0.1841253	0.6687575	0.1198367	0.1236301	0.6118734	0.8113109
0.4253118	0.6217573	0.3381948	0.7237525	0.2552035	0.2277266	0.1371381	0.1777230	0.7405941	0.6521143
0.4094957	0.6291264	0.3665666	0.6441704	0.2924210	0.2293744	0.0692119	0.0861905	0.6886995	0.6123701
0.3882645	0.6790393	0.3515980	0.7001143	0.3295048	0.2791113	0.0932243	0.1001340	0.7857657	0.7479554
0.4546411	0.6935705	0.3494519	0.7115199	0.3114133	0.2434505	0.5862296	0.5549909	0.2052184	0.6244380
0.3148785	0.7800057	0.3447371	0.7569258	0.3256866	0.3703164	0.0936722	0.0915179	0.8316009	0.3037423
