YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.3959211	0.0634714	0.3929628	0.7970010	0.9244779	0.0136016	0.9410863	0.9461008	0.6158648	0.5180124
0.0098685	0.0182730	0.4390561	0.8638771	1.0701413	0.0050740	0.9457640	0.9411041	0.9389534	0.5399783
0.5211220	0.3895142	0.3418658	1.0111807	0.7153948	0.0043961	0.9753985	0.8963908	0.7464315	0.7423659
0.0585818	0.0670994	0.3726351	0.9586127	1.0244999	0.0076816	0.9710710	0.7935644	0.5741726	0.7871913
0.0006862	0.0073086	0.3544785	0.8060913	0.8196784	0.0074150	0.9420553	0.9267699	0.7022763	0.8146008
0.0321509	0.0295379	0.5374016	0.5903174	1.0063888	0.0168254	0.9259047	0.9823650	1.0254157	0.1830852
0.1087379	0.0065819	0.4092078	0.7537154	0.9090690	0.0052420	0.8846260	0.8350864	0.6221756	0.6135061
0.3218731	0.0056819	0.3088701	0.8683874	0.9076639	0.0231902	0.9311229	1.0009165	0.6877205	0.6570965
0.4484743	0.2811226	0.3201730	1.0751594	0.9704960	0.0100038	1.0020689	0.8643770	0.6337859	0.7527338
0.5321730	0.4021284	0.3889460	0.9726478	0.7939602	0.0147272	0.8643171	0.8976026	0.6108270	0.6043480
