YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.0000000	0.0862207	0.7419206	0.6937456	0.7850197	0.5717312	0.5035504	0.7724710	0.9692128	0.0446028
1.1110479	0.0000000	0.7880376	0.7716776	0.7229351	0.5572048	0.4042513	0.8682286	0.9761414	0.0530170
0.3543027	0.9517801	0.0000000	0.5676084	0.6729675	0.6263791	1.0359574	0.1266193	0.3562916	1.1040057
0.9471822	0.0831773	0.7060023	0.0000000	0.7657238	0.5952609	0.4112506	0.8440362	1.0399393	0.0503674
0.9668312	0.0683591	0.4481252	0.1069069	0.0000000	0.5945632	0.4710305	0.6801570	0.9868532	0.0728084
0.8966102	0.0828295	0.7211881	0.7354415	1.0467600	0.0000000	0.4113694	0.7836539	1.0262331	0.0356336
0.9312943	0.0727726	0.7644641	0.7593880	0.9655270	0.0459046	0.0000000	0.8337307	1.0150996	0.0368444
0.8198284	0.0843788	0.6278043	0.5786400	0.5279321	0.7722055	0.9185660	0.0000000	1.0576358	0.0342369
0.9264077	0.0999067	0.6450174	0.6039317	0.5792233	0.7813711	1.0659593	0.0388323	0.0000000	0.0482784
0.9856651	0.0829614	0.7240519	0.6667923	0.7554741	0.6285078	0.4901426	0.7671999	0.9218080	0.0000000
