YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.0000000	0.2043209	0.3682110	0.5898535	0.6687194	0.2073644	0.8852254	0.4713064	0.7293415	1.0677539
0.6245856	0.0000000	0.3509745	0.5944312	0.8297742	0.2372795	0.8846639	0.4942283	0.7203880	1.0587353
0.5801463	0.1919986	0.0000000	0.5760448	0.9326339	0.1850354	0.9194697	0.6564289	0.8955418	0.9894959
0.5948939	0.1348634	0.0017952	0.0000000	0.9491071	0.1917760	1.0657384	0.4875957	0.7694907	1.0204846
1.0574007	0.9351520	0.6357789	1.0863178	0.0000000	0.2216111	0.8206623	0.4111184	0.7030418	1.0693558
0.5003614	0.1399732	0.2793178	0.5527913	0.9984758	0.0000000	1.0076358	0.4192417	0.7410761	0.9402247
1.0425357	0.9773054	0.6186347	1.0376639	0.0269110	1.0865932	0.0000000	0.5549754	0.8273418	1.0871371
0.4746695	0.2077809	0.3768785	0.5766191	0.9549378	0.1797574	0.9994898	0.0000000	0.7842535	0.9807143
0.6560380	0.3053870	0.3847862	0.7785224	0.6976969	0.2021767	1.0957742	0.0081177	0.0000000	1.0496989
0.6285610	0.2325978	0.4147588	0.6481378	0.8327003	0.1624300	1.0198363	0.0061193	0.0578688	0.0000000
