"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
350	1.0282671	0.4028479	0.5189761	0.9730017	0.1119746	0.7129227	0.9224750	0.6408149	0.6944264	0.1942525
400	0.9898493	0.4211143	0.5048272	1.0752710	0.1272158	0.6854561	0.9578726	0.6577831	0.6578129	0.1724460
450	0.9981468	0.3508782	0.4567886	0.9746500	0.1294391	0.5998164	0.9416758	0.6959081	0.7418688	0.2366000
500	1.1080946	0.3027952	0.4161635	0.9265701	0.0956014	0.6787101	0.9366672	0.6738457	0.6944102	0.2915743
550	0.9889501	0.3111262	0.4863729	0.9980964	0.1002568	0.7627820	0.9506909	0.5735362	0.7505976	0.2827488
600	0.9726201	0.3576925	0.5240566	0.9492142	0.1119114	0.7501334	0.9876511	0.6086967	0.8730135	0.3484047
650	0.9502746	0.4117417	0.4666257	1.0268368	0.1535569	0.7931298	0.8135082	0.5243581	0.8258592	0.2719169
700	0.8926172	0.4532128	0.5293458	1.1106186	0.1184027	0.6362863	0.8230142	0.4988429	0.8620336	0.2426265
750	0.9989245	0.4513818	0.4975528	1.0965890	0.0958285	0.6184060	0.8404130	0.4356876	1.0445447	0.1551080
800	1.0099009	0.3694920	0.4978822	0.9911471	0.0896061	0.6672023	0.9123517	0.4523521	1.0385264	0.1522884
850	1.1034940	0.3979618	0.4583144	0.9598245	0.1060944	0.6954597	0.9405384	0.4493243	1.0391089	0.2243142
900	1.0470960	0.3896158	0.4359180	0.9340097	0.0992419	0.6450424	0.9150828	0.4223626	0.9575632	0.2715862
950	0.9837288	0.3738680	0.4826949	0.9517748	0.1049771	0.6650685	0.9654045	0.4449613	0.9465197	0.2208770
1000	1.0167108	0.4252912	0.4887110	0.8971877	0.1244952	0.6558970	0.8843378	0.5139539	0.9601918	0.1758665

0	1.0001148	0.4183608	0.5178865	0.9473146	0.1093572	0.6679245	0.9790024	0.5090543	1.0362163	0.2285193
50	0.9258699	0.3850242	0.3581959	1.0904129	0.0973714	0.6159282	0.9238335	0.4969470	0.9880798	0.1782092
100	0.9396466	0.2715792	0.2333060	1.0312784	0.0829196	0.6419719	0.8577072	0.4653783	1.0305199	0.1451526
150	1.0235706	0.2980071	0.1835697	0.9273617	0.0960017	0.5550206	0.8187766	0.4629745	0.9216775	0.1278978
200	1.0298715	0.2912337	0.1332080	0.9761338	0.1400011	0.6212686	0.8045598	0.5158159	0.8394254	0.1014372
250	1.0095279	0.3347621	0.1263875	1.0037500	0.1257339	0.6584005	0.8622946	0.5951971	0.9066580	0.1002879
300	1.0743001	0.3994893	0.0945863	1.0540190	0.1168346	0.6800271	0.8990049	0.6080996	0.8977326	0.1205936
350	1.1350113	0.5027315	0.1063107	1.0283464	0.1350011	0.7118223	0.9388752	0.6109078	0.7719399	0.1110243
400	1.1099927	0.5435698	0.0715537	1.0082690	0.1368019	0.6560509	0.9944572	0.6656279	0.8492560	0.1367455
450	1.0894223	0.5008719	0.0746544	0.9976807	0.1404547	0.6900185	0.9846106	0.6716852	0.7652213	0.1042502
500	1.0840126	0.5689580	0.0628259	0.9710270	0.1031441	0.7403728	0.9294027	0.6603544	0.7966024	0.0909755
550	1.0143421	0.6601473	0.2119820	0.9996002	0.0889048	0.6972489	0.9708843	0.6323764	0.9484563	0.1057747
600	1.0131231	0.7230320	0.3830055	1.0882536	0.0896976	0.7055802	0.9141156	0.5363119	1.0565345	0.1212750
650	1.0137542	0.6645762	0.4812881	1.0806112	0.0958906	0.7573704	0.9469260	0.4953365	1.0285761	0.1022880
700	0.9587664	0.5831952	0.4463507	1.0874054	0.1108355	0.6817855	0.9591665	0.5509818	1.0030848	0.1052963
750	0.9981887	0.5540891	0.4861479	1.0981589	0.0967114	0.7043925	0.9340719	0.5277432	0.9799090	0.1064258
800	1.0089237	0.5380636	0.4443114	1.0884191	0.0730307	0.6854454	0.9453518	0.5655406	0.9882218	0.1257874
850	1.1498146	0.4879119	0.4355848	0.9757411	0.1219067	0.7876559	0.9277338	0.5020289	1.0290184	0.1950354
900	1.1079417	0.5061287	0.4821813	0.9875579	0.1350206	0.7580662	0.8832983	0.5088905	0.9330672	0.2712289
950	1.0797962	0.4315704	0.4674982	1.0162641	0.1158881	0.7613125	0.8022983	0.5386795	0.9243815	0.1842080
1000	1.1298436	0.3588586	0.5119197	1.0441005	0.1051511	0.7322165	0.8975825	0.4652710	0.9858571	0.1797529

0	1.0001148	0.4183608	0.5178865	0.9473146	0.1093572	0.6679245	0.9790024	0.5090543	1.0362163	0.2285193
50	0.9498578	0.2421653	0.5042061	0.8400271	0.0544153	0.6617297	0.9997290	0.5653920	0.9191450	0.2292935
100	0.8665843	0.2464347	0.4148353	0.8697429	0.0182348	0.7722433	1.0057146	0.5516604	0.9243881	0.1638154
150	0.8704720	0.2149947	0.4341391	0.9578065	0.0016181	0.6928618	1.0127820	0.4994093	0.9908658	0.1387626
200	0.9367840	0.2140106	0.4502294	0.9487903	0.0065773	0.6986058	0.9464412	0.4789214	0.9535070	0.0850186
250	1.0219774	0.2443238	0.5571551	0.8988463	0.0098717	0.7336464	0.9269439	0.5742079	1.0594496	0.1041796
300	1.0361863	0.1999059	0.4858598	0.9910629	0.0013529	0.6691018	0.9488648	0.5696278	0.9711862	0.0802540
350	1.0286564	0.1839293	0.4919711	0.9700207	0.0000000	0.7104608	1.0920322	0.5026109	1.0051451	0.0978806
400	0.9692837	0.1681226	0.5304365	0.9124157	0.0063322	0.7678062	1.0293981	0.5684828	0.9984260	0.1392163
450	0.9383192	0.1803983	0.4176048	0.9109645	0.0104999	0.7317163	0.8980827	0.4972590	1.0477698	0.1153319
500	0.9332991	0.1980661	0.4100313	0.8954418	0.0094608	0.6645524	0.9144205	0.5743799	1.0095463	0.1262627
550	0.9202187	0.2672312	0.4245321	0.9637413	0.0510654	0.6604779	0.8858563	0.5843845	0.8778652	0.2137801
600	0.9610324	0.3768524	0.4984595	0.9584057	0.0811420	0.7755531	0.9464755	0.6322046	0.9980252	0.2703266
650	1.0707475	0.3594469	0.5425022	0.9310175	0.0720739	0.7211106	0.8321206	0.6231573	0.9818664	0.2699745
700	0.9809220	0.3171901	0.5624557	0.8623373	0.0828348	0.7538385	0.9510582	0.5493257	0.8725400	0.2512331
750	1.0057133	0.3331045	0.5345373	0.9135742	0.1088608	0.7266331	0.9292853	0.5891378	0.8233331	0.2546366
800	0.9143869	0.3821580	0.4583371	0.9441575	0.1053304	0.7093640	0.9886585	0.5301602	0.8948945	0.2718854
850	0.9585479	0.3865780	0.4954575	1.0502453	0.1289810	0.6647115	0.8651000	0.5055911	0.9419035	0.2398385
900	1.0469866	0.3595325	0.5403661	0.9329316	0.0854345	0.6938150	0.9333524	0.4265632	0.9744879	0.2797392
950	0.9864915	0.3286090	0.4798942	0.9363210	0.1156418	0.7174781	0.9775133	0.5521781	0.8850350	0.2299282
1000	0.8882905	0.3111189	0.5275361	0.9833010	0.1181142	0.6680608	0.9870837	0.6396964	0.8675257	0.2338843

0	1.0001148	0.4183608	0.5178865	0.9473146	0.1093572	0.6679245	0.9790024	0.5090543	1.0362163	0.2285193
50	1.0314937	0.4170028	0.4117308	1.0403332	0.1167644	0.8068075	0.9178391	0.5456810	0.8982508	0.1394312
100	1.0845578	0.3940029	0.4320215	1.0173589	0.1179961	0.6803848	0.9289618	0.5265806	0.9531444	0.1106778
150	0.9857877	0.3768260	0.4402676	0.9930727	0.1061931	0.6355978	1.0468335	0.6552624	0.9839475	0.0813521
200	1.0203999	0.3849173	0.4519288	0.9624264	0.1040229	0.6890171	1.0369637	0.6309906	0.9721230	0.0725711
250	1.0556643	0.4747036	0.4722952	0.9487942	0.0842895	0.6235566	0.9798063	0.6268037	0.9820893	0.0783188
300	1.0539624	0.4420621	0.4892075	0.9519802	0.0398747	0.6796396	0.9886797	0.6589499	0.9352690	0.0646492
350	1.0783390	0.3253363	0.4159314	1.0742681	0.0746032	0.7738948	1.0024285	0.6713864	0.9485520	0.0467531
400	1.0903382	0.4114607	0.4365703	1.0739304	0.0840310	0.7685248	0.9726421	0.5800234	0.9725768	0.0924906
450	1.0521092	0.4586784	0.4216702	1.0691637	0.1071282	0.7005265	0.9352809	0.6327541	0.9392299	0.0507636
500	1.0220540	0.4657724	0.3840455	1.1402688	0.0817140	0.6742283	0.9664867	0.5681583	0.9848875	0.0785461
550	1.0540882	0.4999352	0.4255324	1.0411171	0.0963756	0.6989510	0.9281279	0.5699813	1.0265056	0.0898696
600	0.9945005	0.4469946	0.3815503	1.0552548	0.0975394	0.6143302	0.9463478	0.5073944	0.9564416	0.1114644
650	0.9989915	0.4581971	0.4648097	0.9857558	0.1354925	0.6407382	0.9329140	0.5376855	0.8556969	0.1968482
700	1.0250984	0.4788100	0.4668900	1.0121905	0.0860120	0.6425885	0.8902124	0.5288425	0.8306962	0.2491586
750	1.0287844	0.4559012	0.4898388	1.0772106	0.1044990	0.6573139	0.9818136	0.5228877	0.9651306	0.2057632
800	0.9849775	0.3871380	0.4752461	0.9527904	0.1272741	0.6493441	0.9146424	0.4644918	0.8725103	0.2509442
850	1.1007134	0.4426287	0.4944343	0.9609787	0.1232839	0.7005058	0.9268946	0.5359865	0.9043726	0.2506911
900	1.0128988	0.4560698	0.4805687	1.0216114	0.0782248	0.6982744	0.9615360	0.5631546	0.9562277	0.1907473
950	1.0689153	0.3856370	0.4771659	0.9364748	0.0962069	0.7084812	1.0017301	0.5038893	0.9729576	0.2409853
1000	1.0358865	0.4043774	0.4736755	0.9930700	0.0871255	0.7410863	1.0355315	0.5047159	0.9027165	0.1886434

0	1.0001148	0.4183608	0.5178865	0.9473146	0.1093572	0.6679245	0.9790024	0.5090543	1.0362163	0.2285193
50	1.0214181	0.3325984	0.4754095	0.6611810	0.1060276	0.7561712	0.9368983	0.4327914	1.0589893	0.1544014
100	1.0550356	0.3668611	0.4531631	0.3182346	0.1019168	0.7456377	0.9283289	0.5332191	1.1009786	0.0873071
150	0.9549960	0.4001412	0.4853999	0.1458385	0.0841575	0.7133393	0.9451556	0.5668653	1.0443804	0.0689108
200	0.9972746	0.3956452	0.4739762	0.0920162	0.1011610	0.7390927	0.9407825	0.5615690	1.0196525	0.1324925
250	1.0681957	0.3734955	0.4702982	0.0552897	0.0895908	0.7560015	0.9333259	0.5856379	1.0761883	0.2469630
300	0.9184470	0.3922265	0.6069849	0.0515589	0.0849771	0.7562109	0.9024274	0.5320425	0.9624799	0.3325312
350	0.9303642	0.3470897	0.5149597	0.0602745	0.0990609	0.6785207	0.8882410	0.4674291	0.8883131	0.3661454
400	1.0072036	0.3754483	0.4841972	0.0520332	0.1187452	0.6275259	0.9576864	0.4846869	0.7270304	0.4358623
450	1.0837148	0.4230483	0.5220620	0.0519441	0.1096042	0.6970095	0.9501497	0.4924487	0.7504179	0.4190563
500	1.0300752	0.3930973	0.4965716	0.0711320	0.1232468	0.6616518	0.8987133	0.5740363	0.7028773	0.3956118
550	0.9891358	0.3771470	0.4611124	0.4894770	0.1590740	0.5849568	0.9427220	0.5542910	0.7688694	0.4546832
600	0.9961139	0.3894347	0.5311792	0.8381769	0.1617346	0.6482221	0.9635508	0.4684547	0.6501704	0.3632882
650	1.0102271	0.4263604	0.4903300	0.9526881	0.0844403	0.6814875	0.9406506	0.4750030	0.8850497	0.2814361
700	0.9235111	0.3708635	0.5514798	0.9652985	0.1034437	0.7180419	0.9647141	0.5570996	0.8396603	0.2621966
750	0.9074986	0.3546967	0.4878064	1.0668276	0.1131474	0.6542922	0.9643116	0.5188790	0.8679384	0.2541620
800	0.9229704	0.4270232	0.5255196	1.0394161	0.0994615	0.6931204	0.9991161	0.5470406	0.9216389	0.2186827
850	0.9446849	0.4231902	0.5120330	0.9958075	0.0861686	0.6501028	0.8978977	0.5290858	0.9116689	0.2343056
900	1.1103558	0.3798717	0.4897864	0.9517351	0.0686117	0.6674674	0.9817106	0.5155155	0.8575496	0.2095891
950	0.9534886	0.4016133	0.5569744	0.9717929	0.1008603	0.7185560	0.9349403	0.5082200	0.8648508	0.2195680
1000	1.0394535	0.3498063	0.5348478	0.9061173	0.1009048	0.6500753	0.8521587	0.4990703	0.9501174	0.2640692

0	1.0001148	0.4183608	0.5178865	0.9473146	0.1093572	0.6679245	0.9790024	0.5090543	1.0362163	0.2285193
50	0.9945896	0.3035196	0.4197427	0.8620750	0.1220067	0.8784263	0.9487507	0.5079423	0.9017580	0.1410080
100	1.0649763	0.2040189	0.2986689	1.0325557	0.1102884	0.8815467	0.9944641	0.5050091	1.0454126	0.0351082
150	1.0062287	0.1287319	0.2795249	1.0590101	0.0939323	0.8206601	0.9234040	0.5324400	1.0165533	0.0244708
200	0.9974236	0.1147590	0.2763995	0.8446020	0.1279242	0.8270045	0.9016845	0.7108921	0.8715584	0.0146391
250	0.9896380	0.0781627	0.2996227	1.0000410	0.0794681	0.9388734	0.9518305	0.7203322	0.9732042	0.0068846
300	0.9740233	0.0713634	0.3197140	1.0913483	0.0665593	1.0102686	0.9049075	0.8244251	0.9819379	0.0019894
350	0.9769269	0.1252701	0.2939199	0.9726248	0.0771445	1.0122222	1.0583161	0.8219030	0.9534405	0.0015267
400	0.9071760	0.1139710	0.2846379	1.0814613	0.0938581	0.8859405	1.0130320	0.8445235	1.0891258	0.0023233
450	1.0120883	0.1015770	0.3288376	1.0294263	0.1164676	0.9461038	0.9139928	0.9354323	1.0704439	0.0004667
500	0.9541240	0.0919302	0.3309023	0.9904741	0.1254929	1.0298230	0.9390496	0.9720926	1.0054565	0.0001672
550	0.9562302	0.1965461	0.2739662	0.9932912	0.0888978	0.8112132	0.8661713	0.8426080	0.9191390	0.0943508
600	1.0230037	0.3861808	0.3363788	0.9785748	0.1271006	0.7192431	0.9813989	0.6400501	1.0633791	0.2366086
650	0.9427832	0.4634423	0.4306565	1.0179113	0.1030121	0.6385661	0.9262484	0.5140017	1.0097025	0.2276337
700	0.9971440	0.4287647	0.4787563	0.9906460	0.0979442	0.6792479	0.9207513	0.4817810	1.0878223	0.2054753
750	1.0649562	0.3985918	0.4585900	1.0504885	0.1055023	0.7819329	0.9761997	0.4674151	0.9492201	0.1608662
800	1.0206135	0.4566959	0.4561494	0.8958161	0.0900724	0.7122371	1.0030978	0.4811755	0.8646134	0.2944825
850	0.9885212	0.4290500	0.4246225	1.0402009	0.1226359	0.7266226	0.9757727	0.5212047	0.8673669	0.2765224
900	1.0407801	0.4225814	0.5134765	0.9775892	0.1243473	0.6895933	0.8953961	0.5625647	0.8580174	0.2470487
950	1.0083685	0.3780285	0.4854664	1.0401202	0.0907933	0.6905466	0.8991785	0.6204323	0.8937678	0.2590562
1000	0.9665853	0.4166578	0.5377804	0.9791774	0.0933832	0.6256762	0.9772017	0.5521567	0.9886704	0.2409056

0	1.0001148	0.4183608	0.5178865	0.9473146	0.1093572	0.6679245	0.9790024	0.5090543	1.0362163	0.2285193
50	1.0135609	0.2974911	0.4416271	0.8993615	0.0995126	0.7773883	0.9352952	0.4828759	0.9579388	0.2077075
100	1.0664098	0.3053117	0.4899751	1.0838984	0.0756103	0.7219947	0.8760997	0.5339881	0.9120269	0.2077226
150	1.0186145	0.3548092	0.4491074	1.0176521	0.1099590	0.7036098	1.0073621	0.5103458	1.0196246	0.2239814
200	1.0258074	0.3506030	0.4673528	0.9676546	0.0837048	0.7719744	1.0255934	0.4826285	0.9903274	0.2401756
250	0.9715405	0.3948961	0.4962066	1.0344372	0.0958331	0.7092018	0.9502224	0.5277643	1.0223621	0.2580045
300	1.0037031	0.4297411	0.4813517	0.9865551	0.1012498	0.7784347	0.9513068	0.5054169	1.0453362	0.2441956
350	0.9931288	0.4172667	0.4332079	1.0140337	0.1341270	0.7678305	0.8521151	0.4448386	0.9217447	0.2781448
400	0.9871305	0.5074702	0.4511865	1.0330228	0.1434589	0.8503150	0.8987534	0.4759504	0.9306762	0.2431754
450	0.9861487	0.5232230	0.4283974	0.9842119	0.1173121	0.7560112	0.8384516	0.4449533	0.9909272	0.2268202
500	0.9980672	0.4018690	0.5126212	0.9500215	0.0976590	0.6977738	0.8292692	0.3984387	1.0959286	0.1953609
550	1.0283485	0.4248817	0.4823753	0.9379217	0.0891238	0.6162935	0.9001045	0.5220542	1.0853816	0.2030875
600	0.9701781	0.3953416	0.4773095	0.9890216	0.0981916	0.6757167	0.9254273	0.4737641	0.9803367	0.2205907
650	1.0683434	0.4026881	0.4511265	1.1156941	0.1140348	0.6972624	0.7935886	0.4889068	0.9573686	0.2956036
700	1.1032630	0.4706685	0.4489747	1.0553345	0.1153010	0.6538979	0.8332969	0.4775297	0.9122748	0.2389836
750	1.0811219	0.4592704	0.4708834	1.0673693	0.1090457	0.6054621	0.8867271	0.4964550	0.8818011	0.2345956
800	0.9993573	0.4390207	0.5175502	1.0815762	0.1587601	0.6767702	0.9779752	0.5278418	0.9396319	0.1970742
850	1.0067665	0.3812471	0.4942102	1.0488476	0.1333652	0.7350111	0.9257599	0.5305773	0.9978085	0.2111661
900	1.0009998	0.3561916	0.5336668	1.0724963	0.1164777	0.7627007	0.8982379	0.5289891	0.9930747	0.2187306
950	0.9829096	0.3464254	0.5113637	1.0514917	0.1297144	0.6731255	0.7964474	0.5026642	0.9513384	0.2208586
1000	0.9935156	0.3694279	0.5509711	0.8709063	0.1077025	0.7290592	0.9215491	0.4521005	0.8346028	0.2073846
